date,BATT_2022_Q2,meta
2022-05-06 15:30:30,519.4064765281678,
2022-05-06 23:59:59,484.29769010905875,w
2022-05-09 00:00:00,384.86099401065314,
2022-05-09 10:00:00,351.2062818483445,
2022-05-09 10:30:00,320.10934074789907,
2022-05-09 12:00:00,303.46938333931064,
2022-05-09 13:30:00,295.8809356255946,
2022-05-09 15:00:00,230.11162296208158,
2022-05-09 15:30:30,230.11162296208158,
2022-05-09 23:59:59,200.6018055942866,c
2022-05-10 00:00:00,290.9385243188765,
2022-05-10 10:00:00,193.91869599693518,
2022-05-10 10:30:00,146.51747299788963,
2022-05-10 12:00:00,72.95111099761516,
2022-05-10 13:30:00,76.90392264188381,
2022-05-10 15:00:00,141.80857050247891,
2022-05-10 15:30:30,141.80857050247891,u
2022-05-10 23:59:59,115.72635747091522,c
2022-05-11 00:00:00,110.55259012134093,
2022-05-11 10:00:00,90.28851766096841,
2022-05-11 10:30:00,74.50946526202051,
2022-05-11 12:00:00,-22.085936565538077,
2022-05-11 13:30:00,-52.52988259064273,
2022-05-11 15:00:00,-112.4274295067296,
2022-05-11 15:30:30,-112.4274295067296,
2022-05-11 23:59:59,-136.0673268178632,c
2022-05-12 00:00:00,-163.83146967022253,
2022-05-12 10:00:00,-231.59808691957392,
2022-05-12 10:30:00,-112.51004916825468,
2022-05-12 12:00:00,-73.11655859244615,
2022-05-12 13:30:00,-84.13643213658315,
2022-05-12 15:00:00,-159.78158118146416,
2022-05-12 15:30:30,-159.78158118146416,s
2022-05-12 23:59:59,0.0,a
2022-05-13 00:00:00,107.84497681973471,
2022-05-13 10:00:00,236.5045729774347,
2022-05-13 10:30:00,304.06597144626744,
2022-05-13 12:00:00,383.6396164981736,
2022-05-13 13:30:00,376.51538249963164,
2022-05-13 15:00:00,419.12170924210216,
2022-05-13 15:30:30,419.12170924210216,
2022-05-13 23:59:59,339.8114218893852,w
2022-05-16 00:00:00,370.24945192020607,
2022-05-16 10:00:00,387.72871201354474,
2022-05-16 10:30:00,508.0293797154177,
2022-05-16 12:00:00,429.52738206607444,
2022-05-16 13:30:00,403.54424645861775,
2022-05-16 15:00:00,440.5842730574209,
2022-05-16 15:30:30,440.5842730574209,
2022-05-16 23:59:59,432.292467513407,c
2022-05-17 00:00:00,521.1058151462211,
2022-05-17 10:00:00,520.978344837641,
2022-05-17 10:30:00,477.54389353555337,
2022-05-17 12:00:00,540.1710248821007,
2022-05-17 13:30:00,553.6105569433017,
2022-05-17 15:00:00,590.0377618978824,
2022-05-17 15:30:30,590.0377618978824,
2022-05-17 23:59:59,553.3566220107773,c
2022-05-18 00:00:00,491.8782859479386,
2022-05-18 10:00:00,620.026256429041,
2022-05-18 10:30:00,658.7186880692485,
2022-05-18 12:00:00,507.1037143467189,
2022-05-18 13:30:00,503.4834185481035,
2022-05-18 15:00:00,492.89159607605995,
2022-05-18 15:30:30,492.89159607605995,
2022-05-18 23:59:59,546.5877929547835,c
2022-05-19 00:00:00,539.2965581546008,
2022-05-19 10:00:00,785.878541478037,
2022-05-19 10:30:00,724.0118688688297,
2022-05-19 12:00:00,820.2012087924396,
2022-05-19 13:30:00,769.2402427055445,
2022-05-19 15:00:00,743.6991678653602,
2022-05-19 15:30:30,743.6991678653602,
2022-05-19 23:59:59,745.8231769706695,c
2022-05-20 00:00:00,761.8012122854959,
2022-05-20 10:00:00,811.4811223348167,
2022-05-20 10:30:00,809.7515975903825,
2022-05-20 12:00:00,764.4018575527765,
2022-05-20 13:30:00,732.6215431936523,
2022-05-20 15:00:00,756.3634089831979,
2022-05-20 15:30:30,756.3634089831979,
2022-05-20 23:59:59,654.8586063035406,e
2022-05-23 00:00:00,575.0134293522689,
2022-05-23 10:00:00,445.76979231310645,
2022-05-23 10:30:00,457.03668010674176,
2022-05-23 12:00:00,466.8736456402411,
2022-05-23 13:30:00,458.66730080013735,
2022-05-23 15:00:00,472.27400067042095,
2022-05-23 15:30:30,472.27400067042095,
2022-05-23 23:59:59,466.2131818081622,c
2022-05-24 00:00:00,410.29805455870326,
2022-05-24 10:00:00,226.39860667799235,
2022-05-24 10:30:00,281.64023101501436,
2022-05-24 12:00:00,230.57264043609348,
2022-05-24 13:30:00,202.66167700089386,
2022-05-24 15:00:00,166.140559033802,
2022-05-24 15:30:30,166.140559033802,
2022-05-24 23:59:59,180.2223756255528,c
2022-05-25 00:00:00,200.87860371023817,
2022-05-25 10:00:00,187.54084984538258,
2022-05-25 10:30:00,231.49549110230055,
2022-05-25 12:00:00,194.49189747581408,
2022-05-25 13:30:00,191.42054750709804,
2022-05-25 15:00:00,150.57269404592012,
2022-05-25 15:30:30,150.57269404592012,
2022-05-25 23:59:59,160.43928449628243,c
2022-05-26 00:00:00,176.10021813815206,
2022-05-26 10:00:00,195.89280904264342,
2022-05-26 10:30:00,211.80549809900504,
2022-05-26 12:00:00,239.06715980687864,
2022-05-26 13:30:00,208.5771238612565,
2022-05-26 15:00:00,255.25383074963838,
2022-05-26 15:30:30,255.25383074963838,
2022-05-26 23:59:59,231.4436433823107,c
2022-05-27 00:00:00,252.07521122995126,
2022-05-27 10:00:00,318.7153648992288,
2022-05-27 10:30:00,351.1785520560014,
2022-05-27 12:00:00,371.2866080841309,
2022-05-27 13:30:00,325.545663368119,
2022-05-27 15:00:00,360.4104059717845,
2022-05-27 15:30:30,360.4104059717845,
2022-05-27 23:59:59,380.8207700443719,w
2022-05-30 00:00:00,380.8207700443719,
2022-05-30 10:00:00,382.2600889408295,
2022-05-30 10:30:00,381.76221857327016,
2022-05-30 12:00:00,393.9122927000212,
2022-05-30 13:30:00,412.6053333184303,
2022-05-30 15:00:00,393.2388939021431,
2022-05-30 15:30:30,393.2388939021431,
2022-05-30 23:59:59,393.2388939021431,c
2022-05-31 00:00:00,418.83560881825395,
2022-05-31 10:00:00,399.54130770005986,
2022-05-31 10:30:00,377.5641807368821,
2022-05-31 12:00:00,389.4179321110479,
2022-05-31 13:30:00,345.92661341383314,
2022-05-31 15:00:00,290.2675008751072,
2022-05-31 15:30:30,290.2675008751072,m
2022-05-31 23:59:59,350.0428879495089,c
2022-06-01 00:00:00,313.6261431012979,
2022-06-01 10:00:00,321.6181190019739,
2022-06-01 10:30:00,299.7714827477565,
2022-06-01 12:00:00,229.22060717001796,
2022-06-01 13:30:00,212.5197306823677,
2022-06-01 15:00:00,222.261732773012,
2022-06-01 15:30:30,222.261732773012,
2022-06-01 23:59:59,195.4404656057127,c
2022-06-02 00:00:00,201.46981202809934,
2022-06-02 10:00:00,292.1916210124823,
2022-06-02 10:30:00,301.9838242021808,
2022-06-02 12:00:00,335.8327323404603,
2022-06-02 13:30:00,351.93110523024404,
2022-06-02 15:00:00,315.89990501534226,
2022-06-02 15:30:30,315.89990501534226,
2022-06-02 23:59:59,299.13698065434835,c
2022-06-03 00:00:00,235.95894526810184,
2022-06-03 10:00:00,250.49714257669984,
2022-06-03 10:30:00,174.1752491288048,
2022-06-03 12:00:00,195.81383647429038,
2022-06-03 13:30:00,188.0314224899396,
2022-06-03 15:00:00,200.6137467843655,
2022-06-03 15:30:30,200.6137467843655,
2022-06-03 23:59:59,192.75031213082707,w
