date,CRSP_STAY_HEDGED_2021_Q3,meta
2021-07-23 00:00:00,-302.4456503943799,
2021-07-23 10:00:00,-304.2794119344576,
2021-07-23 10:30:00,-308.6998210199205,
2021-07-23 12:00:00,-308.20749341792043,
2021-07-23 13:30:00,-303.87324819346327,
2021-07-23 15:00:00,-293.07338820502247,
2021-07-23 15:30:30,-293.07338820502247,
2021-07-23 23:59:59,-298.502883811901,w
2021-07-26 00:00:00,-281.7353691259606,
2021-07-26 10:00:00,-280.9792124825611,
2021-07-26 10:30:00,-265.4911267699214,
2021-07-26 12:00:00,-272.0787388862376,
2021-07-26 13:30:00,-271.47108008230623,
2021-07-26 15:00:00,-273.8803633104096,
2021-07-26 15:30:30,-273.8803633104096,
2021-07-26 23:59:59,-265.62490310453023,c
2021-07-27 00:00:00,-256.55094162774003,
2021-07-27 10:00:00,-285.6547758234395,
2021-07-27 10:30:00,-285.19942574773154,
2021-07-27 12:00:00,-289.8092491891948,
2021-07-27 13:30:00,-286.61322783675547,
2021-07-27 15:00:00,-273.6521589357177,
2021-07-27 15:30:30,-273.6521589357177,
2021-07-27 23:59:59,-276.709784721113,c
2021-07-28 00:00:00,-274.68829556629305,
2021-07-28 10:00:00,-250.9834797689613,
2021-07-28 10:30:00,-252.03223872288913,
2021-07-28 12:00:00,-249.51220845588577,
2021-07-28 13:30:00,-248.09775982873393,
2021-07-28 15:00:00,-250.53204909122488,
2021-07-28 15:30:30,-250.53204909122488,
2021-07-28 23:59:59,-248.34764212867816,c
2021-07-29 00:00:00,-257.9846510084176,
2021-07-29 10:00:00,-253.36833925814324,
2021-07-29 10:30:00,-250.7591081786772,
2021-07-29 12:00:00,-239.8562840798948,
2021-07-29 13:30:00,-246.97264814746734,
2021-07-29 15:00:00,-252.1673655162316,
2021-07-29 15:30:30,-252.1673655162316,
2021-07-29 23:59:59,-260.4961071992732,c
2021-07-30 00:00:00,-275.7123689100291,
2021-07-30 10:00:00,-278.54614130592404,
2021-07-30 10:30:00,-276.7661743305357,
2021-07-30 12:00:00,-280.59484725579574,
2021-07-30 13:30:00,-286.68079580684514,
2021-07-30 15:00:00,-295.0248240709192,
2021-07-30 15:30:30,-295.0248240709192,
2021-07-30 23:59:59,-297.04627267821195,w
2021-08-02 00:00:00,-293.4119442262058,
2021-08-02 10:00:00,-274.48900694737296,
2021-08-02 10:30:00,-273.1615397106127,
2021-08-02 12:00:00,-265.4003106966742,
2021-08-02 13:30:00,-258.9556478092949,
2021-08-02 15:00:00,-256.29879349063765,
2021-08-02 15:30:30,-256.29879349063765,
2021-08-02 23:59:59,-258.6412272227668,c
2021-08-03 00:00:00,-250.4753895787934,
2021-08-03 10:00:00,-263.3549312075804,
2021-08-03 10:30:00,-273.89904601135936,
2021-08-03 12:00:00,-272.13952833037706,
2021-08-03 13:30:00,-279.3737172063411,
2021-08-03 15:00:00,-275.40644724678447,
2021-08-03 15:30:30,-275.40644724678447,
