date,RAFI_INVESCO_2022_Q1,meta
2022-02-17 00:00:00,81.15136855822226,
2022-02-17 10:00:00,67.23236652884236,
2022-02-17 10:30:00,63.26519712582461,
2022-02-17 12:00:00,57.527513690183355,
2022-02-17 13:30:00,60.018415120344514,
2022-02-17 15:00:00,56.90650856172408,
2022-02-17 15:30:30,56.90650856172408,
2022-02-17 23:59:59,51.55368209966696,c
2022-02-18 00:00:00,65.25670852401777,
2022-02-18 10:00:00,55.30788012648719,
2022-02-18 10:30:00,39.82202913556813,
2022-02-18 12:00:00,42.635251544383266,
2022-02-18 13:30:00,27.878872575478283,
2022-02-18 15:00:00,45.94316096643689,
2022-02-18 15:30:30,45.94316096643689,
2022-02-18 23:59:59,39.10216386189228,w
2022-02-21 00:00:00,39.10216386189228,
2022-02-21 10:00:00,39.10216386189228,
2022-02-21 10:30:00,39.10216386189228,
2022-02-21 12:00:00,39.10216386189228,
2022-02-21 13:30:00,39.10216386189228,
2022-02-21 15:00:00,39.10216386189228,
2022-02-21 15:30:30,39.10216386189228,
2022-02-21 23:59:59,39.10216386189228,c
2022-02-22 00:00:00,-0.8991540688454052,
2022-02-22 10:00:00,11.848762836257038,
2022-02-22 10:30:00,33.85589889429832,
2022-02-22 12:00:00,8.296691966843184,
2022-02-22 13:30:00,16.69146928532905,
2022-02-22 15:00:00,24.80935324518174,
2022-02-22 15:30:30,24.80935324518174,
2022-02-22 23:59:59,12.69898668564673,c
2022-02-23 00:00:00,15.145457837802724,
2022-02-23 10:00:00,-3.524230862265995,
2022-02-23 10:30:00,-10.402776902137816,
2022-02-23 12:00:00,-0.3109890964043416,
2022-02-23 13:30:00,-14.760543929790686,
2022-02-23 15:00:00,-13.300629470474803,
2022-02-23 15:30:30,-13.300629470474803,
2022-02-23 23:59:59,-19.658040694062777,c
2022-02-24 00:00:00,-46.999768825399315,
2022-02-24 10:00:00,-23.333686829629926,
2022-02-24 10:30:00,-18.051834182762036,
2022-02-24 12:00:00,-1.5494314217551732,
2022-02-24 13:30:00,-3.1762619176010958,
2022-02-24 15:00:00,22.08050344593829,
2022-02-24 15:30:30,22.08050344593829,
2022-02-24 23:59:59,30.082204884503767,c
2022-02-25 00:00:00,23.520446539703585,
2022-02-25 10:00:00,-12.604500389979364,
2022-02-25 10:30:00,-11.004517431504098,
2022-02-25 12:00:00,12.63217231691408,
2022-02-25 13:30:00,3.3290309009279895,
2022-02-25 15:00:00,9.320423972488754,
2022-02-25 15:30:30,9.320423972488754,
2022-02-25 23:59:59,15.565731051175248,w
2022-02-28 00:00:00,23.294283043284963,
2022-02-28 10:00:00,31.404881613790565,
2022-02-28 10:30:00,38.91195076078253,
2022-02-28 12:00:00,47.558538397942925,
2022-02-28 13:30:00,31.75792394232741,
2022-02-28 15:00:00,22.643079528171086,
2022-02-28 15:30:30,22.643079528171086,s
2022-02-28 23:59:59,25.822779405615222,c
2022-03-01 00:00:00,13.667409763697322,
2022-03-01 10:00:00,38.87381762438332,
2022-03-01 10:30:00,54.19633918379651,
2022-03-01 12:00:00,40.87957649923936,
2022-03-01 13:30:00,55.91266790059615,
2022-03-01 15:00:00,52.436532550570064,
2022-03-01 15:30:30,52.436532550570064,
2022-03-01 23:59:59,51.988887182397036,c
2022-03-02 00:00:00,28.486901123725772,
2022-03-02 10:00:00,3.3399259421552756,
2022-03-02 10:30:00,-2.719751222953846,
2022-03-02 12:00:00,-15.978650447860389,
2022-03-02 13:30:00,2.4087636131719137,
2022-03-02 15:00:00,7.979377012948476,
2022-03-02 15:30:30,7.979377012948476,
2022-03-02 23:59:59,6.298461178610239,c
2022-03-03 00:00:00,21.687765190439393,
2022-03-03 10:00:00,2.905039432695844,
