date,CAD_TSX_2021_Q2,meta
2021-05-21 00:00:00,185.52197172451793,
2021-05-21 10:00:00,213.12358749183477,
2021-05-21 10:30:00,198.71842909543898,
2021-05-21 12:00:00,178.83537236131974,
2021-05-21 13:30:00,202.7373182845522,
2021-05-21 15:00:00,193.41412915171827,
2021-05-21 15:30:30,193.41412915171827,
2021-05-21 23:59:59,203.31767976138735,w
2021-05-24 00:00:00,203.31593961495128,
2021-05-24 10:00:00,203.3935993675841,
2021-05-24 10:30:00,203.44173278144444,
2021-05-24 12:00:00,203.409728562988,
2021-05-24 13:30:00,203.35710621169528,
2021-05-24 15:00:00,203.40581825124923,
2021-05-24 15:30:30,203.40581825124923,
2021-05-24 23:59:59,203.446168862509,c
2021-05-25 00:00:00,219.77725267894334,
2021-05-25 10:00:00,263.4937104991234,
2021-05-25 10:30:00,272.3818992424326,
2021-05-25 12:00:00,265.89338177831337,
2021-05-25 13:30:00,261.3349287173976,
2021-05-25 15:00:00,256.58766120787436,
2021-05-25 15:30:30,256.58766120787436,
2021-05-25 23:59:59,276.1740526000683,c
2021-05-26 00:00:00,256.44446339048636,
2021-05-26 10:00:00,250.34301512254797,
2021-05-26 10:30:00,245.4728478875727,
2021-05-26 12:00:00,258.2571511411388,
2021-05-26 13:30:00,270.4005748828913,
2021-05-26 15:00:00,271.8648252014159,
2021-05-26 15:30:30,271.8648252014159,
2021-05-26 23:59:59,269.7776507641888,c
2021-05-27 00:00:00,248.61649812379255,
2021-05-27 10:00:00,224.38057055713716,
2021-05-27 10:30:00,216.7768701817804,
2021-05-27 12:00:00,190.79533434598602,
2021-05-27 13:30:00,207.3750456104865,
2021-05-27 15:00:00,181.8866514986496,
2021-05-27 15:30:30,181.8866514986496,m
2021-05-27 23:59:59,244.14456873921222,c
2021-05-28 00:00:00,187.54818908954599,
2021-05-28 10:00:00,187.95224614987865,
2021-05-28 10:30:00,190.38112970437487,
2021-05-28 12:00:00,219.13275750172988,
2021-05-28 13:30:00,236.46617927019383,
2021-05-28 15:00:00,224.28295095966178,
2021-05-28 15:30:30,224.28295095966178,
2021-05-28 23:59:59,224.0092537882399,w
2021-05-31 00:00:00,208.12183623319015,
2021-05-31 10:00:00,222.03717469636626,
2021-05-31 10:30:00,227.68659579248538,
2021-05-31 12:00:00,234.62452327641245,
2021-05-31 13:30:00,225.63589833069886,
2021-05-31 15:00:00,204.92192083416626,
2021-05-31 15:30:30,204.92192083416626,s
2021-05-31 23:59:59,233.32314885082997,c
2021-06-01 00:00:00,233.6146593087858,
2021-06-01 10:00:00,199.55745052341013,
2021-06-01 10:30:00,174.69315658329037,
2021-06-01 12:00:00,182.98724351279725,
2021-06-01 13:30:00,171.03932595321203,
2021-06-01 15:00:00,146.12436092780422,
2021-06-01 15:30:30,146.12436092780422,
2021-06-01 23:59:59,148.28305016710283,c
2021-06-02 00:00:00,41.39326515571497,
2021-06-02 10:00:00,24.49926608288456,
2021-06-02 10:30:00,15.125314172114486,
2021-06-02 12:00:00,5.8806756810836305,
2021-06-02 13:30:00,-8.260161786897697,
2021-06-02 15:00:00,-2.564777855776356,
2021-06-02 15:30:30,-2.564777855776356,
2021-06-02 23:59:59,-7.581207430436621,c
2021-06-03 00:00:00,-6.613039248270411,
2021-06-03 10:00:00,-23.204879830593768,
2021-06-03 10:30:00,-20.069179163092485,
2021-06-03 12:00:00,4.1209090510758415,
2021-06-03 13:30:00,2.4870318690561817,
2021-06-03 15:00:00,1.7731126901903735,
2021-06-03 15:30:30,1.7731126901903735,
2021-06-03 23:59:59,-2.5761502274120858,c
2021-06-04 00:00:00,-3.4784555798531755,
2021-06-04 10:00:00,22.327771975319592,
2021-06-04 10:30:00,8.752545621814534,
2021-06-04 12:00:00,4.590012245228991,
2021-06-04 13:30:00,2.7774508570294074,
2021-06-04 15:00:00,-5.567402220457666,
2021-06-04 15:30:30,-5.567402220457666,
2021-06-04 23:59:59,0.0,a
2021-06-07 00:00:00,10.317545552547926,
2021-06-07 10:00:00,21.92142167818679,
2021-06-07 10:30:00,11.526962192893052,
2021-06-07 12:00:00,-8.950190237077095,
2021-06-07 13:30:00,-18.087261334469304,
2021-06-07 15:00:00,-18.57596693917185,
2021-06-07 15:30:30,-18.57596693917185,
