date,FT_SECTOR_2021_Q2,meta
2021-03-19 00:00:00,31.351241951132955,
2021-03-19 10:00:00,25.95788869960006,
2021-03-19 10:30:00,20.134322245128313,
2021-03-19 12:00:00,8.691981963471063,
2021-03-19 13:30:00,6.07335199510473,
2021-03-19 15:00:00,12.34508708901743,
2021-03-19 15:30:30,12.34508708901743,q
2021-03-19 23:59:59,17.21816049669541,w
2021-03-22 00:00:00,1.7589177537286762,
2021-03-22 10:00:00,0.3846856628608126,
2021-03-22 10:30:00,-1.904738374593073,
2021-03-22 12:00:00,-1.7421146058579904,
2021-03-22 13:30:00,-1.9723510581112986,
2021-03-22 15:00:00,-12.128743711103258,
2021-03-22 15:30:30,-12.128743711103258,
2021-03-22 23:59:59,-4.107098335997685,c
2021-03-23 00:00:00,-9.842489890365925,
2021-03-23 10:00:00,-0.37374870542555616,
2021-03-23 10:30:00,-13.036881421076956,
2021-03-23 12:00:00,-11.821129829525159,
2021-03-23 13:30:00,-15.460905160942904,
2021-03-23 15:00:00,-17.778604587739423,
2021-03-23 15:30:30,-17.778604587739423,
2021-03-23 23:59:59,-17.834344732386707,c
2021-03-24 00:00:00,-37.52035556908464,
2021-03-24 10:00:00,-7.731064876336413,
2021-03-24 10:30:00,-2.5435777695567747,
2021-03-24 12:00:00,1.6821643267326882,
2021-03-24 13:30:00,7.228215075100861,
2021-03-24 15:00:00,15.054606517948972,
2021-03-24 15:30:30,15.054606517948972,
2021-03-24 23:59:59,16.593680281549368,c
2021-03-25 00:00:00,34.79844665352708,
2021-03-25 10:00:00,41.6684129775695,
2021-03-25 10:30:00,46.2029043727821,
2021-03-25 12:00:00,47.80348576628327,
2021-03-25 13:30:00,48.46597503820762,
2021-03-25 15:00:00,44.910574216452474,
2021-03-25 15:30:30,44.910574216452474,
2021-03-25 23:59:59,43.73524715601128,c
2021-03-26 00:00:00,47.38352093937242,
2021-03-26 10:00:00,37.12303706973751,
2021-03-26 10:30:00,40.518647836705256,
2021-03-26 12:00:00,54.284045940723715,
2021-03-26 13:30:00,49.91848390185585,
2021-03-26 15:00:00,64.24511628152186,
2021-03-26 15:30:30,64.24511628152186,
2021-03-26 23:59:59,52.07777290304229,w
2021-03-29 00:00:00,52.97333601002104,
2021-03-29 10:00:00,68.07448965584122,
2021-03-29 10:30:00,75.78292215820233,
2021-03-29 12:00:00,95.80186475258732,
2021-03-29 13:30:00,84.59673613185646,
2021-03-29 15:00:00,94.73775195949463,
2021-03-29 15:30:30,94.73775195949463,
2021-03-29 23:59:59,88.90326338370313,c
2021-03-30 00:00:00,97.76222458747036,
2021-03-30 10:00:00,93.84163417750963,
2021-03-30 10:30:00,92.47194894834672,
2021-03-30 12:00:00,75.88840179820382,
2021-03-30 13:30:00,74.64605738029898,
2021-03-30 15:00:00,77.18981411392568,
2021-03-30 15:30:30,77.18981411392568,
2021-03-30 23:59:59,79.65874316071323,c
2021-03-31 00:00:00,56.06452227490627,
