date,FTSE_NA_REIT_2020_Q4,meta
2020-11-11 00:00:00,121.04277906859807,
2020-11-11 10:00:00,191.9685329127251,
2020-11-11 10:30:00,202.01826215317988,
2020-11-11 12:00:00,190.07364338778962,
2020-11-11 13:30:00,213.05875591859058,
2020-11-11 15:00:00,213.59333651699126,
2020-11-11 15:30:30,213.59333651699126,
2020-11-11 23:59:59,226.39685149518527,c
2020-11-12 00:00:00,258.67734067374613,
2020-11-12 10:00:00,226.41733268026337,
2020-11-12 10:30:00,207.82445870092033,
2020-11-12 12:00:00,204.97270198464366,
2020-11-12 13:30:00,207.21842584815658,
2020-11-12 15:00:00,229.22164596177436,
2020-11-12 15:30:30,229.22164596177436,
2020-11-12 23:59:59,218.7252032706756,c
2020-11-13 00:00:00,217.68612324690366,
2020-11-13 10:00:00,226.5024209710191,
2020-11-13 10:30:00,210.669446620695,
2020-11-13 12:00:00,216.63650233698445,
2020-11-13 13:30:00,227.84614834052354,
2020-11-13 15:00:00,233.32225468670003,
2020-11-13 15:30:30,233.32225468670003,
2020-11-13 23:59:59,238.34110190497358,w
2020-11-16 00:00:00,206.38217703875353,
2020-11-16 10:00:00,132.8050878407371,
2020-11-16 10:30:00,136.23170944664798,
2020-11-16 12:00:00,145.78141800504,
2020-11-16 13:30:00,148.11368111507045,
2020-11-16 15:00:00,146.8721177000184,
2020-11-16 15:30:30,146.8721177000184,
2020-11-16 23:59:59,143.7618708893965,c
2020-11-17 00:00:00,160.3642449695185,
2020-11-17 10:00:00,143.1395006497828,
2020-11-17 10:30:00,114.45245921230799,
2020-11-17 12:00:00,92.83063226499917,
2020-11-17 13:30:00,101.21009979613154,
2020-11-17 15:00:00,93.54833813539881,
2020-11-17 15:30:30,93.54833813539881,
2020-11-17 23:59:59,85.54537755889783,c
2020-11-18 00:00:00,86.86933568841414,
2020-11-18 10:00:00,65.64776396764705,
2020-11-18 10:30:00,93.69945035085925,
2020-11-18 12:00:00,72.61839298502127,
2020-11-18 13:30:00,71.04051655732087,
2020-11-18 15:00:00,53.9637412580812,
2020-11-18 15:30:30,53.9637412580812,
2020-11-18 23:59:59,42.15661973627175,c
2020-11-19 00:00:00,57.73389671501104,
2020-11-19 10:00:00,39.65103470097074,
2020-11-19 10:30:00,49.98138022194621,
2020-11-19 12:00:00,56.4784906986597,
2020-11-19 13:30:00,46.50177427203971,
2020-11-19 15:00:00,53.257426063812545,
2020-11-19 15:30:30,53.257426063812545,
2020-11-19 23:59:59,52.12484899386959,c
2020-11-20 00:00:00,60.24958761386824,
2020-11-20 10:00:00,50.433567820478856,
2020-11-20 10:30:00,44.68079238424207,
2020-11-20 12:00:00,51.46091237113501,
2020-11-20 13:30:00,47.84461801154316,
2020-11-20 15:00:00,57.6647506116899,
2020-11-20 15:30:30,57.6647506116899,
2020-11-20 23:59:59,60.05437369586298,w
