date,EWJSPY_2013_Q1,meta
2013-03-01 00:00:00,-0.29721047214627266,
2013-03-01 10:00:00,10.471405281381012,
2013-03-01 10:30:00,-6.976395656691789,
2013-03-01 12:00:00,-10.81756038787067,
2013-03-01 13:30:00,-10.981092857748864,
2013-03-01 15:00:00,-22.523314004662037,
2013-03-01 15:30:30,-22.523314004662037,
2013-03-01 23:59:59,-14.083138969305157,w
2013-03-04 00:00:00,1.796523212198615,
2013-03-04 10:00:00,-2.995082814030051,
2013-03-04 10:30:00,-1.944403702854514,
2013-03-04 12:00:00,-1.3761551111465693,
2013-03-04 13:30:00,-4.251661079042554,
2013-03-04 15:00:00,-12.102946532872318,
2013-03-04 15:30:30,-12.102946532872318,
2013-03-04 23:59:59,-11.76232278914392,c
2013-03-05 00:00:00,-44.799408759149316,
2013-03-05 10:00:00,-49.68337269130826,
2013-03-05 10:30:00,-58.636668554785246,
2013-03-05 12:00:00,-47.01812049841643,
2013-03-05 13:30:00,-53.79373123008132,
2013-03-05 15:00:00,-38.16614715538263,
2013-03-05 15:30:30,-38.16614715538263,
2013-03-05 23:59:59,-46.1271615881133,c
2013-03-06 00:00:00,-21.40315060158551,
2013-03-06 10:00:00,-16.384462079535126,
2013-03-06 10:30:00,-16.27363259241879,
2013-03-06 12:00:00,-12.648958686068655,
2013-03-06 13:30:00,-4.3096148934334515,
2013-03-06 15:00:00,-2.55997916741848,
2013-03-06 15:30:30,-2.55997916741848,
2013-03-06 23:59:59,8.254815539070368,c
2013-03-07 00:00:00,-40.42722557861149,
2013-03-07 10:00:00,-40.31368433070242,
2013-03-07 10:30:00,-37.80434006967664,
2013-03-07 12:00:00,-40.519583484539986,
2013-03-07 13:30:00,-43.94106999784708,
2013-03-07 15:00:00,-47.362556511155965,
2013-03-07 15:30:30,-47.362556511155965,
2013-03-07 23:59:59,-48.02414556423545,c
2013-03-08 00:00:00,-69.40394423181594,
2013-03-08 10:00:00,-60.367255076922774,
2013-03-08 10:30:00,-52.04062128947616,
2013-03-08 12:00:00,-58.01172485195875,
2013-03-08 13:30:00,-46.04242822020113,
2013-03-08 15:00:00,-32.068985805398825,
2013-03-08 15:30:30,-32.068985805398825,
2013-03-08 23:59:59,-47.61844688695967,w
2013-03-11 00:00:00,-18.09901760519564,
2013-03-11 10:00:00,-32.948370489267106,
2013-03-11 10:30:00,-31.16031776771307,
2013-03-11 12:00:00,-40.34249221069217,
2013-03-11 13:30:00,-44.58757533935488,
2013-03-11 15:00:00,-40.733107176389105,
2013-03-11 15:30:30,-40.733107176389105,
2013-03-11 23:59:59,-35.92031780817986,c
2013-03-12 00:00:00,-70.00045835134982,
2013-03-12 10:00:00,-69.45740966837764,
2013-03-12 10:30:00,-67.42375179538011,
2013-03-12 12:00:00,-72.2115455526054,
2013-03-12 13:30:00,-67.89910012899875,
2013-03-12 15:00:00,-67.48730182131887,
2013-03-12 15:30:30,-67.48730182131887,
2013-03-12 23:59:59,-78.78125713043272,c
2013-03-13 00:00:00,-78.98715628427148,
2013-03-13 10:00:00,-67.57965972724617,
2013-03-13 10:30:00,-61.60264999995052,
2013-03-13 12:00:00,-52.41005291318775,
2013-03-13 13:30:00,-45.4323552966857,
2013-03-13 15:00:00,-54.4744679731679,
2013-03-13 15:30:30,-54.4744679731679,
2013-03-13 23:59:59,-55.423553387820725,c
2013-03-14 00:00:00,-40.16540093683779,
2013-03-14 10:00:00,-49.09126060461521,
2013-03-14 10:30:00,-40.37130009067893,
2013-03-14 12:00:00,-45.91532816831231,
2013-03-14 13:30:00,-61.40437538411677,
2013-03-14 15:00:00,-54.30742601814509,
2013-03-14 15:30:30,-54.30742601814509,
2013-03-14 23:59:59,-53.581897810280324,c
2013-03-15 00:00:00,-19.43871743788779,
2013-03-15 10:00:00,-7.779030334292054,
2013-03-15 10:30:00,-13.445917061151864,
2013-03-15 12:00:00,-14.687675961707233,
2013-03-15 13:30:00,-9.716150094157458,
2013-03-15 15:00:00,-8.746668940850496,
2013-03-15 15:30:30,-8.746668940850496,
2013-03-15 23:59:59,0.0,a
2013-03-18 00:00:00,12.564148370670676,
2013-03-18 10:00:00,4.211621590715051,
2013-03-18 10:30:00,10.640752719248534,
2013-03-18 12:00:00,5.899316008044481,
2013-03-18 13:30:00,6.380609725559354,
2013-03-18 15:00:00,-1.149556172401309,
2013-03-18 15:30:30,-1.149556172401309,
2013-03-18 23:59:59,3.6280077238637207,c
2013-03-19 00:00:00,14.65608729196787,
2013-03-19 10:00:00,13.476224090358615,
2013-03-19 10:30:00,16.912226983428,
2013-03-19 12:00:00,55.027915035623316,
2013-03-19 13:30:00,41.53525579012453,
2013-03-19 15:00:00,47.92219832775771,
2013-03-19 15:30:30,47.92219832775771,
2013-03-19 23:59:59,43.844470478003025,c
2013-03-20 00:00:00,38.142225550405385,
2013-03-20 10:00:00,36.65160221352279,
2013-03-20 10:30:00,36.434326446940304,
2013-03-20 12:00:00,41.24726362206757,
