date,AS_KOSPI200_2021_Q4,meta
2021-11-30 20:00:00,604.9974763647842,
2021-11-30 23:00:00,375.04953246009313,
2021-11-30 23:59:59,380.911154302195,c
2021-12-01 00:00:00,384.1933125942053,
2021-12-01 01:00:00,331.09088099535904,
2021-12-01 02:30:00,331.09088099535904,
2021-12-01 03:00:00,331.09088099535904,
2021-12-01 18:30:00,331.09088099535904,
2021-12-01 20:00:00,306.869384974867,
2021-12-01 23:00:00,408.62079842589054,
2021-12-01 23:59:59,332.19090619950424,c
2021-12-02 00:00:00,325.04588369079335,
2021-12-02 01:00:00,350.1049924879313,
2021-12-02 02:30:00,350.1049924879313,
2021-12-02 03:00:00,350.1049924879313,
2021-12-02 18:30:00,350.1049924879313,
2021-12-02 20:00:00,360.64185760126423,
2021-12-02 23:00:00,311.9049694929112,
2021-12-02 23:59:59,304.8387807855779,c
2021-12-03 00:00:00,267.05543190083455,
2021-12-03 01:00:00,327.8387423016826,
2021-12-03 02:30:00,327.8387423016826,
2021-12-03 03:00:00,327.8387423016826,
2021-12-03 18:30:00,327.8387423016826,
2021-12-03 20:00:00,327.8387423016826,
2021-12-03 23:00:00,327.8387423016826,
2021-12-03 23:59:59,313.9454475014827,w
2021-12-06 00:00:00,305.000180950887,
2021-12-06 01:00:00,296.7165950320432,
2021-12-06 02:30:00,296.7165950320432,
2021-12-06 03:00:00,296.7165950320432,
2021-12-06 18:30:00,296.7165950320432,
2021-12-06 20:00:00,242.6596529507828,
2021-12-06 23:00:00,145.38178091156786,
2021-12-06 23:59:59,86.10152087623595,c
2021-12-07 00:00:00,77.6249446322824,
2021-12-07 01:00:00,65.46036781158027,
2021-12-07 02:30:00,65.46036781158027,
2021-12-07 03:00:00,65.46036781158027,
2021-12-07 18:30:00,65.46036781158027,
2021-12-07 20:00:00,86.5241642848223,
2021-12-07 23:00:00,137.25824023366707,
2021-12-07 23:59:59,131.88958063589402,c
2021-12-08 00:00:00,134.99666039299956,
2021-12-08 01:00:00,145.92638624606434,
2021-12-08 02:30:00,145.92638624606434,
2021-12-08 03:00:00,145.92638624606434,
2021-12-08 18:30:00,145.92638624606434,
2021-12-08 20:00:00,219.63776320900143,
2021-12-08 23:00:00,289.8233548398383,
2021-12-08 23:59:59,292.4414548822889,c
2021-12-09 00:00:00,281.00282270944433,
2021-12-09 01:00:00,296.2975543618943,
2021-12-09 02:30:00,296.2975543618943,
2021-12-09 03:00:00,296.2975543618943,
2021-12-09 18:30:00,296.2975543618943,
2021-12-09 20:00:00,251.09931992316183,
2021-12-09 23:00:00,268.23514848082124,
2021-12-09 23:59:59,272.6160147072974,c
2021-12-10 00:00:00,210.4444895056094,
2021-12-10 01:00:00,206.79722742105025,
2021-12-10 02:30:00,206.79722742105025,
2021-12-10 03:00:00,206.79722742105025,
2021-12-10 18:30:00,206.79722742105025,
2021-12-10 20:00:00,206.79722742105025,
2021-12-10 23:00:00,206.79722742105025,
2021-12-10 23:59:59,193.27974426723233,e
2021-12-13 00:00:00,190.11193389754277,
2021-12-13 01:00:00,149.7358166022883,
2021-12-13 02:30:00,149.7358166022883,
2021-12-13 03:00:00,149.7358166022883,
2021-12-13 18:30:00,149.7358166022883,
2021-12-13 20:00:00,145.0614946660576,
2021-12-13 23:00:00,186.5313465401372,
2021-12-13 23:59:59,143.52007644891953,c
2021-12-14 00:00:00,137.93398122444162,
2021-12-14 01:00:00,35.560004027846446,
2021-12-14 02:30:00,35.560004027846446,
2021-12-14 03:00:00,35.560004027846446,
2021-12-14 18:30:00,35.560004027846446,
2021-12-14 20:00:00,68.16116235975998,
2021-12-14 23:00:00,62.226264704050365,
2021-12-14 23:59:59,36.20068916239421,c
2021-12-15 00:00:00,37.73566506821807,
2021-12-15 01:00:00,28.317178849093295,
2021-12-15 02:30:00,28.317178849093295,
2021-12-15 03:00:00,28.317178849093295,
2021-12-15 18:30:00,28.317178849093295,
2021-12-15 20:00:00,55.129251115248195,
2021-12-15 23:00:00,69.26422984183701,
2021-12-15 23:59:59,65.36184450722374,c
2021-12-16 00:00:00,68.76055830476632,
2021-12-16 01:00:00,75.44804102842868,
2021-12-16 02:30:00,75.44804102842868,
2021-12-16 03:00:00,75.44804102842868,
2021-12-16 18:30:00,75.44804102842868,
2021-12-16 20:00:00,29.633298337195455,
2021-12-16 23:00:00,-33.26411967717391,
2021-12-16 23:59:59,-49.95567077722919,c
2021-12-17 00:00:00,-47.83282941028352,
2021-12-17 01:00:00,-45.80908239752395,
2021-12-17 02:30:00,-45.80908239752395,
2021-12-17 03:00:00,-45.80908239752395,
2021-12-17 18:30:00,-45.80908239752395,
2021-12-17 20:00:00,-45.80908239752395,
2021-12-17 23:00:00,-45.80908239752395,
2021-12-17 23:59:59,-16.21570895298433,w
2021-12-20 00:00:00,2.2005781273373657,
2021-12-20 01:00:00,-4.403651377388144,
2021-12-20 02:30:00,-4.403651377388144,
2021-12-20 03:00:00,-4.403651377388144,
2021-12-20 18:30:00,-4.403651377388144,
2021-12-20 20:00:00,-25.853428380243855,
2021-12-20 23:00:00,-53.540276970340784,
2021-12-20 23:59:59,-55.3220608754076,c
2021-12-21 00:00:00,-67.52248803600949,
2021-12-21 01:00:00,-86.9940297175632,
2021-12-21 02:30:00,-86.9940297175632,
2021-12-21 03:00:00,-86.9940297175632,
2021-12-21 18:30:00,-86.9940297175632,
2021-12-21 20:00:00,-110.77123151323758,
2021-12-21 23:00:00,-122.59614679423726,
2021-12-21 23:59:59,-160.84111712476926,c
2021-12-22 00:00:00,-166.25631000748984,
2021-12-22 01:00:00,-164.21378327155634,
2021-12-22 02:30:00,-164.21378327155634,
2021-12-22 03:00:00,-164.21378327155634,
2021-12-22 18:30:00,-164.21378327155634,
2021-12-22 20:00:00,-199.8894907753044,
2021-12-22 23:00:00,-135.93267241134504,
2021-12-22 23:59:59,-111.11987224217324,c
2021-12-23 00:00:00,-108.69542787240886,
2021-12-23 01:00:00,-112.53181805210443,
2021-12-23 02:30:00,-112.53181805210443,
2021-12-23 03:00:00,-112.53181805210443,
2021-12-23 18:30:00,-112.53181805210443,
2021-12-23 20:00:00,-154.8868625102886,
2021-12-23 23:00:00,-146.18342487916567,
2021-12-23 23:59:59,-151.52889392062258,c
2021-12-24 00:00:00,-159.85105884168877,
2021-12-24 01:00:00,-167.94073614907091,
2021-12-24 02:30:00,-167.94073614907091,
2021-12-24 03:00:00,-167.94073614907091,
2021-12-24 18:30:00,-167.94073614907091,
2021-12-24 20:00:00,-167.94073614907091,
2021-12-24 23:00:00,-167.94073614907091,
2021-12-24 23:59:59,-175.7601105727909,w
