date,AS_KOSPI200_2021_Q4,meta
2021-11-09 00:00:00,-484.46612915539055,
2021-11-09 01:00:00,-482.94921951291195,
2021-11-09 02:30:00,-482.94921951291195,
2021-11-09 03:00:00,-482.94921951291195,
2021-11-09 18:30:00,-482.94921951291195,
2021-11-09 20:00:00,-409.20066826816543,
2021-11-09 23:00:00,-386.40096225565634,
2021-11-09 23:59:59,-373.2922712622323,c
2021-11-10 00:00:00,-364.7454915497472,
2021-11-10 01:00:00,-382.421270370646,
2021-11-10 02:30:00,-382.421270370646,
2021-11-10 03:00:00,-382.421270370646,
2021-11-10 18:30:00,-382.421270370646,
2021-11-10 20:00:00,-391.73806216922645,
2021-11-10 23:00:00,-402.14082724981193,
2021-11-10 23:59:59,-394.4865448543522,c
2021-11-11 00:00:00,-405.71892310289985,
2021-11-11 01:00:00,-396.3418497407998,
2021-11-11 02:30:00,-396.3418497407998,
2021-11-11 03:00:00,-396.3418497407998,
2021-11-11 18:30:00,-396.3418497407998,
2021-11-11 20:00:00,-320.2853707626233,
2021-11-11 23:00:00,-277.1765457927334,
2021-11-11 23:59:59,-231.9484949957257,c
2021-11-12 00:00:00,-236.46562819609602,
2021-11-12 01:00:00,-203.11027591276735,
2021-11-12 02:30:00,-203.11027591276735,
2021-11-12 03:00:00,-203.11027591276735,
2021-11-12 18:30:00,-203.11027591276735,
2021-11-12 20:00:00,-203.11027591276735,
2021-11-12 23:00:00,-203.11027591276735,
2021-11-12 23:59:59,-185.06936985714788,w
2021-11-15 00:00:00,-147.44618748524363,
2021-11-15 01:00:00,-150.44753447068962,
2021-11-15 02:30:00,-150.44753447068962,
2021-11-15 03:00:00,-150.44753447068962,
2021-11-15 18:30:00,-150.44753447068962,
2021-11-15 20:00:00,-174.9156641801643,
2021-11-15 23:00:00,-175.56008158979262,
2021-11-15 23:59:59,-134.90271668267837,c
2021-11-16 00:00:00,-135.81767141735804,
2021-11-16 01:00:00,-146.75271252895573,
2021-11-16 02:30:00,-146.75271252895573,
2021-11-16 03:00:00,-146.75271252895573,
2021-11-16 18:30:00,-146.75271252895573,
2021-11-16 20:00:00,-149.95223649325317,
2021-11-16 23:00:00,-108.77628604862304,
2021-11-16 23:59:59,-98.7174565615014,c
2021-11-17 00:00:00,-78.13191387296138,
2021-11-17 01:00:00,-75.15673643662527,
2021-11-17 02:30:00,-75.15673643662527,
2021-11-17 03:00:00,-75.15673643662527,
2021-11-17 18:30:00,-75.15673643662527,
2021-11-17 20:00:00,-75.15673643662527,
2021-11-17 23:00:00,-111.40653866038781,
2021-11-17 23:59:59,-92.0656730139286,c
2021-11-18 00:00:00,-83.96095773002111,
2021-11-18 01:00:00,-77.49648725021302,
2021-11-18 02:30:00,-77.49648725021302,
2021-11-18 03:00:00,-77.49648725021302,
2021-11-18 18:30:00,-77.49648725021302,
2021-11-18 20:00:00,-91.08054902005912,
2021-11-18 23:00:00,-35.988307921024955,
2021-11-18 23:59:59,-51.78148955817721,c
2021-11-19 00:00:00,-61.80806279552627,
2021-11-19 01:00:00,-53.3739734227598,
2021-11-19 02:30:00,-53.3739734227598,
2021-11-19 03:00:00,-53.3739734227598,
2021-11-19 18:30:00,-53.3739734227598,
2021-11-19 20:00:00,-53.3739734227598,
2021-11-19 23:00:00,-53.3739734227598,
2021-11-19 23:59:59,-58.748381516205086,w
2021-11-22 00:00:00,-103.99675428415358,
2021-11-22 01:00:00,-129.0031670936179,
2021-11-22 02:30:00,-129.0031670936179,
2021-11-22 03:00:00,-129.0031670936179,
2021-11-22 18:30:00,-129.0031670936179,
2021-11-22 20:00:00,-74.55940487421194,
2021-11-22 23:00:00,-33.3055263204557,
2021-11-22 23:59:59,-106.5041824416972,c
2021-11-23 00:00:00,-116.64345262825941,
2021-11-23 01:00:00,-111.6190047249151,
2021-11-23 02:30:00,-111.6190047249151,
2021-11-23 03:00:00,-111.6190047249151,
2021-11-23 18:30:00,-111.6190047249151,
2021-11-23 20:00:00,-42.630624995164,
2021-11-23 23:00:00,-8.12288347155706,
2021-11-23 23:59:59,0.0,a
2021-11-24 00:00:00,5.038503526521708,
2021-11-24 01:00:00,1.5060259468530148,
2021-11-24 02:30:00,1.5060259468530148,
2021-11-24 03:00:00,1.5060259468530148,
2021-11-24 18:30:00,1.5060259468530148,
2021-11-24 20:00:00,55.35428697757696,
2021-11-24 23:00:00,201.7016687440613,
2021-11-24 23:59:59,212.6783594451175,c
2021-11-25 00:00:00,232.55874226430615,
2021-11-25 01:00:00,247.53340651493795,
2021-11-25 02:30:00,247.53340651493795,
2021-11-25 03:00:00,247.53340651493795,
2021-11-25 18:30:00,247.53340651493795,
2021-11-25 20:00:00,440.8237192345497,
2021-11-25 23:00:00,753.0045756937134,
2021-11-25 23:59:59,691.3007026629148,c
2021-11-26 00:00:00,657.7308282250258,
2021-11-26 01:00:00,662.47721173991,
2021-11-26 02:30:00,662.47721173991,
2021-11-26 03:00:00,662.47721173991,
2021-11-26 18:30:00,662.47721173991,
2021-11-26 20:00:00,662.47721173991,
2021-11-26 23:00:00,662.47721173991,
2021-11-26 23:59:59,610.2101207738206,w
2021-11-29 00:00:00,778.761112091641,
2021-11-29 01:00:00,821.2616167028427,
2021-11-29 02:30:00,821.2616167028427,
2021-11-29 03:00:00,821.2616167028427,
2021-11-29 18:30:00,821.2616167028427,
2021-11-29 20:00:00,683.355188859877,
2021-11-29 23:00:00,686.3060651633302,
2021-11-29 23:59:59,689.249925482256,c
2021-11-30 00:00:00,690.0993308622926,
2021-11-30 01:00:00,648.3388013442293,
2021-11-30 02:30:00,648.3388013442293,
2021-11-30 03:00:00,648.3388013442293,
2021-11-30 18:30:00,648.3388013442293,
