date,EU_HTWO_2022_Q2,meta
2022-05-11 08:00:00,29.719303599625164,
2022-05-11 10:30:00,45.45515444516013,
2022-05-11 11:00:00,30.543105980794053,
2022-05-11 23:59:59,9.167331877971264,c
2022-05-12 00:00:00,-9.491605681152578,
2022-05-12 03:30:00,-8.329020880002872,
2022-05-12 04:00:00,-6.635822200978282,
2022-05-12 06:00:00,-32.69517770336029,
2022-05-12 08:00:00,-65.40537877371912,
2022-05-12 10:30:00,-87.60984376031001,
2022-05-12 11:00:00,-80.13496157424902,
2022-05-12 23:59:59,-109.58757423335896,c
2022-05-13 00:00:00,-97.32449902088524,
2022-05-13 03:30:00,-17.487424834646163,
2022-05-13 04:00:00,-28.952829571350094,
2022-05-13 06:00:00,46.222251891792894,
2022-05-13 08:00:00,20.198116164643125,
2022-05-13 10:30:00,-15.73435119936562,
2022-05-13 11:00:00,6.143118433017662,
2022-05-13 23:59:59,0.0,a
2022-05-16 00:00:00,9.195293826209536,
2022-05-16 03:30:00,21.19082485988838,
2022-05-16 04:00:00,105.63550605455066,
2022-05-16 06:00:00,72.1891147755116,
2022-05-16 08:00:00,99.66694344600683,
2022-05-16 10:30:00,137.6701870926736,
2022-05-16 11:00:00,170.90933852097123,
2022-05-16 23:59:59,157.03559338380637,c
2022-05-17 00:00:00,128.05354319201274,
2022-05-17 03:30:00,133.69119806208892,
2022-05-17 04:00:00,129.07328899230242,
2022-05-17 06:00:00,111.10628133833552,
2022-05-17 08:00:00,86.92039254496626,
2022-05-17 10:30:00,58.04400579575622,
2022-05-17 11:00:00,68.77297993658863,
2022-05-17 23:59:59,82.22076805778329,c
2022-05-18 00:00:00,79.40858023425585,
2022-05-18 03:30:00,147.55571459501266,
2022-05-18 04:00:00,127.7323058600141,
2022-05-18 06:00:00,126.83132145423065,
2022-05-18 08:00:00,118.64423201770819,
2022-05-18 10:30:00,193.255947731594,
2022-05-18 11:00:00,192.255186776644,
2022-05-18 23:59:59,198.68447632184802,c
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
0,198.68447632184802,
2022-05-19 00:00:00,170.02056516666653,
2022-05-19 03:30:00,228.5540676015703,
2022-05-19 04:00:00,251.07503160421584,
2022-05-19 06:00:00,301.3031868579312,
2022-05-19 08:00:00,289.15690064176283,
2022-05-19 10:30:00,341.8750722529246,
2022-05-19 11:00:00,330.07290245245736,
2022-05-19 23:59:59,348.80848846910067,c
2022-05-20 00:00:00,297.448934846572,
2022-05-20 03:30:00,291.52453958707883,
2022-05-20 04:00:00,301.2117214104876,
2022-05-20 06:00:00,283.3975191486718,
2022-05-20 08:00:00,283.0685410258459,
2022-05-20 10:30:00,305.9385280678048,
2022-05-20 11:00:00,331.1749547887414,
2022-05-20 23:59:59,321.80784600832703,e
2022-05-23 00:00:00,268.3137631009106,
2022-05-23 03:30:00,363.8500704715116,
2022-05-23 04:00:00,312.82019610061,
2022-05-23 06:00:00,317.57748009684224,
2022-05-23 08:00:00,292.94130844786787,
2022-05-23 10:30:00,312.7941938132765,
2022-05-23 11:00:00,305.6391910246198,
2022-05-23 23:59:59,328.5547799617955,c
2022-05-24 00:00:00,308.6545339198549,
2022-05-24 03:30:00,234.23499256748914,
2022-05-24 04:00:00,232.33215385772746,
2022-05-24 06:00:00,244.14730265319304,
2022-05-24 08:00:00,271.7061857882977,
2022-05-24 10:30:00,279.7636552671927,
2022-05-24 11:00:00,288.9942799426756,
2022-05-24 23:59:59,333.061120550939,c
2022-05-25 00:00:00,292.2193111528177,
2022-05-25 03:30:00,336.19541730384185,
2022-05-25 04:00:00,377.9124309821759,
2022-05-25 06:00:00,365.0871489465587,
2022-05-25 08:00:00,354.9490122920665,
2022-05-25 10:30:00,297.8769075347957,
2022-05-25 11:00:00,313.45897454596275,
2022-05-25 23:59:59,298.8655300201892,c
2022-05-26 00:00:00,329.0169853351531,
2022-05-26 03:30:00,318.16275985626066,
2022-05-26 04:00:00,335.6588865812855,
2022-05-26 06:00:00,301.84957377454475,
2022-05-26 08:00:00,309.5157766104862,
2022-05-26 10:30:00,253.5907759086915,
2022-05-26 11:00:00,275.5604362772017,
2022-05-26 23:59:59,304.3416468183925,c
2022-05-27 00:00:00,316.2058134400986,
2022-05-27 03:30:00,310.21511337431775,
2022-05-27 04:00:00,317.69086786110097,
2022-05-27 06:00:00,332.3910195470655,
2022-05-27 08:00:00,329.57110555988993,
2022-05-27 10:30:00,357.3308720820289,
2022-05-27 11:00:00,363.46602664671605,
2022-05-27 23:59:59,350.96978665571055,w
2022-05-30 00:00:00,376.6737811690957,
2022-05-30 03:30:00,367.34477991989866,
2022-05-30 04:00:00,328.20638700819654,
2022-05-30 06:00:00,323.92550575787254,
2022-05-30 08:00:00,298.45795477242405,
2022-05-30 10:30:00,298.42003083967734,
2022-05-30 11:00:00,288.12720256657485,
2022-05-30 23:59:59,306.48408810634965,c
2022-05-31 00:00:00,330.2358631326533,
2022-05-31 03:30:00,298.58173184723455,
2022-05-31 04:00:00,273.50892525284985,
2022-05-31 06:00:00,293.35014836630717,
2022-05-31 08:00:00,329.4647068873585,
2022-05-31 10:30:00,306.6422979280012,
2022-05-31 11:00:00,305.41516575282367,
2022-05-31 23:59:59,281.68825096857586,c
2022-06-01 00:00:00,232.6245021866555,
2022-06-01 03:30:00,218.58661353915727,
2022-06-01 04:00:00,186.85708699083398,
2022-06-01 06:00:00,170.12145973309748,
2022-06-01 08:00:00,181.63774688983062,
2022-06-01 10:30:00,173.91301301818407,
2022-06-01 11:00:00,167.4934720514816,
2022-06-01 23:59:59,169.0233476565354,c
2022-06-02 00:00:00,168.7533330030917,
2022-06-02 03:30:00,81.76212180300786,
2022-06-02 04:00:00,86.48585547394168,
2022-06-02 06:00:00,75.25672816443512,
2022-06-02 08:00:00,62.98252800953196,
2022-06-02 10:30:00,76.73772230975192,
2022-06-02 11:00:00,73.84823516910751,
2022-06-02 23:59:59,68.60313214509893,c
2022-06-03 00:00:00,48.854471356644126,
2022-06-03 03:30:00,86.68633397908434,
2022-06-03 04:00:00,111.21853254615758,
2022-06-03 06:00:00,91.62597369327182,
2022-06-03 08:00:00,94.51641194695571,
2022-06-03 10:30:00,78.40722371795482,
2022-06-03 11:00:00,109.73253926764801,
2022-06-03 23:59:59,96.27337111199154,w
