date,EU_MSCI_MOM_2022_Q4,meta
2022-10-14 00:00:00,-38.13747448253946,
2022-10-14 03:30:00,-44.919993649667504,
2022-10-14 04:00:00,-45.53368642358805,
2022-10-14 06:00:00,-43.27701020619952,
2022-10-14 08:00:00,-47.61821334886497,
2022-10-14 10:30:00,-46.95061157997668,
2022-10-14 11:00:00,-48.850861691465866,
2022-10-14 23:59:59,-47.849728506403494,w
2022-10-17 00:00:00,-46.59648627708998,
2022-10-17 03:30:00,-56.025378951469634,
2022-10-17 04:00:00,-53.745452695497534,
2022-10-17 06:00:00,-56.24216120004189,
2022-10-17 08:00:00,-63.56437564309795,
2022-10-17 10:30:00,-67.06958484817437,
2022-10-17 11:00:00,-70.58957458257237,
2022-10-17 23:59:59,-64.68681964755649,c
2022-10-18 00:00:00,-57.446922994001625,
2022-10-18 03:30:00,-56.078542470488856,
2022-10-18 04:00:00,-55.61435416306813,
2022-10-18 06:00:00,-50.87446990301248,
2022-10-18 08:00:00,-56.06763577042307,
2022-10-18 10:30:00,-43.62463838647227,
2022-10-18 11:00:00,-50.782902767748965,
2022-10-18 23:59:59,-57.820848775165246,c
2022-10-19 00:00:00,-49.65903515909258,
2022-10-19 03:30:00,-34.73147998945353,
2022-10-19 04:00:00,-35.424404598198294,
2022-10-19 06:00:00,-41.63038174749988,
2022-10-19 08:00:00,-31.23382488368611,
2022-10-19 10:30:00,-34.80390498407007,
2022-10-19 11:00:00,-37.787634117326434,
2022-10-19 23:59:59,-34.57652081687229,c
2022-10-20 00:00:00,-24.00010099446183,
2022-10-20 03:30:00,-19.226656169594776,
2022-10-20 04:00:00,-22.351098863597485,
2022-10-20 06:00:00,-14.803642601425281,
2022-10-20 08:00:00,-12.822301756157003,
2022-10-20 10:30:00,-17.23531462981873,
2022-10-20 11:00:00,-16.07121018581995,
2022-10-20 23:59:59,-13.662122343806118,c
2022-10-21 00:00:00,-17.420903982017762,
2022-10-21 03:30:00,-26.387347383332894,
2022-10-21 04:00:00,-16.20366689203479,
2022-10-21 06:00:00,-15.10924426235033,
2022-10-21 08:00:00,2.061903775687142,
2022-10-21 10:30:00,12.703758868928048,
2022-10-21 11:00:00,15.258986503154915,
2022-10-21 23:59:59,4.880723394543907,w
2022-10-24 00:00:00,6.149419312674581,
2022-10-24 03:30:00,-5.103032384669973,
2022-10-24 04:00:00,-7.363696351989347,
2022-10-24 06:00:00,3.8627740917075926,
2022-10-24 08:00:00,1.66369252583047,
2022-10-24 10:30:00,17.912341827767932,
2022-10-24 11:00:00,12.320325035533415,
2022-10-24 23:59:59,4.549485606647977,c
2022-10-25 00:00:00,2.155317454321562,
2022-10-25 03:30:00,10.543626352771525,
2022-10-25 04:00:00,12.96022546529639,
2022-10-25 06:00:00,0.25997805365432214,
2022-10-25 08:00:00,-0.7619854611274377,
2022-10-25 10:30:00,-7.016320339112667,
2022-10-25 11:00:00,-4.576933854419963,
2022-10-25 23:59:59,0.8116988339291993,c
2022-10-26 00:00:00,-0.3545388508318865,
2022-10-26 03:30:00,-1.295133230450233,
2022-10-26 04:00:00,-4.249184051780048,
2022-10-26 06:00:00,8.406226791004087,
2022-10-26 08:00:00,9.902945166921768,
2022-10-26 10:30:00,-4.929929478821009,
2022-10-26 11:00:00,-5.056243408773867,
2022-10-26 23:59:59,6.521775858520414,c
2022-10-27 00:00:00,3.750211251748624,
2022-10-27 03:30:00,26.087384721934882,
2022-10-27 04:00:00,20.246671947838422,
2022-10-27 06:00:00,26.848582154186033,
2022-10-27 08:00:00,31.80843102355817,
2022-10-27 10:30:00,10.927766073729913,
2022-10-27 11:00:00,18.727736663095925,
2022-10-27 23:59:59,20.447579628112862,c
2022-10-28 00:00:00,23.25286800547775,
2022-10-28 03:30:00,25.61832437036003,
2022-10-28 04:00:00,23.552697464677408,
2022-10-28 06:00:00,21.586579321911472,
2022-10-28 08:00:00,19.810568435111918,
2022-10-28 10:30:00,15.347418361754308,
2022-10-28 11:00:00,16.610458139315256,
2022-10-28 23:59:59,20.860701755746618,w
2022-10-31 00:00:00,14.531029229460955,
