date,MSCI_CAD_SC_2022_Q2,meta
2022-04-07 00:00:00,393.9398022578689,
2022-04-07 10:00:00,454.37425191932425,
2022-04-07 10:30:00,464.8106363246152,
2022-04-07 12:00:00,440.3208558485071,
2022-04-07 13:30:00,460.8576498323773,
2022-04-07 15:00:00,466.4713770421308,
2022-04-07 15:30:30,466.4713770421308,
2022-04-07 23:59:59,496.6725861262298,c
2022-04-08 00:00:00,520.0180802829968,
2022-04-08 10:00:00,528.4542502214399,
2022-04-08 10:30:00,544.2587441800647,
2022-04-08 12:00:00,570.0244364097894,
2022-04-08 13:30:00,603.0251014830837,
2022-04-08 15:00:00,627.7180730758496,
2022-04-08 15:30:30,627.7180730758496,
2022-04-08 23:59:59,607.5773419853685,w
2022-04-11 00:00:00,595.3047235751005,
2022-04-11 10:00:00,539.9781340039858,
2022-04-11 10:30:00,523.4451253652933,
2022-04-11 12:00:00,521.1481214872697,
2022-04-11 13:30:00,500.8191455349306,
2022-04-11 15:00:00,502.3122689560214,
2022-04-11 15:30:30,502.3122689560214,
2022-04-11 23:59:59,496.46180131519714,c
2022-04-12 00:00:00,545.8916867449748,
2022-04-12 10:00:00,572.2996648402373,
2022-04-12 10:30:00,545.1252025794138,
2022-04-12 12:00:00,591.5737718136415,
2022-04-12 13:30:00,590.9473185980423,
2022-04-12 15:00:00,543.53576892396,
2022-04-12 15:30:30,543.53576892396,
2022-04-12 23:59:59,558.1079811033155,c
2022-04-13 00:00:00,603.1080742563577,
2022-04-13 10:00:00,633.0683423078126,
2022-04-13 10:30:00,628.9208490875276,
2022-04-13 12:00:00,697.4383276842977,
2022-04-13 13:30:00,718.3757961246156,
2022-04-13 15:00:00,707.4516603758175,
2022-04-13 15:30:30,707.4516603758175,
2022-04-13 23:59:59,659.0384083900371,c
2022-04-14 00:00:00,677.7339188266283,
2022-04-14 10:00:00,656.4818825855732,
2022-04-14 10:30:00,662.120962745596,
2022-04-14 12:00:00,620.0385401600861,
2022-04-14 13:30:00,678.3502333545471,
2022-04-14 15:00:00,669.2025485290624,
2022-04-14 15:30:30,669.2025485290624,
2022-04-14 23:59:59,696.7450492495486,c
2022-04-15 00:00:00,696.7450492495486,
2022-04-15 10:00:00,696.7450492495486,
2022-04-15 10:30:00,696.7450492495486,
2022-04-15 12:00:00,696.7450492495486,
2022-04-15 13:30:00,696.7450492495486,
2022-04-15 15:00:00,696.7450492495486,
2022-04-15 15:30:30,696.7450492495486,
2022-04-15 23:59:59,696.7450492495486,w
2022-04-18 00:00:00,788.8507811368108,
2022-04-18 10:00:00,781.7331748347265,
2022-04-18 10:30:00,777.7789491113463,
2022-04-18 12:00:00,837.0501603707808,
2022-04-18 13:30:00,871.5095727720659,
2022-04-18 15:00:00,872.6462875421898,
2022-04-18 15:30:30,872.6462875421898,s
2022-04-18 23:59:59,877.665963693019,c
2022-04-19 00:00:00,833.2410903115092,
2022-04-19 10:00:00,845.5177625716051,
2022-04-19 10:30:00,841.104856804654,
2022-04-19 12:00:00,825.4713970746789,
2022-04-19 13:30:00,819.7268123852059,
2022-04-19 15:00:00,799.5474200712893,
2022-04-19 15:30:30,799.5474200712893,
2022-04-19 23:59:59,792.4263281583494,c
2022-04-20 00:00:00,792.1011687799387,
2022-04-20 10:00:00,720.5080831184232,
2022-04-20 10:30:00,739.999623401548,
2022-04-20 12:00:00,761.9925449898933,
2022-04-20 13:30:00,802.6487186464196,
2022-04-20 15:00:00,780.5201967350754,
2022-04-20 15:30:30,780.5201967350754,
2022-04-20 23:59:59,801.9599256631236,c
2022-04-21 00:00:00,814.6905250582518,
2022-04-21 10:00:00,814.7228917630491,
2022-04-21 10:30:00,798.60573695829,
2022-04-21 12:00:00,696.7380784302027,
2022-04-21 13:30:00,618.5402302051707,
2022-04-21 15:00:00,582.5516233885569,
2022-04-21 15:30:30,582.5516233885569,
2022-04-21 23:59:59,622.1223705245297,c
2022-04-22 00:00:00,623.3899313758393,
2022-04-22 10:00:00,661.5134362250346,
2022-04-22 10:30:00,628.2535101681951,
2022-04-22 12:00:00,544.3864613254204,
2022-04-22 13:30:00,547.3005306489686,
2022-04-22 15:00:00,521.8703955895999,
2022-04-22 15:30:30,521.8703955895999,
2022-04-22 23:59:59,563.8352820854502,w
2022-04-25 00:00:00,428.71842999725686,
2022-04-25 10:00:00,409.29437894248167,
2022-04-25 10:30:00,430.6757014822365,
2022-04-25 12:00:00,375.1302087068825,
2022-04-25 13:30:00,446.40843463893225,
2022-04-25 15:00:00,519.3015890952656,
2022-04-25 15:30:30,519.3015890952656,
2022-04-25 23:59:59,507.33532203357026,c
2022-04-26 00:00:00,576.2621061769055,
2022-04-26 10:00:00,492.3092513369197,
2022-04-26 10:30:00,495.6698570120416,
2022-04-26 12:00:00,545.5679131594402,
2022-04-26 13:30:00,543.2385854013905,
2022-04-26 15:00:00,509.1887348697028,
2022-04-26 15:30:30,509.1887348697028,
2022-04-26 23:59:59,483.2025368296195,c
2022-04-27 00:00:00,526.8414413798059,
2022-04-27 10:00:00,535.3384140581743,
2022-04-27 10:30:00,473.84844222901665,
2022-04-27 12:00:00,535.189137820516,
2022-04-27 13:30:00,559.9917490384382,
2022-04-27 15:00:00,551.1572478640055,
2022-04-27 15:30:30,551.1572478640055,
2022-04-27 23:59:59,539.6349247634403,c
2022-04-28 00:00:00,569.8240043149167,
2022-04-28 10:00:00,518.4192055278181,
2022-04-28 10:30:00,486.028809226108,
2022-04-28 12:00:00,511.85343505889205,
2022-04-28 13:30:00,616.7565357740509,
2022-04-28 15:00:00,650.9547138182024,
2022-04-28 15:30:30,650.9547138182024,
2022-04-28 23:59:59,624.7524479467702,c
2022-04-29 00:00:00,649.595853502014,
2022-04-29 10:00:00,670.8173810647659,
2022-04-29 10:30:00,635.9410603000906,
2022-04-29 12:00:00,607.969326332116,
2022-04-29 13:30:00,575.3981325221935,
2022-04-29 15:00:00,529.3385698734551,
2022-04-29 15:30:30,529.3385698734551,
2022-04-29 23:59:59,567.3661255066163,w
2022-05-02 00:00:00,519.6879700280297,
2022-05-02 10:00:00,465.8803423549157,
