date,AS_MSCI_DM_SC_ALL_2021_Q4,meta
2021-10-19 23:00:00,-221.95658805429366,
2021-10-19 23:59:59,-231.0263178310388,c
2021-10-20 00:00:00,-232.45684232740132,
2021-10-20 01:00:00,-224.46048552473985,
2021-10-20 02:30:00,-222.40154357683696,
2021-10-20 03:00:00,-228.1930995892858,
2021-10-20 18:30:00,-228.1930995892858,
2021-10-20 20:00:00,-246.4917244000053,
2021-10-20 23:00:00,-260.45088161511285,
2021-10-20 23:59:59,-265.0492521546639,c
2021-10-21 00:00:00,-267.3863562205306,
2021-10-21 01:00:00,-268.0308144570422,
2021-10-21 02:30:00,-279.227491358688,
2021-10-21 03:00:00,-287.5239177594999,
2021-10-21 18:30:00,-287.5239177594999,
2021-10-21 20:00:00,-298.2900788851648,
2021-10-21 23:00:00,-300.5871501022011,
2021-10-21 23:59:59,-357.30625745518546,c
2021-10-22 00:00:00,-362.8604646721815,
2021-10-22 01:00:00,-355.5801894324404,
2021-10-22 02:30:00,-355.698407268756,
2021-10-22 03:00:00,-363.2887711839635,
2021-10-22 18:30:00,-363.2887711839635,
2021-10-22 20:00:00,-363.2887711839635,
2021-10-22 23:00:00,-363.2887711839635,
2021-10-22 23:59:59,-346.69233446137196,w
2021-10-25 00:00:00,-312.44135561628264,
2021-10-25 01:00:00,-313.2609244258847,
2021-10-25 02:30:00,-298.4225552589851,
2021-10-25 03:00:00,-297.9985555863759,
2021-10-25 18:30:00,-297.9985555863759,
2021-10-25 20:00:00,-291.89983159238955,
2021-10-25 23:00:00,-322.5338126995912,
2021-10-25 23:59:59,-331.7904130509319,c
2021-10-26 00:00:00,-331.48903057556845,
2021-10-26 01:00:00,-327.596518059539,
2021-10-26 02:30:00,-335.0343124586175,
2021-10-26 03:00:00,-336.40126574090255,
2021-10-26 18:30:00,-336.40126574090255,
2021-10-26 20:00:00,-308.9975670875192,
2021-10-26 23:00:00,-422.30104597645004,
2021-10-26 23:59:59,-403.35939501179564,c
2021-10-27 00:00:00,-398.5078306051837,
2021-10-27 01:00:00,-399.25235152057166,
2021-10-27 02:30:00,-397.71118911522944,
2021-10-27 03:00:00,-391.73472518154995,
2021-10-27 18:30:00,-391.73472518154995,
2021-10-27 20:00:00,-395.06617586411085,
2021-10-27 23:00:00,-350.9178540291532,
2021-10-27 23:59:59,-344.1158668391372,c
2021-10-28 00:00:00,-332.79595177451984,
2021-10-28 01:00:00,-331.1665403228171,
2021-10-28 02:30:00,-331.6907058526267,
2021-10-28 03:00:00,-342.5811844963382,
2021-10-28 18:30:00,-342.5811844963382,
2021-10-28 20:00:00,-312.87665825551585,
2021-10-28 23:00:00,-275.2161938981403,
2021-10-28 23:59:59,-274.98817965806984,c
2021-10-29 00:00:00,-271.891476795377,
2021-10-29 01:00:00,-274.9363089382009,
2021-10-29 02:30:00,-272.68386523519575,
2021-10-29 03:00:00,-273.2863054815334,
2021-10-29 18:30:00,-273.2863054815334,
2021-10-29 20:00:00,-273.2863054815334,
2021-10-29 23:00:00,-273.2863054815334,
2021-10-29 23:59:59,-275.572000407471,w
2021-11-01 00:00:00,-209.93981061504383,
2021-11-01 01:00:00,-210.90922481166353,
2021-11-01 02:30:00,-197.6032877873099,
2021-11-01 03:00:00,-199.24419395223185,
2021-11-01 18:30:00,-199.24419395223185,
2021-11-01 20:00:00,-210.61752663958487,
2021-11-01 23:00:00,-217.72625215309063,
2021-11-01 23:59:59,-165.5060144691788,c
2021-11-02 00:00:00,-164.09322944453606,
2021-11-02 01:00:00,-160.00905345167757,
2021-11-02 02:30:00,-146.712261342896,
2021-11-02 03:00:00,-159.70001218425205,
2021-11-02 18:30:00,-159.70001218425205,
2021-11-02 20:00:00,-174.44347298328194,
2021-11-02 23:00:00,-197.099209020731,
2021-11-02 23:59:59,-181.8179615555032,c
2021-11-03 00:00:00,-189.58556010936945,
2021-11-03 01:00:00,-183.10779877080222,
2021-11-03 02:30:00,-181.6766683337637,
2021-11-03 03:00:00,-190.10877510539513,
2021-11-03 18:30:00,-190.10877510539513,
2021-11-03 20:00:00,-184.64034804114272,
2021-11-03 23:00:00,-133.3766761085485,
2021-11-03 23:59:59,-138.06859326596305,c
2021-11-04 00:00:00,-124.5811837134247,
2021-11-04 01:00:00,-127.95979434720539,
2021-11-04 02:30:00,-127.79705235085567,
2021-11-04 03:00:00,-119.11404460577751,
2021-11-04 18:30:00,-119.11404460577751,
2021-11-04 20:00:00,-95.94840058963518,
2021-11-04 23:00:00,-101.93666025561652,
2021-11-04 23:59:59,-104.0371209954651,c
2021-11-05 00:00:00,-93.28312962488735,
2021-11-05 01:00:00,-94.87368440196678,
2021-11-05 02:30:00,-106.30434336099461,
2021-11-05 03:00:00,-104.95541677423307,
2021-11-05 18:30:00,-104.95541677423307,
2021-11-05 20:00:00,-104.95541677423307,
2021-11-05 23:00:00,-104.95541677423307,
2021-11-05 23:59:59,-103.869016901745,w
2021-11-08 00:00:00,-97.86936305800464,
2021-11-08 01:00:00,-129.461890173533,
2021-11-08 02:30:00,-136.51349030415668,
2021-11-08 03:00:00,-143.70486526068407,
2021-11-08 18:30:00,-129.21221875257925,
2021-11-08 20:00:00,-119.9327324090118,
2021-11-08 23:00:00,-130.87981138895384,
2021-11-08 23:59:59,-124.93073678067594,c
2021-11-09 00:00:00,-109.94350034912941,
2021-11-09 01:00:00,-119.93784164640692,
2021-11-09 02:30:00,-124.150783634238,
2021-11-09 03:00:00,-127.84049426534193,
2021-11-09 18:30:00,-108.60324307890323,
2021-11-09 20:00:00,-105.59534438894434,
2021-11-09 23:00:00,-155.45163610339614,
2021-11-09 23:59:59,-163.35844523540572,c
2021-11-10 00:00:00,-164.85606721403474,
2021-11-10 01:00:00,-155.53065884680018,
2021-11-10 02:30:00,-139.8986017472057,
2021-11-10 03:00:00,-133.8460572574636,
2021-11-10 18:30:00,-132.15748625738433,
2021-11-10 20:00:00,-132.88578079995477,
2021-11-10 23:00:00,-107.47467573024733,
2021-11-10 23:59:59,-99.10580333473172,c
2021-11-11 00:00:00,-102.3612528550616,
2021-11-11 01:00:00,-98.12017729135914,
2021-11-11 02:30:00,-98.96097299612438,
2021-11-11 03:00:00,-103.8830170780534,
2021-11-11 18:30:00,-94.3975788308303,
2021-11-11 20:00:00,-94.84096294882374,
2021-11-11 23:00:00,-2.04591509435204,
2021-11-11 23:59:59,0.0,a
2021-11-12 00:00:00,1.3716749568029627,
2021-11-12 01:00:00,3.15675026247618,
2021-11-12 02:30:00,2.3958023981253973,
2021-11-12 03:00:00,14.220224596202115,
2021-11-12 18:30:00,14.220224596202115,
2021-11-12 20:00:00,14.220224596202115,
2021-11-12 23:00:00,14.220224596202115,
2021-11-12 23:59:59,13.079502281662826,w
2021-11-15 00:00:00,43.253889050768066,
2021-11-15 01:00:00,35.95074697795144,
2021-11-15 02:30:00,37.12984487017866,
2021-11-15 03:00:00,45.13980768778083,
2021-11-15 18:30:00,50.16504714625398,
2021-11-15 20:00:00,50.58216454033936,
2021-11-15 23:00:00,110.28679080336133,
2021-11-15 23:59:59,103.9564715141646,c
2021-11-16 00:00:00,96.29819328099757,
2021-11-16 01:00:00,153.07976340364758,
2021-11-16 02:30:00,118.32207493775422,
2021-11-16 03:00:00,134.61177359815565,
2021-11-16 18:30:00,138.9294829247974,
2021-11-16 20:00:00,140.83180572272659,
2021-11-16 23:00:00,134.20948260886098,
2021-11-16 23:59:59,136.68767675662957,c
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
0,136.68767675662957,
2021-11-17 00:00:00,96.65100764818499,
2021-11-17 01:00:00,135.62923249560845,
2021-11-17 02:30:00,108.76862662601252,
2021-11-17 03:00:00,110.18809454461189,
2021-11-17 18:30:00,121.03168421636519,
2021-11-17 20:00:00,124.17700938948383,
2021-11-17 23:00:00,137.01572068064297,
2021-11-17 23:59:59,130.5803357125751,c
2021-11-18 00:00:00,107.22251962584642,
2021-11-18 01:00:00,121.82384091542599,
2021-11-18 02:30:00,129.82645872485455,
2021-11-18 03:00:00,124.80468763739054,
2021-11-18 18:30:00,117.10955422946017,
2021-11-18 20:00:00,121.64923518455635,
2021-11-18 23:00:00,159.75368896294003,
2021-11-18 23:59:59,162.82699733243953,c
2021-11-19 00:00:00,153.16637231625919,
2021-11-19 01:00:00,160.00333099984528,
2021-11-19 02:30:00,146.77365941434573,
2021-11-19 03:00:00,147.87078078547347,
2021-11-19 18:30:00,147.87078078547347,
2021-11-19 20:00:00,147.87078078547347,
2021-11-19 23:00:00,147.87078078547347,
2021-11-19 23:59:59,162.8805739215495,w
2021-11-22 00:00:00,145.85477565859946,
2021-11-22 01:00:00,151.1864194724103,
2021-11-22 02:30:00,146.9946252002319,
2021-11-22 03:00:00,145.72325730315924,
2021-11-22 18:30:00,138.4348482688415,
2021-11-22 20:00:00,140.4211550975624,
2021-11-22 23:00:00,165.5959188704378,
2021-11-22 23:59:59,162.74909825239138,c
2021-11-23 00:00:00,164.24257573218847,
2021-11-23 01:00:00,145.13610827433604,
2021-11-23 02:30:00,135.0648684218395,
2021-11-23 03:00:00,143.710056534881,
2021-11-23 18:30:00,148.47014735973835,
2021-11-23 20:00:00,148.54811228935205,
2021-11-23 23:00:00,210.34513232226118,
2021-11-23 23:59:59,209.53893352044588,c
2021-11-24 00:00:00,204.08376243605426,
2021-11-24 01:00:00,206.992152809838,
2021-11-24 02:30:00,234.0960064634619,
2021-11-24 03:00:00,226.65403625119507,
2021-11-24 18:30:00,219.2611617313446,
2021-11-24 20:00:00,216.0691543379353,
2021-11-24 23:00:00,221.95094923297984,
2021-11-24 23:59:59,209.91452943883905,c
2021-11-25 00:00:00,217.01209822597184,
2021-11-25 01:00:00,209.79787914357485,
2021-11-25 02:30:00,206.29007472219655,
2021-11-25 03:00:00,246.82679160114367,
2021-11-25 18:30:00,244.1745481437515,
2021-11-25 20:00:00,233.084825339688,
2021-11-25 23:00:00,236.5268577254201,
2021-11-25 23:59:59,226.88462896443525,c
2021-11-26 00:00:00,219.14705901264506,
2021-11-26 01:00:00,221.56309705377362,
2021-11-26 02:30:00,212.10990876648657,
2021-11-26 03:00:00,46.38068942055406,
2021-11-26 18:30:00,46.38068942055406,
2021-11-26 20:00:00,46.38068942055406,
2021-11-26 23:00:00,46.38068942055406,
2021-11-26 23:59:59,43.21652738880721,w
2021-11-29 00:00:00,62.060105358197234,
2021-11-29 01:00:00,55.040674658921944,
2021-11-29 02:30:00,60.47461050553966,
2021-11-29 03:00:00,68.29153220990702,
2021-11-29 18:30:00,46.873152372397726,
2021-11-29 20:00:00,53.613243362652156,
2021-11-29 23:00:00,41.17742562860258,
2021-11-29 23:59:59,47.779910523000126,c
2021-11-30 00:00:00,53.593997230353125,
2021-11-30 01:00:00,-8.650964548607135,
2021-11-30 02:30:00,-6.6161721727730765,
2021-11-30 03:00:00,6.760815618133165,
2021-11-30 18:30:00,5.4183671177438555,
2021-11-30 20:00:00,-1.5288028148506783,
2021-11-30 23:00:00,23.415788132202124,
2021-11-30 23:59:59,19.3859911196173,e
2021-12-01 00:00:00,3.8918021854369726,
2021-12-01 01:00:00,16.61761657270199,
2021-12-01 02:30:00,40.97741343218922,
2021-12-01 03:00:00,51.26169007025601,
2021-12-01 18:30:00,43.128249207221415,
2021-12-01 20:00:00,60.762963022698386,
2021-12-01 23:00:00,0.2819998087488784,
2021-12-01 23:59:59,4.157179012733195,c
2021-12-02 00:00:00,-35.881147935325316,
2021-12-02 01:00:00,-35.26694620964099,
2021-12-02 02:30:00,-39.47761398404373,
2021-12-02 03:00:00,-46.08335544390957,
2021-12-02 18:30:00,-54.01867975568757,
2021-12-02 20:00:00,-37.39745447229916,
2021-12-02 23:00:00,-16.260588060333248,
2021-12-02 23:59:59,-21.271938846944522,c
2021-12-03 00:00:00,-6.724418483838235,
2021-12-03 01:00:00,-1.0659101043033843,
2021-12-03 02:30:00,-3.201328737800395,
2021-12-03 03:00:00,-16.14798577974443,
2021-12-03 18:30:00,-16.14798577974443,
2021-12-03 20:00:00,-16.14798577974443,
2021-12-03 23:00:00,-16.14798577974443,
2021-12-03 23:59:59,-5.866795638461554,w
2021-12-06 00:00:00,-36.56536474987661,
2021-12-06 01:00:00,-38.27168533458871,
2021-12-06 02:30:00,-40.90780236727005,
2021-12-06 03:00:00,-40.789279143466956,
2021-12-06 18:30:00,-60.91738782176526,
2021-12-06 20:00:00,-21.779298200046014,
2021-12-06 23:00:00,-37.25640800930978,
2021-12-06 23:59:59,-35.0212371125499,c
2021-12-07 00:00:00,-11.615517832042315,
2021-12-07 01:00:00,3.1018250570759847,
2021-12-07 02:30:00,5.288556928171602,
2021-12-07 03:00:00,2.67922774336148,
2021-12-07 18:30:00,-1.9824719557041135,
2021-12-07 20:00:00,-37.296466235171465,
2021-12-07 23:00:00,-75.57651584493306,
2021-12-07 23:59:59,-89.91741301252796,c
2021-12-08 00:00:00,-92.51262175961938,
2021-12-08 01:00:00,-83.81030473115925,
2021-12-08 02:30:00,-80.06473282837032,
2021-12-08 03:00:00,-71.78942657128255,
2021-12-08 18:30:00,-83.23680902860542,
2021-12-08 20:00:00,-78.51715486613057,
2021-12-08 23:00:00,-69.39448536568852,
2021-12-08 23:59:59,-65.9919119556921,c
2021-12-09 00:00:00,-63.57427377210661,
2021-12-09 01:00:00,-50.58388100589582,
2021-12-09 02:30:00,-59.07090231823804,
2021-12-09 03:00:00,-59.27850431320621,
2021-12-09 18:30:00,-54.11424075152854,
2021-12-09 20:00:00,-53.902669111497744,
2021-12-09 23:00:00,-83.94751644508369,
2021-12-09 23:59:59,-87.57271571839101,c
2021-12-10 00:00:00,-103.4157980142354,
2021-12-10 01:00:00,-110.3545171395267,
2021-12-10 02:30:00,-110.80578500570618,
2021-12-10 03:00:00,-107.4301131759471,
2021-12-10 18:30:00,-107.4301131759471,
2021-12-10 20:00:00,-107.4301131759471,
2021-12-10 23:00:00,-107.4301131759471,
2021-12-10 23:59:59,-101.25284924429798,w
2021-12-13 00:00:00,-111.77219552550605,
2021-12-13 01:00:00,-117.24220334472375,
2021-12-13 02:30:00,-136.41323058415583,
2021-12-13 03:00:00,-137.64433924133527,
2021-12-13 18:30:00,-151.45916572262377,
2021-12-13 20:00:00,-171.61184028829985,
2021-12-13 23:00:00,-168.22499254820787,
2021-12-13 23:59:59,-162.226875704745,c
2021-12-14 00:00:00,-144.04321525784826,
2021-12-14 01:00:00,-145.53751335604193,
2021-12-14 02:30:00,-153.18165814876738,
2021-12-14 03:00:00,-148.48148428491095,
2021-12-14 18:30:00,-154.63183783891964,
2021-12-14 20:00:00,-160.64851335694993,
2021-12-14 23:00:00,-174.21408002853923,
2021-12-14 23:59:59,-176.17828474987027,c
2021-12-15 00:00:00,-168.17540436513946,
2021-12-15 01:00:00,-153.00370004052502,
2021-12-15 02:30:00,-164.06198660800692,
2021-12-15 03:00:00,-162.81569933139053,
2021-12-15 18:30:00,-174.82727427890632,
2021-12-15 20:00:00,-162.97363166003424,
2021-12-15 23:00:00,-157.2136714268895,
2021-12-15 23:59:59,-159.72047832963244,c
2021-12-16 00:00:00,-162.32120294122706,
2021-12-16 01:00:00,-156.99921122768183,
2021-12-16 02:30:00,-159.16206596028678,
2021-12-16 03:00:00,-162.7778890966233,
2021-12-16 18:30:00,-162.53460458288237,
2021-12-16 20:00:00,-166.3250043381663,
2021-12-16 23:00:00,-159.6295631742746,
2021-12-16 23:59:59,-159.21635345972936,c
2021-12-17 00:00:00,-153.5556533573349,
2021-12-17 01:00:00,-140.4751078515019,
2021-12-17 02:30:00,-132.0465455875551,
2021-12-17 03:00:00,-133.85321339640632,
2021-12-17 18:30:00,-133.85321339640632,
2021-12-17 20:00:00,-133.85321339640632,
2021-12-17 23:00:00,-133.85321339640632,
2021-12-17 23:59:59,-135.62763799851518,w
2021-12-20 00:00:00,-215.78990656966425,
2021-12-20 01:00:00,-213.2055851723544,
2021-12-20 02:30:00,-219.8392144383265,
2021-12-20 03:00:00,-209.5260678371851,
2021-12-20 18:30:00,-233.59168956372605,
2021-12-20 20:00:00,-236.76954241766725,
2021-12-20 23:00:00,-207.24380392735475,
2021-12-20 23:59:59,-214.3994106779105,c
2021-12-21 00:00:00,-198.19292620619535,
2021-12-21 01:00:00,-181.52185099711505,
2021-12-21 02:30:00,-182.40728655878684,
2021-12-21 03:00:00,-174.44825233511528,
2021-12-21 18:30:00,-174.2218732360766,
2021-12-21 20:00:00,-182.78609085816606,
2021-12-21 23:00:00,-210.9601610216132,
2021-12-21 23:59:59,-213.4683342815283,c
2021-12-22 00:00:00,-186.70553398827087,
2021-12-22 01:00:00,-178.65167353495008,
2021-12-22 02:30:00,-192.6579796173296,
2021-12-22 03:00:00,-188.22919705886034,
2021-12-22 18:30:00,-187.05799378301845,
2021-12-22 20:00:00,-179.52933742029518,
2021-12-22 23:00:00,-174.31348218523863,
2021-12-22 23:59:59,-167.86253293191294,c
2021-12-23 00:00:00,-167.6337549490463,
2021-12-23 01:00:00,-164.62667677825584,
2021-12-23 02:30:00,-165.9734366481648,
2021-12-23 03:00:00,-170.22871881905394,
2021-12-23 18:30:00,-180.73386600019194,
2021-12-23 20:00:00,-174.17997918384435,
2021-12-23 23:00:00,-172.76591817665349,
2021-12-23 23:59:59,-173.46354136061927,c
2021-12-24 00:00:00,-163.9371518081516,
2021-12-24 01:00:00,-165.4807040300525,
2021-12-24 02:30:00,-165.4807040300525,
2021-12-24 03:00:00,-165.4807040300525,
2021-12-24 18:30:00,-165.4807040300525,
2021-12-24 20:00:00,-165.4807040300525,
2021-12-24 23:00:00,-165.4807040300525,
2021-12-24 23:59:59,-165.1023994712291,w
2021-12-27 00:00:00,-162.52916993009057,
2021-12-27 01:00:00,-169.39782221998485,
2021-12-27 02:30:00,-169.8886057722193,
2021-12-27 03:00:00,-164.23883875202682,
2021-12-27 18:30:00,-164.23883875202682,
2021-12-27 20:00:00,-179.9357275681532,
2021-12-27 23:00:00,-188.2518256719527,
2021-12-27 23:59:59,-184.02968882754158,c
2021-12-28 00:00:00,-161.65093922711458,
2021-12-28 01:00:00,-156.47081142032448,
2021-12-28 02:30:00,-155.97410966109965,
2021-12-28 03:00:00,-155.30289034637235,
2021-12-28 18:30:00,-155.30289034637235,
2021-12-28 20:00:00,-155.30289034637235,
2021-12-28 23:00:00,-155.30289034637235,
2021-12-28 23:59:59,-164.0342123944365,c
