date,CNY_2014,meta
2014-01-23 00:00:00,-65.239733831864,
2014-01-23 10:00:00,-67.61490568407179,
2014-01-23 10:30:00,-94.46716959199728,
2014-01-23 12:00:00,-90.23371570115982,
2014-01-23 13:30:00,-96.14605790430844,
2014-01-23 15:00:00,-109.53370111781835,
2014-01-23 15:30:30,-109.53370111781835,
2014-01-23 23:59:59,-113.87389491677523,c
2014-01-24 00:00:00,-80.34899070221722,
2014-01-24 10:00:00,-94.49850924324453,
2014-01-24 10:30:00,-102.72163033791125,
2014-01-24 12:00:00,-94.24858804173053,
2014-01-24 13:30:00,-81.99079510979712,
2014-01-24 15:00:00,-81.51428690288365,
2014-01-24 15:30:30,-81.51428690288365,
2014-01-24 23:59:59,-79.16236644774378,w
2014-01-27 00:00:00,-83.95163847839595,
2014-01-27 10:00:00,-71.67584251706063,
2014-01-27 10:30:00,-70.06902481014669,
2014-01-27 12:00:00,-70.90377076417268,
2014-01-27 13:30:00,-86.78454927181899,
2014-01-27 15:00:00,-90.2486474744767,
2014-01-27 15:30:30,-90.2486474744767,
2014-01-27 23:59:59,-65.27975277950347,c
2014-01-28 00:00:00,-68.94213727353156,
2014-01-28 10:00:00,-70.15244042017639,
2014-01-28 10:30:00,-72.51890424708544,
2014-01-28 12:00:00,-38.879434748867155,
2014-01-28 13:30:00,-48.01023171032011,
2014-01-28 15:00:00,-48.94971324720263,
2014-01-28 15:30:30,-48.94971324720263,
2014-01-28 23:59:59,-50.242625999519234,c
2014-01-29 00:00:00,-7.702621491969228,
2014-01-29 10:00:00,-21.40409184229553,
2014-01-29 10:30:00,-21.188165554109812,
2014-01-29 12:00:00,-33.881209905902146,
2014-01-29 13:30:00,-22.775602758460046,
2014-01-29 15:00:00,-16.77013690694034,
2014-01-29 15:30:30,-16.77013690694034,
2014-01-29 23:59:59,-12.55986820937395,c
2014-01-30 00:00:00,-55.09987271692574,
2014-01-30 10:00:00,-48.53241249466002,
2014-01-30 10:30:00,-51.261774449542756,
2014-01-30 12:00:00,-65.45242715117574,
2014-01-30 13:30:00,-79.48696692053736,
2014-01-30 15:00:00,-80.57900162588419,
2014-01-30 15:30:30,-80.57900162588419,s
2014-01-30 23:59:59,-77.67438345735192,c
2014-01-31 00:00:00,-15.413847058885098,
2014-01-31 10:00:00,-46.2435777901423,
2014-01-31 10:30:00,-42.146990069366694,
2014-01-31 12:00:00,-63.69686918757081,
2014-01-31 13:30:00,-70.51099844438731,
2014-01-31 15:00:00,-60.25694051355123,
2014-01-31 15:30:30,-60.25694051355123,
2014-01-31 23:59:59,-45.92256948723555,w
2014-02-03 00:00:00,-39.44296615164876,
2014-02-03 10:00:00,-32.11819716359437,
