date,FT_STYLE_2022_Q4,meta
2022-09-20 00:00:00,-23.787745510285134,
2022-09-20 10:00:00,-19.741103052247432,
2022-09-20 10:30:00,-17.411882605448525,
2022-09-20 12:00:00,-12.98995176927113,
2022-09-20 13:30:00,-16.546615543629358,
2022-09-20 15:00:00,-20.673240266782905,
2022-09-20 15:30:30,-20.673240266782905,
2022-09-20 23:59:59,-22.295131894240818,c
2022-09-21 00:00:00,-18.23742082428228,
2022-09-21 10:00:00,-32.25591227026249,
2022-09-21 10:30:00,-29.955896907885652,
2022-09-21 12:00:00,-27.880544054815275,
2022-09-21 13:30:00,-29.33437708855606,
2022-09-21 15:00:00,-20.670664287791737,
2022-09-21 15:30:30,-20.670664287791737,
2022-09-21 23:59:59,-34.30028707839905,c
2022-09-22 00:00:00,-29.305977713312288,
2022-09-22 10:00:00,-34.323666375781734,
2022-09-22 10:30:00,-38.91989512696417,
2022-09-22 12:00:00,-42.593725613262116,
2022-09-22 13:30:00,-47.729452404783345,
2022-09-22 15:00:00,-52.186560635370626,
2022-09-22 15:30:30,-52.186560635370626,
2022-09-22 23:59:59,-44.25568403487246,c
2022-09-23 00:00:00,-66.50165484567677,
2022-09-23 10:00:00,-85.1767436907323,
2022-09-23 10:30:00,-81.02959346438385,
2022-09-23 12:00:00,-85.20260623830912,
2022-09-23 13:30:00,-85.669373165047,
2022-09-23 15:00:00,-89.6218412178718,
2022-09-23 15:30:30,-89.6218412178718,
2022-09-23 23:59:59,-88.34891453738221,w
2022-09-26 00:00:00,-85.70923065965779,
2022-09-26 10:00:00,-69.59091100418041,
2022-09-26 10:30:00,-65.89437082814825,
2022-09-26 12:00:00,-78.21550883736235,
2022-09-26 13:30:00,-81.52653303860748,
2022-09-26 15:00:00,-82.08298204651871,
2022-09-26 15:30:30,-82.08298204651871,
2022-09-26 23:59:59,-83.64813140249991,c
2022-09-27 00:00:00,-69.72752448468457,
2022-09-27 10:00:00,-55.91536030278457,
2022-09-27 10:30:00,-49.79221579861485,
2022-09-27 12:00:00,-52.89829712476619,
2022-09-27 13:30:00,-53.93959366070088,
2022-09-27 15:00:00,-46.04947079586701,
2022-09-27 15:30:30,-46.04947079586701,
2022-09-27 23:59:59,-45.76383363865933,c
2022-09-28 00:00:00,-49.24863316521521,
2022-09-28 10:00:00,-40.61250949545128,
2022-09-28 10:30:00,-36.40772793997161,
2022-09-28 12:00:00,-33.6351440572215,
2022-09-28 13:30:00,-31.99791630091275,
2022-09-28 15:00:00,-24.45486591910096,
2022-09-28 15:30:30,-24.45486591910096,
2022-09-28 23:59:59,-18.130360783588813,c
2022-09-29 00:00:00,-21.830030031710756,
2022-09-29 10:00:00,-27.076949581850357,
2022-09-29 10:30:00,-36.92001052721823,
2022-09-29 12:00:00,-31.812455943040746,
2022-09-29 13:30:00,-30.76486951454769,
2022-09-29 15:00:00,-37.54083429021208,
2022-09-29 15:30:30,-37.54083429021208,
2022-09-29 23:59:59,-28.90679296857195,c
2022-09-30 00:00:00,-45.75730534811218,
2022-09-30 10:00:00,-24.33219383912226,
2022-09-30 10:30:00,-20.06376340945245,
2022-09-30 12:00:00,-17.776381862678498,
2022-09-30 13:30:00,-17.147918163802373,
2022-09-30 15:00:00,-23.134100055296514,
2022-09-30 15:30:30,-23.134100055296514,
2022-09-30 23:59:59,-21.462561776759365,w
2022-10-03 00:00:00,-11.846400669546355,
2022-10-03 10:00:00,-5.150163291030225,
2022-10-03 10:30:00,-13.796042703809363,
2022-10-03 12:00:00,-11.43565402290676,
2022-10-03 13:30:00,-10.492249765648396,
2022-10-03 15:00:00,-9.584176613483407,
2022-10-03 15:30:30,-9.584176613483407,s
2022-10-03 23:59:59,-10.631007398963106,c
2022-10-04 00:00:00,9.296043320954752,
2022-10-04 10:00:00,-6.424840856422023,
2022-10-04 10:30:00,-8.768860932373968,
2022-10-04 12:00:00,-3.0587704904586417,
2022-10-04 13:30:00,-6.285815644766117,
2022-10-04 15:00:00,-3.4968932206792687,
2022-10-04 15:30:30,-3.4968932206792687,
2022-10-04 23:59:59,0.0,a
2022-10-05 00:00:00,3.90927634878949,
2022-10-05 10:00:00,0.07384045889828883,
2022-10-05 10:30:00,-9.334251168147532,
2022-10-05 12:00:00,8.194203282398789,
2022-10-05 13:30:00,10.21051856789856,
2022-10-05 15:00:00,12.504046250847168,
2022-10-05 15:30:30,12.504046250847168,
2022-10-05 23:59:59,8.957744583885372,c
0,8.957744583885372,
0,8.957744583885372,
0,8.957744583885372,
0,8.957744583885372,
0,8.957744583885372,
0,8.957744583885372,
0,8.957744583885372,
0,8.957744583885372,
2022-10-06 00:00:00,4.610541277818754,
2022-10-06 10:00:00,27.55283435431545,
2022-10-06 10:30:00,14.98195641893841,
2022-10-06 12:00:00,19.193525811228383,
2022-10-06 13:30:00,30.75757692818435,
2022-10-06 15:00:00,29.975705229858363,
2022-10-06 15:30:30,29.975705229858363,
2022-10-06 23:59:59,26.918926403921034,c
2022-10-07 00:00:00,15.400870195395143,
2022-10-07 10:00:00,12.588546680153058,
2022-10-07 10:30:00,19.198811140661633,
2022-10-07 12:00:00,23.58272508374118,
2022-10-07 13:30:00,14.660452755964599,
2022-10-07 15:00:00,18.9447006468138,
2022-10-07 15:30:30,18.9447006468138,
2022-10-07 23:59:59,16.205840833237218,e
2022-10-10 00:00:00,15.990930416849366,
2022-10-10 10:00:00,2.1836086909624726,
2022-10-10 10:30:00,9.473488545797707,
2022-10-10 12:00:00,5.443731684965371,
2022-10-10 13:30:00,1.8178195628885732,
2022-10-10 15:00:00,3.505975462742043,
2022-10-10 15:30:30,3.505975462742043,
2022-10-10 23:59:59,5.127334158066404,c
2022-10-11 00:00:00,-6.200373733268009,
2022-10-11 10:00:00,-18.336770668219486,
2022-10-11 10:30:00,-24.483529115029015,
2022-10-11 12:00:00,-10.801629478126145,
2022-10-11 13:30:00,-13.615574358253554,
2022-10-11 15:00:00,-20.3516652282632,
2022-10-11 15:30:30,-20.3516652282632,
2022-10-11 23:59:59,-16.29950643760354,c
2022-10-12 00:00:00,-11.454996306916598,
2022-10-12 10:00:00,-20.75445363540129,
2022-10-12 10:30:00,-27.866639711322854,
2022-10-12 12:00:00,-8.206801647400638,
2022-10-12 13:30:00,-3.6946240362582046,
2022-10-12 15:00:00,-1.8418604835053145,
2022-10-12 15:30:30,-1.8418604835053145,
2022-10-12 23:59:59,3.9384618394919357,c
2022-10-13 00:00:00,-12.516531386739302,
2022-10-13 10:00:00,-6.548467210026288,
2022-10-13 10:30:00,-12.8967645778325,
2022-10-13 12:00:00,-3.657468255204165,
2022-10-13 13:30:00,-8.282815808021937,
2022-10-13 15:00:00,-10.930637055143393,
2022-10-13 15:30:30,-10.930637055143393,
2022-10-13 23:59:59,-8.055130781376278,c
2022-10-14 00:00:00,-13.171798203266334,
2022-10-14 10:00:00,-20.371692288206134,
2022-10-14 10:30:00,-18.701228850751498,
2022-10-14 12:00:00,-20.541909703104196,
2022-10-14 13:30:00,-27.256887786332385,
2022-10-14 15:00:00,-27.22528857915738,
2022-10-14 15:30:30,-27.22528857915738,
2022-10-14 23:59:59,-29.387211799577287,w
2022-10-17 00:00:00,-20.76550787756208,
2022-10-17 10:00:00,-17.019109253473616,
2022-10-17 10:30:00,-11.241052824853483,
2022-10-17 12:00:00,-13.933835300746182,
2022-10-17 13:30:00,-16.313816357672835,
2022-10-17 15:00:00,-16.390169503765577,
2022-10-17 15:30:30,-16.390169503765577,
2022-10-17 23:59:59,-14.87526671344898,c
2022-10-18 00:00:00,-11.736990723161682,
2022-10-18 10:00:00,-12.196307428685756,
2022-10-18 10:30:00,-15.674184952078434,
2022-10-18 12:00:00,-20.85030814750823,
2022-10-18 13:30:00,-15.970100992505607,
2022-10-18 15:00:00,-18.09933896808014,
2022-10-18 15:30:30,-18.09933896808014,
2022-10-18 23:59:59,-16.637707694705583,c
2022-10-19 00:00:00,-6.449219747563305,
2022-10-19 10:00:00,-10.630645285335248,
2022-10-19 10:30:00,6.032922556963413,
2022-10-19 12:00:00,3.127517181412145,
2022-10-19 13:30:00,2.8024711797742725,
2022-10-19 15:00:00,3.82252778239382,
