date,VIG_HEDGED_2021_Q1,meta
2021-02-05 00:00:00,-49.46445001702166,
2021-02-05 10:00:00,-38.722796835091074,
2021-02-05 10:30:00,-40.31461467320844,
2021-02-05 12:00:00,-39.78969398017309,
2021-02-05 13:30:00,-40.6053559673839,
2021-02-05 15:00:00,-41.01645004756365,
2021-02-05 15:30:30,-41.01645004756365,
2021-02-05 23:59:59,-43.35620510248471,w
2021-02-08 00:00:00,-56.71818226257408,
2021-02-08 10:00:00,-58.11254888046201,
2021-02-08 10:30:00,-60.35182484854644,
2021-02-08 12:00:00,-75.45152214918964,
2021-02-08 13:30:00,-70.94295689821244,
2021-02-08 15:00:00,-73.81379323833666,
2021-02-08 15:30:30,-73.81379323833666,
2021-02-08 23:59:59,-73.20314098067118,c
2021-02-09 00:00:00,-75.35293194747743,
2021-02-09 10:00:00,-72.55605384089299,
2021-02-09 10:30:00,-71.95632242542669,
2021-02-09 12:00:00,-69.61793438463721,
2021-02-09 13:30:00,-68.65791731259296,
2021-02-09 15:00:00,-72.62145731163122,
2021-02-09 15:30:30,-72.62145731163122,
2021-02-09 23:59:59,-72.14202248855563,c
2021-02-10 00:00:00,-70.31152620644221,
2021-02-10 10:00:00,-79.21667408923372,
2021-02-10 10:30:00,-78.83231014849683,
2021-02-10 12:00:00,-80.38370990087434,
2021-02-10 13:30:00,-82.72354616313706,
2021-02-10 15:00:00,-81.84121245426986,
2021-02-10 15:30:30,-81.84121245426986,
2021-02-10 23:59:59,-84.79763337758234,c
2021-02-11 00:00:00,-78.30413949264344,
2021-02-11 10:00:00,-84.69269333829033,
2021-02-11 10:30:00,-82.79425989893772,
2021-02-11 12:00:00,-87.48611831586994,
2021-02-11 13:30:00,-84.89231549260325,
2021-02-11 15:00:00,-86.20217935819129,
2021-02-11 15:30:30,-86.20217935819129,
2021-02-11 23:59:59,-88.5645502164956,c
2021-02-12 00:00:00,-88.5757643512851,
2021-02-12 10:00:00,-75.40606644256319,
2021-02-12 10:30:00,-72.86134817283465,
2021-02-12 12:00:00,-77.26863112267434,
2021-02-12 13:30:00,-75.28232031926267,
2021-02-12 15:00:00,-71.47568321567884,
2021-02-12 15:30:30,-71.47568321567884,
2021-02-12 23:59:59,-68.35276791547734,w
2021-02-15 00:00:00,-68.35276791547734,
2021-02-15 10:00:00,-68.35276791547734,
2021-02-15 10:30:00,-68.35276791547734,
2021-02-15 12:00:00,-68.35276791547734,
2021-02-15 13:30:00,-68.35276791547734,
2021-02-15 15:00:00,-68.35276791547734,
2021-02-15 15:30:30,-68.35276791547734,
2021-02-15 23:59:59,-68.35276791547734,c
2021-02-16 00:00:00,-59.4422194107627,
2021-02-16 10:00:00,-51.845165080435365,
2021-02-16 10:30:00,-48.552801135849634,
2021-02-16 12:00:00,-45.94237751755472,
2021-02-16 13:30:00,-46.82706745014312,
2021-02-16 15:00:00,-42.57473880917705,
