date,AS_IGF_2022_Q1,meta
2022-03-10 00:00:00,-15.468337545660681,
2022-03-10 01:00:00,-11.201318692739788,
2022-03-10 02:30:00,-11.960706003552644,
2022-03-10 03:00:00,-0.9481822973723827,
2022-03-10 18:30:00,-25.53136558054555,
2022-03-10 20:00:00,-5.060872518011963,
2022-03-10 23:00:00,-15.31598132098174,
2022-03-10 23:59:59,1.8398156979619529,c
2022-03-11 00:00:00,-16.255198492832523,
2022-03-11 01:00:00,5.845564369408172,
2022-03-11 02:30:00,11.722742546951743,
2022-03-11 03:00:00,8.416749286369537,
2022-03-11 18:30:00,8.416749286369537,
2022-03-11 20:00:00,8.416749286369537,
2022-03-11 23:00:00,8.416749286369537,
2022-03-11 23:59:59,2.316317512811022,w
2022-03-14 00:00:00,-32.350437669027976,
2022-03-14 01:00:00,-45.569414836303864,
2022-03-14 02:30:00,-64.41029782651727,
2022-03-14 03:00:00,-68.14991177168119,
2022-03-14 18:30:00,-70.47593225486648,
2022-03-14 20:00:00,-50.13061675519774,
2022-03-14 23:00:00,-51.79130494163746,
2022-03-14 23:59:59,-82.4204813749329,c
2022-03-15 00:00:00,-77.36702753339013,
2022-03-15 01:00:00,-76.29054501832553,
2022-03-15 02:30:00,-103.4012214401006,
2022-03-15 03:00:00,-123.4334540439444,
2022-03-15 18:30:00,-104.9952473715467,
2022-03-15 20:00:00,-102.00593169385374,
2022-03-15 23:00:00,-114.98940743015305,
2022-03-15 23:59:59,-144.69783613972834,c
2022-03-16 00:00:00,-141.7258848545957,
2022-03-16 01:00:00,-148.0745925835981,
2022-03-16 02:30:00,-116.97067305546616,
2022-03-16 03:00:00,-121.50195625366771,
2022-03-16 18:30:00,-108.85271291973515,
2022-03-16 20:00:00,-93.07512992471385,
2022-03-16 23:00:00,-93.91215672180627,
2022-03-16 23:59:59,-77.79397286231536,c
2022-03-17 00:00:00,-65.42561475255887,
2022-03-17 01:00:00,-74.2055782062023,
2022-03-17 02:30:00,-75.11390686278791,
2022-03-17 03:00:00,-75.83563216626003,
2022-03-17 18:30:00,-56.299022617232055,
2022-03-17 20:00:00,-60.990952779386454,
2022-03-17 23:00:00,-42.974018565097445,
2022-03-17 23:59:59,6.801460813182594,c
2022-03-18 00:00:00,-0.12061550628683414,
2022-03-18 01:00:00,18.42489998566972,
2022-03-18 02:30:00,39.40813531675312,
2022-03-18 03:00:00,36.32302919616446,
2022-03-18 18:30:00,36.32302919616446,
2022-03-18 20:00:00,36.32302919616446,
2022-03-18 23:00:00,36.32302919616446,
2022-03-18 23:59:59,41.59106747840114,w
2022-03-21 00:00:00,-18.852569888224245,
2022-03-21 01:00:00,-13.205256216601592,
2022-03-21 02:30:00,-11.975917434199916,
2022-03-21 03:00:00,-13.65912131811463,
2022-03-21 18:30:00,-3.4864661780047186,
2022-03-21 20:00:00,-28.786776805674588,
2022-03-21 23:00:00,-43.99203188949963,
2022-03-21 23:59:59,-43.521007010063705,c
2022-03-22 00:00:00,-66.48724765682472,
2022-03-22 01:00:00,-54.66456968262766,
2022-03-22 02:30:00,-49.879572797935474,
2022-03-22 03:00:00,-47.452328263928976,
2022-03-22 18:30:00,-38.588996353096924,
2022-03-22 20:00:00,-42.217761819911864,
2022-03-22 23:00:00,-37.6233177319568,
2022-03-22 23:59:59,-57.75337518778574,c
2022-03-23 00:00:00,-58.928506457062745,
2022-03-23 01:00:00,-53.952269750850846,
2022-03-23 02:30:00,-49.46160643915405,
2022-03-23 03:00:00,-58.186630788113156,
2022-03-23 18:30:00,-55.23534442100887,
2022-03-23 20:00:00,-64.16555691814008,
2022-03-23 23:00:00,-69.30756569702822,
2022-03-23 23:59:59,-55.2647786403197,c
2022-03-24 00:00:00,-45.669643569631106,
2022-03-24 01:00:00,-37.36899552038275,
2022-03-24 02:30:00,-42.324886741800505,
2022-03-24 03:00:00,-42.549700137169815,
2022-03-24 18:30:00,-34.98590840991101,
2022-03-24 20:00:00,-27.68060670507652,
2022-03-24 23:00:00,22.549830764204867,
2022-03-24 23:59:59,0.0,a
2022-03-25 00:00:00,-5.5243679042962555,
2022-03-25 01:00:00,2.7006450080997992,
2022-03-25 02:30:00,-1.3310987386914266,
2022-03-25 03:00:00,1.4000451228491917,
2022-03-25 18:30:00,1.4000451228491917,
2022-03-25 20:00:00,1.4000451228491917,
2022-03-25 23:00:00,1.4000451228491917,
2022-03-25 23:59:59,2.6666218045053194,w
2022-03-28 00:00:00,-23.87798940435474,
2022-03-28 01:00:00,-29.53966737361523,
2022-03-28 02:30:00,-32.02953779028422,
2022-03-28 03:00:00,-33.68115249770348,
2022-03-28 18:30:00,-32.80303678292855,
2022-03-28 20:00:00,-46.26532800480546,
2022-03-28 23:00:00,-97.25505040265342,
2022-03-28 23:59:59,-80.88462253495504,c
2022-03-29 00:00:00,-77.4001425897747,
2022-03-29 01:00:00,-76.63536231069268,
2022-03-29 02:30:00,-77.1829511496549,
2022-03-29 03:00:00,-78.06240600354776,
2022-03-29 18:30:00,-72.89024998810005,
2022-03-29 20:00:00,-74.0146746089731,
2022-03-29 23:00:00,-43.93622254577675,
2022-03-29 23:59:59,-45.33943209696103,c
2022-03-30 00:00:00,-45.16088921820952,
2022-03-30 01:00:00,-44.880914319075806,
2022-03-30 02:30:00,-37.7191831253205,
2022-03-30 03:00:00,-42.9779438821017,
2022-03-30 18:30:00,-40.94731172584067,
2022-03-30 20:00:00,-16.86861386166334,
2022-03-30 23:00:00,13.135544246949115,
2022-03-30 23:59:59,10.132818006166099,c
2022-03-31 00:00:00,0.10996842008473887,
2022-03-31 01:00:00,23.896993766383257,
2022-03-31 02:30:00,31.139078212720122,
2022-03-31 03:00:00,35.672688955009875,
2022-03-31 18:30:00,42.20691772428663,
2022-03-31 20:00:00,23.066187262817046,
2022-03-31 23:00:00,39.64989982968856,
2022-03-31 23:59:59,22.616428976851626,e
2022-04-01 00:00:00,19.139276883828572,
2022-04-01 01:00:00,29.148342442980812,
2022-04-01 02:30:00,39.9721924879211,
2022-04-01 03:00:00,42.60144439694975,
2022-04-01 18:30:00,42.60144439694975,
2022-04-01 20:00:00,42.60144439694975,
2022-04-01 23:00:00,42.60144439694975,
2022-04-01 23:59:59,53.79792517543597,w
2022-04-04 00:00:00,48.85533086445874,
2022-04-04 01:00:00,41.36784294171091,
2022-04-04 02:30:00,50.997218991691234,
2022-04-04 03:00:00,50.59018514862924,
2022-04-04 18:30:00,43.977168720039735,
2022-04-04 20:00:00,45.44091760322383,
2022-04-04 23:00:00,41.547887937840116,
2022-04-04 23:59:59,47.94112334778693,c
2022-04-05 00:00:00,39.05031631484407,
2022-04-05 01:00:00,41.05296369370469,
2022-04-05 02:30:00,29.24856109923358,
2022-04-05 03:00:00,27.42023893600934,
2022-04-05 18:30:00,27.206633048132918,
2022-04-05 20:00:00,28.287101059761724,
2022-04-05 23:00:00,13.763276922852283,
2022-04-05 23:59:59,57.697352202301815,c
2022-04-06 00:00:00,58.89513553528892,
2022-04-06 01:00:00,59.15247158312021,
2022-04-06 02:30:00,57.43221248267671,
2022-04-06 03:00:00,60.10964035763076,
2022-04-06 18:30:00,54.66614463443739,
2022-04-06 20:00:00,60.379045175777314,
2022-04-06 23:00:00,61.44270044806646,
2022-04-06 23:59:59,48.840104594359744,c
2022-04-07 00:00:00,46.63620367038449,
2022-04-07 01:00:00,59.36310805567742,
2022-04-07 02:30:00,63.44953450208565,
2022-04-07 03:00:00,66.03536087029565,
2022-04-07 18:30:00,63.76943719756067,
2022-04-07 20:00:00,62.73131118846949,
2022-04-07 23:00:00,49.961114148059806,
2022-04-07 23:59:59,47.42891957794729,c
2022-04-08 00:00:00,34.098235831828106,
2022-04-08 01:00:00,33.90614869764782,
2022-04-08 02:30:00,33.1912825539795,
2022-04-08 03:00:00,33.85980745827388,
2022-04-08 18:30:00,33.85980745827388,
2022-04-08 20:00:00,33.85980745827388,
2022-04-08 23:00:00,33.85980745827388,
2022-04-08 23:59:59,42.69823277972348,w
2022-04-11 00:00:00,2.379111841258285,
2022-04-11 01:00:00,8.161647591050137,
2022-04-11 02:30:00,-10.63502682837025,
2022-04-11 03:00:00,-14.73021380657912,
2022-04-11 18:30:00,-0.18976699096528787,
2022-04-11 20:00:00,-8.21478065574859,
2022-04-11 23:00:00,-10.786296921185498,
2022-04-11 23:59:59,-7.268166069640802,c
2022-04-12 00:00:00,3.785901775171143,
2022-04-12 01:00:00,-0.3077163214942351,
2022-04-12 02:30:00,7.212159260780092,
2022-04-12 03:00:00,8.313640990998238,
2022-04-12 18:30:00,5.50347702690725,
2022-04-12 20:00:00,12.43096570507391,
2022-04-12 23:00:00,13.14143454250427,
2022-04-12 23:59:59,29.42895638813459,c
2022-04-13 00:00:00,29.595357981006654,
2022-04-13 01:00:00,32.19398506418051,
2022-04-13 02:30:00,30.74904854858984,
2022-04-13 03:00:00,28.212031436540432,
2022-04-13 18:30:00,24.7742872749825,
2022-04-13 20:00:00,23.287130947599856,
2022-04-13 23:00:00,38.29849166851334,
2022-04-13 23:59:59,34.553125874488316,c
2022-04-14 00:00:00,36.149999975675385,
2022-04-14 01:00:00,37.65489414218857,
2022-04-14 02:30:00,45.14513686490939,
2022-04-14 03:00:00,45.451238303067115,
2022-04-14 18:30:00,45.451238303067115,
2022-04-14 20:00:00,45.451238303067115,
2022-04-14 23:00:00,45.451238303067115,
2022-04-14 23:59:59,47.0404632683554,c
