date,DW_2022_Q1,meta
2022-03-03 00:00:00,-307.56378986004796,
2022-03-03 10:00:00,-273.8408262697925,
2022-03-03 10:30:00,-242.67518787598985,
2022-03-03 12:00:00,-230.9856357074101,
2022-03-03 13:30:00,-227.1862241929932,
2022-03-03 15:00:00,-217.291572513344,
2022-03-03 15:30:30,-217.291572513344,
2022-03-03 23:59:59,-209.05736553600048,c
2022-03-04 00:00:00,-200.15319466848496,
2022-03-04 10:00:00,-179.82002430334157,
2022-03-04 10:30:00,-149.21831391611806,
2022-03-04 12:00:00,-143.90975540442946,
2022-03-04 13:30:00,-127.62016206271167,
2022-03-04 15:00:00,-98.3405873613647,
2022-03-04 15:30:30,-98.3405873613647,
2022-03-04 23:59:59,-100.50936958688104,w
2022-03-07 00:00:00,-101.45624860750246,
2022-03-07 10:00:00,-48.26644778899162,
2022-03-07 10:30:00,-17.536411450071252,
2022-03-07 12:00:00,-37.00622274344212,
2022-03-07 13:30:00,-50.19111025727202,
2022-03-07 15:00:00,-34.39018984259972,
2022-03-07 15:30:30,-34.39018984259972,
2022-03-07 23:59:59,-11.321437153782657,c
2022-03-08 00:00:00,-1.3116259803455925,
2022-03-08 10:00:00,1.9894942097535129,
2022-03-08 10:30:00,19.017263374041846,
2022-03-08 12:00:00,34.505535822070996,
2022-03-08 13:30:00,-46.953406153760554,
2022-03-08 15:00:00,-38.53393929001612,
2022-03-08 15:30:30,-38.53393929001612,
2022-03-08 23:59:59,-26.911208560028186,c
2022-03-09 00:00:00,-112.90571281573301,
2022-03-09 10:00:00,-108.26957597583748,
2022-03-09 10:30:00,-121.45926291184009,
2022-03-09 12:00:00,-102.64779365723476,
2022-03-09 13:30:00,-141.0984694950046,
2022-03-09 15:00:00,-119.56282079607084,
2022-03-09 15:30:30,-119.56282079607084,
2022-03-09 23:59:59,-113.61693118237935,c
2022-03-10 00:00:00,-78.56226265038717,
2022-03-10 10:00:00,-55.55288486794561,
2022-03-10 10:30:00,-54.35002489272051,
2022-03-10 12:00:00,-52.08715999208043,
2022-03-10 13:30:00,-39.76816457714982,
2022-03-10 15:00:00,-39.41099978616947,
2022-03-10 15:30:30,-39.41099978616947,
2022-03-10 23:59:59,-35.59742811113709,c
2022-03-11 00:00:00,-79.2008018282297,
2022-03-11 10:00:00,-39.08922076070819,
2022-03-11 10:30:00,-31.119416780593905,
2022-03-11 12:00:00,-21.239206085646167,
2022-03-11 13:30:00,-4.704772106353079,
2022-03-11 15:00:00,2.766687648304554,
2022-03-11 15:30:30,2.766687648304554,
2022-03-11 23:59:59,7.866780943795,w
2022-03-14 00:00:00,-6.789033853017655,
2022-03-14 10:00:00,-47.360982418620424,
2022-03-14 10:30:00,-28.281883779937672,
2022-03-14 12:00:00,-29.78235442323355,
2022-03-14 13:30:00,-7.681959151374574,
2022-03-14 15:00:00,-24.9565618247389,
2022-03-14 15:30:30,-24.9565618247389,
2022-03-14 23:59:59,-12.323000579101736,c
2022-03-15 00:00:00,-60.33402639412207,
2022-03-15 10:00:00,-72.23398620080553,
2022-03-15 10:30:00,-75.3544366539142,
2022-03-15 12:00:00,-63.74359772978081,
2022-03-15 13:30:00,-51.40104123760452,
2022-03-15 15:00:00,-52.10099518175849,
2022-03-15 15:30:30,-52.10099518175849,
2022-03-15 23:59:59,-64.53716516475983,c
2022-03-16 00:00:00,-94.76167255018399,
2022-03-16 10:00:00,-105.16998645052394,
2022-03-16 10:30:00,-154.66095776371486,
2022-03-16 12:00:00,-141.68361135772497,
2022-03-16 13:30:00,-120.56134952262556,
2022-03-16 15:00:00,-141.71774310541363,
2022-03-16 15:30:30,-141.71774310541363,
2022-03-16 23:59:59,-152.37589425374895,c
2022-03-17 00:00:00,-114.82814950491846,
2022-03-17 10:00:00,-138.68107872852872,
2022-03-17 10:30:00,-118.51920783914838,
2022-03-17 12:00:00,-97.199525100518,
2022-03-17 13:30:00,-117.72884948770931,
2022-03-17 15:00:00,-116.22646440535482,
2022-03-17 15:30:30,-116.22646440535482,
2022-03-17 23:59:59,-121.18802802970734,c
2022-03-18 00:00:00,-116.0770208265647,
2022-03-18 10:00:00,-143.32729570175866,
2022-03-18 10:30:00,-153.54194316428936,
2022-03-18 12:00:00,-157.37380493863643,
2022-03-18 13:30:00,-154.14829867561903,
2022-03-18 15:00:00,-161.40733178840424,
2022-03-18 15:30:30,-161.40733178840424,q
2022-03-18 23:59:59,-167.47997872663774,w
2022-03-21 00:00:00,-131.65789548787083,
2022-03-21 10:00:00,-80.13233661162502,
2022-03-21 10:30:00,-48.037575434101804,
2022-03-21 12:00:00,-87.65027954007832,
2022-03-21 13:30:00,-58.173728144090546,
