date,MVECT_2022_Q3,meta
2022-08-19 00:00:00,180.57007459299845,
2022-08-19 10:00:00,167.3657934911404,
2022-08-19 10:30:00,159.26122227106683,
2022-08-19 12:00:00,165.00338814010726,
2022-08-19 13:30:00,170.33646047402058,
2022-08-19 15:00:00,169.8638443273961,
2022-08-19 15:30:30,169.8638443273961,
2022-08-19 23:59:59,160.59106525474485,w
2022-08-22 00:00:00,125.34334726145934,
2022-08-22 10:00:00,148.7978559869592,
2022-08-22 10:30:00,141.87171155573,
2022-08-22 12:00:00,140.26669752475757,
2022-08-22 13:30:00,133.5232628578257,
2022-08-22 15:00:00,133.95797363704216,
2022-08-22 15:30:30,133.95797363704216,
2022-08-22 23:59:59,131.2711287924598,c
2022-08-23 00:00:00,104.16969208131957,
2022-08-23 10:00:00,122.39826300744815,
2022-08-23 10:30:00,101.18525127788101,
2022-08-23 12:00:00,93.66753789106454,
2022-08-23 13:30:00,98.38237161546982,
2022-08-23 15:00:00,87.23620368468929,
2022-08-23 15:30:30,87.23620368468929,
2022-08-23 23:59:59,95.56564559754821,c
2022-08-24 00:00:00,96.41240651152282,
2022-08-24 10:00:00,83.1604310626499,
2022-08-24 10:30:00,69.75931982740337,
2022-08-24 12:00:00,99.59239856029774,
2022-08-24 13:30:00,72.2108852199444,
2022-08-24 15:00:00,76.14062266308159,
2022-08-24 15:30:30,76.14062266308159,
2022-08-24 23:59:59,84.47602717116433,c
2022-08-25 00:00:00,67.85909521017328,
2022-08-25 10:00:00,66.00999050248771,
2022-08-25 10:30:00,90.0127402410281,
2022-08-25 12:00:00,97.2377045593727,
2022-08-25 13:30:00,105.07004689372229,
2022-08-25 15:00:00,103.10923642782652,
2022-08-25 15:30:30,103.10923642782652,
2022-08-25 23:59:59,105.4789002976944,c
2022-08-26 00:00:00,123.40212741136227,
2022-08-26 10:00:00,111.49316106968084,
2022-08-26 10:30:00,100.88915012083731,
2022-08-26 12:00:00,72.56508697352666,
2022-08-26 13:30:00,72.23149698059825,
2022-08-26 15:00:00,68.45351330097608,
2022-08-26 15:30:30,68.45351330097608,
2022-08-26 23:59:59,57.539062860228,w
2022-08-29 00:00:00,45.11422758474518,
2022-08-29 10:00:00,35.768603419082865,
2022-08-29 10:30:00,31.476916495682076,
2022-08-29 12:00:00,35.24774735519321,
2022-08-29 13:30:00,33.85341237962311,
2022-08-29 15:00:00,38.01466124693624,
2022-08-29 15:30:30,38.01466124693624,
2022-08-29 23:59:59,43.34371337273504,c
2022-08-30 00:00:00,59.9973145326328,
2022-08-30 10:00:00,46.51278124084499,
2022-08-30 10:30:00,33.89738459910143,
2022-08-30 12:00:00,31.712079350173184,
2022-08-30 13:30:00,5.936975554838597,
2022-08-30 15:00:00,19.310421702046682,
2022-08-30 15:30:30,19.310421702046682,
2022-08-30 23:59:59,37.4157163405238,c
2022-08-31 00:00:00,17.607389017241616,
2022-08-31 10:00:00,39.4864270243699,
2022-08-31 10:30:00,55.622727167273865,
2022-08-31 12:00:00,85.65402052075635,
2022-08-31 13:30:00,86.70472366264977,
2022-08-31 15:00:00,92.27451972173824,
2022-08-31 15:30:30,92.27451972173824,s
2022-08-31 23:59:59,113.82515618706705,c
2022-09-01 00:00:00,53.25335924952219,
2022-09-01 10:00:00,57.74567037654518,
2022-09-01 10:30:00,47.716243639772046,
2022-09-01 12:00:00,16.235723289044273,
2022-09-01 13:30:00,22.46618898702002,
2022-09-01 15:00:00,31.428854000879,
2022-09-01 15:30:30,31.428854000879,
2022-09-01 23:59:59,34.535177151399836,c
2022-09-02 00:00:00,36.459502716028254,
2022-09-02 10:00:00,30.67139916256201,
2022-09-02 10:30:00,55.36766686176401,
2022-09-02 12:00:00,53.26776571474218,
2022-09-02 13:30:00,61.95570967842215,
2022-09-02 15:00:00,60.75712692876229,
2022-09-02 15:30:30,60.75712692876229,
2022-09-02 23:59:59,45.95524450890963,w
2022-09-05 00:00:00,45.95524450890963,
2022-09-05 10:00:00,45.95524450890963,
2022-09-05 10:30:00,45.95524450890963,
2022-09-05 12:00:00,45.95524450890963,
2022-09-05 13:30:00,45.95524450890963,
2022-09-05 15:00:00,45.95524450890963,
2022-09-05 15:30:30,45.95524450890963,
2022-09-05 23:59:59,45.95524450890963,c
2022-09-06 00:00:00,44.1527697638752,
2022-09-06 10:00:00,47.50046997220167,
2022-09-06 10:30:00,37.48266974894133,
2022-09-06 12:00:00,56.07375776916038,
2022-09-06 13:30:00,49.452491758701,
2022-09-06 15:00:00,31.1804249678826,
2022-09-06 15:30:30,31.1804249678826,
2022-09-06 23:59:59,13.596260774054628,c
2022-09-07 00:00:00,5.927807820592221,
2022-09-07 10:00:00,-12.29329904977196,
2022-09-07 10:30:00,-15.606080898247129,
2022-09-07 12:00:00,-22.661682945986755,
2022-09-07 13:30:00,-31.489562939581816,
2022-09-07 15:00:00,-21.210496452576265,
2022-09-07 15:30:30,-21.210496452576265,
2022-09-07 23:59:59,-29.74546921374558,c
2022-09-08 00:00:00,-37.125058858741525,
2022-09-08 10:00:00,-5.603872327844385,
2022-09-08 10:30:00,-5.380839480006728,
2022-09-08 12:00:00,-25.282488123937014,
2022-09-08 13:30:00,-26.198555063448865,
2022-09-08 15:00:00,-15.453653183697867,
2022-09-08 15:30:30,-15.453653183697867,
2022-09-08 23:59:59,-15.62450362184768,c
2022-09-09 00:00:00,19.562921221118756,
2022-09-09 10:00:00,17.44885644794718,
2022-09-09 10:30:00,-2.9794533854308156,
2022-09-09 12:00:00,8.931332020674091,
2022-09-09 13:30:00,-15.131069105254767,
2022-09-09 15:00:00,-28.515005710447227,
2022-09-09 15:30:30,-28.515005710447227,
2022-09-09 23:59:59,0.0,a
2022-09-12 00:00:00,24.911979548828384,
2022-09-12 10:00:00,60.156550672509866,
2022-09-12 10:30:00,60.19330424858876,
2022-09-12 12:00:00,72.13303992757389,
2022-09-12 13:30:00,88.7247773592014,
2022-09-12 15:00:00,100.9342422863721,
2022-09-12 15:30:30,100.9342422863721,
2022-09-12 23:59:59,112.55817111724176,c
2022-09-13 00:00:00,98.20913297192058,
2022-09-13 10:00:00,107.60686560352349,
2022-09-13 10:30:00,133.7703013754855,
2022-09-13 12:00:00,143.84927490154612,
2022-09-13 13:30:00,139.56078476745355,
2022-09-13 15:00:00,121.67087674891545,
2022-09-13 15:30:30,121.67087674891545,
2022-09-13 23:59:59,112.86156241823235,c
2022-09-14 00:00:00,126.25626075207023,
2022-09-14 10:00:00,107.82590744193547,
2022-09-14 10:30:00,118.454267645427,
2022-09-14 12:00:00,88.97495722117941,
2022-09-14 13:30:00,76.96583791278769,
2022-09-14 15:00:00,73.33306800088363,
2022-09-14 15:30:30,73.33306800088363,
2022-09-14 23:59:59,59.071051826207736,c
2022-09-15 00:00:00,40.45891875134939,
2022-09-15 10:00:00,87.64959341326735,
2022-09-15 10:30:00,74.87226298936946,
2022-09-15 12:00:00,58.0392115039765,
2022-09-15 13:30:00,94.07496735103334,
2022-09-15 15:00:00,75.30729772214903,
2022-09-15 15:30:30,75.30729772214903,
2022-09-15 23:59:59,53.75786577207171,c
2022-09-16 00:00:00,46.40846624111185,
2022-09-16 10:00:00,41.5484143958478,
2022-09-16 10:30:00,26.536690148130276,
2022-09-16 12:00:00,4.389173283947713,
2022-09-16 13:30:00,18.64384639890116,
2022-09-16 15:00:00,10.993165547168132,
2022-09-16 15:30:30,10.993165547168132,
2022-09-16 23:59:59,-27.730119865581344,e
2022-09-19 00:00:00,-32.060819371048865,
2022-09-19 10:00:00,-39.094805768478835,
2022-09-19 10:30:00,-59.86023932724436,
2022-09-19 12:00:00,-46.50234644218743,
2022-09-19 13:30:00,-51.903891596074075,
2022-09-19 15:00:00,-37.66743828275874,
2022-09-19 15:30:30,-37.66743828275874,
2022-09-19 23:59:59,-31.10664546567739,c
