date,AS_MSCI_VALUE_2022_Q2,meta
2022-05-02 18:30:00,-1.6573194904519823,
2022-05-02 20:00:00,-1.6573194904519823,
2022-05-02 23:00:00,9.642329521212105,
2022-05-02 23:59:59,11.358322512771565,c
2022-05-03 00:00:00,15.375782751133556,
2022-05-03 01:00:00,14.445363911912636,
2022-05-03 02:30:00,18.5178018694387,
2022-05-03 03:00:00,19.20405419913527,
2022-05-03 18:30:00,19.20405419913527,
2022-05-03 20:00:00,19.20405419913527,
2022-05-03 23:00:00,4.455463661651038,
2022-05-03 23:59:59,12.797137871855512,c
2022-05-04 00:00:00,10.899463402570063,
2022-05-04 01:00:00,12.814987297328116,
2022-05-04 02:30:00,13.590645885400818,
2022-05-04 03:00:00,13.426115740224986,
2022-05-04 18:30:00,13.426115740224986,
2022-05-04 20:00:00,13.426115740224986,
2022-05-04 23:00:00,6.610407259961676,
2022-05-04 23:59:59,3.4145083978933144,c
2022-05-05 00:00:00,-2.489257697596713,
2022-05-05 01:00:00,-4.215725744945985,
2022-05-05 02:30:00,-3.0463925310809827,
2022-05-05 03:00:00,-2.3997377989537654,
2022-05-05 18:30:00,-2.3997377989537654,
2022-05-05 20:00:00,-2.3997377989537654,
2022-05-05 23:00:00,-19.421465617934246,
2022-05-05 23:59:59,-23.434605605950537,c
2022-05-06 00:00:00,-13.670024572683133,
2022-05-06 01:00:00,-18.675762917159318,
2022-05-06 02:30:00,-14.195450147178235,
2022-05-06 03:00:00,-15.303725400568965,
2022-05-06 18:30:00,-15.303725400568965,
2022-05-06 20:00:00,-15.303725400568965,
2022-05-06 23:00:00,-15.303725400568965,
2022-05-06 23:59:59,-19.891108365123955,w
2022-05-09 00:00:00,8.448464820156232,
2022-05-09 01:00:00,12.483521510193668,
2022-05-09 02:30:00,5.948542693796298,
2022-05-09 03:00:00,7.16988909741076,
2022-05-09 18:30:00,7.16988909741076,
2022-05-09 20:00:00,7.16988909741076,
2022-05-09 23:00:00,-12.288077584121083,
2022-05-09 23:59:59,-18.635853358815666,c
2022-05-10 00:00:00,-13.059619172790235,
2022-05-10 01:00:00,-11.177844542866751,
2022-05-10 02:30:00,-18.7921748727681,
2022-05-10 03:00:00,-22.02685408452703,
2022-05-10 18:30:00,-22.02685408452703,
2022-05-10 20:00:00,-22.02685408452703,
2022-05-10 23:00:00,-17.596814095832315,
2022-05-10 23:59:59,-16.406310100557675,c
2022-05-11 00:00:00,-11.283499765556144,
2022-05-11 01:00:00,-12.817425845278876,
2022-05-11 02:30:00,-18.53948896830343,
2022-05-11 03:00:00,-18.477163548935096,
2022-05-11 18:30:00,-18.477163548935096,
2022-05-11 20:00:00,-18.477163548935096,
2022-05-11 23:00:00,9.365709799110391,
2022-05-11 23:59:59,9.485716685924217,c
2022-05-12 00:00:00,25.705187150421807,
2022-05-12 01:00:00,29.333442297390548,
2022-05-12 02:30:00,40.42024030856669,
2022-05-12 03:00:00,41.069602464955096,
2022-05-12 18:30:00,41.069602464955096,
2022-05-12 20:00:00,41.069602464955096,
2022-05-12 23:00:00,34.212009430626495,
2022-05-12 23:59:59,41.99693955808016,c
2022-05-13 00:00:00,45.563474066800836,
2022-05-13 01:00:00,40.59440581737567,
2022-05-13 02:30:00,40.053728569861505,
2022-05-13 03:00:00,36.88378481940936,
2022-05-13 18:30:00,36.88378481940936,
2022-05-13 20:00:00,36.88378481940936,
2022-05-13 23:00:00,36.88378481940936,
2022-05-13 23:59:59,37.766385375482514,w
2022-05-16 00:00:00,76.7336960361256,
2022-05-16 01:00:00,75.62436497709587,
2022-05-16 02:30:00,81.88515823593161,
2022-05-16 03:00:00,82.28125352102029,
2022-05-16 18:30:00,82.28125352102029,
2022-05-16 20:00:00,82.28125352102029,
2022-05-16 23:00:00,41.34079272621102,
2022-05-16 23:59:59,43.5829462857489,c
2022-05-17 00:00:00,43.49574363415809,
2022-05-17 01:00:00,39.34860116601067,
2022-05-17 02:30:00,32.15144214273755,
2022-05-17 03:00:00,31.420363128286226,
2022-05-17 18:30:00,31.420363128286226,
2022-05-17 20:00:00,31.420363128286226,
2022-05-17 23:00:00,36.765146861797575,
2022-05-17 23:59:59,27.565250372389073,c
2022-05-18 00:00:00,17.504703725537865,
2022-05-18 01:00:00,6.208359886655671,
2022-05-18 02:30:00,-3.9141961828631793,
2022-05-18 03:00:00,-2.737262031442242,
2022-05-18 18:30:00,-2.737262031442242,
2022-05-18 20:00:00,-2.737262031442242,
2022-05-18 23:00:00,-22.0382602596992,
2022-05-18 23:59:59,-18.845069548670153,c
2022-05-19 00:00:00,-4.889950662882484,
2022-05-19 01:00:00,-0.6196165863609622,
2022-05-19 02:30:00,3.7056088952849677,
2022-05-19 03:00:00,2.825537558660699,
2022-05-19 18:30:00,2.825537558660699,
2022-05-19 20:00:00,2.825537558660699,
2022-05-19 23:00:00,8.08576823520616,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,-8.164903564114638,
2022-05-20 01:00:00,-10.557788511723174,
2022-05-20 02:30:00,-13.444671968317152,
2022-05-20 03:00:00,-13.40445751537095,
2022-05-20 18:30:00,-13.40445751537095,
2022-05-20 20:00:00,-13.40445751537095,
2022-05-20 23:00:00,-13.40445751537095,
2022-05-20 23:59:59,-9.95480140203017,w
2022-05-23 00:00:00,-2.715281717273683,
2022-05-23 01:00:00,-1.4446349587160512,
2022-05-23 02:30:00,-4.0399434287012355,
2022-05-23 03:00:00,-3.64466019990482,
2022-05-23 18:30:00,-3.64466019990482,
2022-05-23 20:00:00,-3.64466019990482,
2022-05-23 23:00:00,5.4974015894622426,
2022-05-23 23:59:59,6.579283658407348,c
2022-05-24 00:00:00,8.452329206025752,
2022-05-24 01:00:00,4.4172046864709955,
2022-05-24 02:30:00,6.5624207154994565,
2022-05-24 03:00:00,7.753111234174639,
2022-05-24 18:30:00,7.753111234174639,
2022-05-24 20:00:00,7.753111234174639,
2022-05-24 23:00:00,11.432871369741406,
2022-05-24 23:59:59,7.708983887191607,c
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
0,7.708983887191607,
2022-05-25 00:00:00,20.735294391898833,
2022-05-25 01:00:00,21.601730093574133,
2022-05-25 02:30:00,35.58156779176966,
2022-05-25 03:00:00,36.96744465334746,
2022-05-25 18:30:00,36.96744465334746,
2022-05-25 20:00:00,36.96744465334746,
2022-05-25 23:00:00,42.94599182639581,
2022-05-25 23:59:59,29.41528154639923,c
2022-05-26 00:00:00,25.29431737816185,
2022-05-26 01:00:00,28.060686701203394,
2022-05-26 02:30:00,36.351022936499476,
2022-05-26 03:00:00,34.63539685437968,
2022-05-26 18:30:00,34.63539685437968,
2022-05-26 20:00:00,34.63539685437968,
2022-05-26 23:00:00,67.86521598654667,
2022-05-26 23:59:59,71.1766260131285,c
2022-05-27 00:00:00,58.473269458775576,
2022-05-27 01:00:00,55.60203569552641,
2022-05-27 02:30:00,63.7320302743251,
2022-05-27 03:00:00,63.128148185682676,
2022-05-27 18:30:00,63.128148185682676,
2022-05-27 20:00:00,63.128148185682676,
2022-05-27 23:00:00,63.128148185682676,
2022-05-27 23:59:59,66.14949028638648,w
2022-05-30 00:00:00,22.99435325166155,
2022-05-30 01:00:00,12.563282151707654,
2022-05-30 02:30:00,18.94950593643148,
2022-05-30 03:00:00,20.287387539100564,
2022-05-30 18:30:00,20.287387539100564,
2022-05-30 20:00:00,20.287387539100564,
2022-05-30 23:00:00,0.746838836751067,
2022-05-30 23:59:59,17.818816700216303,c
2022-05-31 00:00:00,15.135934754225673,
2022-05-31 01:00:00,15.674367145001042,
2022-05-31 02:30:00,7.359167487906689,
2022-05-31 03:00:00,8.044535958506685,
2022-05-31 18:30:00,8.044535958506685,
2022-05-31 20:00:00,8.044535958506685,
2022-05-31 23:00:00,-44.530823377676825,
2022-05-31 23:59:59,-43.46743976090943,e
2022-06-01 00:00:00,-38.356091054814215,
2022-06-01 01:00:00,-43.956676032699534,
2022-06-01 02:30:00,-43.929244157716994,
2022-06-01 03:00:00,-42.76149027417546,
2022-06-01 18:30:00,-42.76149027417546,
2022-06-01 20:00:00,-42.76149027417546,
2022-06-01 23:00:00,-20.24389522979368,
2022-06-01 23:59:59,-30.000030027742923,c
2022-06-02 00:00:00,-26.43562336693708,
2022-06-02 01:00:00,-22.42214290496804,
2022-06-02 02:30:00,-27.586184591349593,
2022-06-02 03:00:00,-27.723260260536108,
2022-06-02 18:30:00,-27.723260260536108,
2022-06-02 20:00:00,-27.723260260536108,
2022-06-02 23:00:00,-27.723260260536108,
2022-06-02 23:59:59,-29.22751685211074,c
2022-06-03 00:00:00,-29.22751685211074,
2022-06-03 01:00:00,-29.22751685211074,
2022-06-03 02:30:00,-29.22751685211074,
2022-06-03 03:00:00,-29.22751685211074,
2022-06-03 18:30:00,-29.22751685211074,
2022-06-03 20:00:00,-29.22751685211074,
2022-06-03 23:00:00,-29.22751685211074,
2022-06-03 23:59:59,-29.22751685211074,w
2022-06-06 00:00:00,-24.287057402724486,
2022-06-06 01:00:00,-27.160736823865818,
2022-06-06 02:30:00,-29.49947838392268,
2022-06-06 03:00:00,-29.884892066035945,
2022-06-06 18:30:00,-29.884892066035945,
2022-06-06 20:00:00,-29.884892066035945,
2022-06-06 23:00:00,-22.31854027063514,
2022-06-06 23:59:59,-33.968951029623895,c
2022-06-07 00:00:00,-36.789758971432775,
2022-06-07 01:00:00,-31.28373324881909,
2022-06-07 02:30:00,-35.14056448426163,
2022-06-07 03:00:00,-34.50018925955828,
2022-06-07 18:30:00,-34.50018925955828,
2022-06-07 20:00:00,-34.50018925955828,
2022-06-07 23:00:00,-52.270984859468626,
2022-06-07 23:59:59,-63.86756295599389,c
2022-06-08 00:00:00,-70.72616073372728,
2022-06-08 01:00:00,-67.77598937824132,
2022-06-08 02:30:00,-74.83156436519903,
2022-06-08 03:00:00,-76.2505751851404,
2022-06-08 18:30:00,-76.2505751851404,
2022-06-08 20:00:00,-76.2505751851404,
2022-06-08 23:00:00,-71.5092347823927,
2022-06-08 23:59:59,-73.96780880843903,c
2022-06-09 00:00:00,-86.4424215985789,
2022-06-09 01:00:00,-95.88202321103472,
2022-06-09 02:30:00,-87.1600332877565,
2022-06-09 03:00:00,-85.66846316922783,
2022-06-09 18:30:00,-85.66846316922783,
2022-06-09 20:00:00,-85.66846316922783,
2022-06-09 23:00:00,-71.24166723451322,
2022-06-09 23:59:59,-73.34483185444537,c
2022-06-10 00:00:00,-68.7194803044697,
2022-06-10 01:00:00,-68.25568767469099,
2022-06-10 02:30:00,-76.27205948681558,
2022-06-10 03:00:00,-75.5943290003188,
2022-06-10 18:30:00,-75.5943290003188,
2022-06-10 20:00:00,-75.5943290003188,
2022-06-10 23:00:00,-75.5943290003188,
2022-06-10 23:59:59,-75.10349235995182,w
2022-06-13 00:00:00,-63.286726487160195,
2022-06-13 01:00:00,-65.73992562527405,
2022-06-13 02:30:00,-69.11411392644823,
2022-06-13 03:00:00,-67.9110990630204,
2022-06-13 18:30:00,-67.9110990630204,
2022-06-13 20:00:00,-67.9110990630204,
2022-06-13 23:00:00,-52.84271316951231,
2022-06-13 23:59:59,-48.000599142897954,c
2022-06-14 00:00:00,-21.54754638770214,
2022-06-14 01:00:00,-30.829595352282922,
2022-06-14 02:30:00,-41.95662445453286,
2022-06-14 03:00:00,-40.972443364871424,
2022-06-14 18:30:00,-40.972443364871424,
2022-06-14 20:00:00,-40.972443364871424,
2022-06-14 23:00:00,-69.52934166124305,
2022-06-14 23:59:59,-73.15461618719519,c
2022-06-15 00:00:00,-63.55328585143593,
2022-06-15 01:00:00,-62.99600898011158,
2022-06-15 02:30:00,-65.86018772095872,
2022-06-15 03:00:00,-64.1850770581791,
2022-06-15 18:30:00,-64.1850770581791,
2022-06-15 20:00:00,-64.1850770581791,
2022-06-15 23:00:00,-63.79866232511199,
2022-06-15 23:59:59,-49.31832960724569,c
2022-06-16 00:00:00,-53.04220789789156,
2022-06-16 01:00:00,-50.56544146831584,
2022-06-16 02:30:00,-57.049900158331184,
2022-06-16 03:00:00,-57.5229168074959,
2022-06-16 18:30:00,-57.5229168074959,
2022-06-16 20:00:00,-57.5229168074959,
2022-06-16 23:00:00,-39.84006188115518,
2022-06-16 23:59:59,-20.743236485176794,c
2022-06-17 00:00:00,0.5323079638335457,
2022-06-17 01:00:00,-23.916655799598857,
2022-06-17 02:30:00,2.626576630460704,
2022-06-17 03:00:00,3.0462480260725897,
2022-06-17 18:30:00,3.0462480260725897,
2022-06-17 20:00:00,3.0462480260725897,
2022-06-17 23:00:00,3.0462480260725897,
2022-06-17 23:59:59,-14.559089515558298,w
2022-06-20 00:00:00,-14.744708166298324,
2022-06-20 01:00:00,1.931132594924975,
2022-06-20 02:30:00,-1.8811844650822422,
2022-06-20 03:00:00,-2.2450232905096072,
2022-06-20 18:30:00,-2.2450232905096072,
2022-06-20 20:00:00,-2.2450232905096072,
2022-06-20 23:00:00,-2.33841304770408,
2022-06-20 23:59:59,-2.0539053989782587,c
2022-06-21 00:00:00,-4.569998016670979,
2022-06-21 01:00:00,-5.038199064786795,
2022-06-21 02:30:00,-5.594865439609066,
2022-06-21 03:00:00,-4.915692872845284,
2022-06-21 18:30:00,-4.915692872845284,
2022-06-21 20:00:00,-4.915692872845284,
2022-06-21 23:00:00,-4.915692872845284,
2022-06-21 23:59:59,-3.777490316518424,c
