date,EU_MSCI_DM_SC_2022_Q3,meta
2022-06-30 00:00:00,-347.6271055605496,
2022-06-30 03:30:00,-314.2893926845968,
2022-06-30 04:00:00,-327.68883886333424,
2022-06-30 06:00:00,-342.6633515542319,
2022-06-30 08:00:00,-349.09421457165877,
2022-06-30 10:30:00,-408.2527236914773,
2022-06-30 11:00:00,-412.8275636726323,
2022-06-30 23:59:59,-401.37592417439566,c
2022-07-01 00:00:00,-397.28322956856493,
2022-07-01 03:30:00,-385.73819210251054,
2022-07-01 04:00:00,-373.1625518963581,
2022-07-01 06:00:00,-348.6053707227834,
2022-07-01 08:00:00,-362.54176572846814,
2022-07-01 10:30:00,-386.64556825087607,
2022-07-01 11:00:00,-381.77133794996575,
2022-07-01 23:59:59,-368.99975768638933,w
2022-07-04 00:00:00,-358.34550393719996,
2022-07-04 03:30:00,-366.80028900441425,
2022-07-04 04:00:00,-381.13463660342404,
2022-07-04 06:00:00,-370.0075503282392,
2022-07-04 08:00:00,-361.2298561054174,
2022-07-04 10:30:00,-378.5500172708298,
2022-07-04 11:00:00,-401.59293376372136,
2022-07-04 23:59:59,-390.5604654766571,c
2022-07-05 00:00:00,-371.2838658401772,
2022-07-05 03:30:00,-353.27406563293084,
2022-07-05 04:00:00,-353.00996316940973,
2022-07-05 06:00:00,-361.2638734427255,
2022-07-05 08:00:00,-351.6100119962507,
2022-07-05 10:30:00,-343.79145890321365,
2022-07-05 11:00:00,-358.0809357247599,
2022-07-05 23:59:59,-329.5514518669049,c
2022-07-06 00:00:00,-310.0093157201595,
2022-07-06 03:30:00,-316.8528963248391,
2022-07-06 04:00:00,-306.43377698302766,
2022-07-06 06:00:00,-294.9305824219987,
2022-07-06 08:00:00,-287.6335693095,
2022-07-06 10:30:00,-279.315860586589,
2022-07-06 11:00:00,-281.0158330607335,
2022-07-06 23:59:59,-285.3018899113399,c
2022-07-07 00:00:00,-241.0458861808463,
2022-07-07 03:30:00,-234.50574456444588,
2022-07-07 04:00:00,-241.5039180927754,
2022-07-07 06:00:00,-261.03070460390995,
2022-07-07 08:00:00,-239.40545639122342,
2022-07-07 10:30:00,-205.2184133074834,
2022-07-07 11:00:00,-206.75359132142694,
2022-07-07 23:59:59,-217.53616251549715,c
2022-07-08 00:00:00,-223.28133317622928,
2022-07-08 03:30:00,-248.54435079092013,
2022-07-08 04:00:00,-280.26104316768146,
2022-07-08 06:00:00,-271.8709983209958,
2022-07-08 08:00:00,-302.9322742497536,
2022-07-08 10:30:00,-275.23181145689955,
2022-07-08 11:00:00,-264.14057786123885,
2022-07-08 23:59:59,-286.6790495598261,w
2022-07-11 00:00:00,-294.3126360675583,
2022-07-11 03:30:00,-276.7779229951243,
2022-07-11 04:00:00,-272.3332795790991,
2022-07-11 06:00:00,-252.68365627557228,
2022-07-11 08:00:00,-179.43215093946696,
2022-07-11 10:30:00,-250.3901658464324,
2022-07-11 11:00:00,-258.9583684368065,
2022-07-11 23:59:59,-248.39857525290472,c
2022-07-12 00:00:00,-256.45048057951294,
2022-07-12 03:30:00,-268.7380190980639,
2022-07-12 04:00:00,-276.6302058475658,
2022-07-12 06:00:00,-282.8354414648545,
2022-07-12 08:00:00,-274.85588943329344,
2022-07-12 10:30:00,-253.6880467615606,
2022-07-12 11:00:00,-256.4809103484606,
2022-07-12 23:59:59,-269.3826685998056,c
2022-07-13 00:00:00,-252.43573989715514,
2022-07-13 03:30:00,-248.16776174613437,
2022-07-13 04:00:00,-255.42721567021295,
2022-07-13 06:00:00,-251.01487254546328,
2022-07-13 08:00:00,-250.27654133776696,
2022-07-13 10:30:00,-261.90114759085395,
2022-07-13 11:00:00,-261.0449585865085,
2022-07-13 23:59:59,-267.9281339254287,c
2022-07-14 00:00:00,-255.58879569177475,
2022-07-14 03:30:00,-277.0907976748681,
2022-07-14 04:00:00,-270.7494539365157,
2022-07-14 06:00:00,-275.36933620741434,
2022-07-14 08:00:00,-261.02825353119306,
2022-07-14 10:30:00,-289.0079140699563,
2022-07-14 11:00:00,-288.46230171136335,
2022-07-14 23:59:59,-280.04712885385106,c
2022-07-15 00:00:00,-279.44033152967904,
2022-07-15 03:30:00,-286.5987301061175,
2022-07-15 04:00:00,-283.5367662381466,
2022-07-15 06:00:00,-287.2232927040486,
2022-07-15 08:00:00,-278.0988520567237,
2022-07-15 10:30:00,-288.7341072975762,
2022-07-15 11:00:00,-279.33358299181145,
2022-07-15 23:59:59,-293.5978479541923,w
2022-07-18 00:00:00,-260.67377534450725,
2022-07-18 03:30:00,-229.76859527778902,
2022-07-18 04:00:00,-203.08968718135134,
2022-07-18 06:00:00,-207.71324329732442,
2022-07-18 08:00:00,-193.3420894949711,
2022-07-18 10:30:00,-176.62682993362728,
2022-07-18 11:00:00,-174.81367526321242,
2022-07-18 23:59:59,-185.80918930254347,c
2022-07-19 00:00:00,-173.9682904139852,
2022-07-19 03:30:00,-191.8236085646122,
2022-07-19 04:00:00,-167.5121573105639,
2022-07-19 06:00:00,-145.43275090654288,
2022-07-19 08:00:00,-140.63918316988156,
2022-07-19 10:30:00,-148.17779040793903,
2022-07-19 11:00:00,-144.36814091344286,
2022-07-19 23:59:59,-161.68776478317454,c
2022-07-20 00:00:00,-137.3613249051266,
2022-07-20 03:30:00,-138.44079744071837,
2022-07-20 04:00:00,-154.847337646323,
2022-07-20 06:00:00,-162.94444080666926,
2022-07-20 08:00:00,-156.86329088277876,
2022-07-20 10:30:00,-136.92998483282736,
2022-07-20 11:00:00,-134.34512029550365,
2022-07-20 23:59:59,-156.73506489372426,c
2022-07-21 00:00:00,-142.44052593253127,
2022-07-21 03:30:00,-174.19199358778565,
2022-07-21 04:00:00,-173.05488036699603,
2022-07-21 06:00:00,-188.90041815936524,
2022-07-21 08:00:00,-192.62275148880713,
