date,FCTR_2022_Z,meta
2022-12-12 12:00:00,112.40750056426374,
2022-12-12 13:30:00,128.588534376476,
2022-12-12 15:00:00,122.98226220477734,
2022-12-12 15:30:30,122.98226220477734,
2022-12-12 23:59:59,127.45030111052034,c
2022-12-13 00:00:00,21.397572858729514,
2022-12-13 10:00:00,20.014758653607736,
2022-12-13 10:30:00,23.32265633272104,
2022-12-13 12:00:00,49.532961517394526,
2022-12-13 13:30:00,43.0943634611074,
2022-12-13 15:00:00,34.27256952903825,
2022-12-13 15:30:30,34.27256952903825,
2022-12-13 23:59:59,39.48074376373816,c
2022-12-14 00:00:00,34.36091307314644,
2022-12-14 10:00:00,35.49818468666112,
2022-12-14 10:30:00,44.38568858996823,
2022-12-14 12:00:00,48.07922280998703,
2022-12-14 13:30:00,51.78767225627536,
2022-12-14 15:00:00,38.24458828268394,
2022-12-14 15:30:30,38.24458828268394,
2022-12-14 23:59:59,38.73299045076798,c
2022-12-15 00:00:00,70.5844906706426,
2022-12-15 10:00:00,53.59462545322671,
2022-12-15 10:30:00,49.10960283584313,
2022-12-15 12:00:00,75.04950803519988,
2022-12-15 13:30:00,71.7706008665869,
2022-12-15 15:00:00,67.75560024245993,
2022-12-15 15:30:30,67.75560024245993,
2022-12-15 23:59:59,74.9169209471726,c
2022-12-16 00:00:00,80.36242325509299,
2022-12-16 10:00:00,83.25894936998658,
2022-12-16 10:30:00,97.05607839243868,
2022-12-16 12:00:00,103.93366798449516,
2022-12-16 13:30:00,89.99485499806514,
2022-12-16 15:00:00,93.86964822407293,
2022-12-16 15:30:30,93.86964822407293,q
2022-12-16 23:59:59,99.58724268307189,w
2022-12-19 00:00:00,95.21475675173978,
2022-12-19 10:00:00,154.18769193657988,
2022-12-19 10:30:00,146.82074945628835,
2022-12-19 12:00:00,161.36887818146573,
2022-12-19 13:30:00,142.58199408127905,
2022-12-19 15:00:00,145.36326016507869,
2022-12-19 15:30:30,145.36326016507869,
2022-12-19 23:59:59,151.56475257375797,c
