date,ETHI_2022_Q2,meta
2022-05-12 10:30:00,8.523925423566027,
2022-05-12 12:00:00,35.60330455838181,
2022-05-12 13:30:00,24.72126358652332,
2022-05-12 15:00:00,41.376864361834066,
2022-05-12 15:30:30,41.376864361834066,
2022-05-12 23:59:59,26.966179791226807,c
2022-05-13 00:00:00,1.3871195465169421,
2022-05-13 10:00:00,14.799797447636877,
2022-05-13 10:30:00,16.84846677643401,
2022-05-13 12:00:00,-14.986345523722093,
2022-05-13 13:30:00,-12.805984581412815,
2022-05-13 15:00:00,-4.743031086831934,
2022-05-13 15:30:30,-4.743031086831934,
2022-05-13 23:59:59,0.0,a
2022-05-16 00:00:00,25.90155510268545,
2022-05-16 10:00:00,17.174266250194364,
2022-05-16 10:30:00,13.301204580447461,
2022-05-16 12:00:00,14.922823283712376,
2022-05-16 13:30:00,16.697513756405158,
2022-05-16 15:00:00,13.893371234752863,
2022-05-16 15:30:30,13.893371234752863,
2022-05-16 23:59:59,20.690475931042954,c
2022-05-17 00:00:00,-18.838023333280546,
2022-05-17 10:00:00,-23.914595834855618,
2022-05-17 10:30:00,-34.20452570851194,
2022-05-17 12:00:00,-35.74400040040274,
2022-05-17 13:30:00,-23.11955788909148,
2022-05-17 15:00:00,-30.62611150680715,
2022-05-17 15:30:30,-30.62611150680715,
2022-05-17 23:59:59,-30.04228545508181,c
2022-05-18 00:00:00,-24.57343223892542,
2022-05-18 10:00:00,-49.93394486305414,
2022-05-18 10:30:00,-61.962614162863645,
2022-05-18 12:00:00,-52.52566476180925,
2022-05-18 13:30:00,-54.35153791555865,
2022-05-18 15:00:00,-55.983442313317994,
2022-05-18 15:30:30,-55.983442313317994,
2022-05-18 23:59:59,-47.16612665916972,c
2022-05-19 00:00:00,-37.888422742364185,
2022-05-19 10:00:00,-25.318327284439476,
2022-05-19 10:30:00,-6.667377182757036,
2022-05-19 12:00:00,-15.67681250348818,
2022-05-19 13:30:00,11.95627979452928,
2022-05-19 15:00:00,-8.438813812380658,
2022-05-19 15:30:30,-8.438813812380658,
2022-05-19 23:59:59,-2.787438047293108,c
2022-05-20 00:00:00,-65.72376656945806,
2022-05-20 10:00:00,-55.695630429922176,
2022-05-20 10:30:00,-56.21504293882691,
2022-05-20 12:00:00,-47.36454248428146,
2022-05-20 13:30:00,-44.41214437007545,
2022-05-20 15:00:00,-50.424512062922645,
2022-05-20 15:30:30,-50.424512062922645,
2022-05-20 23:59:59,-64.48078731680062,e
2022-05-23 00:00:00,-40.29566727698597,
2022-05-23 10:00:00,-79.30653339940062,
2022-05-23 10:30:00,-67.42957552392966,
2022-05-23 12:00:00,-76.84642864936353,
2022-05-23 13:30:00,-72.19108792697739,
2022-05-23 15:00:00,-84.75005896804669,
2022-05-23 15:30:30,-84.75005896804669,
2022-05-23 23:59:59,-93.994586827825,c
2022-05-24 00:00:00,-82.78210688054975,
2022-05-24 10:00:00,-107.04750338491999,
2022-05-24 10:30:00,-120.70270608429763,
2022-05-24 12:00:00,-107.500706756493,
2022-05-24 13:30:00,-110.86991843301593,
2022-05-24 15:00:00,-103.50470640744817,
2022-05-24 15:30:30,-103.50470640744817,
2022-05-24 23:59:59,-102.46906934189724,c
2022-05-25 00:00:00,-92.91164685179314,
2022-05-25 10:00:00,-75.93636706298753,
2022-05-25 10:30:00,-69.83672354072104,
2022-05-25 12:00:00,-66.69857339169175,
2022-05-25 13:30:00,-55.00213626150082,
2022-05-25 15:00:00,-57.75511947181201,
2022-05-25 15:30:30,-57.75511947181201,
2022-05-25 23:59:59,-61.57269997383003,c
2022-05-26 00:00:00,-0.1654561303489004,
2022-05-26 10:00:00,-67.63469600472138,
2022-05-26 10:30:00,-82.13822197738097,
2022-05-26 12:00:00,-99.97846491100512,
2022-05-26 13:30:00,-110.9224958592091,
2022-05-26 15:00:00,-111.68414183456298,
2022-05-26 15:30:30,-111.68414183456298,
2022-05-26 23:59:59,-104.52406091185361,c
2022-05-27 00:00:00,-130.2365523854574,
2022-05-27 10:00:00,-136.10417369856242,
2022-05-27 10:30:00,-141.14657639925383,
2022-05-27 12:00:00,-118.38310152377954,
2022-05-27 13:30:00,-122.78591069357628,
2022-05-27 15:00:00,-132.40196515916335,
2022-05-27 15:30:30,-132.40196515916335,
2022-05-27 23:59:59,-135.5171758465877,w
2022-05-30 00:00:00,-135.5171758465877,
2022-05-30 10:00:00,-135.6018287157164,
2022-05-30 10:30:00,-135.60147904089297,
2022-05-30 12:00:00,-135.65643173377816,
2022-05-30 13:30:00,-135.4528121659336,
2022-05-30 15:00:00,-135.66350548284748,
2022-05-30 15:30:30,-135.66350548284748,
2022-05-30 23:59:59,-135.66350548284748,c
2022-05-31 00:00:00,-137.7542499897914,
2022-05-31 10:00:00,-130.33402666662187,
2022-05-31 10:30:00,-132.29196382373715,
2022-05-31 12:00:00,-158.84836219458828,
2022-05-31 13:30:00,-151.4362203526527,
2022-05-31 15:00:00,-139.9400110185215,
2022-05-31 15:30:30,-139.9400110185215,m
2022-05-31 23:59:59,-142.4197835341376,c
2022-06-01 00:00:00,-62.328633462726884,
2022-06-01 10:00:00,-113.29098001749753,
2022-06-01 10:30:00,-100.86598346424415,
2022-06-01 12:00:00,-89.64137514655789,
2022-06-01 13:30:00,-90.16912439754532,
2022-06-01 15:00:00,-72.36574791095603,
2022-06-01 15:30:30,-72.36574791095603,
2022-06-01 23:59:59,-78.2855502892495,c
2022-06-02 00:00:00,-73.09654204603436,
2022-06-02 10:00:00,-92.35902262797396,
2022-06-02 10:30:00,-100.09694988989617,
2022-06-02 12:00:00,-88.41112512337509,
2022-06-02 13:30:00,-92.54059060570887,
2022-06-02 15:00:00,-92.90929022049193,
2022-06-02 15:30:30,-92.90929022049193,
2022-06-02 23:59:59,-106.54371054019725,c
2022-06-03 00:00:00,-89.82146788769302,
2022-06-03 10:00:00,-66.72171253688003,
2022-06-03 10:30:00,-54.97439290754943,
2022-06-03 12:00:00,-60.52704992641321,
2022-06-03 13:30:00,-57.847413880846716,
2022-06-03 15:00:00,-64.02024124465066,
2022-06-03 15:30:30,-64.02024124465066,
2022-06-03 23:59:59,-57.2033086241604,w
