date,ETHI_2022_Q2,meta
2022-04-29 00:00:00,6.381554394200862,
2022-04-29 10:00:00,-26.64515307176123,
2022-04-29 10:30:00,-1.762809718436813,
2022-04-29 12:00:00,7.76884861256093,
2022-04-29 13:30:00,24.30714512196522,
2022-04-29 15:00:00,12.513121822455332,
2022-04-29 15:30:30,12.513121822455332,
2022-04-29 23:59:59,12.293416100300192,w
2022-05-02 00:00:00,18.272344966170408,
2022-05-02 10:00:00,17.87915267742312,
2022-05-02 10:30:00,0.18604842833553903,
2022-05-02 12:00:00,-3.3290667131578857,
2022-05-02 13:30:00,-3.898409258103868,
2022-05-02 15:00:00,-17.295913146231214,
2022-05-02 15:30:30,-17.295913146231214,
2022-05-02 23:59:59,-30.171423095186753,c
2022-05-03 00:00:00,-23.457275040431114,
2022-05-03 10:00:00,-36.33750078044454,
2022-05-03 10:30:00,-30.94866493287418,
2022-05-03 12:00:00,-38.083896527785384,
2022-05-03 13:30:00,-57.99845828525196,
2022-05-03 15:00:00,-51.72387915618327,
2022-05-03 15:30:30,-51.72387915618327,
2022-05-03 23:59:59,-43.17155396262535,c
2022-05-04 00:00:00,-59.121487103906645,
2022-05-04 10:00:00,-51.84683178138607,
2022-05-04 10:30:00,-41.94842958516409,
2022-05-04 12:00:00,-50.0357331979053,
2022-05-04 13:30:00,-70.08304289949353,
2022-05-04 15:00:00,-57.01953497438183,
2022-05-04 15:30:30,-57.01953497438183,
2022-05-04 23:59:59,-62.668652202965234,c
2022-05-05 00:00:00,-43.54750931290397,
2022-05-05 10:00:00,-43.47684910946015,
2022-05-05 10:30:00,-45.38413684155444,
2022-05-05 12:00:00,-53.37111093477603,
2022-05-05 13:30:00,-59.82515762704031,
2022-05-05 15:00:00,-57.18038283994957,
2022-05-05 15:30:30,-57.18038283994957,
2022-05-05 23:59:59,-43.804680148043985,c
2022-05-06 00:00:00,-60.955037891764164,
2022-05-06 10:00:00,-113.58607434372118,
2022-05-06 10:30:00,-131.52265249681972,
2022-05-06 12:00:00,-108.55712360147731,
2022-05-06 13:30:00,-96.12175773779649,
2022-05-06 15:00:00,-89.84611558779113,
2022-05-06 15:30:30,-89.84611558779113,
2022-05-06 23:59:59,-95.8351309386452,w
2022-05-09 00:00:00,-82.69194728851511,
2022-05-09 10:00:00,-84.35262917761628,
2022-05-09 10:30:00,-68.98713721686994,
2022-05-09 12:00:00,-57.58170806015801,
2022-05-09 13:30:00,-51.99303528536717,
2022-05-09 15:00:00,-44.34748968227069,
2022-05-09 15:30:30,-44.34748968227069,
2022-05-09 23:59:59,-31.60478259428362,c
2022-05-10 00:00:00,-60.61100743201496,
2022-05-10 10:00:00,-95.86504489615788,
2022-05-10 10:30:00,-126.14019189657887,
2022-05-10 12:00:00,-133.43184553207965,
2022-05-10 13:30:00,-131.96207795972032,
2022-05-10 15:00:00,-140.01052710941735,
2022-05-10 15:30:30,-140.01052710941735,u
2022-05-10 23:59:59,-125.92132526590649,c
2022-05-11 00:00:00,-112.47643249573565,
2022-05-11 10:00:00,-91.995898173032,
2022-05-11 10:30:00,-85.62170416293367,
2022-05-11 12:00:00,-88.67770739854012,
2022-05-11 13:30:00,-76.51245779264497,
2022-05-11 15:00:00,-51.96823781959006,
2022-05-11 15:30:30,-51.96823781959006,
2022-05-11 23:59:59,-53.85232710840978,c
2022-05-12 00:00:00,-20.667841228264308,
2022-05-12 10:00:00,25.100722626705306,
