date,SILJ_2022_Q3,meta
2022-09-01 00:00:00,-154.96981473643973,
2022-09-01 10:00:00,-148.429617252813,
2022-09-01 10:30:00,-140.54301975348667,
2022-09-01 12:00:00,-97.8612505199613,
2022-09-01 13:30:00,-100.12898851628859,
2022-09-01 15:00:00,-77.29033044505717,
2022-09-01 15:30:30,-77.29033044505717,
2022-09-01 23:59:59,-70.34426653422742,c
2022-09-02 00:00:00,-80.83600579433785,
2022-09-02 10:00:00,-66.93172202008981,
2022-09-02 10:30:00,-62.06275047704774,
2022-09-02 12:00:00,-48.93248969090219,
2022-09-02 13:30:00,-24.669323188404316,
2022-09-02 15:00:00,-23.794613618550304,
2022-09-02 15:30:30,-23.794613618550304,
2022-09-02 23:59:59,-26.185913630589788,w
2022-09-05 00:00:00,-26.185913630589788,
2022-09-05 10:00:00,-26.185913630589788,
2022-09-05 10:30:00,-26.185913630589788,
2022-09-05 12:00:00,-26.185913630589788,
2022-09-05 13:30:00,-26.185913630589788,
2022-09-05 15:00:00,-26.185913630589788,
2022-09-05 15:30:30,-26.185913630589788,
2022-09-05 23:59:59,-26.185913630589788,c
2022-09-06 00:00:00,-5.393289479121705,
2022-09-06 10:00:00,6.234813982254451,
2022-09-06 10:30:00,-12.73088241155159,
2022-09-06 12:00:00,4.813944075556336,
2022-09-06 13:30:00,17.89678340637922,
2022-09-06 15:00:00,21.02763274847169,
2022-09-06 15:30:30,21.02763274847169,
2022-09-06 23:59:59,38.939691697001734,c
2022-09-07 00:00:00,17.913031505943557,
2022-09-07 10:00:00,-15.70823664587731,
2022-09-07 10:30:00,-0.6905174633432338,
2022-09-07 12:00:00,-4.481601870135897,
2022-09-07 13:30:00,4.96611372879228,
2022-09-07 15:00:00,-12.237656247071175,
2022-09-07 15:30:30,-12.237656247071175,
2022-09-07 23:59:59,10.880148739971482,c
2022-09-08 00:00:00,-66.23889712511024,
2022-09-08 10:00:00,-40.44173980581531,
2022-09-08 10:30:00,-26.966375952247294,
2022-09-08 12:00:00,-14.091568911612992,
2022-09-08 13:30:00,-30.021093330315388,
2022-09-08 15:00:00,3.265073244766498,
2022-09-08 15:30:30,3.265073244766498,
2022-09-08 23:59:59,14.51013290595212,c
2022-09-09 00:00:00,32.34524861441851,
2022-09-09 10:00:00,59.665898858767534,
2022-09-09 10:30:00,58.134022597370944,
2022-09-09 12:00:00,89.78972345908792,
2022-09-09 13:30:00,99.52657646248731,
2022-09-09 15:00:00,50.076738337580835,
2022-09-09 15:30:30,50.076738337580835,
2022-09-09 23:59:59,8.87967562448221,w
2022-09-12 00:00:00,-7.6503266893586925,
2022-09-12 10:00:00,-53.140841163804225,
2022-09-12 10:30:00,-43.66539343834332,
2022-09-12 12:00:00,-33.792618566603025,
2022-09-12 13:30:00,2.699800622551429,
2022-09-12 15:00:00,32.96367655267473,
2022-09-12 15:30:30,32.96367655267473,
2022-09-12 23:59:59,72.64280776865532,c
2022-09-13 00:00:00,25.3402940015705,
2022-09-13 10:00:00,16.5796070394103,
2022-09-13 10:30:00,62.390159752425475,
2022-09-13 12:00:00,97.54904151308484,
2022-09-13 13:30:00,75.60539774482123,
2022-09-13 15:00:00,91.56528547858157,
2022-09-13 15:30:30,91.56528547858157,
2022-09-13 23:59:59,68.95985072825594,c
2022-09-14 00:00:00,46.71544549231689,
2022-09-14 10:00:00,47.092692342526234,
2022-09-14 10:30:00,31.81059990301938,
2022-09-14 12:00:00,26.595826320190085,
2022-09-14 13:30:00,28.005706901969553,
2022-09-14 15:00:00,69.91408673774002,
2022-09-14 15:30:30,69.91408673774002,
2022-09-14 23:59:59,47.333209653386504,c
2022-09-15 00:00:00,51.022191240003664,
2022-09-15 10:00:00,27.55618616957178,
2022-09-15 10:30:00,4.1050365464129825,
2022-09-15 12:00:00,10.53742141567588,
2022-09-15 13:30:00,2.2825155137701643,
2022-09-15 15:00:00,20.816713738275404,
2022-09-15 15:30:30,20.816713738275404,
2022-09-15 23:59:59,0.0,a
2022-09-16 00:00:00,-40.46597792117831,
2022-09-16 10:00:00,-50.85479344093398,
2022-09-16 10:30:00,-46.24532717327681,
2022-09-16 12:00:00,-15.348248483919495,
2022-09-16 13:30:00,-21.839255383066412,
2022-09-16 15:00:00,6.068680308472096,
2022-09-16 15:30:30,6.068680308472096,
2022-09-16 23:59:59,93.51524339922624,e
2022-09-19 00:00:00,19.981084840469187,
2022-09-19 10:00:00,22.436584887603374,
2022-09-19 10:30:00,46.59720262511891,
2022-09-19 12:00:00,16.008800622957295,
2022-09-19 13:30:00,-2.2420454186751257,
2022-09-19 15:00:00,-35.12528620852771,
2022-09-19 15:30:30,-35.12528620852771,
2022-09-19 23:59:59,-17.52222127301746,c
2022-09-20 00:00:00,-20.89989094236952,
2022-09-20 10:00:00,-39.98459396334759,
2022-09-20 10:30:00,-38.48637722381627,
2022-09-20 12:00:00,-50.479198265646964,
2022-09-20 13:30:00,-47.3403931160313,
2022-09-20 15:00:00,-38.144661629827255,
2022-09-20 15:30:30,-38.144661629827255,
2022-09-20 23:59:59,-59.40371086868275,c
2022-09-21 00:00:00,-66.21434004364048,
2022-09-21 10:00:00,-83.46732834356465,
2022-09-21 10:30:00,-81.91440610075446,
2022-09-21 12:00:00,-74.36643081784091,
2022-09-21 13:30:00,-74.03788975440474,
2022-09-21 15:00:00,-111.96884480867948,
2022-09-21 15:30:30,-111.96884480867948,
2022-09-21 23:59:59,-80.80235878991678,c
2022-09-22 00:00:00,-66.40268108684872,
2022-09-22 10:00:00,-32.722009117302726,
2022-09-22 10:30:00,-9.132756230622828,
2022-09-22 12:00:00,-17.555488794214625,
2022-09-22 13:30:00,-4.685039360827346,
2022-09-22 15:00:00,11.88294757901155,
2022-09-22 15:30:30,11.88294757901155,
2022-09-22 23:59:59,2.307475187097417,c
2022-09-23 00:00:00,-10.435004587909965,
2022-09-23 10:00:00,-29.852659067284296,
2022-09-23 10:30:00,-10.455530354337967,
2022-09-23 12:00:00,-27.274793327814223,
2022-09-23 13:30:00,-31.367807055499043,
2022-09-23 15:00:00,2.511694480043616,
2022-09-23 15:30:30,2.511694480043616,
2022-09-23 23:59:59,0.5850796593046752,w
2022-09-26 00:00:00,-19.685115704740646,
2022-09-26 10:00:00,-29.075275203325972,
2022-09-26 10:30:00,-0.2143520989270158,
2022-09-26 12:00:00,-8.21291722573838,
2022-09-26 13:30:00,0.7752377934769257,
2022-09-26 15:00:00,-26.905689183301693,
2022-09-26 15:30:30,-26.905689183301693,
2022-09-26 23:59:59,-35.24110006152244,c
2022-09-27 00:00:00,-10.286607417920901,
2022-09-27 10:00:00,-20.410467724540467,
2022-09-27 10:30:00,-41.6472953132375,
2022-09-27 12:00:00,-21.6453318304563,
2022-09-27 13:30:00,4.9354095774405735,
2022-09-27 15:00:00,12.544488429412937,
2022-09-27 15:30:30,12.544488429412937,
2022-09-27 23:59:59,14.256912010632774,c
2022-09-28 00:00:00,11.89211259646678,
2022-09-28 10:00:00,41.716843626261124,
2022-09-28 10:30:00,35.87356016396356,
2022-09-28 12:00:00,72.00803998418715,
2022-09-28 13:30:00,75.50985278986217,
2022-09-28 15:00:00,81.8647785515122,
2022-09-28 15:30:30,81.8647785515122,
2022-09-28 23:59:59,103.46818551557563,c
2022-09-29 00:00:00,87.33966650196358,
2022-09-29 10:00:00,100.63508588152042,
2022-09-29 10:30:00,132.16999522483343,
2022-09-29 12:00:00,120.10166713374865,
2022-09-29 13:30:00,139.5488774924096,
2022-09-29 15:00:00,138.66093764939927,
2022-09-29 15:30:30,138.66093764939927,
2022-09-29 23:59:59,149.41199290729702,c
2022-09-30 00:00:00,123.98903270640618,
2022-09-30 10:00:00,97.09371369331309,
2022-09-30 10:30:00,110.94942280457433,
2022-09-30 12:00:00,100.68905559892754,
2022-09-30 13:30:00,102.6880022654661,
2022-09-30 15:00:00,86.32506441550066,
2022-09-30 15:30:30,86.32506441550066,
2022-09-30 23:59:59,68.0635357415693,w
