date,EU_MSCI_VALUE_2022_Q4,meta
2022-11-01 23:59:59,-118.90832989554065,c
2022-11-02 00:00:00,-113.74553978212577,
2022-11-02 03:30:00,-113.74553978212577,
2022-11-02 04:00:00,-113.74553978212577,
2022-11-02 06:00:00,-125.22783884602984,
2022-11-02 08:00:00,-131.9606821310399,
2022-11-02 10:30:00,-119.85437978691039,
2022-11-02 11:00:00,-123.19144049342503,
2022-11-02 23:59:59,-118.41781794818257,c
2022-11-03 00:00:00,-118.64749200990525,
2022-11-03 03:30:00,-118.64749200990525,
2022-11-03 04:00:00,-118.64749200990525,
2022-11-03 06:00:00,-125.75354004410065,
2022-11-03 08:00:00,-143.69238936287263,
2022-11-03 10:30:00,-154.1425810379368,
2022-11-03 11:00:00,-148.3863783897408,
2022-11-03 23:59:59,-150.50747046873187,c
2022-11-04 00:00:00,-139.2836889994785,
2022-11-04 03:30:00,-139.2836889994785,
2022-11-04 04:00:00,-139.2836889994785,
2022-11-04 06:00:00,-111.36391484217324,
2022-11-04 08:00:00,-106.66956647799077,
2022-11-04 10:30:00,-73.28215389716411,
2022-11-04 11:00:00,-70.54840253349914,
2022-11-04 23:59:59,-75.48618450052561,w
2022-11-07 00:00:00,-81.71855386734319,
2022-11-07 03:30:00,-100.99241878924465,
2022-11-07 04:00:00,-83.79242223649408,
2022-11-07 06:00:00,-94.13171718291676,
2022-11-07 08:00:00,-103.83108550462498,
2022-11-07 10:30:00,-96.32386856586163,
2022-11-07 11:00:00,-93.014669111265,
2022-11-07 23:59:59,-98.4336992933471,c
2022-11-08 00:00:00,-94.40955522776346,
2022-11-08 03:30:00,-113.8280624822844,
2022-11-08 04:00:00,-106.7676645700518,
2022-11-08 06:00:00,-102.49835390466217,
2022-11-08 08:00:00,-93.40996027364713,
2022-11-08 10:30:00,-90.89697652343318,
2022-11-08 11:00:00,-94.55008524593029,
2022-11-08 23:59:59,-90.92073863087421,c
2022-11-09 00:00:00,-115.56051904386129,
2022-11-09 03:30:00,-122.34212442138107,
2022-11-09 04:00:00,-137.16929837271243,
2022-11-09 06:00:00,-133.3883995616976,
2022-11-09 08:00:00,-141.90657458498163,
2022-11-09 10:30:00,-130.6921228119868,
2022-11-09 11:00:00,-127.38140611305892,
2022-11-09 23:59:59,-117.82164101880551,c
2022-11-10 00:00:00,-123.03790853362705,
2022-11-10 03:30:00,-123.00296831820867,
2022-11-10 04:00:00,-124.60362003271132,
2022-11-10 06:00:00,-116.93820011155594,
2022-11-10 08:00:00,-125.82883819081633,
2022-11-10 10:30:00,-65.23187553404273,
2022-11-10 11:00:00,-63.96079901827045,
2022-11-10 23:59:59,-67.78490549098638,c
2022-11-11 00:00:00,-72.35833619414495,
2022-11-11 03:30:00,-63.79742709018035,
2022-11-11 04:00:00,-54.26421413361834,
2022-11-11 06:00:00,-56.16171852305297,
2022-11-11 08:00:00,-78.21439768531513,
2022-11-11 10:30:00,-100.07304385682824,
2022-11-11 11:00:00,-93.2604668272802,
2022-11-11 23:59:59,-93.83994913708034,w
2022-11-14 00:00:00,-28.787398876915063,
2022-11-14 03:30:00,-27.949735453922813,
2022-11-14 04:00:00,-29.023188275385223,
2022-11-14 06:00:00,-14.884076877371285,
2022-11-14 08:00:00,-20.438285719950613,
2022-11-14 10:30:00,-0.6559010344078615,
2022-11-14 11:00:00,-4.657341572211067,
2022-11-14 23:59:59,-5.919902891702577,c
2022-11-15 00:00:00,-7.920332327684264,
2022-11-15 03:30:00,-11.534466429913095,
2022-11-15 04:00:00,-14.918188745837597,
2022-11-15 06:00:00,-5.720543863418584,
2022-11-15 08:00:00,-11.229540111689289,
2022-11-15 10:30:00,-1.010108271988429,
2022-11-15 11:00:00,-7.233272578960168,
2022-11-15 23:59:59,-3.418049932665099,c
2022-11-16 00:00:00,-12.392069093843247,
2022-11-16 03:30:00,-24.871385353970254,
2022-11-16 04:00:00,-25.411735490940146,
2022-11-16 06:00:00,-27.45607298259563,
2022-11-16 08:00:00,-21.150028532336933,
2022-11-16 10:30:00,-30.01381319986217,
2022-11-16 11:00:00,-30.681933680885095,
2022-11-16 23:59:59,-30.958836947520354,c
2022-11-17 00:00:00,-26.036927222245936,
2022-11-17 03:30:00,-45.903086410220226,
2022-11-17 04:00:00,-43.46508259510642,
2022-11-17 06:00:00,-48.63455982532696,
2022-11-17 08:00:00,-55.43441682123864,
2022-11-17 10:30:00,-27.384769198080676,
2022-11-17 11:00:00,-33.72842140102239,
2022-11-17 23:59:59,-26.994063427378933,c
2022-11-18 00:00:00,-45.15628688648769,
2022-11-18 03:30:00,-35.07030624077629,
2022-11-18 04:00:00,-21.036588404607073,
2022-11-18 06:00:00,-12.573159008827815,
2022-11-18 08:00:00,-22.30021707933588,
2022-11-18 10:30:00,-16.6276928106563,
2022-11-18 11:00:00,-7.8400562621892504,
2022-11-18 23:59:59,0.0,a
2022-11-21 00:00:00,8.74018044495017,
2022-11-21 03:30:00,10.446424697187354,
2022-11-21 04:00:00,10.095154499714795,
2022-11-21 06:00:00,9.425857198844596,
2022-11-21 08:00:00,12.859923107618215,
2022-11-21 10:30:00,40.045100113509534,
2022-11-21 11:00:00,39.94778043285885,
2022-11-21 23:59:59,40.30235062597342,c
2022-11-22 00:00:00,28.463763835784334,
2022-11-22 03:30:00,34.91999851940716,
2022-11-22 04:00:00,35.651749368386504,
2022-11-22 06:00:00,39.5912707061384,
2022-11-22 08:00:00,26.995855581380397,
2022-11-22 10:30:00,37.48006418336911,
2022-11-22 11:00:00,34.53719303005289,
2022-11-22 23:59:59,30.64281953152772,c
2022-11-23 00:00:00,18.96836444055748,
2022-11-23 03:30:00,11.939913264832512,
2022-11-23 04:00:00,11.444928248058318,
2022-11-23 06:00:00,11.933037836950234,
2022-11-23 08:00:00,11.561720122124143,
2022-11-23 10:30:00,18.80512122284631,
2022-11-23 11:00:00,20.664325119801788,
2022-11-23 23:59:59,14.430244351290753,c
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
0,14.430244351290753,
2022-11-24 00:00:00,17.933519131464436,
2022-11-24 03:30:00,23.709963806739097,
2022-11-24 04:00:00,29.954747137639515,
2022-11-24 06:00:00,33.13858214098855,
2022-11-24 08:00:00,46.92685806665543,
2022-11-24 10:30:00,50.31369321694649,
2022-11-24 11:00:00,45.08597453679124,
2022-11-24 23:59:59,43.637691231984945,c
2022-11-25 00:00:00,43.60648159609309,
2022-11-25 03:30:00,29.044155923076005,
2022-11-25 04:00:00,27.00275611627012,
2022-11-25 06:00:00,34.73119387907218,
2022-11-25 08:00:00,31.125402974904773,
2022-11-25 10:30:00,35.93523210236788,
2022-11-25 11:00:00,40.69108066013689,
2022-11-25 23:59:59,46.83957634622902,w
2022-11-28 00:00:00,48.35332738423858,
2022-11-28 03:30:00,53.11888740100244,
2022-11-28 04:00:00,48.291425116551636,
2022-11-28 06:00:00,50.57953280263928,
2022-11-28 08:00:00,47.83261815391654,
2022-11-28 10:30:00,31.722811138222255,
2022-11-28 11:00:00,27.469587468275677,
2022-11-28 23:59:59,21.53508957472161,c
2022-11-29 00:00:00,26.835199396123244,
2022-11-29 03:30:00,36.65939974507535,
2022-11-29 04:00:00,30.29694530461154,
2022-11-29 06:00:00,38.291991937178864,
2022-11-29 08:00:00,70.89980386328784,
2022-11-29 10:30:00,82.54361409750675,
2022-11-29 11:00:00,82.06588112156612,
2022-11-29 23:59:59,74.45170431361657,c
2022-11-30 00:00:00,62.915306599854375,
2022-11-30 03:30:00,56.66118969074614,
2022-11-30 04:00:00,60.28816445558607,
2022-11-30 06:00:00,49.363796653459985,
2022-11-30 08:00:00,53.30974789026436,
2022-11-30 10:30:00,51.24291475590974,
2022-11-30 11:00:00,48.311404684315676,
2022-11-30 23:59:59,68.44287534462796,e
2022-12-01 00:00:00,66.12713532075134,
2022-12-01 03:30:00,69.79444061502636,
2022-12-01 04:00:00,77.54422112285818,
2022-12-01 06:00:00,72.6256137010048,
2022-12-01 08:00:00,71.26423835238415,
2022-12-01 10:30:00,73.40522033580294,
2022-12-01 11:00:00,75.37273239961507,
2022-12-01 23:59:59,59.59662374758898,c
2022-12-02 00:00:00,64.82300101297255,
2022-12-02 03:30:00,56.71062054443735,
2022-12-02 04:00:00,68.18026106248931,
2022-12-02 06:00:00,71.84844876379998,
2022-12-02 08:00:00,84.68572303609096,
2022-12-02 10:30:00,81.84761063445433,
2022-12-02 11:00:00,84.9587057434236,
2022-12-02 23:59:59,91.19359806163277,w
2022-12-05 00:00:00,84.46266554070974,
2022-12-05 03:30:00,89.87192054339505,
2022-12-05 04:00:00,98.53521282406712,
2022-12-05 06:00:00,79.72217032566937,
2022-12-05 08:00:00,84.37482758750764,
2022-12-05 10:30:00,84.81635723894681,
2022-12-05 11:00:00,84.05621316071154,
2022-12-05 23:59:59,83.13174798381294,c
2022-12-06 00:00:00,78.75306955733754,
2022-12-06 03:30:00,88.69835953347467,
2022-12-06 04:00:00,87.72202110576939,
2022-12-06 06:00:00,73.15402702263236,
2022-12-06 08:00:00,72.74062552670773,
2022-12-06 10:30:00,60.356595579053874,
2022-12-06 11:00:00,62.446950329246306,
2022-12-06 23:59:59,52.37956811216293,c
2022-12-07 00:00:00,136.7155938384118,
2022-12-07 03:30:00,146.585988911041,
2022-12-07 04:00:00,129.9884026609899,
2022-12-07 06:00:00,130.09751254693958,
2022-12-07 08:00:00,126.68303961624053,
2022-12-07 10:30:00,135.4161393473113,
2022-12-07 11:00:00,137.5014705168245,
2022-12-07 23:59:59,122.25998701557285,c
2022-12-08 00:00:00,130.4517438615777,
2022-12-08 03:30:00,131.13390858773926,
2022-12-08 04:00:00,122.77587407941144,
2022-12-08 06:00:00,106.18558311998538,
2022-12-08 08:00:00,105.82877154635469,
2022-12-08 10:30:00,123.93258944503225,
2022-12-08 11:00:00,130.41233534486435,
2022-12-08 23:59:59,124.68509778944906,c
2022-12-09 00:00:00,127.12707064887275,
2022-12-09 03:30:00,129.79050650116812,
2022-12-09 04:00:00,129.50177441884432,
2022-12-09 06:00:00,125.25379998631581,
2022-12-09 08:00:00,136.24201215045298,
2022-12-09 10:30:00,118.91879058053485,
2022-12-09 11:00:00,122.59156541759046,
2022-12-09 23:59:59,119.54230372634504,w
2022-12-12 00:00:00,129.90069946528354,
2022-12-12 03:30:00,117.61952910694129,
2022-12-12 04:00:00,107.793336675987,
2022-12-12 06:00:00,113.15059050964271,
2022-12-12 08:00:00,104.62057770976037,
2022-12-12 10:30:00,101.90346403543629,
2022-12-12 11:00:00,101.70851335901864,
2022-12-12 23:59:59,102.79850744662883,c
2022-12-13 00:00:00,101.38120444690423,
2022-12-13 03:30:00,102.57262913404713,
2022-12-13 04:00:00,91.96973407700841,
2022-12-13 06:00:00,119.37537842380618,
2022-12-13 08:00:00,131.4550014530804,
2022-12-13 10:30:00,130.07855891063275,
2022-12-13 11:00:00,123.22127191200946,
2022-12-13 23:59:59,110.7366938526335,c
2022-12-14 00:00:00,112.00523859829207,
2022-12-14 03:30:00,127.40247557320856,
2022-12-14 04:00:00,126.83631606285542,
2022-12-14 06:00:00,124.31958009578682,
2022-12-14 08:00:00,126.75483731655879,
2022-12-14 10:30:00,131.76015822776606,
2022-12-14 11:00:00,132.41894384355408,
2022-12-14 23:59:59,129.95466853512187,c
2022-12-15 00:00:00,123.5098727862188,
2022-12-15 03:30:00,117.63658134254626,
2022-12-15 04:00:00,113.43770388267933,
2022-12-15 06:00:00,109.62998721501128,
2022-12-15 08:00:00,111.7986850315973,
2022-12-15 10:30:00,101.70096913781879,
2022-12-15 11:00:00,98.57050167978048,
2022-12-15 23:59:59,93.65178022809926,c
2022-12-16 00:00:00,85.7782679031651,
2022-12-16 03:30:00,75.86928296135034,
2022-12-16 04:00:00,74.76728939731913,
2022-12-16 06:00:00,71.41394000281548,
2022-12-16 08:00:00,80.51113004785054,
2022-12-16 10:30:00,63.48355188406947,
2022-12-16 11:00:00,73.45553878339024,
2022-12-16 23:59:59,82.72345342314031,w
2022-12-19 00:00:00,88.47191528911492,
2022-12-19 03:30:00,84.00697691668131,
2022-12-19 04:00:00,76.75353088596592,
2022-12-19 06:00:00,83.48720434009726,
2022-12-19 08:00:00,77.11691392600983,
2022-12-19 10:30:00,73.49980463438897,
2022-12-19 11:00:00,67.49297586169848,
2022-12-19 23:59:59,74.05373489962597,c
2022-12-20 00:00:00,75.7293755625841,
2022-12-20 03:30:00,73.88197501773357,
2022-12-20 04:00:00,80.25628765085423,
2022-12-20 06:00:00,78.75899969975728,
2022-12-20 08:00:00,82.20419119391852,
2022-12-20 10:30:00,93.1809405414748,
2022-12-20 11:00:00,89.29547968310396,
2022-12-20 23:59:59,87.28307568236971,c
2022-12-21 00:00:00,99.05464946188715,
2022-12-21 03:30:00,113.83575634826377,
2022-12-21 04:00:00,109.4150448525894,
2022-12-21 06:00:00,113.4271408779656,
2022-12-21 08:00:00,116.99838217002514,
2022-12-21 10:30:00,111.60673743907512,
2022-12-21 11:00:00,115.4834139122014,
2022-12-21 23:59:59,118.55113830833386,c
