date,COMP_STAY_HEDGED_2022_Q3,meta
2022-07-22 00:00:00,-80.48297407190154,
2022-07-22 10:00:00,-111.00544003490336,
2022-07-22 10:30:00,-111.03465915263405,
2022-07-22 12:00:00,-105.21611140381663,
2022-07-22 13:30:00,-109.22242055316678,
2022-07-22 15:00:00,-95.74555140599381,
2022-07-22 15:30:30,-95.74555140599381,
2022-07-22 23:59:59,-95.70969215921781,w
2022-07-25 00:00:00,-106.87845680053408,
2022-07-25 10:00:00,-104.5399150395425,
2022-07-25 10:30:00,-111.05645502911005,
2022-07-25 12:00:00,-117.24186168872438,
2022-07-25 13:30:00,-102.65809674687318,
2022-07-25 15:00:00,-102.62924460614516,
2022-07-25 15:30:30,-102.62924460614516,
2022-07-25 23:59:59,-115.36371495017596,c
2022-07-26 00:00:00,-132.91799602298715,
2022-07-26 10:00:00,-131.47059139592233,
2022-07-26 10:30:00,-118.05036022620038,
2022-07-26 12:00:00,-130.2028557405099,
2022-07-26 13:30:00,-136.27261957991686,
2022-07-26 15:00:00,-137.0804574087441,
2022-07-26 15:30:30,-137.0804574087441,
2022-07-26 23:59:59,-127.56487086510634,c
2022-07-27 00:00:00,-143.19646017819264,
2022-07-27 10:00:00,-152.4831852819022,
2022-07-27 10:30:00,-146.87723206188554,
2022-07-27 12:00:00,-153.02982849716244,
2022-07-27 13:30:00,-178.80271756213148,
2022-07-27 15:00:00,-182.71212820295477,
2022-07-27 15:30:30,-182.71212820295477,
2022-07-27 23:59:59,-185.3639034005974,c
2022-07-28 00:00:00,-178.00874708011264,
2022-07-28 10:00:00,-148.07306552024926,
2022-07-28 10:30:00,-149.61082719329016,
2022-07-28 12:00:00,-143.95952442342963,
2022-07-28 13:30:00,-127.84468273167624,
2022-07-28 15:00:00,-140.67857841975746,
2022-07-28 15:30:30,-140.67857841975746,
2022-07-28 23:59:59,-130.11622289863402,c
2022-07-29 00:00:00,-112.96580013478786,
2022-07-29 10:00:00,-77.01412171248643,
2022-07-29 10:30:00,-69.38829222096683,
2022-07-29 12:00:00,-68.59744662427414,
2022-07-29 13:30:00,-58.22576965829671,
2022-07-29 15:00:00,-62.73911415052618,
2022-07-29 15:30:30,-62.73911415052618,
2022-07-29 23:59:59,-71.85493586029884,w
2022-08-01 00:00:00,-61.644104619510586,
2022-08-01 10:00:00,-79.2469114598868,
2022-08-01 10:30:00,-87.4540294786247,
2022-08-01 12:00:00,-91.6696033957441,
2022-08-01 13:30:00,-83.69611120172306,
2022-08-01 15:00:00,-68.13756634162758,
2022-08-01 15:30:30,-68.13756634162758,
2022-08-01 23:59:59,-55.08383334879892,c
2022-08-02 00:00:00,-31.14714311242801,
2022-08-02 10:00:00,-61.03193112891927,
2022-08-02 10:30:00,-59.25052074797975,
2022-08-02 12:00:00,-58.26668186150795,
2022-08-02 13:30:00,-28.605609185069568,
2022-08-02 15:00:00,-18.42092023645975,
2022-08-02 15:30:30,-18.42092023645975,
2022-08-02 23:59:59,-27.82217268194131,c
2022-08-03 00:00:00,-57.44620315907281,
2022-08-03 10:00:00,-74.48740238108968,
2022-08-03 10:30:00,-58.01854262267625,
2022-08-03 12:00:00,-25.37163731369907,
2022-08-03 13:30:00,-1.3990376032094218,
2022-08-03 15:00:00,12.499679376350883,
2022-08-03 15:30:30,12.499679376350883,
2022-08-03 23:59:59,1.955714533425379,c
2022-08-04 00:00:00,91.63156077485715,
2022-08-04 10:00:00,48.68516432343446,
2022-08-04 10:30:00,52.855936531063975,
2022-08-04 12:00:00,57.967891600904835,
2022-08-04 13:30:00,33.295922736846535,
2022-08-04 15:00:00,4.9088932855143526,
2022-08-04 15:30:30,4.9088932855143526,
2022-08-04 23:59:59,-4.338205449091674,c
2022-08-05 00:00:00,25.57409228854314,
2022-08-05 10:00:00,30.30098294168903,
2022-08-05 10:30:00,55.8372877790822,
2022-08-05 12:00:00,5.150801996914822,
2022-08-05 13:30:00,-6.967723417492692,
2022-08-05 15:00:00,-4.22089570199779,
2022-08-05 15:30:30,-4.22089570199779,
2022-08-05 23:59:59,-9.58075685432496,w
2022-08-08 00:00:00,9.12652413674607,
2022-08-08 10:00:00,-10.621857589206286,
2022-08-08 10:30:00,-11.700970298097786,
2022-08-08 12:00:00,-2.4735896047809263,
2022-08-08 13:30:00,4.111380714983483,
2022-08-08 15:00:00,5.449953251436398,
2022-08-08 15:30:30,5.449953251436398,
2022-08-08 23:59:59,7.053505340794828,c
2022-08-09 00:00:00,-1.129465787242907,
2022-08-09 10:00:00,-18.799296287206914,
2022-08-09 10:30:00,-0.3610209828200368,
2022-08-09 12:00:00,27.674431983367157,
2022-08-09 13:30:00,29.037278394667823,
2022-08-09 15:00:00,23.295471943298423,
2022-08-09 15:30:30,23.295471943298423,
2022-08-09 23:59:59,24.660482883872646,c
2022-08-10 00:00:00,-7.3069179227360905,
2022-08-10 10:00:00,35.63447669874486,
2022-08-10 10:30:00,22.356722025910216,
2022-08-10 12:00:00,34.3452806753169,
2022-08-10 13:30:00,27.056049610825,
2022-08-10 15:00:00,12.543571528195088,
2022-08-10 15:30:30,12.543571528195088,
2022-08-10 23:59:59,12.919553794856995,c
2022-08-11 00:00:00,8.69067709608305,
2022-08-11 10:00:00,-17.857531129288958,
2022-08-11 10:30:00,-32.2569121946359,
2022-08-11 12:00:00,-8.405492315912,
2022-08-11 13:30:00,-12.403578415636844,
2022-08-11 15:00:00,-5.419910130122986,
2022-08-11 15:30:30,-5.419910130122986,
2022-08-11 23:59:59,-4.9753976215706075,c
2022-08-12 00:00:00,-33.74136104027008,
2022-08-12 10:00:00,-43.7888957882285,
2022-08-12 10:30:00,-40.31645774619358,
2022-08-12 12:00:00,-53.02989230988686,
2022-08-12 13:30:00,-72.96164588120877,
2022-08-12 15:00:00,-60.50534346887656,
2022-08-12 15:30:30,-60.50534346887656,s
2022-08-12 23:59:59,-71.51735786262111,w
2022-08-15 00:00:00,-92.82474840634188,
2022-08-15 10:00:00,-71.30620596008714,
2022-08-15 10:30:00,-95.11320376870589,
2022-08-15 12:00:00,-103.25835393506787,
2022-08-15 13:30:00,-109.87965653259249,
2022-08-15 15:00:00,-113.4813749003232,
2022-08-15 15:30:30,-113.4813749003232,
2022-08-15 23:59:59,-107.5094700377739,c
2022-08-16 00:00:00,-139.41285901449157,
2022-08-16 10:00:00,-112.08511261164756,
2022-08-16 10:30:00,-104.64342743936328,
2022-08-16 12:00:00,-110.44906683110065,
2022-08-16 13:30:00,-80.73249896354156,
2022-08-16 15:00:00,-84.58919471879273,
2022-08-16 15:30:30,-84.58919471879273,
2022-08-16 23:59:59,-79.74788428032934,c
2022-08-17 00:00:00,-67.19206835389389,
2022-08-17 10:00:00,-108.9358212592062,
2022-08-17 10:30:00,-100.03456971689002,
2022-08-17 12:00:00,-91.5617212599937,
2022-08-17 13:30:00,-91.26775234309133,
2022-08-17 15:00:00,-98.57523151442058,
2022-08-17 15:30:30,-98.57523151442058,
2022-08-17 23:59:59,-88.19038686348296,c
2022-08-18 00:00:00,-93.09208522194518,
2022-08-18 10:00:00,-104.9481508229714,
2022-08-18 10:30:00,-118.53065589476961,
2022-08-18 12:00:00,-135.18442457833555,
2022-08-18 13:30:00,-124.28314808790185,
2022-08-18 15:00:00,-138.84915215086187,
2022-08-18 15:30:30,-138.84915215086187,
2022-08-18 23:59:59,-135.12658402430935,c
2022-08-19 00:00:00,-144.26499455532314,
2022-08-19 10:00:00,-143.78102191590966,
2022-08-19 10:30:00,-153.29603663523267,
2022-08-19 12:00:00,-142.84076206647416,
2022-08-19 13:30:00,-132.74053399456773,
2022-08-19 15:00:00,-125.75620417017939,
2022-08-19 15:30:30,-125.75620417017939,
2022-08-19 23:59:59,-134.26808398668015,w
2022-08-22 00:00:00,-110.53096049121729,
2022-08-22 10:00:00,-107.0166790644547,
2022-08-22 10:30:00,-98.08836933954814,
2022-08-22 12:00:00,-88.46999639115631,
2022-08-22 13:30:00,-102.22462509045573,
2022-08-22 15:00:00,-98.2777564372023,
2022-08-22 15:30:30,-98.2777564372023,
2022-08-22 23:59:59,-102.35589056405445,c
2022-08-23 00:00:00,-102.45766390996397,
2022-08-23 10:00:00,-79.82973702941894,
2022-08-23 10:30:00,-93.80292689146592,
2022-08-23 12:00:00,-96.9117531688999,
2022-08-23 13:30:00,-101.62056030656782,
2022-08-23 15:00:00,-110.65500006745151,
2022-08-23 15:30:30,-110.65500006745151,
2022-08-23 23:59:59,-110.78940410851283,c
2022-08-24 00:00:00,-104.2432744016611,
2022-08-24 10:00:00,-95.23531116710546,
2022-08-24 10:30:00,-88.06764837278604,
2022-08-24 12:00:00,-110.81784255932757,
2022-08-24 13:30:00,-120.91586060377529,
2022-08-24 15:00:00,-124.768254786883,
2022-08-24 15:30:30,-124.768254786883,
2022-08-24 23:59:59,-122.82023274320863,c
2022-08-25 00:00:00,-75.54846303439882,
2022-08-25 10:00:00,-98.36165309070265,
2022-08-25 10:30:00,-98.21651500846383,
2022-08-25 12:00:00,-106.2152438197848,
2022-08-25 13:30:00,-97.18849383738996,
2022-08-25 15:00:00,-94.39352514448268,
2022-08-25 15:30:30,-94.39352514448268,
2022-08-25 23:59:59,-92.76295700205088,c
2022-08-26 00:00:00,-91.32145652605266,
2022-08-26 10:00:00,-92.24466583743981,
2022-08-26 10:30:00,-87.20313404590212,
2022-08-26 12:00:00,-80.93081573121486,
2022-08-26 13:30:00,-59.36628107061733,
2022-08-26 15:00:00,-52.94108854461848,
2022-08-26 15:30:30,-52.94108854461848,
2022-08-26 23:59:59,-36.23703210769742,w
2022-08-29 00:00:00,-34.49453530604245,
2022-08-29 10:00:00,-31.583909190985707,
2022-08-29 10:30:00,-34.73103965734134,
2022-08-29 12:00:00,-22.39888051876102,
2022-08-29 13:30:00,-34.15976409608851,
2022-08-29 15:00:00,-24.525415868309892,
2022-08-29 15:30:30,-24.525415868309892,
2022-08-29 23:59:59,-23.772253542862813,c
2022-08-30 00:00:00,-27.730554210777825,
2022-08-30 10:00:00,-29.628854467209578,
2022-08-30 10:30:00,-28.366927131102386,
2022-08-30 12:00:00,-16.65085669574441,
2022-08-30 13:30:00,-20.060196552064724,
2022-08-30 15:00:00,-25.237819914266424,
2022-08-30 15:30:30,-25.237819914266424,
2022-08-30 23:59:59,-25.479927403602005,c
2022-08-31 00:00:00,-30.3690630329657,
2022-08-31 10:00:00,-8.408811219028252,
2022-08-31 10:30:00,-5.170086035624422,
2022-08-31 12:00:00,-12.756798571625126,
2022-08-31 13:30:00,1.6520954003649422,
2022-08-31 15:00:00,4.653631703164422,
2022-08-31 15:30:30,4.653631703164422,m
