date,QCLN_2022_Q1,meta
2022-02-18 00:00:00,1067.357383199889,
2022-02-18 10:00:00,1063.9258711724704,
2022-02-18 10:30:00,1034.100454027265,
2022-02-18 12:00:00,963.9609089087255,
2022-02-18 13:30:00,928.249191235376,
2022-02-18 15:00:00,998.1491974111552,
2022-02-18 15:30:30,998.1491974111552,
2022-02-18 23:59:59,976.7558643249174,w
2022-02-21 00:00:00,976.7558643249174,
2022-02-21 10:00:00,976.7558643249174,
2022-02-21 10:30:00,976.7558643249174,
2022-02-21 12:00:00,976.7558643249174,
2022-02-21 13:30:00,976.7558643249174,
2022-02-21 15:00:00,976.7558643249174,
2022-02-21 15:30:30,976.7558643249174,
2022-02-21 23:59:59,976.7558643249174,c
2022-02-22 00:00:00,876.5624353195578,
2022-02-22 10:00:00,880.4063562278668,
2022-02-22 10:30:00,925.1842115619795,
2022-02-22 12:00:00,785.7634534247702,
2022-02-22 13:30:00,746.1599301831295,
2022-02-22 15:00:00,796.2652265202798,
2022-02-22 15:30:30,796.2652265202798,
2022-02-22 23:59:59,759.918794545026,c
2022-02-23 00:00:00,684.6913278417471,
2022-02-23 10:00:00,663.0395168179591,
2022-02-23 10:30:00,627.8974811116307,
2022-02-23 12:00:00,640.7068042782632,
2022-02-23 13:30:00,582.9840075186198,
2022-02-23 15:00:00,563.3972818007157,
2022-02-23 15:30:30,563.3972818007157,
2022-02-23 23:59:59,538.1271694497477,c
2022-02-24 00:00:00,327.61165399519496,
2022-02-24 10:00:00,470.3087640477361,
2022-02-24 10:30:00,480.2799419921894,
2022-02-24 12:00:00,506.68488576691266,
2022-02-24 13:30:00,468.49803722478896,
2022-02-24 15:00:00,560.3451910512526,
2022-02-24 15:30:30,560.3451910512526,
2022-02-24 23:59:59,643.7136589349491,c
2022-02-25 00:00:00,678.065148895407,
2022-02-25 10:00:00,595.0609111248514,
2022-02-25 10:30:00,601.8388016140716,
2022-02-25 12:00:00,669.6175699612747,
2022-02-25 13:30:00,654.8316567166546,
2022-02-25 15:00:00,651.9648706156238,
2022-02-25 15:30:30,651.9648706156238,
2022-02-25 23:59:59,663.1565619319197,w
2022-02-28 00:00:00,384.112887199959,
2022-02-28 10:00:00,437.5215395569778,
2022-02-28 10:30:00,487.23232335125704,
2022-02-28 12:00:00,543.237396376805,
2022-02-28 13:30:00,470.5653051470201,
2022-02-28 15:00:00,462.9451384851893,
2022-02-28 15:30:30,462.9451384851893,s
2022-02-28 23:59:59,467.46147092597926,c
2022-03-01 00:00:00,463.2822763716192,
2022-03-01 10:00:00,406.4147283936459,
2022-03-01 10:30:00,478.39265856101633,
2022-03-01 12:00:00,368.1701731876574,
2022-03-01 13:30:00,349.4263841776235,
2022-03-01 15:00:00,315.69013831626467,
2022-03-01 15:30:30,315.69013831626467,
2022-03-01 23:59:59,263.81212131879306,c
2022-03-02 00:00:00,276.00483459037696,
2022-03-02 10:00:00,248.19002163345613,
2022-03-02 10:30:00,263.2183761818105,
2022-03-02 12:00:00,284.4467765188001,
2022-03-02 13:30:00,328.4966347992413,
2022-03-02 15:00:00,317.3533110484186,
2022-03-02 15:30:30,317.3533110484186,
2022-03-02 23:59:59,276.8172404106658,c
2022-03-03 00:00:00,285.35552756835455,
2022-03-03 10:00:00,211.79958012340808,
2022-03-03 10:30:00,204.0218674127184,
2022-03-03 12:00:00,252.2996148508139,
2022-03-03 13:30:00,221.49251072096922,
2022-03-03 15:00:00,197.0398103909788,
2022-03-03 15:30:30,197.0398103909788,
2022-03-03 23:59:59,182.5263291926442,c
2022-03-04 00:00:00,190.58741421318973,
2022-03-04 10:00:00,143.56372151319238,
2022-03-04 10:30:00,106.51114211201912,
2022-03-04 12:00:00,54.034693507665224,
2022-03-04 13:30:00,54.96192830677933,
2022-03-04 15:00:00,-7.855729550359001,
2022-03-04 15:30:30,-7.855729550359001,
2022-03-04 23:59:59,8.963324098847579,w
2022-03-07 00:00:00,-21.701424802010024,
2022-03-07 10:00:00,118.0502779759031,
2022-03-07 10:30:00,124.74074079249476,
2022-03-07 12:00:00,106.29847032908106,
2022-03-07 13:30:00,130.48542590745228,
2022-03-07 15:00:00,53.53224874059015,
2022-03-07 15:30:30,53.53224874059015,
2022-03-07 23:59:59,55.332484974333056,c
2022-03-08 00:00:00,31.73399932167854,
2022-03-08 10:00:00,20.115162373229623,
2022-03-08 10:30:00,35.88168591502381,
2022-03-08 12:00:00,111.2480532990428,
2022-03-08 13:30:00,131.6752643552204,
2022-03-08 15:00:00,124.07420629782996,
2022-03-08 15:30:30,124.07420629782996,
2022-03-08 23:59:59,90.44450997061949,c
2022-03-09 00:00:00,210.7337616392556,
2022-03-09 10:00:00,267.7227567179866,
2022-03-09 10:30:00,318.1233092068992,
2022-03-09 12:00:00,322.30909783331117,
2022-03-09 13:30:00,364.51791964573454,
2022-03-09 15:00:00,353.3669815737844,
2022-03-09 15:30:30,353.3669815737844,
2022-03-09 23:59:59,348.17013119002877,c
2022-03-10 00:00:00,238.17082769479111,
2022-03-10 10:00:00,341.3450346207817,
2022-03-10 10:30:00,277.04951553194746,
2022-03-10 12:00:00,236.63421250491274,
2022-03-10 13:30:00,241.34411413736234,
2022-03-10 15:00:00,244.83533838874405,
2022-03-10 15:30:30,244.83533838874405,
2022-03-10 23:59:59,288.9361981096331,c
2022-03-11 00:00:00,291.8581815844195,
2022-03-11 10:00:00,182.93109149980728,
2022-03-11 10:30:00,153.54196639626116,
2022-03-11 12:00:00,142.927013128804,
2022-03-11 13:30:00,109.88515137573677,
2022-03-11 15:00:00,6.050217408279423,
2022-03-11 15:30:30,6.050217408279423,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,-25.417527349276952,
2022-03-14 10:00:00,45.58614919261163,
2022-03-14 10:30:00,151.25351502133435,
2022-03-14 12:00:00,106.35749337619495,
2022-03-14 13:30:00,21.572094206208703,
2022-03-14 15:00:00,-8.710830507024411,
2022-03-14 15:30:30,-8.710830507024411,
2022-03-14 23:59:59,7.6044867354362395,c
2022-03-15 00:00:00,1.552645230008693,
2022-03-15 10:00:00,-5.768739096947456,
2022-03-15 10:30:00,56.501720609785934,
2022-03-15 12:00:00,-71.05169101587762,
2022-03-15 13:30:00,-48.12268954166029,
2022-03-15 15:00:00,-84.69860715001437,
2022-03-15 15:30:30,-84.69860715001437,
2022-03-15 23:59:59,-105.09934945059172,c
2022-03-16 00:00:00,99.42845121327377,
2022-03-16 10:00:00,193.63262073575947,
2022-03-16 10:30:00,218.8973972612198,
2022-03-16 12:00:00,182.4611536544835,
2022-03-16 13:30:00,160.24640315209967,
2022-03-16 15:00:00,184.6408955273423,
2022-03-16 15:30:30,184.6408955273423,
2022-03-16 23:59:59,165.16333841426467,c
2022-03-17 00:00:00,116.80486451015713,
2022-03-17 10:00:00,299.9726410393164,
2022-03-17 10:30:00,309.22597059358964,
2022-03-17 12:00:00,289.4665832790133,
2022-03-17 13:30:00,326.51744047628335,
2022-03-17 15:00:00,328.73616890426274,
2022-03-17 15:30:30,328.73616890426274,
2022-03-17 23:59:59,313.5802728319934,c
2022-03-18 00:00:00,384.19049543836945,
2022-03-18 10:00:00,480.07846899991523,
2022-03-18 10:30:00,477.4124617111777,
2022-03-18 12:00:00,412.03589032644663,
2022-03-18 13:30:00,482.0645132986476,
2022-03-18 15:00:00,495.8450270752239,
2022-03-18 15:30:30,495.8450270752239,
2022-03-18 23:59:59,423.0787774624025,e
2022-03-21 00:00:00,403.7331016725823,
2022-03-21 10:00:00,318.9207944182381,
2022-03-21 10:30:00,272.48818097367894,
2022-03-21 12:00:00,323.26491150209654,
2022-03-21 13:30:00,248.88732124050966,
2022-03-21 15:00:00,264.17816666816634,
2022-03-21 15:30:30,264.17816666816634,
2022-03-21 23:59:59,256.4042219476846,c
2022-03-22 00:00:00,284.5586597694987,
2022-03-22 10:00:00,302.24838650972697,
2022-03-22 10:30:00,291.7876535167952,
2022-03-22 12:00:00,331.6457050867691,
2022-03-22 13:30:00,360.95481755284845,
