date,XLECAP_2022_Q2,meta
2022-06-15 00:00:00,340.32293345928315,
2022-06-15 10:00:00,333.8133108627248,
2022-06-15 10:30:00,327.72910947422224,
2022-06-15 12:00:00,338.62091218765596,
2022-06-15 13:30:00,335.0109173560713,
2022-06-15 15:00:00,295.94483769533326,
2022-06-15 15:30:30,295.94483769533326,
2022-06-15 23:59:59,283.4377369112109,c
2022-06-16 00:00:00,250.97240053969708,
2022-06-16 10:00:00,203.2275415194091,
2022-06-16 10:30:00,185.1339759104776,
2022-06-16 12:00:00,170.9620381825804,
2022-06-16 13:30:00,166.9997134108612,
2022-06-16 15:00:00,143.7281927434912,
2022-06-16 15:30:30,143.7281927434912,
2022-06-16 23:59:59,143.44320764465743,c
2022-06-17 00:00:00,141.8034639163269,
2022-06-17 10:00:00,128.11408851883925,
2022-06-17 10:30:00,105.30854597736041,
2022-06-17 12:00:00,97.42710523752037,
2022-06-17 13:30:00,82.70821355388846,
2022-06-17 15:00:00,121.88820027910535,
2022-06-17 15:30:30,121.88820027910535,q
2022-06-17 23:59:59,126.79949435026467,w
2022-06-20 00:00:00,126.79949435026467,
2022-06-20 10:00:00,126.79949435026467,
2022-06-20 10:30:00,126.79949435026467,
2022-06-20 12:00:00,126.79949435026467,
2022-06-20 13:30:00,126.79949435026467,
2022-06-20 15:00:00,126.79949435026467,
2022-06-20 15:30:30,126.79949435026467,
2022-06-20 23:59:59,126.79949435026467,c
2022-06-21 00:00:00,119.76959665288294,
2022-06-21 10:00:00,61.49358510439121,
2022-06-21 10:30:00,71.21702380918966,
2022-06-21 12:00:00,27.203200093046092,
2022-06-21 13:30:00,28.149764437476485,
2022-06-21 15:00:00,31.705824076768273,
2022-06-21 15:30:30,31.705824076768273,
2022-06-21 23:59:59,67.81357769687916,c
2022-06-22 00:00:00,8.255813644314841,
2022-06-22 10:00:00,-39.03949636142626,
2022-06-22 10:30:00,12.078726183356899,
2022-06-22 12:00:00,-16.43372662782427,
2022-06-22 13:30:00,0.026720616735346425,
2022-06-22 15:00:00,15.137593962699654,
2022-06-22 15:30:30,15.137593962699654,
2022-06-22 23:59:59,21.355513570762092,c
2022-06-23 00:00:00,13.348536405552792,
2022-06-23 10:00:00,19.18002910696861,
2022-06-23 10:30:00,24.14169268259223,
2022-06-23 12:00:00,6.6782469078519995,
2022-06-23 13:30:00,-7.008254534408124,
2022-06-23 15:00:00,-20.975514337107285,
2022-06-23 15:30:30,-20.975514337107285,
2022-06-23 23:59:59,-29.510671993496317,c
2022-06-24 00:00:00,-34.8333126996808,
2022-06-24 10:00:00,-26.402433133987486,
2022-06-24 10:30:00,-24.284811268773225,
