date,NANR_2021_Q4,meta
2021-12-10 00:00:00,-76.7988114845959,
2021-12-10 10:00:00,-57.57814338720678,
2021-12-10 10:30:00,-59.2965042006038,
2021-12-10 12:00:00,-74.76660385823398,
2021-12-10 13:30:00,-71.89554942104755,
2021-12-10 15:00:00,-77.03859430528587,
2021-12-10 15:30:30,-77.03859430528587,
2021-12-10 23:59:59,-90.1512677781831,w
2021-12-13 00:00:00,-70.34609481929579,
2021-12-13 10:00:00,-49.99265996874333,
2021-12-13 10:30:00,-45.450076177036124,
2021-12-13 12:00:00,-51.46659861671443,
2021-12-13 13:30:00,-54.079633669307206,
2021-12-13 15:00:00,-48.83697124909605,
2021-12-13 15:30:30,-48.83697124909605,
2021-12-13 23:59:59,-51.7046709704199,c
2021-12-14 00:00:00,-49.52850583719107,
2021-12-14 10:00:00,-48.77120122732528,
2021-12-14 10:30:00,-60.40849648447712,
2021-12-14 12:00:00,-40.17996979475559,
2021-12-14 13:30:00,-45.093965935222066,
2021-12-14 15:00:00,-43.89500096702109,
2021-12-14 15:30:30,-43.89500096702109,
2021-12-14 23:59:59,-36.630509063133914,c
2021-12-15 00:00:00,-39.67705795340288,
2021-12-15 10:00:00,-12.092491271892612,
2021-12-15 10:30:00,-19.31191855764591,
2021-12-15 12:00:00,-53.91381141596111,
2021-12-15 13:30:00,-71.46688081857597,
2021-12-15 15:00:00,-72.93482045891216,
2021-12-15 15:30:30,-72.93482045891216,
2021-12-15 23:59:59,-58.538529937215245,c
2021-12-16 00:00:00,-53.80291811888639,
2021-12-16 10:00:00,-30.55975712398957,
2021-12-16 10:30:00,-42.81528921814124,
2021-12-16 12:00:00,-33.29817447143239,
2021-12-16 13:30:00,-20.909121297501727,
2021-12-16 15:00:00,-2.217745905826888,
2021-12-16 15:30:30,-2.217745905826888,
2021-12-16 23:59:59,12.760303631681907,c
2021-12-17 00:00:00,61.68693682117183,
2021-12-17 10:00:00,62.53636388437843,
2021-12-17 10:30:00,71.54829062725261,
2021-12-17 12:00:00,44.13451410229652,
2021-12-17 13:30:00,47.480004944094475,
2021-12-17 15:00:00,32.90768134697089,
2021-12-17 15:30:30,32.90768134697089,q
2021-12-17 23:59:59,20.33795818645217,w
2021-12-20 00:00:00,77.17041059809227,
2021-12-20 10:00:00,41.935643142848164,
2021-12-20 10:30:00,39.02760334876049,
2021-12-20 12:00:00,44.63828687761452,
2021-12-20 13:30:00,56.07851395746209,
2021-12-20 15:00:00,44.636555267958386,
2021-12-20 15:30:30,44.636555267958386,
2021-12-20 23:59:59,41.59144956939613,c
2021-12-21 00:00:00,20.852067528216466,
2021-12-21 10:00:00,-2.9640913322784854,
2021-12-21 10:30:00,-14.036184034045164,
2021-12-21 12:00:00,2.7155439566988093,
2021-12-21 13:30:00,-2.0313516557721982,
2021-12-21 15:00:00,-5.0069982046956625,
2021-12-21 15:30:30,-5.0069982046956625,
2021-12-21 23:59:59,-14.152999169695022,c
2021-12-22 00:00:00,-8.52035673455417,
2021-12-22 10:00:00,-16.08513976699399,
2021-12-22 10:30:00,-33.27528135299734,
2021-12-22 12:00:00,-40.857118389477606,
2021-12-22 13:30:00,-52.850763655779225,
2021-12-22 15:00:00,-36.90556947054307,
2021-12-22 15:30:30,-36.90556947054307,
2021-12-22 23:59:59,-17.884323042355234,c
2021-12-23 00:00:00,-41.78588197029581,
2021-12-23 10:00:00,-15.987136264945761,
2021-12-23 10:30:00,-1.2330017013508296,
2021-12-23 12:00:00,-10.57267871607182,
2021-12-23 13:30:00,4.515660140148086,
2021-12-23 15:00:00,1.845582802401907,
2021-12-23 15:30:30,1.845582802401907,
2021-12-23 23:59:59,14.412719087195995,c
2021-12-24 00:00:00,16.30777796671528,
2021-12-24 10:00:00,10.911275826898887,
2021-12-24 10:30:00,7.484692695284565,
2021-12-24 12:00:00,2.90256176477844,
