date,SCHH_2021_Q3,meta
2021-09-02 23:59:59,-1.5033630144872063,c
2021-09-03 00:00:00,4.081427731706015,
2021-09-03 10:00:00,8.078041003823444,
2021-09-03 10:30:00,3.7336921387429243,
2021-09-03 12:00:00,-25.70190843053706,
2021-09-03 13:30:00,-19.779951276838176,
2021-09-03 15:00:00,-28.012111182017918,
2021-09-03 15:30:30,-28.012111182017918,
2021-09-03 23:59:59,-14.593363855583277,w
2021-09-06 00:00:00,-14.593363855583277,
2021-09-06 10:00:00,-14.593363855583277,
2021-09-06 10:30:00,-14.593363855583277,
2021-09-06 12:00:00,-14.593363855583277,
2021-09-06 13:30:00,-14.593363855583277,
2021-09-06 15:00:00,-14.593363855583277,
2021-09-06 15:30:30,-14.593363855583277,
2021-09-06 23:59:59,-14.593363855583277,c
2021-09-07 00:00:00,-9.804334390121483,
2021-09-07 10:00:00,38.271062367051115,
2021-09-07 10:30:00,37.11646331773363,
2021-09-07 12:00:00,22.141009723665377,
2021-09-07 13:30:00,20.629234179888158,
2021-09-07 15:00:00,22.861656713399043,
2021-09-07 15:30:30,22.861656713399043,
2021-09-07 23:59:59,17.492437351323986,c
2021-09-08 00:00:00,24.431696028308693,
2021-09-08 10:00:00,30.69540948582096,
2021-09-08 10:30:00,10.686947185753752,
2021-09-08 12:00:00,-14.357956433024015,
2021-09-08 13:30:00,-10.095997816882402,
2021-09-08 15:00:00,0.7309154002416562,
2021-09-08 15:30:30,0.7309154002416562,
2021-09-08 23:59:59,-6.703621963998501,c
2021-09-09 00:00:00,-4.1655803594293275,
2021-09-09 10:00:00,17.43091323784506,
2021-09-09 10:30:00,15.999754191856198,
2021-09-09 12:00:00,8.955439175592005,
2021-09-09 13:30:00,6.652922439929341,
2021-09-09 15:00:00,6.722101313287851,
2021-09-09 15:30:30,6.722101313287851,
2021-09-09 23:59:59,8.138916068885749,c
2021-09-10 00:00:00,12.637920698164919,
2021-09-10 10:00:00,26.51390917558774,
2021-09-10 10:30:00,25.768773105809032,
2021-09-10 12:00:00,7.485683497817149,
2021-09-10 13:30:00,8.399573825896766,
2021-09-10 15:00:00,1.3689363794308633,
2021-09-10 15:30:30,1.3689363794308633,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,-6.401130727120005,
2021-09-13 10:00:00,18.74689123906552,
2021-09-13 10:30:00,24.35544081213851,
2021-09-13 12:00:00,43.27823462711456,
2021-09-13 13:30:00,45.385187321068884,
2021-09-13 15:00:00,57.21232603860699,
2021-09-13 15:30:30,57.21232603860699,
2021-09-13 23:59:59,43.81849188705439,c
2021-09-14 00:00:00,46.03638145600894,
2021-09-14 10:00:00,43.482386100163524,
2021-09-14 10:30:00,30.684083411570953,
2021-09-14 12:00:00,32.65606959688938,
2021-09-14 13:30:00,36.29644153274893,
2021-09-14 15:00:00,12.93225728861944,
2021-09-14 15:30:30,12.93225728861944,
2021-09-14 23:59:59,21.514540997755205,c
2021-09-15 00:00:00,14.074653315491105,
2021-09-15 10:00:00,32.784884206130414,
2021-09-15 10:30:00,37.11721126443581,
2021-09-15 12:00:00,32.19067308656912,
2021-09-15 13:30:00,25.61433402305488,
2021-09-15 15:00:00,25.51725679360868,
2021-09-15 15:30:30,25.51725679360868,
2021-09-15 23:59:59,23.16208059295684,c
2021-09-16 00:00:00,19.432807099470153,
2021-09-16 10:00:00,28.66804413262031,
2021-09-16 10:30:00,39.760261709581755,
2021-09-16 12:00:00,30.078604420983538,
2021-09-16 13:30:00,29.853881184661816,
2021-09-16 15:00:00,24.710932762430218,
2021-09-16 15:30:30,24.710932762430218,
2021-09-16 23:59:59,17.23034804288642,c
2021-09-17 00:00:00,49.796218814466215,
2021-09-17 10:00:00,37.785753748438424,
2021-09-17 10:30:00,29.539599618802868,
2021-09-17 12:00:00,13.799289937219953,
2021-09-17 13:30:00,21.93848684488097,
2021-09-17 15:00:00,5.3471972180319085,
2021-09-17 15:30:30,5.3471972180319085,
2021-09-17 23:59:59,-27.54148108161786,e
2021-09-20 00:00:00,-30.73146407465157,
2021-09-20 10:00:00,-6.865164102943709,
2021-09-20 10:30:00,-22.8483089905028,
2021-09-20 12:00:00,-12.787733644191007,
2021-09-20 13:30:00,-16.173578679281206,
2021-09-20 15:00:00,-24.143335774997126,
2021-09-20 15:30:30,-24.143335774997126,
2021-09-20 23:59:59,-21.837697884228078,c
2021-09-21 00:00:00,-22.049697304768813,
2021-09-21 10:00:00,-24.86451044355789,
2021-09-21 10:30:00,-12.689885418421397,
2021-09-21 12:00:00,-19.978456645186952,
2021-09-21 13:30:00,-16.269417186218845,
2021-09-21 15:00:00,-22.708707503230073,
2021-09-21 15:30:30,-22.708707503230073,
2021-09-21 23:59:59,-15.351246418414632,c
2021-09-22 00:00:00,-5.558327193225864,
2021-09-22 10:00:00,2.5479450643672976,
2021-09-22 10:30:00,-6.215291011555337,
2021-09-22 12:00:00,1.845576125485536,
2021-09-22 13:30:00,11.621918109486671,
2021-09-22 15:00:00,9.462449991602455,
2021-09-22 15:30:30,9.462449991602455,
2021-09-22 23:59:59,4.528034413420869,c
2021-09-23 00:00:00,5.0841276958905155,
2021-09-23 10:00:00,15.411646304662327,
2021-09-23 10:30:00,16.891298528209404,
2021-09-23 12:00:00,28.729578536226825,
2021-09-23 13:30:00,22.985568559067474,
2021-09-23 15:00:00,17.830446509145077,
2021-09-23 15:30:30,17.830446509145077,
2021-09-23 23:59:59,22.705032950786915,c
2021-09-24 00:00:00,17.779748564050294,
2021-09-24 10:00:00,-4.358563862494009,
2021-09-24 10:30:00,14.690157723413847,
2021-09-24 12:00:00,14.380161591282217,
2021-09-24 13:30:00,-4.445476037133119,
2021-09-24 15:00:00,-7.904873033388526,
2021-09-24 15:30:30,-7.904873033388526,
2021-09-24 23:59:59,0.3326717480084085,w
2021-09-27 00:00:00,7.846469508143855,
2021-09-27 10:00:00,34.66640910365601,
2021-09-27 10:30:00,44.13060297837933,
2021-09-27 12:00:00,64.08137436652862,
2021-09-27 13:30:00,50.04033679165144,
2021-09-27 15:00:00,45.906095682879595,
2021-09-27 15:30:30,45.906095682879595,
2021-09-27 23:59:59,47.88373147426853,c
2021-09-28 00:00:00,55.20915058052634,
2021-09-28 10:00:00,46.24204107790894,
2021-09-28 10:30:00,42.957072277419115,
2021-09-28 12:00:00,53.211423458283946,
2021-09-28 13:30:00,52.61530825988598,
2021-09-28 15:00:00,53.47110417011572,
2021-09-28 15:30:30,53.47110417011572,
2021-09-28 23:59:59,47.143420723902466,c
2021-09-29 00:00:00,40.299880733214025,
2021-09-29 10:00:00,26.309526822326802,
2021-09-29 10:30:00,19.84600299751554,
2021-09-29 12:00:00,15.758884363657273,
2021-09-29 13:30:00,17.509493343285385,
2021-09-29 15:00:00,21.786839817576208,
2021-09-29 15:30:30,21.786839817576208,
2021-09-29 23:59:59,29.348994482992055,c
2021-09-30 00:00:00,24.83268601845026,
2021-09-30 10:00:00,13.472086829289879,
2021-09-30 10:30:00,2.405644209436275,
2021-09-30 12:00:00,3.5766553197755684,
2021-09-30 13:30:00,-0.039771089823716466,
2021-09-30 15:00:00,-1.4309250484848235,
2021-09-30 15:30:30,-1.4309250484848235,
2021-09-30 23:59:59,0.7487158159654541,c
2021-10-01 00:00:00,22.376055531348868,
2021-10-01 10:00:00,34.437412528136406,
2021-10-01 10:30:00,36.59394909926601,
2021-10-01 12:00:00,42.71048176868351,
2021-10-01 13:30:00,58.83596928642703,
2021-10-01 15:00:00,72.77683461084018,
2021-10-01 15:30:30,72.77683461084018,
2021-10-01 23:59:59,64.98094162616508,w
