date,PPA_2021_Q2,meta
2021-06-01 00:00:00,-233.99637996055964,
2021-06-01 10:00:00,-219.8098704579298,
2021-06-01 10:30:00,-220.9588128341545,
2021-06-01 12:00:00,-222.2729600381169,
2021-06-01 13:30:00,-213.4596054908106,
2021-06-01 15:00:00,-212.4264262211998,
2021-06-01 15:30:30,-212.4264262211998,
2021-06-01 23:59:59,-217.605963974474,c
2021-06-02 00:00:00,-211.51197839674222,
2021-06-02 10:00:00,-230.9011840747625,
2021-06-02 10:30:00,-222.59731134227582,
2021-06-02 12:00:00,-208.73230366388074,
2021-06-02 13:30:00,-193.82536716776846,
2021-06-02 15:00:00,-177.35322877796557,
2021-06-02 15:30:30,-177.35322877796557,
2021-06-02 23:59:59,-182.0856216196639,c
2021-06-03 00:00:00,-173.6194535070446,
2021-06-03 10:00:00,-182.28710317045667,
2021-06-03 10:30:00,-161.07188765351032,
2021-06-03 12:00:00,-187.23925078136332,
2021-06-03 13:30:00,-163.46750123250663,
2021-06-03 15:00:00,-158.81197342961008,
2021-06-03 15:30:30,-158.81197342961008,
2021-06-03 23:59:59,-159.93077626185175,c
2021-06-04 00:00:00,-170.7867297873302,
2021-06-04 10:00:00,-148.66559752410373,
2021-06-04 10:30:00,-140.18963695692676,
2021-06-04 12:00:00,-133.72333531624497,
2021-06-04 13:30:00,-148.03040946456258,
2021-06-04 15:00:00,-157.35372324297455,
2021-06-04 15:30:30,-157.35372324297455,
2021-06-04 23:59:59,-145.10224326272396,w
2021-06-07 00:00:00,-146.8848891125193,
2021-06-07 10:00:00,-117.78929635189415,
2021-06-07 10:30:00,-106.7631672269177,
2021-06-07 12:00:00,-95.67578162440674,
2021-06-07 13:30:00,-85.79168664976159,
2021-06-07 15:00:00,-74.45620567056753,
2021-06-07 15:30:30,-74.45620567056753,
2021-06-07 23:59:59,-65.60781280292105,c
2021-06-08 00:00:00,-53.611550236773816,
2021-06-08 10:00:00,-40.76536113284768,
2021-06-08 10:30:00,-26.704389693808473,
2021-06-08 12:00:00,-29.233804432853802,
2021-06-08 13:30:00,-21.39453426696047,
2021-06-08 15:00:00,-20.35145414854226,
2021-06-08 15:30:30,-20.35145414854226,
2021-06-08 23:59:59,-21.272753682543417,c
2021-06-09 00:00:00,-14.013456824861509,
2021-06-09 10:00:00,-41.419584926947536,
2021-06-09 10:30:00,-40.639081180815225,
2021-06-09 12:00:00,-41.13404502095186,
2021-06-09 13:30:00,-34.692898611844036,
2021-06-09 15:00:00,-43.88277285794942,
2021-06-09 15:30:30,-43.88277285794942,
2021-06-09 23:59:59,-60.14411124460663,c
2021-06-10 00:00:00,-60.48210942593365,
2021-06-10 10:00:00,-83.76105904528629,
2021-06-10 10:30:00,-86.08433004754967,
2021-06-10 12:00:00,-84.73082742921113,
2021-06-10 13:30:00,-58.014920487549325,
2021-06-10 15:00:00,-53.772445922863575,
2021-06-10 15:30:30,-53.772445922863575,
2021-06-10 23:59:59,-59.08596491584131,c
2021-06-11 00:00:00,-61.546120561333844,
2021-06-11 10:00:00,-40.192092813019364,
2021-06-11 10:30:00,-45.27948486827706,
2021-06-11 12:00:00,-27.979386174452372,
2021-06-11 13:30:00,-25.460575511755614,
2021-06-11 15:00:00,-36.57521819574243,
2021-06-11 15:30:30,-36.57521819574243,
2021-06-11 23:59:59,-29.550515276633774,w
2021-06-14 00:00:00,-23.127115871462614,
2021-06-14 10:00:00,-17.988691847473852,
2021-06-14 10:30:00,-13.273959507316325,
2021-06-14 12:00:00,-9.413069441586908,
2021-06-14 13:30:00,-12.96428920309942,
2021-06-14 15:00:00,-15.906777313226167,
2021-06-14 15:30:30,-15.906777313226167,
2021-06-14 23:59:59,-24.994906770721784,c
2021-06-15 00:00:00,-27.84565878646162,
2021-06-15 10:00:00,-5.292093028413769,
2021-06-15 10:30:00,-24.736600670771253,
2021-06-15 12:00:00,-23.6603076129931,
2021-06-15 13:30:00,-13.735296785846119,
2021-06-15 15:00:00,-25.08329281891627,
2021-06-15 15:30:30,-25.08329281891627,
