date,SP_MIG_2022_Q3,meta
2022-07-22 00:00:00,-257.632473554389,
2022-07-22 10:00:00,-198.06817202043248,
2022-07-22 10:30:00,-216.429141072329,
2022-07-22 12:00:00,-159.58660990809722,
2022-07-22 13:30:00,-128.14698976346335,
2022-07-22 15:00:00,-148.95887712495278,
2022-07-22 15:30:30,-148.95887712495278,
2022-07-22 23:59:59,-171.1656074880516,w
2022-07-25 00:00:00,-199.42406942140997,
2022-07-25 10:00:00,-167.3517339567743,
2022-07-25 10:30:00,-98.91763543723755,
2022-07-25 12:00:00,-127.98623000144516,
2022-07-25 13:30:00,-114.83532785182433,
2022-07-25 15:00:00,-120.17249820032293,
2022-07-25 15:30:30,-120.17249820032293,
2022-07-25 23:59:59,-155.78573871079016,c
2022-07-26 00:00:00,-108.92303401737263,
2022-07-26 10:00:00,-29.982206182683967,
2022-07-26 10:30:00,-4.611194999928557,
2022-07-26 12:00:00,2.076320482578012,
2022-07-26 13:30:00,-12.154939397001726,
2022-07-26 15:00:00,-10.982896506138786,
2022-07-26 15:30:30,-10.982896506138786,
2022-07-26 23:59:59,32.336856715281556,c
2022-07-27 00:00:00,-22.326607699236774,
2022-07-27 10:00:00,-75.04863712523911,
2022-07-27 10:30:00,-66.38411137473486,
2022-07-27 12:00:00,-60.20619900846623,
2022-07-27 13:30:00,-24.973763762028284,
2022-07-27 15:00:00,-89.36005313584565,
2022-07-27 15:30:30,-89.36005313584565,
2022-07-27 23:59:59,-130.02080238731423,c
2022-07-28 00:00:00,-156.81384483411784,
2022-07-28 10:00:00,-101.03137482694274,
2022-07-28 10:30:00,-56.727227352119826,
2022-07-28 12:00:00,-105.19205061062303,
2022-07-28 13:30:00,-100.56623076237565,
2022-07-28 15:00:00,-111.4814002239491,
2022-07-28 15:30:30,-111.4814002239491,
2022-07-28 23:59:59,-125.0126574396254,c
2022-07-29 00:00:00,-155.15068384570213,
2022-07-29 10:00:00,-52.251221698388235,
2022-07-29 10:30:00,-81.95093567779941,
2022-07-29 12:00:00,-61.39796194186056,
2022-07-29 13:30:00,-113.42767543838181,
2022-07-29 15:00:00,-138.1309081043264,
2022-07-29 15:30:30,-138.1309081043264,
2022-07-29 23:59:59,-170.26602411940712,w
2022-08-01 00:00:00,-155.48180946803996,
2022-08-01 10:00:00,-188.9305477240555,
2022-08-01 10:30:00,-174.82263223057134,
2022-08-01 12:00:00,-237.97686884646555,
2022-08-01 13:30:00,-153.2623571717727,
2022-08-01 15:00:00,-189.63560975991413,
2022-08-01 15:30:30,-189.63560975991413,
2022-08-01 23:59:59,-206.7473058834048,c
2022-08-02 00:00:00,-153.39027512067287,
2022-08-02 10:00:00,-253.83640120961627,
2022-08-02 10:30:00,-263.4046766852789,
2022-08-02 12:00:00,-376.8570414452897,
2022-08-02 13:30:00,-417.4245634765066,
2022-08-02 15:00:00,-463.7327278891985,
2022-08-02 15:30:30,-463.7327278891985,
2022-08-02 23:59:59,-482.58862174866545,c
2022-08-03 00:00:00,-576.0027494914293,
2022-08-03 10:00:00,-662.330957086579,
2022-08-03 10:30:00,-588.3164453471786,
2022-08-03 12:00:00,-617.632080002405,
2022-08-03 13:30:00,-638.9599167882284,
2022-08-03 15:00:00,-671.6647790588249,
2022-08-03 15:30:30,-671.6647790588249,
2022-08-03 23:59:59,-651.0350705127903,c
2022-08-04 00:00:00,-627.3971070626849,
2022-08-04 10:00:00,-820.4184788035618,
2022-08-04 10:30:00,-784.8846814911931,
2022-08-04 12:00:00,-754.6363443289033,
2022-08-04 13:30:00,-714.3107006055466,
2022-08-04 15:00:00,-658.4230980573275,
2022-08-04 15:30:30,-658.4230980573275,
2022-08-04 23:59:59,-586.5596668492062,c
2022-08-05 00:00:00,-521.1949020209968,
2022-08-05 10:00:00,-596.5539192662109,
2022-08-05 10:30:00,-577.045532162077,
2022-08-05 12:00:00,-527.4770435047267,
2022-08-05 13:30:00,-593.8575622464523,
2022-08-05 15:00:00,-540.5999152267909,
2022-08-05 15:30:30,-540.5999152267909,
2022-08-05 23:59:59,-527.0480984150881,w
2022-08-08 00:00:00,-612.1904180864208,
2022-08-08 10:00:00,-830.2232068211733,
2022-08-08 10:30:00,-955.5339878219215,
2022-08-08 12:00:00,-881.0288129736086,
2022-08-08 13:30:00,-828.8294247832996,
2022-08-08 15:00:00,-781.4697583630059,
2022-08-08 15:30:30,-781.4697583630059,
2022-08-08 23:59:59,-756.1523240202505,c
2022-08-09 00:00:00,-692.8693334293989,
2022-08-09 10:00:00,-548.9766664535969,
2022-08-09 10:30:00,-539.7185647234087,
2022-08-09 12:00:00,-505.1327812511322,
2022-08-09 13:30:00,-478.630332900123,
2022-08-09 15:00:00,-568.8038174610933,
2022-08-09 15:30:30,-568.8038174610933,
2022-08-09 23:59:59,-563.0378927967699,c
2022-08-10 00:00:00,-717.6601107383217,
2022-08-10 10:00:00,-697.1094779499977,
2022-08-10 10:30:00,-696.056863391937,
2022-08-10 12:00:00,-765.3209200818292,
2022-08-10 13:30:00,-761.1941570056956,
2022-08-10 15:00:00,-746.7222497218622,
2022-08-10 15:30:30,-746.7222497218622,
2022-08-10 23:59:59,-751.1717305543225,c
2022-08-11 00:00:00,-845.152920358255,
2022-08-11 10:00:00,-829.2814709852164,
2022-08-11 10:30:00,-827.2890863724824,
2022-08-11 12:00:00,-722.7757924686903,
2022-08-11 13:30:00,-809.8691078756128,
2022-08-11 15:00:00,-809.8806514654766,
2022-08-11 15:30:30,-809.8806514654766,
2022-08-11 23:59:59,-800.3582023978774,c
2022-08-12 00:00:00,-873.557977469533,
2022-08-12 10:00:00,-879.6996709758114,
2022-08-12 10:30:00,-924.5858127016945,
2022-08-12 12:00:00,-920.1213328403151,
2022-08-12 13:30:00,-970.0119745297438,
2022-08-12 15:00:00,-921.5416885798036,
2022-08-12 15:30:30,-921.5416885798036,s
2022-08-12 23:59:59,-966.3277533617111,w
2022-08-15 00:00:00,-878.5028864938599,
2022-08-15 10:00:00,-995.698591927815,
2022-08-15 10:30:00,-896.9977313285808,
2022-08-15 12:00:00,-903.279503626034,
2022-08-15 13:30:00,-907.103169508498,
2022-08-15 15:00:00,-923.499026345115,
2022-08-15 15:30:30,-923.499026345115,
2022-08-15 23:59:59,-898.9198202609446,c
2022-08-16 00:00:00,-848.3135740011435,
2022-08-16 10:00:00,-820.7846677910215,
2022-08-16 10:30:00,-763.3797767051624,
2022-08-16 12:00:00,-864.3525524965153,
2022-08-16 13:30:00,-870.3239674794504,
2022-08-16 15:00:00,-845.8771371844459,
2022-08-16 15:30:30,-845.8771371844459,
2022-08-16 23:59:59,-864.4619936274453,c
2022-08-17 00:00:00,-741.649046946653,
2022-08-17 10:00:00,-827.7532610300273,
2022-08-17 10:30:00,-752.8500673438598,
2022-08-17 12:00:00,-806.6373802530093,
2022-08-17 13:30:00,-807.1014169700752,
2022-08-17 15:00:00,-840.3648604545197,
2022-08-17 15:30:30,-840.3648604545197,
2022-08-17 23:59:59,-816.1457859733137,c
2022-08-18 00:00:00,-819.2015948206663,
2022-08-18 10:00:00,-715.1217024558864,
2022-08-18 10:30:00,-689.987401344602,
2022-08-18 12:00:00,-723.8498237367303,
2022-08-18 13:30:00,-763.2211011983486,
2022-08-18 15:00:00,-733.8807817769484,
2022-08-18 15:30:30,-733.8807817769484,
2022-08-18 23:59:59,-712.352536872364,c
2022-08-19 00:00:00,-637.8025853305649,
2022-08-19 10:00:00,-567.1035387498041,
2022-08-19 10:30:00,-561.210933748916,
2022-08-19 12:00:00,-501.73558912051203,
2022-08-19 13:30:00,-473.4370190528589,
2022-08-19 15:00:00,-480.181591197555,
2022-08-19 15:30:30,-480.181591197555,
2022-08-19 23:59:59,-521.0239599147467,w
2022-08-22 00:00:00,-420.9352903502163,
2022-08-22 10:00:00,-404.47019927146766,
2022-08-22 10:30:00,-339.91936827872314,
2022-08-22 12:00:00,-396.2581248168917,
2022-08-22 13:30:00,-321.43743270539653,
2022-08-22 15:00:00,-297.2838945323633,
2022-08-22 15:30:30,-297.2838945323633,
2022-08-22 23:59:59,-294.29466303367144,c
2022-08-23 00:00:00,-301.94316124579063,
2022-08-23 10:00:00,-446.94976329096016,
2022-08-23 10:30:00,-461.1199969073882,
2022-08-23 12:00:00,-427.5134503557606,
2022-08-23 13:30:00,-428.17107948245894,
2022-08-23 15:00:00,-420.45581751348755,
2022-08-23 15:30:30,-420.45581751348755,
2022-08-23 23:59:59,-397.4456735696549,c
2022-08-24 00:00:00,-403.96785296507414,
2022-08-24 10:00:00,-481.03347357750636,
2022-08-24 10:30:00,-541.8344851043862,
2022-08-24 12:00:00,-598.5298942801082,
2022-08-24 13:30:00,-579.0719372768854,
2022-08-24 15:00:00,-532.1955084606802,
2022-08-24 15:30:30,-532.1955084606802,
2022-08-24 23:59:59,-550.4338475028762,c
2022-08-25 00:00:00,-605.4172415227617,
2022-08-25 10:00:00,-682.495298504698,
2022-08-25 10:30:00,-665.9810641256931,
2022-08-25 12:00:00,-591.9007434090745,
2022-08-25 13:30:00,-636.95616769756,
2022-08-25 15:00:00,-636.044692608717,
2022-08-25 15:30:30,-636.044692608717,
2022-08-25 23:59:59,-638.9157822473303,c
2022-08-26 00:00:00,-665.9862351263419,
2022-08-26 10:00:00,-647.7686813808282,
2022-08-26 10:30:00,-576.6700186205794,
2022-08-26 12:00:00,-483.19809239878396,
2022-08-26 13:30:00,-411.9745782093987,
2022-08-26 15:00:00,-384.8457650673772,
2022-08-26 15:30:30,-384.8457650673772,
2022-08-26 23:59:59,-370.0986970638369,w
2022-08-29 00:00:00,-293.63801775608,
2022-08-29 10:00:00,-416.48503021126817,
2022-08-29 10:30:00,-422.5765542112049,
2022-08-29 12:00:00,-394.52967125075884,
2022-08-29 13:30:00,-388.6938173973658,
2022-08-29 15:00:00,-410.903240210067,
2022-08-29 15:30:30,-410.903240210067,
2022-08-29 23:59:59,-357.59822177355,c
2022-08-30 00:00:00,-417.8964111861469,
2022-08-30 10:00:00,-453.4774712423091,
2022-08-30 10:30:00,-428.55288850836587,
2022-08-30 12:00:00,-395.69866155385535,
2022-08-30 13:30:00,-335.7147153737733,
2022-08-30 15:00:00,-364.7701557583423,
2022-08-30 15:30:30,-364.7701557583423,
2022-08-30 23:59:59,-371.59137894090463,c
2022-08-31 00:00:00,-298.4115867200171,
2022-08-31 10:00:00,-295.8470235800114,
2022-08-31 10:30:00,-163.2035606795589,
2022-08-31 12:00:00,-101.0418724967999,
2022-08-31 13:30:00,-76.51052399581249,
2022-08-31 15:00:00,-59.4759431179682,
2022-08-31 15:30:30,-59.4759431179682,m
2022-08-31 23:59:59,-41.94401385461424,c
2022-09-01 00:00:00,42.78543980384438,
2022-09-01 10:00:00,104.35498006673788,
