date,EU_DAX_2022_Q2,meta
2022-05-06 00:00:00,672.6180532061347,
2022-05-06 03:30:00,697.1441369935212,
2022-05-06 04:00:00,695.9494790906359,
2022-05-06 06:00:00,697.9208993325722,
2022-05-06 08:00:00,647.6110593650437,
2022-05-06 10:30:00,685.3003377817163,
2022-05-06 11:00:00,671.4358589370808,
2022-05-06 23:59:59,708.7920412719486,w
2022-05-09 00:00:00,731.8884859505688,
2022-05-09 03:30:00,786.3755414311474,
2022-05-09 04:00:00,825.2991114570543,
2022-05-09 06:00:00,864.6596438712492,
2022-05-09 08:00:00,875.8528771267177,
2022-05-09 10:30:00,969.3254263485375,
2022-05-09 11:00:00,1038.2622106155886,
2022-05-09 23:59:59,1120.8014852859546,c
2022-05-10 00:00:00,1098.3455847407224,
2022-05-10 03:30:00,988.6116765089861,
2022-05-10 04:00:00,1097.5612628110753,
2022-05-10 06:00:00,1174.1419349344485,
2022-05-10 08:00:00,1079.3445643537545,
2022-05-10 10:30:00,1141.0440209669698,
2022-05-10 11:00:00,1216.7698620825352,
2022-05-10 23:59:59,1261.8292296476122,c
2022-05-11 00:00:00,1240.0847110695238,
2022-05-11 03:30:00,1078.1326134878523,
2022-05-11 04:00:00,1087.1312008469386,
2022-05-11 06:00:00,1153.7587530715068,
2022-05-11 08:00:00,1092.6925453081883,
2022-05-11 10:30:00,1298.2028743110855,
2022-05-11 11:00:00,1317.8773001468394,
2022-05-11 23:59:59,1363.7511310773461,c
2022-05-12 00:00:00,1373.7122807951193,
2022-05-12 03:30:00,1415.9466369269267,
2022-05-12 04:00:00,1383.4623382244276,
2022-05-12 06:00:00,1433.1824905969602,
2022-05-12 08:00:00,1441.7821239507853,
2022-05-12 10:30:00,1263.0612143054623,
2022-05-12 11:00:00,1195.9487807770693,
2022-05-12 23:59:59,1147.5852313854791,c
2022-05-13 00:00:00,1146.7315730249063,
2022-05-13 03:30:00,995.3191916926013,
2022-05-13 04:00:00,976.4186992640779,
2022-05-13 06:00:00,1109.8612824164288,
2022-05-13 08:00:00,1152.088332287664,
2022-05-13 10:30:00,1071.584329421994,
2022-05-13 11:00:00,1027.6032729768322,
2022-05-13 23:59:59,1016.7478408584822,w
2022-05-16 00:00:00,1040.9259465627124,
2022-05-16 03:30:00,1030.3730990778313,
2022-05-16 04:00:00,963.3579918086344,
2022-05-16 06:00:00,998.3817099336428,
2022-05-16 08:00:00,977.5278505224161,
2022-05-16 10:30:00,876.2976922946549,
2022-05-16 11:00:00,944.7666606479014,
2022-05-16 23:59:59,932.9712857612329,c
2022-05-17 00:00:00,840.7700458500617,
