date,JPDIV_2013,meta
2013-03-15 00:00:00,-66.4229366278249,
2013-03-15 10:00:00,-54.814658198760746,
2013-03-15 10:30:00,-60.44005564893186,
2013-03-15 12:00:00,-61.75289710147918,
2013-03-15 13:30:00,-56.84134380119145,
2013-03-15 15:00:00,-55.810426019302604,
2013-03-15 15:30:30,-55.810426019302604,
2013-03-15 23:59:59,-47.2661338174814,w
2013-03-18 00:00:00,-34.43617629884601,
2013-03-18 10:00:00,-42.81055485816776,
2013-03-18 10:30:00,-36.549163256570104,
2013-03-18 12:00:00,-41.287389866409306,
2013-03-18 13:30:00,-40.80867664754093,
2013-03-18 15:00:00,-48.231834310854076,
2013-03-18 15:30:30,-48.231834310854076,
2013-03-18 23:59:59,-43.431020380181074,c
2013-03-19 00:00:00,-32.666414898973706,
2013-03-19 10:00:00,-33.86216368918896,
2013-03-19 10:30:00,-30.355737111977934,
2013-03-19 12:00:00,7.466744206387401,
2013-03-19 13:30:00,-5.709246138975024,
2013-03-19 15:00:00,0.4435484824186563,
2013-03-19 15:30:30,0.4435484824186563,
2013-03-19 23:59:59,-3.701162386618256,c
2013-03-20 00:00:00,-9.594949516441822,
2013-03-20 10:00:00,-11.033157686953544,
2013-03-20 10:30:00,-11.271480039431452,
2013-03-20 12:00:00,-6.484347850753665,
2013-03-20 13:30:00,-4.5270165646547085,
2013-03-20 15:00:00,-3.286720849907994,
2013-03-20 15:30:30,-3.286720849907994,
2013-03-20 23:59:59,-1.1314771080493928,c
2013-03-21 00:00:00,35.4931869061923,
2013-03-21 10:00:00,27.2448103941077,
2013-03-21 10:30:00,33.1783720913738,
2013-03-21 12:00:00,29.671945514163372,
2013-03-21 13:30:00,39.40371245056212,
2013-03-21 15:00:00,33.32414322154164,
2013-03-21 15:30:30,33.32414322154164,
2013-03-21 23:59:59,41.346342512807254,c
2013-03-22 00:00:00,9.47275944483459,
2013-03-22 10:00:00,6.600480131627321,
2013-03-22 10:30:00,2.4068636837506294,
2013-03-22 12:00:00,13.868203749800324,
2013-03-22 13:30:00,8.635927367972732,
2013-03-22 15:00:00,29.833585101022724,
2013-03-22 15:30:30,29.833585101022724,
2013-03-22 23:59:59,20.259320723667145,w
2013-03-25 00:00:00,0.23004829683959485,
2013-03-25 10:00:00,-4.939227061367632,
2013-03-25 10:30:00,-1.6081218130159378,
2013-03-25 12:00:00,6.236569434689879,
2013-03-25 13:30:00,5.081452167681455,
2013-03-25 15:00:00,-0.06316354971706867,
2013-03-25 15:30:30,-0.06316354971706867,
2013-03-25 23:59:59,-5.2927360883647205,c
2013-03-26 00:00:00,-7.199314908200503,
2013-03-26 10:00:00,-7.914281965640783,
2013-03-26 10:30:00,-4.242078773744702,
2013-03-26 12:00:00,2.8566768082880976,
2013-03-26 13:30:00,0.38755085588455196,
2013-03-26 15:00:00,-3.838925412942767,
2013-03-26 15:30:30,-3.838925412942767,
2013-03-26 23:59:59,-0.8848806999468803,c
2013-03-27 00:00:00,33.4249684994787,
2013-03-27 10:00:00,24.165709240219595,
2013-03-27 10:30:00,29.160150847845674,
2013-03-27 12:00:00,23.814431253226996,
2013-03-27 13:30:00,34.62899134532988,
2013-03-27 15:00:00,29.5332812067765,
2013-03-27 15:30:30,29.5332812067765,
2013-03-27 23:59:59,24.578082263020274,c
2013-03-28 00:00:00,-4.63790368526876,
2013-03-28 10:00:00,-6.552756560739875,
2013-03-28 10:30:00,-1.323184022092819,
2013-03-28 12:00:00,-9.101756700212956,
2013-03-28 13:30:00,-6.867761678830981,
2013-03-28 15:00:00,-7.982690675612092,
2013-03-28 15:30:30,-7.982690675612092,
2013-03-28 23:59:59,0.0,c
2013-03-29 00:00:00,0.0,
2013-03-29 10:00:00,0.0,
2013-03-29 10:30:00,0.0,
2013-03-29 12:00:00,0.0,
2013-03-29 13:30:00,0.0,
2013-03-29 15:00:00,0.0,
2013-03-29 15:30:30,0.0,
2013-03-29 23:59:59,0.0,a
2013-04-01 00:00:00,-154.85427024011375,
2013-04-01 10:00:00,-155.49255453193842,
2013-04-01 10:30:00,-155.41483750936925,
2013-04-01 12:00:00,-165.95790515095473,
2013-04-01 13:30:00,-164.19848632062434,
2013-04-01 15:00:00,-164.52176549435197,
2013-04-01 15:30:30,-164.52176549435197,
