date,EU_FTSE_DM_STAY_2022_Q3,meta
2022-07-08 00:00:00,-97.00113803191422,
2022-07-08 03:30:00,-98.98592444250137,
2022-07-08 04:00:00,-101.38866794111951,
2022-07-08 06:00:00,-96.21074597861237,
2022-07-08 08:00:00,-98.15756432480865,
2022-07-08 10:30:00,-97.39107917595675,
2022-07-08 11:00:00,-85.7942723233836,
2022-07-08 23:59:59,-86.90995539910135,w
2022-07-11 00:00:00,-95.03999044309823,
2022-07-11 03:30:00,-83.51099505070329,
2022-07-11 04:00:00,-79.98132917115598,
2022-07-11 06:00:00,-74.72272405581955,
2022-07-11 08:00:00,-82.21122290138894,
2022-07-11 10:30:00,-74.88780467672407,
2022-07-11 11:00:00,-76.19997799542807,
2022-07-11 23:59:59,-72.303444187873,c
2022-07-12 00:00:00,-81.95764712593936,
2022-07-12 03:30:00,-69.73207933790317,
2022-07-12 04:00:00,-74.13308912744321,
2022-07-12 06:00:00,-66.87002616305742,
2022-07-12 08:00:00,-50.771217858608395,
2022-07-12 10:30:00,-50.5591579602162,
2022-07-12 11:00:00,-48.18097489887717,
2022-07-12 23:59:59,-52.17347860301817,c
2022-07-13 00:00:00,-68.33026212189176,
2022-07-13 03:30:00,-51.342387540723195,
2022-07-13 04:00:00,-46.953461843503106,
2022-07-13 06:00:00,-50.05478943279516,
2022-07-13 08:00:00,-51.29801026107566,
2022-07-13 10:30:00,-51.95324788305021,
2022-07-13 11:00:00,-50.40228962218387,
2022-07-13 23:59:59,-50.391444970681704,c
2022-07-14 00:00:00,-55.740086713632365,
2022-07-14 03:30:00,-48.04252018200273,
2022-07-14 04:00:00,-47.796992454055186,
2022-07-14 06:00:00,-50.485631302815676,
2022-07-14 08:00:00,-49.358162858036735,
2022-07-14 10:30:00,-53.31031555614635,
2022-07-14 11:00:00,-52.38934955184578,
2022-07-14 23:59:59,-50.904947779525,c
2022-07-15 00:00:00,-52.239655816634524,
2022-07-15 03:30:00,-61.98787807480386,
2022-07-15 04:00:00,-60.017627310160265,
2022-07-15 06:00:00,-64.80220813360066,
2022-07-15 08:00:00,-64.26946821311424,
2022-07-15 10:30:00,-77.15656576224322,
2022-07-15 11:00:00,-71.78090642430581,
2022-07-15 23:59:59,-71.04720231247134,w
2022-07-18 00:00:00,-82.18652807162803,
2022-07-18 03:30:00,-92.62843145690177,
2022-07-18 04:00:00,-86.8511007618141,
2022-07-18 06:00:00,-92.98172703193828,
2022-07-18 08:00:00,-96.22412455620908,
2022-07-18 10:30:00,-93.01942304701836,
2022-07-18 11:00:00,-91.41971143760152,
2022-07-18 23:59:59,-88.5209588412877,c
2022-07-19 00:00:00,-89.79877624131119,
2022-07-19 03:30:00,-105.86352934038935,
2022-07-19 04:00:00,-106.77108858576891,
2022-07-19 06:00:00,-106.81981843672692,
2022-07-19 08:00:00,-100.10230354682415,
2022-07-19 10:30:00,-106.07818014431173,
2022-07-19 11:00:00,-106.33462723138405,
2022-07-19 23:59:59,-107.57992838487972,c
2022-07-20 00:00:00,-107.68151126153164,
2022-07-20 03:30:00,-108.9858509833674,
2022-07-20 04:00:00,-98.8409816851549,
2022-07-20 06:00:00,-101.82271867334407,
2022-07-20 08:00:00,-97.19256526223545,
2022-07-20 10:30:00,-93.49946291872722,
2022-07-20 11:00:00,-94.20730562146244,
2022-07-20 23:59:59,-87.33885608679913,c
2022-07-21 00:00:00,-80.69163845683292,
2022-07-21 03:30:00,-87.74433137420606,
2022-07-21 04:00:00,-78.84138999717612,
2022-07-21 06:00:00,-83.55191403027231,
2022-07-21 08:00:00,-91.04787230608082,
2022-07-21 10:30:00,-90.51134230022312,
2022-07-21 11:00:00,-96.89587298926398,
2022-07-21 23:59:59,-97.83731878408146,c
2022-07-22 00:00:00,-92.08936602672435,
2022-07-22 03:30:00,-94.27962322292532,
2022-07-22 04:00:00,-93.28752767523152,
2022-07-22 06:00:00,-87.58413255326272,
2022-07-22 08:00:00,-88.45315480910062,
2022-07-22 10:30:00,-96.46154166963474,
2022-07-22 11:00:00,-94.02649974633725,
2022-07-22 23:59:59,-97.0095529238683,w
2022-07-25 00:00:00,-96.59566836367941,
2022-07-25 03:30:00,-103.68822156339372,
2022-07-25 04:00:00,-105.10160937667965,
2022-07-25 06:00:00,-103.23596432901925,
2022-07-25 08:00:00,-96.39850558508797,
2022-07-25 10:30:00,-97.83247901386048,
2022-07-25 11:00:00,-93.66599040528442,
2022-07-25 23:59:59,-95.66145113660295,c
2022-07-26 00:00:00,-95.55022753832657,
2022-07-26 03:30:00,-90.82567572357121,
2022-07-26 04:00:00,-86.43767850816677,
2022-07-26 06:00:00,-89.11046459343564,
2022-07-26 08:00:00,-87.7206685966439,
2022-07-26 10:30:00,-80.18980072313056,
2022-07-26 11:00:00,-83.85101750620626,
2022-07-26 23:59:59,-78.50541554355644,c
2022-07-27 00:00:00,-51.80729152654487,
2022-07-27 03:30:00,-50.904134743415455,
2022-07-27 04:00:00,-48.75459438662253,
2022-07-27 06:00:00,-41.51972862223312,
2022-07-27 08:00:00,-53.632078113012426,
2022-07-27 10:30:00,-56.47458139554672,
2022-07-27 11:00:00,-57.74662824663662,
2022-07-27 23:59:59,-54.30201759879131,c
2022-07-28 00:00:00,-41.521814888456674,
2022-07-28 03:30:00,-29.912075597645696,
2022-07-28 04:00:00,-29.066798108030213,
2022-07-28 06:00:00,-31.429652459084394,
2022-07-28 08:00:00,-20.828011712241107,
2022-07-28 10:30:00,-22.916507214131457,
2022-07-28 11:00:00,-23.001444594729833,
2022-07-28 23:59:59,-19.499610059235238,c
2022-07-29 00:00:00,-15.05447326306529,
2022-07-29 03:30:00,-3.6895293142956973,
2022-07-29 04:00:00,1.8193930817593582,
2022-07-29 06:00:00,1.678772746726196,
2022-07-29 08:00:00,-0.13472265008920203,
2022-07-29 10:30:00,-13.587860212432986,
2022-07-29 11:00:00,-9.21695230484903,
2022-07-29 23:59:59,-7.460656122792159,w
2022-08-01 00:00:00,3.52397737252619,
2022-08-01 03:30:00,-2.3615200572502317,
2022-08-01 04:00:00,-12.42467745944677,
2022-08-01 06:00:00,-12.541341053684732,
2022-08-01 08:00:00,-9.163565639860366,
2022-08-01 10:30:00,3.6804066357882164,
2022-08-01 11:00:00,9.076243071446811,
2022-08-01 23:59:59,7.382697838854995,c
2022-08-02 00:00:00,-1.0524359809203645,
2022-08-02 03:30:00,-12.463913175385386,
2022-08-02 04:00:00,-17.03486100497946,
2022-08-02 06:00:00,-8.380590646075063,
2022-08-02 08:00:00,-8.3356451523251,
2022-08-02 10:30:00,-9.205000839629122,
2022-08-02 11:00:00,-4.717534324629128,
2022-08-02 23:59:59,-2.0620224865099033,c
2022-08-03 00:00:00,-1.2028015584140803,
2022-08-03 03:30:00,-0.32334682797130654,
2022-08-03 04:00:00,0.35215715899144584,
2022-08-03 06:00:00,-1.665535803196434,
2022-08-03 08:00:00,-4.700556696690512,
2022-08-03 10:30:00,-4.225771731423919,
2022-08-03 11:00:00,0.9086726233083482,
2022-08-03 23:59:59,5.423995675527607,c
2022-08-04 00:00:00,6.359869131270813,
2022-08-04 03:30:00,-3.5691133926393093,
2022-08-04 04:00:00,-0.49611659959936105,
2022-08-04 06:00:00,-5.57210742561324,
2022-08-04 08:00:00,-3.457149774580472,
2022-08-04 10:30:00,7.72431990621331,
2022-08-04 11:00:00,4.265464332763202,
2022-08-04 23:59:59,5.18866379887541,c
2022-08-05 00:00:00,13.685385978459124,
2022-08-05 03:30:00,8.120595879410843,
2022-08-05 04:00:00,6.2916866294945635,
2022-08-05 06:00:00,6.283969292805978,
2022-08-05 08:00:00,2.0948714243181144,
2022-08-05 10:30:00,-14.929845037504123,
2022-08-05 11:00:00,-17.898161362030095,
2022-08-05 23:59:59,-11.403458117207805,w
2022-08-08 00:00:00,-7.893863063261051,
2022-08-08 03:30:00,-6.020023778467532,
2022-08-08 04:00:00,-7.809597752311447,
2022-08-08 06:00:00,-1.6330724350200967,
2022-08-08 08:00:00,1.0475471261786424,
2022-08-08 10:30:00,3.054915330231637,
2022-08-08 11:00:00,4.585600619784287,
2022-08-08 23:59:59,2.951848405605034,c
2022-08-09 00:00:00,5.473541007361007,
2022-08-09 03:30:00,-2.7163479141093774,
2022-08-09 04:00:00,-7.788195670125589,
2022-08-09 06:00:00,-8.861154698376055,
2022-08-09 08:00:00,-17.981579643127077,
2022-08-09 10:30:00,-22.0337007359488,
2022-08-09 11:00:00,-21.88075093203946,
2022-08-09 23:59:59,-15.769149075500565,c
2022-08-10 00:00:00,-17.713038660218643,
2022-08-10 03:30:00,-21.24818071383828,
2022-08-10 04:00:00,-21.10470726417779,
2022-08-10 06:00:00,-13.943191212511834,
2022-08-10 08:00:00,-11.091501143615147,
2022-08-10 10:30:00,4.668575538347625,
2022-08-10 11:00:00,4.368355511140891,
2022-08-10 23:59:59,0.052870355205442365,c
2022-08-11 00:00:00,1.2527947689005998,
2022-08-11 03:30:00,-1.3452171917083149,
2022-08-11 04:00:00,-8.67788554497713,
2022-08-11 06:00:00,-5.87182053117678,
2022-08-11 08:00:00,-1.7223142833819054,
2022-08-11 10:30:00,-9.96391733734157,
2022-08-11 11:00:00,-5.254380519163163,
2022-08-11 23:59:59,1.396707555992208,c
2022-08-12 00:00:00,2.0313809974668686,
2022-08-12 03:30:00,-2.7224708884404833,
2022-08-12 04:00:00,-6.444996398396711,
2022-08-12 06:00:00,-10.579795124415568,
2022-08-12 08:00:00,-5.241151870559207,
2022-08-12 10:30:00,-13.28167625847658,
2022-08-12 11:00:00,-12.711471858020246,
2022-08-12 23:59:59,-7.572622701577956,w
2022-08-15 00:00:00,-15.666587591661255,
2022-08-15 03:30:00,-17.411904494704856,
2022-08-15 04:00:00,-12.4868421089717,
2022-08-15 06:00:00,-10.807333080075097,
2022-08-15 08:00:00,-4.854950079582295,
2022-08-15 10:30:00,1.660972198641474,
2022-08-15 11:00:00,-2.3215709278154577,
2022-08-15 23:59:59,-2.7209368062919452,c
2022-08-16 00:00:00,-4.103418496358444,
2022-08-16 03:30:00,1.5426662959791884,
2022-08-16 04:00:00,1.4294475143265402,
2022-08-16 06:00:00,-2.0588216507494224,
2022-08-16 08:00:00,1.8480705105524464,
2022-08-16 10:30:00,-2.902729363639054,
2022-08-16 11:00:00,-0.046413702240784005,
2022-08-16 23:59:59,-4.3570277826836445,c
2022-08-17 00:00:00,-5.457728665067663,
2022-08-17 03:30:00,-5.007192071209005,
2022-08-17 04:00:00,-7.1736659969114385,
2022-08-17 06:00:00,-7.483690365618116,
2022-08-17 08:00:00,-7.205312266310841,
2022-08-17 10:30:00,-12.570238007890225,
2022-08-17 11:00:00,-17.13195428369866,
2022-08-17 23:59:59,-8.601357330698505,c
2022-08-18 00:00:00,-2.2582230569283013,
2022-08-18 03:30:00,-4.9947187171216285,
2022-08-18 04:00:00,-2.7422107494701606,
2022-08-18 06:00:00,6.786840300055729,
2022-08-18 08:00:00,6.798669658976536,
2022-08-18 10:30:00,2.2195140153223747,
2022-08-18 11:00:00,5.4626466195738885,
2022-08-18 23:59:59,8.43398871067808,c
2022-08-19 00:00:00,2.3156728040081305,
2022-08-19 03:30:00,-0.13768698069216612,
2022-08-19 04:00:00,-1.7701451807879494,
2022-08-19 06:00:00,6.104527048590086,
2022-08-19 08:00:00,4.01041326816906,
2022-08-19 10:30:00,-1.5941639493152309,
2022-08-19 11:00:00,-5.41821999536765,
2022-08-19 23:59:59,0.0,a
2022-08-22 00:00:00,-3.766778605184925,
2022-08-22 03:30:00,1.8793068143037885,
2022-08-22 04:00:00,-3.5021940617268683,
2022-08-22 06:00:00,1.41443192505983,
2022-08-22 08:00:00,-7.326957123746695,
2022-08-22 10:30:00,8.260359214677948,
2022-08-22 11:00:00,9.818813367431119,
2022-08-22 23:59:59,9.267569351939159,c
2022-08-23 00:00:00,3.7449596237555056,
2022-08-23 03:30:00,8.008761188970794,
2022-08-23 04:00:00,-1.3674161039099317,
2022-08-23 06:00:00,1.0176504036680285,
2022-08-23 08:00:00,-1.9211930235624948,
2022-08-23 10:30:00,-1.2709636024550264,
2022-08-23 11:00:00,-4.34655945222238,
2022-08-23 23:59:59,-6.33520247676023,c
2022-08-24 00:00:00,-1.194649521537258,
2022-08-24 03:30:00,2.9787231030783516,
2022-08-24 04:00:00,8.009231973834687,
2022-08-24 06:00:00,5.028164040282292,
2022-08-24 08:00:00,-0.44889140922532533,
2022-08-24 10:30:00,-3.681682606942502,
2022-08-24 11:00:00,-5.063577825227043,
2022-08-24 23:59:59,0.8316685508401065,c
2022-08-25 00:00:00,-9.572233737686645,
2022-08-25 03:30:00,-7.621367204713607,
2022-08-25 04:00:00,-9.983618040544087,
2022-08-25 06:00:00,-16.31456114771649,
2022-08-25 08:00:00,-19.17689973979364,
2022-08-25 10:30:00,-15.463222403488885,
2022-08-25 11:00:00,-16.71379988664242,
2022-08-25 23:59:59,-13.017695511690931,c
2022-08-26 00:00:00,-11.9062958194327,
2022-08-26 03:30:00,-10.895602150449065,
2022-08-26 04:00:00,-14.599148531074775,
2022-08-26 06:00:00,-17.61489461000488,
2022-08-26 08:00:00,-16.05452077406548,
2022-08-26 10:30:00,-9.769158958559103,
2022-08-26 11:00:00,-18.290381899210644,
2022-08-26 23:59:59,-20.75979416656392,w
2022-08-29 00:00:00,-21.181637717381562,
2022-08-29 03:30:00,-23.657566585561256,
2022-08-29 04:00:00,-26.94832945429411,
2022-08-29 06:00:00,-25.30020086317822,
2022-08-29 08:00:00,-24.448326010970902,
2022-08-29 10:30:00,-29.882539404253038,
2022-08-29 11:00:00,-26.001645168570178,
2022-08-29 23:59:59,-22.618535108141202,c
2022-08-30 00:00:00,-15.618789477189097,
2022-08-30 03:30:00,-21.941189590064027,
2022-08-30 04:00:00,-12.525960211669286,
2022-08-30 06:00:00,-14.10400593377048,
2022-08-30 08:00:00,-9.523776283585335,
2022-08-30 10:30:00,-8.05611958417876,
2022-08-30 11:00:00,-10.73050633039756,
2022-08-30 23:59:59,-4.851538647227045,c
2022-08-31 00:00:00,-4.236694070587305,
2022-08-31 03:30:00,2.4988338996344908,
2022-08-31 04:00:00,-1.3295173836243919,
2022-08-31 06:00:00,9.985000981940004,
2022-08-31 08:00:00,17.904332973077885,
2022-08-31 10:30:00,10.922868337997869,
2022-08-31 11:00:00,13.126962825066471,
2022-08-31 23:59:59,8.018526871823894,c
2022-09-01 00:00:00,-25.619302106147813,
2022-09-01 03:30:00,-11.476389674619298,
2022-09-01 04:00:00,-17.132679663148906,
2022-09-01 06:00:00,-17.71553171154838,
2022-09-01 08:00:00,-11.378218620345365,
2022-09-01 10:30:00,-18.70646876910706,
2022-09-01 11:00:00,-19.01039822036563,
2022-09-01 23:59:59,-15.153303650452813,c
2022-09-02 00:00:00,-4.261149834004726,
2022-09-02 03:30:00,-10.052732282607849,
2022-09-02 04:00:00,-7.03630339197386,
2022-09-02 06:00:00,-3.3658296657563653,
2022-09-02 08:00:00,4.344124536442166,
2022-09-02 10:30:00,1.3708510868709425,
2022-09-02 11:00:00,-0.5794083077155676,
2022-09-02 23:59:59,9.46298611989289,w
2022-09-05 00:00:00,6.8511824768981455,
2022-09-05 03:30:00,11.223260783211998,
2022-09-05 04:00:00,12.289064799937421,
2022-09-05 06:00:00,15.665113456121304,
2022-09-05 08:00:00,14.81002721411599,
2022-09-05 10:30:00,3.03142271190589,
2022-09-05 11:00:00,6.1327176455994845,
2022-09-05 23:59:59,7.884362452857346,c
2022-09-06 00:00:00,16.940614395964275,
2022-09-06 03:30:00,24.259455737348418,
2022-09-06 04:00:00,25.40622270614307,
2022-09-06 06:00:00,38.62919823556433,
2022-09-06 08:00:00,37.21913988687891,
2022-09-06 10:30:00,38.04087925168369,
2022-09-06 11:00:00,33.25348452694024,
2022-09-06 23:59:59,43.011813836246745,c
2022-09-07 00:00:00,39.723129094578496,
2022-09-07 03:30:00,51.38620793051382,
2022-09-07 04:00:00,49.5325032918127,
2022-09-07 06:00:00,57.40200185893298,
2022-09-07 08:00:00,58.957252863218116,
2022-09-07 10:30:00,66.66611142063084,
2022-09-07 11:00:00,65.93899753379424,
2022-09-07 23:59:59,70.52415865809934,c
2022-09-08 00:00:00,76.27668015428554,
2022-09-08 03:30:00,74.93647641651859,
2022-09-08 04:00:00,82.22244927399305,
2022-09-08 06:00:00,79.23430545310663,
2022-09-08 08:00:00,78.32614707063738,
2022-09-08 10:30:00,69.20974993956514,
2022-09-08 11:00:00,64.50701252877673,
2022-09-08 23:59:59,75.42835200271224,c
2022-09-09 00:00:00,82.93388553286718,
2022-09-09 03:30:00,75.22468009027602,
2022-09-09 04:00:00,76.44685739692972,
2022-09-09 06:00:00,74.65625589757332,
2022-09-09 08:00:00,72.66178083864668,
2022-09-09 10:30:00,73.66088469856169,
2022-09-09 11:00:00,75.91813715413821,
2022-09-09 23:59:59,82.63427598088731,w
2022-09-12 00:00:00,83.16941866977334,
2022-09-12 03:30:00,93.30981661856487,
2022-09-12 04:00:00,93.57458627552592,
2022-09-12 06:00:00,91.62217016158667,
2022-09-12 08:00:00,97.65593934572058,
2022-09-12 10:30:00,96.6095455020324,
2022-09-12 11:00:00,99.35295918317337,
2022-09-12 23:59:59,98.25532668823399,c
2022-09-13 00:00:00,100.3648301721152,
2022-09-13 03:30:00,106.86595447399168,
2022-09-13 04:00:00,109.0189733984202,
2022-09-13 06:00:00,101.3182836791085,
2022-09-13 08:00:00,110.47658849669142,
2022-09-13 10:30:00,84.86199854889782,
2022-09-13 11:00:00,87.10804556693444,
2022-09-13 23:59:59,89.86891339770767,c
2022-09-14 00:00:00,92.74285174880117,
2022-09-14 03:30:00,95.38285673147527,
2022-09-14 04:00:00,93.44773787050929,
2022-09-14 06:00:00,90.77013975214265,
2022-09-14 08:00:00,93.62197790201316,
2022-09-14 10:30:00,87.35414939379854,
2022-09-14 11:00:00,86.14049781463268,
2022-09-14 23:59:59,83.80361000493764,c
2022-09-15 00:00:00,85.99071276727523,
2022-09-15 03:30:00,85.00735746736598,
2022-09-15 04:00:00,84.6185825315385,
2022-09-15 06:00:00,85.76774568109715,
2022-09-15 08:00:00,77.49977453087217,
2022-09-15 10:30:00,89.52093564345103,
2022-09-15 11:00:00,81.70727751924585,
2022-09-15 23:59:59,83.00863423324256,c
2022-09-16 00:00:00,74.6865254643829,
2022-09-16 03:30:00,59.842020912774956,
2022-09-16 04:00:00,51.28695905634822,
2022-09-16 06:00:00,57.21822701822157,
2022-09-16 08:00:00,64.98302943931787,
2022-09-16 10:30:00,81.82253651930114,
2022-09-16 11:00:00,81.8063872020515,
2022-09-16 23:59:59,78.60882744272965,e
2022-09-19 00:00:00,78.85566633968313,
2022-09-19 03:30:00,73.43795518818337,
2022-09-19 04:00:00,66.28649528667432,
2022-09-19 06:00:00,70.55503446199242,
2022-09-19 08:00:00,67.85521463507001,
2022-09-19 10:30:00,57.10524455094992,
2022-09-19 11:00:00,57.33476278462928,
2022-09-19 23:59:59,62.25836984658122,c
2022-09-20 00:00:00,58.90118646170606,
2022-09-20 03:30:00,55.6853835252079,
2022-09-20 04:00:00,46.30882353319157,
2022-09-20 06:00:00,46.947310231868755,
2022-09-20 08:00:00,56.697513103208166,
2022-09-20 10:30:00,51.87152361756915,
2022-09-20 11:00:00,51.505444817395926,
2022-09-20 23:59:59,55.52830194393215,c
2022-09-21 00:00:00,43.09075207793114,
2022-09-21 03:30:00,34.047028721158,
2022-09-21 04:00:00,37.59769009288598,
2022-09-21 06:00:00,39.41045301524366,
2022-09-21 08:00:00,43.56338934927277,
2022-09-21 10:30:00,45.59579618186609,
2022-09-21 11:00:00,48.509389850929836,
2022-09-21 23:59:59,50.00416697352824,c
2022-09-22 00:00:00,39.62763968770639,
2022-09-22 03:30:00,30.789696339346875,
2022-09-22 04:00:00,27.554185748978114,
2022-09-22 06:00:00,36.17793166245215,
2022-09-22 08:00:00,42.58447537484065,
2022-09-22 10:30:00,27.244634435534437,
2022-09-22 11:00:00,30.990650382459364,
2022-09-22 23:59:59,23.46366117175768,c
2022-09-23 00:00:00,19.870460792546936,
2022-09-23 03:30:00,17.708953420571106,
2022-09-23 04:00:00,12.731081034520969,
2022-09-23 06:00:00,0.6361432766636881,
2022-09-23 08:00:00,-3.141255205539011,
2022-09-23 10:30:00,-4.119735539237723,
2022-09-23 11:00:00,-6.793917066490991,
2022-09-23 23:59:59,4.659687655296153,w
2022-09-26 00:00:00,4.838915500152751,
2022-09-26 03:30:00,14.97990373123696,
2022-09-26 04:00:00,9.410378205471488,
2022-09-26 06:00:00,11.06053826554006,
2022-09-26 08:00:00,25.49344033218233,
2022-09-26 10:30:00,27.934934514452948,
2022-09-26 11:00:00,26.222165342123162,
2022-09-26 23:59:59,22.272131631275812,c
2022-09-27 00:00:00,25.998832178390927,
2022-09-27 03:30:00,9.683736924440268,
2022-09-27 04:00:00,23.61680188175822,
2022-09-27 06:00:00,25.766939716738904,
2022-09-27 08:00:00,22.391448636441766,
2022-09-27 10:30:00,13.731192165462716,
2022-09-27 11:00:00,7.809378061040178,
2022-09-27 23:59:59,9.939614484651145,c
2022-09-28 00:00:00,3.5908943460348155,
2022-09-28 03:30:00,-0.0010956431429747227,
2022-09-28 04:00:00,4.469070862908239,
2022-09-28 06:00:00,-5.667968131684489,
2022-09-28 08:00:00,-17.39928192173076,
2022-09-28 10:30:00,-3.1805312619155472,
2022-09-28 11:00:00,-5.050173098858124,
2022-09-28 23:59:59,-2.968507625853306,c
2022-09-29 00:00:00,-3.780494841973166,
2022-09-29 03:30:00,-10.33632602185142,
2022-09-29 04:00:00,-4.9333189897039915,
2022-09-29 06:00:00,-0.27140690630477593,
2022-09-29 08:00:00,1.0992966860574143,
2022-09-29 10:30:00,9.478575452630878,
2022-09-29 11:00:00,11.476757475905714,
2022-09-29 23:59:59,9.563273477052007,c
2022-09-30 00:00:00,13.637387543336729,
2022-09-30 03:30:00,2.252758384214559,
2022-09-30 04:00:00,2.987305522199108,
2022-09-30 06:00:00,2.4774747149927805,
2022-09-30 08:00:00,4.970579583081047,
2022-09-30 10:30:00,3.6912009303271986,
2022-09-30 11:00:00,7.231479028435672,
2022-09-30 23:59:59,5.671275296357464,w
2022-10-03 00:00:00,-11.676147322718208,
2022-10-03 03:30:00,-15.326624628099808,
2022-10-03 04:00:00,-21.414484607369985,
2022-10-03 06:00:00,-21.930803916558972,
2022-10-03 08:00:00,-21.645447237298526,
2022-10-03 10:30:00,-4.317169509638347,
2022-10-03 11:00:00,-7.238562446614367,
2022-10-03 23:59:59,-13.322316896173305,c
2022-10-04 00:00:00,-10.644042266660193,
2022-10-04 03:30:00,-4.686018357372433,
2022-10-04 04:00:00,-2.274751770314765,
2022-10-04 06:00:00,7.1743839313126045,
2022-10-04 08:00:00,-0.6872118501447062,
2022-10-04 10:30:00,2.437015648920436,
2022-10-04 11:00:00,-6.334319581289179,
2022-10-04 23:59:59,-4.600480835206753,c
2022-10-05 00:00:00,-4.900633386953643,
2022-10-05 03:30:00,3.5780613015000995,
2022-10-05 04:00:00,8.441060315381918,
2022-10-05 06:00:00,9.087680935570262,
2022-10-05 08:00:00,-1.4862588620715655,
2022-10-05 10:30:00,-11.623215958552862,
2022-10-05 11:00:00,-13.766952926942423,
2022-10-05 23:59:59,-0.7496950883411273,c
2022-10-06 00:00:00,14.369051386535318,
2022-10-06 03:30:00,17.53625039185968,
2022-10-06 04:00:00,13.887212568505475,
2022-10-06 06:00:00,18.60350981893339,
2022-10-06 08:00:00,9.054494696587255,
2022-10-06 10:30:00,3.1785358400010466,
2022-10-06 11:00:00,-2.8102913991941705,
2022-10-06 23:59:59,8.467562498447109,c
2022-10-07 00:00:00,15.827925442942956,
2022-10-07 03:30:00,4.483845364723379,
2022-10-07 04:00:00,5.283824759342366,
2022-10-07 06:00:00,5.168127732716528,
2022-10-07 08:00:00,-5.6348382306723295,
2022-10-07 10:30:00,-19.13436083418827,
2022-10-07 11:00:00,-18.251132098718642,
2022-10-07 23:59:59,-19.992377003162005,w
