date,AS_MSCI_EM_REST_MIG_2023_Q1,meta
2022-12-29 00:00:00,949.0045190770943,
2022-12-29 01:00:00,949.0045190770943,
2022-12-29 02:30:00,938.0038030173837,
2022-12-29 03:00:00,908.0475031861006,
2022-12-29 18:30:00,908.0475031861006,
2022-12-29 20:00:00,908.0475031861006,
2022-12-29 23:00:00,952.9637959041866,
2022-12-29 23:59:59,949.2146106715154,c
2022-12-30 00:00:00,941.0109250697369,
2022-12-30 01:00:00,941.0109250697369,
2022-12-30 02:30:00,965.782159958706,
2022-12-30 03:00:00,977.7149837805337,
2022-12-30 18:30:00,977.7149837805337,
2022-12-30 20:00:00,977.7149837805337,
2022-12-30 23:00:00,977.7149837805337,
2022-12-30 23:59:59,975.6077588083281,w
2023-01-02 00:00:00,975.6077588083281,
2023-01-02 01:00:00,975.6077588083281,
2023-01-02 02:30:00,975.6077588083281,
2023-01-02 03:00:00,975.6077588083281,
2023-01-02 18:30:00,975.6077588083281,
2023-01-02 20:00:00,975.6077588083281,
2023-01-02 23:00:00,961.7376794887732,
2023-01-02 23:59:59,961.7376794887732,c
2023-01-03 00:00:00,919.7237816429024,
2023-01-03 01:00:00,919.7237816429024,
2023-01-03 02:30:00,890.7596580744776,
2023-01-03 03:00:00,924.3586792189581,
2023-01-03 18:30:00,924.3586792189581,
2023-01-03 20:00:00,924.3586792189581,
2023-01-03 23:00:00,720.237374320328,
2023-01-03 23:59:59,820.89202932437,c
2023-01-04 00:00:00,771.0489939681956,
2023-01-04 01:00:00,771.0489939681956,
2023-01-04 02:30:00,734.9293400403058,
2023-01-04 03:00:00,827.467055124247,
2023-01-04 18:30:00,827.467055124247,
2023-01-04 20:00:00,827.467055124247,
2023-01-04 23:00:00,756.5356435022968,
2023-01-04 23:59:59,726.4328936372985,c
2023-01-05 00:00:00,717.8483146408616,
2023-01-05 01:00:00,717.8483146408616,
2023-01-05 02:30:00,693.7781448715687,
2023-01-05 03:00:00,682.3397993594572,
2023-01-05 18:30:00,682.3397993594572,
2023-01-05 20:00:00,682.3397993594572,
2023-01-05 23:00:00,469.11704231432304,
2023-01-05 23:59:59,480.651984357135,c
2023-01-06 00:00:00,505.3041410410997,
2023-01-06 01:00:00,505.3041410410997,
2023-01-06 02:30:00,514.299597753572,
2023-01-06 03:00:00,490.42178055176373,
2023-01-06 18:30:00,490.42178055176373,
2023-01-06 20:00:00,490.42178055176373,
2023-01-06 23:00:00,490.42178055176373,
2023-01-06 23:59:59,482.4466874718537,w
2023-01-09 00:00:00,623.5680881124754,
2023-01-09 01:00:00,623.5680881124754,
2023-01-09 02:30:00,603.2603375934068,
2023-01-09 03:00:00,648.2314770358644,
2023-01-09 18:30:00,648.2314770358644,
2023-01-09 20:00:00,648.2314770358644,
2023-01-09 23:00:00,656.1151508506318,
2023-01-09 23:59:59,720.6895726966959,c
2023-01-10 00:00:00,670.3348573388848,
2023-01-10 01:00:00,670.3348573388848,
2023-01-10 02:30:00,630.2665585685754,
2023-01-10 03:00:00,678.6499394517177,
2023-01-10 18:30:00,678.6499394517177,
2023-01-10 20:00:00,678.6499394517177,
2023-01-10 23:00:00,633.504820031827,
2023-01-10 23:59:59,666.5227679269192,c
2023-01-11 00:00:00,649.5730921877021,
2023-01-11 01:00:00,649.5730921877021,
2023-01-11 02:30:00,650.6501008555024,
2023-01-11 03:00:00,652.5497164758435,
2023-01-11 18:30:00,652.5497164758435,
2023-01-11 20:00:00,652.5497164758435,
2023-01-11 23:00:00,745.4522396923185,
2023-01-11 23:59:59,726.4033122458331,c
2023-01-12 00:00:00,626.9866666967246,
2023-01-12 01:00:00,626.9866666967246,
2023-01-12 02:30:00,649.3064566818211,
2023-01-12 03:00:00,582.6565130858926,
2023-01-12 18:30:00,582.6565130858926,
2023-01-12 20:00:00,582.6565130858926,
2023-01-12 23:00:00,691.0080566247816,
2023-01-12 23:59:59,702.9300475244108,c
2023-01-13 00:00:00,677.6983154888367,
2023-01-13 01:00:00,677.6983154888367,
2023-01-13 02:30:00,690.1608438292387,
2023-01-13 03:00:00,776.2189307434237,
2023-01-13 18:30:00,776.2189307434237,
2023-01-13 20:00:00,776.2189307434237,
2023-01-13 23:00:00,776.2189307434237,
2023-01-13 23:59:59,776.470211373402,w
2023-01-16 00:00:00,792.4234887400235,
2023-01-16 01:00:00,792.4234887400235,
2023-01-16 02:30:00,854.7881414893873,
2023-01-16 03:00:00,837.7814623148588,
2023-01-16 18:30:00,837.7814623148588,
2023-01-16 20:00:00,837.7814623148588,
2023-01-16 23:00:00,800.5161275602786,
2023-01-16 23:59:59,804.9801874629848,c
