date,JPDIV_2014,meta
2014-03-17 00:00:00,-37.243395360649224,
2014-03-17 10:00:00,-49.472625432574745,
2014-03-17 10:30:00,-50.055418864464755,
2014-03-17 12:00:00,-45.985581743849515,
2014-03-17 13:30:00,-49.60008478596866,
2014-03-17 15:00:00,-47.431284848498706,
2014-03-17 15:30:30,-47.431284848498706,
2014-03-17 23:59:59,-34.875886076372865,c
2014-03-18 00:00:00,-71.46935063202322,
2014-03-18 10:00:00,-66.76651180402636,
2014-03-18 10:30:00,-55.97476188489437,
2014-03-18 12:00:00,-69.95645523792743,
2014-03-18 13:30:00,-65.86563338036954,
2014-03-18 15:00:00,-76.67346275581956,
2014-03-18 15:30:30,-76.67346275581956,
2014-03-18 23:59:59,-74.69175871134698,c
2014-03-19 00:00:00,-80.16956754133284,
2014-03-19 10:00:00,-79.48311645157872,
2014-03-19 10:30:00,-88.30924178255678,
2014-03-19 12:00:00,-98.16504374816836,
2014-03-19 13:30:00,-93.25467753029346,
2014-03-19 15:00:00,-85.27253126858413,
2014-03-19 15:30:30,-85.27253126858413,
2014-03-19 23:59:59,-74.55148059188664,c
2014-03-20 00:00:00,-152.16527225672544,
2014-03-20 10:00:00,-150.75197681652844,
2014-03-20 10:30:00,-160.4871940912974,
2014-03-20 12:00:00,-165.6217773764032,
2014-03-20 13:30:00,-172.25545616755602,
2014-03-20 15:00:00,-180.8714492242211,
2014-03-20 15:30:30,-180.8714492242211,
2014-03-20 23:59:59,-174.09496025989412,c
2014-03-21 00:00:00,-173.44013538081052,
2014-03-21 10:00:00,-166.5531760010451,
2014-03-21 10:30:00,-161.58110022672236,
2014-03-21 12:00:00,-172.30306557418706,
2014-03-21 13:30:00,-159.47259500120342,
2014-03-21 15:00:00,-160.27775888626576,
2014-03-21 15:30:30,-160.27775888626576,
2014-03-21 23:59:59,-176.93122404308141,w
2014-03-24 00:00:00,-144.96418837757767,
2014-03-24 10:00:00,-146.5069078672111,
2014-03-24 10:30:00,-136.08272572800158,
2014-03-24 12:00:00,-115.89510555221618,
2014-03-24 13:30:00,-122.17972588841737,
2014-03-24 15:00:00,-113.093095115574,
2014-03-24 15:30:30,-113.093095115574,
2014-03-24 23:59:59,-138.69183900327803,c
2014-03-25 00:00:00,-124.10662087772728,
2014-03-25 10:00:00,-134.1343565553552,
2014-03-25 10:30:00,-134.93798657018482,
2014-03-25 12:00:00,-117.5607706409484,
2014-03-25 13:30:00,-129.05441430627943,
2014-03-25 15:00:00,-137.213660053671,
2014-03-25 15:30:30,-137.213660053671,
2014-03-25 23:59:59,-140.15467925050615,c
2014-03-26 00:00:00,-88.7959840728569,
2014-03-26 10:00:00,-83.11370278021575,
2014-03-26 10:30:00,-77.966152250638,
2014-03-26 12:00:00,-82.17945781509995,
2014-03-26 13:30:00,-71.42030201385498,
2014-03-26 15:00:00,-81.33936652480483,
2014-03-26 15:30:30,-81.33936652480483,
2014-03-26 23:59:59,-69.02321680151165,c
2014-03-27 00:00:00,-19.545282516005635,
2014-03-27 10:00:00,5.816433583679796,
2014-03-27 10:30:00,-11.751746830419899,
2014-03-27 12:00:00,4.52220343244493,
2014-03-27 13:30:00,-5.463126632597446,
2014-03-27 15:00:00,6.1279295918673276,
2014-03-27 15:30:30,6.1279295918673276,
2014-03-27 23:59:59,12.013035726012589,c
2014-03-28 00:00:00,46.5200425160557,
2014-03-28 10:00:00,31.684331581596133,
2014-03-28 10:30:00,32.821401388220785,
2014-03-28 12:00:00,34.8281756199342,
2014-03-28 13:30:00,33.688038072831034,
2014-03-28 15:00:00,39.70222528702796,
2014-03-28 15:30:30,39.70222528702796,
2014-03-28 23:59:59,40.63953799262225,w
2014-03-31 00:00:00,36.103529728035326,
2014-03-31 10:00:00,30.891438658430577,
2014-03-31 10:30:00,31.42884307530582,
2014-03-31 12:00:00,21.32775772288382,
2014-03-31 13:30:00,6.954567660268545,
2014-03-31 15:00:00,-1.8715576707124708,
2014-03-31 15:30:30,-1.8715576707124708,
2014-03-31 23:59:59,0.0,a
2014-04-01 00:00:00,-16.30928827335596,
2014-04-01 10:00:00,-21.254013961430193,
2014-04-01 10:30:00,-20.651674917864803,
2014-04-01 12:00:00,-11.361494844804406,
2014-04-01 13:30:00,-0.795960663639307,
2014-04-01 15:00:00,-15.439189761602282,
2014-04-01 15:30:30,-15.439189761602282,
2014-04-01 23:59:59,-19.91411931330204,c
2014-04-02 00:00:00,-13.626431236623525,
2014-04-02 10:00:00,-5.270496128678918,
2014-04-02 10:30:00,-13.758580057148935,
2014-04-02 12:00:00,-1.3875626155364513,
2014-04-02 13:30:00,4.895523850427866,
2014-04-02 15:00:00,3.626305223278999,
2014-04-02 15:30:30,3.626305223278999,
2014-04-02 23:59:59,7.372488305181861,c
2014-04-03 00:00:00,-9.207233090179562,
2014-04-03 10:00:00,-12.283468848018645,
2014-04-03 10:30:00,-10.949709680842757,
2014-04-03 12:00:00,-9.213368571135403,
2014-04-03 13:30:00,-12.99028805281222,
2014-04-03 15:00:00,-8.211515325515865,
2014-04-03 15:30:30,-8.211515325515865,
2014-04-03 23:59:59,-12.421753149502873,c
2014-04-04 00:00:00,-12.947280691133738,
2014-04-04 10:00:00,-4.127290841106772,
2014-04-04 10:30:00,-5.528658288782835,
2014-04-04 12:00:00,-2.734732528195977,
2014-04-04 13:30:00,10.03080341809988,
2014-04-04 15:00:00,11.36302871503532,
2014-04-04 15:30:30,11.36302871503532,
2014-04-04 23:59:59,25.135413604327443,w
2014-04-07 00:00:00,16.43836935339868,
2014-04-07 10:00:00,9.351652872603536,
2014-04-07 10:30:00,12.089847227932811,
2014-04-07 12:00:00,35.61283755940437,
