date,MSCI_FACT_INTL_2023_Q1,meta
2023-01-12 00:00:00,-239.71158261295471,
2023-01-12 10:00:00,-227.37309382768984,
2023-01-12 10:30:00,-218.38612826916273,
2023-01-12 12:00:00,-212.38440721151665,
2023-01-12 13:30:00,-218.97041308002645,
2023-01-12 15:00:00,-214.57676795155828,
2023-01-12 15:30:30,-214.57676795155828,
2023-01-12 23:59:59,-216.17692606016044,c
2023-01-13 00:00:00,-191.51481385684826,
2023-01-13 10:00:00,-188.9689971570112,
2023-01-13 10:30:00,-191.29681650800887,
2023-01-13 12:00:00,-171.8083677230739,
2023-01-13 13:30:00,-178.7559743369977,
2023-01-13 15:00:00,-179.53713775799787,
2023-01-13 15:30:30,-179.53713775799787,
2023-01-13 23:59:59,-180.13431011339497,w
2023-01-16 00:00:00,-180.68001534965273,
2023-01-16 10:00:00,-180.1591914869952,
2023-01-16 10:30:00,-180.47682127116957,
2023-01-16 12:00:00,-181.4836877611961,
2023-01-16 13:30:00,-182.19208064459465,
2023-01-16 15:00:00,-182.1039216246653,
2023-01-16 15:30:30,-182.1039216246653,
2023-01-16 23:59:59,-182.1502505778576,c
2023-01-17 00:00:00,-197.34012064511793,
2023-01-17 10:00:00,-207.138081795978,
2023-01-17 10:30:00,-214.35388489815057,
2023-01-17 12:00:00,-214.71956746246826,
2023-01-17 13:30:00,-220.5993412492063,
2023-01-17 15:00:00,-210.68216589480392,
2023-01-17 15:30:30,-210.68216589480392,
2023-01-17 23:59:59,-204.68339151918832,c
2023-01-18 00:00:00,-217.06111610231207,
2023-01-18 10:00:00,-185.71198148848643,
2023-01-18 10:30:00,-171.82828690251685,
2023-01-18 12:00:00,-193.03495223293564,
2023-01-18 13:30:00,-197.40878262583863,
2023-01-18 15:00:00,-205.0082794746436,
2023-01-18 15:30:30,-205.0082794746436,
2023-01-18 23:59:59,-202.93097480910689,c
2023-01-19 00:00:00,-232.22618841354125,
2023-01-19 10:00:00,-208.39907077698163,
2023-01-19 10:30:00,-208.1393286872404,
2023-01-19 12:00:00,-193.1004491753298,
2023-01-19 13:30:00,-189.62084263838844,
2023-01-19 15:00:00,-192.05859896957276,
2023-01-19 15:30:30,-192.05859896957276,
2023-01-19 23:59:59,-199.83920462740866,c
2023-01-20 00:00:00,-198.98497751118555,
2023-01-20 10:00:00,-178.18132912002733,
2023-01-20 10:30:00,-177.74459066598797,
2023-01-20 12:00:00,-185.37220420522306,
2023-01-20 13:30:00,-183.76989982413318,
2023-01-20 15:00:00,-183.92183818090993,
2023-01-20 15:30:30,-183.92183818090993,
2023-01-20 23:59:59,-187.59395683023098,w
2023-01-23 00:00:00,-189.61829026664032,
2023-01-23 10:00:00,-194.41249486336653,
2023-01-23 10:30:00,-179.610008594377,
2023-01-23 12:00:00,-190.76038632479862,
2023-01-23 13:30:00,-192.13994136269358,
2023-01-23 15:00:00,-193.27328984037987,
2023-01-23 15:30:30,-193.27328984037987,
2023-01-23 23:59:59,-200.63978853759102,c
2023-01-24 00:00:00,-83.62836849415243,
2023-01-24 10:00:00,-166.3009338044488,
2023-01-24 10:30:00,-174.41418236862484,
2023-01-24 12:00:00,-161.16645551943105,
2023-01-24 13:30:00,-161.81434613368356,
2023-01-24 15:00:00,-163.92168714414342,
2023-01-24 15:30:30,-163.92168714414342,
2023-01-24 23:59:59,-188.26379994852948,c
2023-01-25 00:00:00,-179.15645288909246,
2023-01-25 10:00:00,-168.78231317009292,
2023-01-25 10:30:00,-167.0155987910448,
2023-01-25 12:00:00,-168.69453910396766,
2023-01-25 13:30:00,-170.06556599684592,
2023-01-25 15:00:00,-173.6618861152465,
2023-01-25 15:30:30,-173.6618861152465,
2023-01-25 23:59:59,-183.1807156202187,c
2023-01-26 00:00:00,-172.21202897472136,
2023-01-26 10:00:00,-169.35806753832293,
2023-01-26 10:30:00,-172.37505345019562,
2023-01-26 12:00:00,-147.18898421366742,
2023-01-26 13:30:00,-140.653547234379,
2023-01-26 15:00:00,-127.81290174865187,
2023-01-26 15:30:30,-127.81290174865187,
2023-01-26 23:59:59,-120.68226846451054,c
2023-01-27 00:00:00,-73.98178305806387,
2023-01-27 10:00:00,-72.92048765275003,
2023-01-27 10:30:00,-88.42479411177686,
2023-01-27 12:00:00,-94.7731528617268,
2023-01-27 13:30:00,-95.33267018806859,
2023-01-27 15:00:00,-104.25241636556363,
2023-01-27 15:30:30,-104.25241636556363,
2023-01-27 23:59:59,-113.66260648390111,w
2023-01-30 00:00:00,-130.9519292434421,
2023-01-30 10:00:00,-128.89626731653175,
2023-01-30 10:30:00,-138.20367563219818,
2023-01-30 12:00:00,-128.24547586514797,
2023-01-30 13:30:00,-121.99958589784985,
2023-01-30 15:00:00,-123.38705418015996,
2023-01-30 15:30:30,-123.38705418015996,
2023-01-30 23:59:59,-128.80695824843963,c
2023-01-31 00:00:00,-127.47157972220069,
2023-01-31 10:00:00,-131.93153701079726,
2023-01-31 10:30:00,-123.05864238606658,
2023-01-31 12:00:00,-138.96888210926178,
2023-01-31 13:30:00,-143.194138498084,
2023-01-31 15:00:00,-145.01470544849997,
2023-01-31 15:30:30,-145.01470544849997,s
2023-01-31 23:59:59,-152.4386045728425,c
2023-02-01 00:00:00,-97.13148856672225,
2023-02-01 10:00:00,-104.72631462223839,
2023-02-01 10:30:00,-97.32206555457398,
2023-02-01 12:00:00,-116.59738722827107,
2023-02-01 13:30:00,-107.03747836582951,
2023-02-01 15:00:00,-99.28837784584229,
2023-02-01 15:30:30,-99.28837784584229,
2023-02-01 23:59:59,-104.35348471129876,c
2023-02-02 00:00:00,74.88822867790392,
2023-02-02 10:00:00,52.000822751635894,
2023-02-02 10:30:00,78.26221733079691,
2023-02-02 12:00:00,62.13892870267682,
2023-02-02 13:30:00,101.74477942088802,
2023-02-02 15:00:00,58.55964699182428,
2023-02-02 15:30:30,58.55964699182428,
2023-02-02 23:59:59,54.49785640652479,c
2023-02-03 00:00:00,47.07812207888506,
2023-02-03 10:00:00,100.49530636887488,
2023-02-03 10:30:00,67.66499433936877,
2023-02-03 12:00:00,62.598936872569396,
2023-02-03 13:30:00,47.56482628711436,
2023-02-03 15:00:00,32.674841165280526,
2023-02-03 15:30:30,32.674841165280526,
2023-02-03 23:59:59,21.3273651456837,w
2023-02-06 00:00:00,43.20807841232897,
2023-02-06 10:00:00,59.08107261250794,
2023-02-06 10:30:00,51.86552393624652,
2023-02-06 12:00:00,61.75059265158799,
2023-02-06 13:30:00,59.39501843114246,
2023-02-06 15:00:00,63.570180153904715,
2023-02-06 15:30:30,63.570180153904715,
2023-02-06 23:59:59,59.249758541800446,c
2023-02-07 00:00:00,48.7355211876382,
2023-02-07 10:00:00,67.93970829978244,
2023-02-07 10:30:00,75.71087399237146,
2023-02-07 12:00:00,88.66598914318095,
2023-02-07 13:30:00,82.35869010530394,
2023-02-07 15:00:00,89.31255959915421,
2023-02-07 15:30:30,89.31255959915421,
2023-02-07 23:59:59,89.71186305315356,c
2023-02-08 00:00:00,52.673634239558936,
2023-02-08 10:00:00,35.418284804898036,
2023-02-08 10:30:00,21.087914018106034,
2023-02-08 12:00:00,28.342996653559,
2023-02-08 13:30:00,34.56091051819115,
2023-02-08 15:00:00,32.71270135814524,
2023-02-08 15:30:30,32.71270135814524,
2023-02-08 23:59:59,22.697030156257227,c
2023-02-09 00:00:00,3.0376893929778817,
2023-02-09 10:00:00,-4.101660627514562,
2023-02-09 10:30:00,0.8050278265659472,
2023-02-09 12:00:00,13.699801306121344,
2023-02-09 13:30:00,2.143686348245737,
2023-02-09 15:00:00,0.601245173814192,
2023-02-09 15:30:30,0.601245173814192,
2023-02-09 23:59:59,3.441952599673499,c
2023-02-10 00:00:00,14.036466887798156,
2023-02-10 10:00:00,27.847660151992017,
2023-02-10 10:30:00,31.157060674246623,
2023-02-10 12:00:00,22.24917885356217,
2023-02-10 13:30:00,7.918043507701185,
