date,KBE_2021_Q3,meta
2021-08-20 00:00:00,-26.283337182220293,
2021-08-20 10:00:00,-33.174247588441176,
2021-08-20 10:30:00,-46.27851295564324,
2021-08-20 12:00:00,-71.94856315401012,
2021-08-20 13:30:00,-87.17341966033564,
2021-08-20 15:00:00,-82.69860752015074,
2021-08-20 15:30:30,-82.69860752015074,
2021-08-20 23:59:59,-103.81108181021318,w
2021-08-23 00:00:00,-84.13896708658558,
2021-08-23 10:00:00,-113.66881688217018,
2021-08-23 10:30:00,-99.68426648901868,
2021-08-23 12:00:00,-102.83875053213296,
2021-08-23 13:30:00,-106.625089083489,
2021-08-23 15:00:00,-104.04225715567645,
2021-08-23 15:30:30,-104.04225715567645,
2021-08-23 23:59:59,-103.24625182059344,c
2021-08-24 00:00:00,-111.45839159555408,
2021-08-24 10:00:00,-95.45505652200973,
2021-08-24 10:30:00,-81.39013734018135,
2021-08-24 12:00:00,-91.95289053072474,
2021-08-24 13:30:00,-92.75566950428083,
2021-08-24 15:00:00,-86.57424457942625,
2021-08-24 15:30:30,-86.57424457942625,
2021-08-24 23:59:59,-75.98334016093986,c
2021-08-25 00:00:00,-82.41078045473023,
2021-08-25 10:00:00,-96.17540327285678,
2021-08-25 10:30:00,-96.67133820218305,
2021-08-25 12:00:00,-97.16605001112384,
2021-08-25 13:30:00,-109.22270664147482,
2021-08-25 15:00:00,-99.50514946673093,
2021-08-25 15:30:30,-99.50514946673093,
2021-08-25 23:59:59,-76.5492167950838,c
2021-08-26 00:00:00,-100.488323957376,
2021-08-26 10:00:00,-63.35430873393943,
2021-08-26 10:30:00,-79.90786615287698,
2021-08-26 12:00:00,-50.43363535930439,
2021-08-26 13:30:00,-43.04403280397037,
2021-08-26 15:00:00,-38.007007545306806,
2021-08-26 15:30:30,-38.007007545306806,
2021-08-26 23:59:59,-24.226901091554282,c
2021-08-27 00:00:00,-44.51362976129394,
2021-08-27 10:00:00,-69.63839733038776,
2021-08-27 10:30:00,-72.93349312852251,
2021-08-27 12:00:00,-104.89309900154649,
2021-08-27 13:30:00,-120.23578141500775,
2021-08-27 15:00:00,-130.09636277518757,
2021-08-27 15:30:30,-130.09636277518757,
2021-08-27 23:59:59,-136.398457480238,w
2021-08-30 00:00:00,-140.0828313844736,
2021-08-30 10:00:00,-111.25533736613806,
2021-08-30 10:30:00,-102.02147931093259,
2021-08-30 12:00:00,-89.80733424507298,
2021-08-30 13:30:00,-86.99701512411548,
2021-08-30 15:00:00,-90.96339035309256,
2021-08-30 15:30:30,-90.96339035309256,
2021-08-30 23:59:59,-69.59278439975287,c
2021-08-31 00:00:00,-85.36427002110213,
2021-08-31 10:00:00,-87.49900763921278,
2021-08-31 10:30:00,-102.12524544361895,
2021-08-31 12:00:00,-139.3950826672567,
2021-08-31 13:30:00,-143.96188036855938,
2021-08-31 15:00:00,-139.25406028068392,
2021-08-31 15:30:30,-139.25406028068392,s
2021-08-31 23:59:59,-140.38116982243037,c
2021-09-01 00:00:00,-148.2321128313456,
2021-09-01 10:00:00,-73.71990033178236,
2021-09-01 10:30:00,-95.82083885379416,
2021-09-01 12:00:00,-108.36848870144013,
2021-09-01 13:30:00,-131.22087340853113,
2021-09-01 15:00:00,-126.45410670473484,
2021-09-01 15:30:30,-126.45410670473484,
2021-09-01 23:59:59,-120.73670061758685,c
2021-09-02 00:00:00,-123.80197476284411,
2021-09-02 10:00:00,-112.3486021287099,
2021-09-02 10:30:00,-124.8461144732837,
2021-09-02 12:00:00,-131.8695325803701,
2021-09-02 13:30:00,-114.11512386138565,
2021-09-02 15:00:00,-98.39771763045474,
2021-09-02 15:30:30,-98.39771763045474,
2021-09-02 23:59:59,-97.73182837827608,c
2021-09-03 00:00:00,-116.29657953387141,
2021-09-03 10:00:00,-88.37935675966628,
2021-09-03 10:30:00,-98.50349620396946,
2021-09-03 12:00:00,-85.20514280461475,
2021-09-03 13:30:00,-84.59893686231953,
2021-09-03 15:00:00,-83.47604355453404,
2021-09-03 15:30:30,-83.47604355453404,
2021-09-03 23:59:59,-88.16893616732614,w
2021-09-06 00:00:00,-88.16893616732614,
2021-09-06 10:00:00,-88.16893616732614,
2021-09-06 10:30:00,-88.16893616732614,
2021-09-06 12:00:00,-88.16893616732614,
2021-09-06 13:30:00,-88.16893616732614,
2021-09-06 15:00:00,-88.16893616732614,
2021-09-06 15:30:30,-88.16893616732614,
2021-09-06 23:59:59,-88.16893616732614,c
2021-09-07 00:00:00,-108.79263212907927,
2021-09-07 10:00:00,-111.6481560018201,
2021-09-07 10:30:00,-106.80460283970024,
2021-09-07 12:00:00,-89.4878698437019,
2021-09-07 13:30:00,-84.66940954482698,
2021-09-07 15:00:00,-74.17145645587198,
2021-09-07 15:30:30,-74.17145645587198,
2021-09-07 23:59:59,-71.06901768706439,c
2021-09-08 00:00:00,-58.694036200382925,
2021-09-08 10:00:00,-58.244592337262475,
2021-09-08 10:30:00,-57.838815286109366,
2021-09-08 12:00:00,-50.372404163941155,
2021-09-08 13:30:00,-44.738107868094176,
2021-09-08 15:00:00,-40.94096793237759,
2021-09-08 15:30:30,-40.94096793237759,
2021-09-08 23:59:59,-52.80859191369109,c
2021-09-09 00:00:00,-67.57541618731648,
2021-09-09 10:00:00,-47.24373571802789,
2021-09-09 10:30:00,-59.70474923660049,
2021-09-09 12:00:00,-73.00627782574657,
