date,AR2_STAY_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,-273.3036964252286,
2021-04-23 10:00:00,-260.01086586612064,
2021-04-23 10:30:00,-255.48854325817194,
2021-04-23 12:00:00,-263.1275049957196,
2021-04-23 13:30:00,-261.53520297202283,
2021-04-23 15:00:00,-258.3107868778169,
2021-04-23 15:30:30,-258.3107868778169,
2021-04-23 23:59:59,-253.92196907100708,w
2021-04-26 00:00:00,-236.55040909968864,
2021-04-26 10:00:00,-239.48388207293738,
2021-04-26 10:30:00,-233.7251883440149,
2021-04-26 12:00:00,-227.0012283077658,
2021-04-26 13:30:00,-216.65214567059388,
2021-04-26 15:00:00,-209.41697683800703,
2021-04-26 15:30:30,-209.41697683800703,
2021-04-26 23:59:59,-209.65672155440632,c
2021-04-27 00:00:00,-204.88017512193096,
2021-04-27 10:00:00,-199.39692214498564,
2021-04-27 10:30:00,-203.58344651515006,
2021-04-27 12:00:00,-192.82891862685688,
2021-04-27 13:30:00,-192.88475372886694,
2021-04-27 15:00:00,-195.42491919633528,
2021-04-27 15:30:30,-195.42491919633528,
2021-04-27 23:59:59,-198.24702858235707,c
2021-04-28 00:00:00,-190.75533443394636,
2021-04-28 10:00:00,-196.64065946555104,
2021-04-28 10:30:00,-187.66640502646965,
2021-04-28 12:00:00,-176.96907403082776,
2021-04-28 13:30:00,-165.60256961234302,
2021-04-28 15:00:00,-166.77321479014552,
2021-04-28 15:30:30,-166.77321479014552,
2021-04-28 23:59:59,-166.8783761732451,c
2021-04-29 00:00:00,-161.22438212521274,
2021-04-29 10:00:00,-169.72110715703354,
2021-04-29 10:30:00,-167.4446743540359,
2021-04-29 12:00:00,-176.84236849326032,
2021-04-29 13:30:00,-168.536250323373,
2021-04-29 15:00:00,-151.99941320357118,
2021-04-29 15:30:30,-151.99941320357118,
2021-04-29 23:59:59,-156.72717731536522,c
2021-04-30 00:00:00,-159.3222074655322,
2021-04-30 10:00:00,-162.7460590574383,
2021-04-30 10:30:00,-153.2469154632646,
2021-04-30 12:00:00,-153.20034213302108,
2021-04-30 13:30:00,-150.68941480126557,
2021-04-30 15:00:00,-153.89229483972724,
2021-04-30 15:30:30,-153.89229483972724,
2021-04-30 23:59:59,-149.8632659594174,w
2021-05-03 00:00:00,-147.5050730257226,
2021-05-03 10:00:00,-168.9506427226794,
2021-05-03 10:30:00,-165.12188740380316,
2021-05-03 12:00:00,-162.28556865293774,
2021-05-03 13:30:00,-162.12544467185273,
2021-05-03 15:00:00,-166.72928691197512,
2021-05-03 15:30:30,-166.72928691197512,
2021-05-03 23:59:59,-162.22655845162717,c
2021-05-04 00:00:00,-163.40186622704846,
2021-05-04 10:00:00,-193.02384799301205,
2021-05-04 10:30:00,-185.89823658931846,
2021-05-04 12:00:00,-196.7167970891428,
2021-05-04 13:30:00,-191.34329975593675,
2021-05-04 15:00:00,-194.9371620937908,
2021-05-04 15:30:30,-194.9371620937908,
2021-05-04 23:59:59,-199.45256901544792,c
2021-05-05 00:00:00,-197.49918701750084,
2021-05-05 10:00:00,-204.43797324277034,
2021-05-05 10:30:00,-212.64107115820877,
2021-05-05 12:00:00,-197.61529263542207,
2021-05-05 13:30:00,-202.73026429548054,
2021-05-05 15:00:00,-208.25201058130347,
2021-05-05 15:30:30,-208.25201058130347,
2021-05-05 23:59:59,-213.01479310704735,c
2021-05-06 00:00:00,-210.68934981288396,
2021-05-06 10:00:00,-220.1706977288427,
2021-05-06 10:30:00,-240.78231878186023,
2021-05-06 12:00:00,-239.19395969019013,
2021-05-06 13:30:00,-229.37025619290296,
2021-05-06 15:00:00,-230.1426169499257,
2021-05-06 15:30:30,-230.1426169499257,
2021-05-06 23:59:59,-234.59635071154366,c
2021-05-07 00:00:00,-241.65972989888473,
2021-05-07 10:00:00,-214.46677803798798,
2021-05-07 10:30:00,-219.2707386360389,
2021-05-07 12:00:00,-200.45540195984654,
2021-05-07 13:30:00,-200.85906978004675,
2021-05-07 15:00:00,-207.90506646328254,
2021-05-07 15:30:30,-207.90506646328254,s
2021-05-07 23:59:59,-215.81708812419936,w
2021-05-10 00:00:00,-198.73940709153487,
2021-05-10 10:00:00,-235.8070104953215,
2021-05-10 10:30:00,-241.25839396077959,
2021-05-10 12:00:00,-234.3923300276782,
2021-05-10 13:30:00,-234.77876460287155,
2021-05-10 15:00:00,-255.44042820498657,
2021-05-10 15:30:30,-255.44042820498657,
2021-05-10 23:59:59,-246.5555238588538,c
2021-05-11 00:00:00,-251.16064130162442,
2021-05-11 10:00:00,-254.67724034329876,
2021-05-11 10:30:00,-255.92747184611426,
2021-05-11 12:00:00,-255.7420923330991,
2021-05-11 13:30:00,-247.63412000076232,
2021-05-11 15:00:00,-240.74682899487573,
2021-05-11 15:30:30,-240.74682899487573,
2021-05-11 23:59:59,-244.77171884240465,c
2021-05-12 00:00:00,-246.11226193002904,
2021-05-12 10:00:00,-258.429222593997,
2021-05-12 10:30:00,-248.32286536880645,
2021-05-12 12:00:00,-247.76238443033094,
2021-05-12 13:30:00,-248.85425285342365,
2021-05-12 15:00:00,-251.40841738488598,
2021-05-12 15:30:30,-251.40841738488598,
2021-05-12 23:59:59,-254.35810481744534,c
2021-05-13 00:00:00,-264.42327655733413,
2021-05-13 10:00:00,-255.9028213329093,
2021-05-13 10:30:00,-256.6327565451694,
2021-05-13 12:00:00,-280.31400329595385,
2021-05-13 13:30:00,-296.00581844500266,
2021-05-13 15:00:00,-302.12787343416704,
2021-05-13 15:30:30,-302.12787343416704,u
2021-05-13 23:59:59,-309.7860626424317,c
2021-05-14 00:00:00,-300.7982575210872,
2021-05-14 10:00:00,-281.2241912015721,
2021-05-14 10:30:00,-279.53538263127825,
2021-05-14 12:00:00,-280.00884612267976,
2021-05-14 13:30:00,-283.6044395049903,
2021-05-14 15:00:00,-281.5063439731024,
2021-05-14 15:30:30,-281.5063439731024,
2021-05-14 23:59:59,-287.33186911220434,w
2021-05-17 00:00:00,-291.42462819483023,
2021-05-17 10:00:00,-276.33038313673944,
2021-05-17 10:30:00,-270.11076473074513,
2021-05-17 12:00:00,-271.66150868257205,
2021-05-17 13:30:00,-266.7760607557344,
2021-05-17 15:00:00,-255.83924827374028,
2021-05-17 15:30:30,-255.83924827374028,
2021-05-17 23:59:59,-253.79069016061612,c
2021-05-18 00:00:00,-242.10912297988682,
2021-05-18 10:00:00,-238.7490034985567,
2021-05-18 10:30:00,-224.51265858396232,
2021-05-18 12:00:00,-214.52823579430458,
2021-05-18 13:30:00,-211.65869174233455,
2021-05-18 15:00:00,-210.65270377070522,
2021-05-18 15:30:30,-210.65270377070522,
2021-05-18 23:59:59,-210.63648460652632,c
2021-05-19 00:00:00,-223.92928997985632,
2021-05-19 10:00:00,-224.38654896349829,
2021-05-19 10:30:00,-226.33483702396597,
2021-05-19 12:00:00,-233.72479773268242,
2021-05-19 13:30:00,-226.61700580884644,
2021-05-19 15:00:00,-222.60746021815817,
2021-05-19 15:30:30,-222.60746021815817,
2021-05-19 23:59:59,-213.168454745222,c
2021-05-20 00:00:00,-209.67138599836005,
2021-05-20 10:00:00,-207.09047793012962,
2021-05-20 10:30:00,-195.1220183839547,
2021-05-20 12:00:00,-194.67012799804024,
2021-05-20 13:30:00,-190.41521906522814,
2021-05-20 15:00:00,-183.89129765007021,
2021-05-20 15:30:30,-183.89129765007021,
2021-05-20 23:59:59,-183.12415766213735,c
2021-05-21 00:00:00,-170.66487923564944,
2021-05-21 10:00:00,-171.3784351944862,
2021-05-21 10:30:00,-165.06988005289054,
2021-05-21 12:00:00,-160.44154631919707,
2021-05-21 13:30:00,-156.147939843392,
2021-05-21 15:00:00,-154.0317624274146,
2021-05-21 15:30:30,-154.0317624274146,
