date,FTCS_2022_F,meta
2021-12-31 00:00:00,101.93054910274248,
2021-12-31 10:00:00,106.92117598696797,
2021-12-31 10:30:00,109.58527962151692,
2021-12-31 12:00:00,111.64770526499387,
2021-12-31 13:30:00,117.9352321175869,
2021-12-31 15:00:00,113.14724682422809,
2021-12-31 15:30:30,113.14724682422809,s
2021-12-31 23:59:59,118.11248030801846,w
2022-01-03 00:00:00,111.3241669386166,
2022-01-03 10:00:00,83.85434047871018,
2022-01-03 10:30:00,73.49504294730633,
2022-01-03 12:00:00,75.35198762985954,
2022-01-03 13:30:00,82.96233020996289,
2022-01-03 15:00:00,84.18807980766019,
2022-01-03 15:30:30,84.18807980766019,
2022-01-03 23:59:59,88.411725901659,c
2022-01-04 00:00:00,62.85609370365893,
2022-01-04 10:00:00,57.77227984001104,
2022-01-04 10:30:00,70.43758570459977,
2022-01-04 12:00:00,77.47568323636676,
2022-01-04 13:30:00,66.51227754856592,
2022-01-04 15:00:00,65.1335771597303,
2022-01-04 15:30:30,65.1335771597303,
2022-01-04 23:59:59,53.95792631088818,c
2022-01-05 00:00:00,47.827228054272496,
2022-01-05 10:00:00,39.15546665129301,
2022-01-05 10:30:00,37.41237780266147,
2022-01-05 12:00:00,52.761072473740796,
2022-01-05 13:30:00,72.55288493051427,
2022-01-05 15:00:00,73.54350250434823,
2022-01-05 15:30:30,73.54350250434823,
2022-01-05 23:59:59,70.01029169614395,c
2022-01-06 00:00:00,43.00991060116729,
2022-01-06 10:00:00,37.51737499611943,
2022-01-06 10:30:00,49.51635471687416,
2022-01-06 12:00:00,32.9677897675561,
2022-01-06 13:30:00,13.099336401000244,
2022-01-06 15:00:00,3.770133125460461,
2022-01-06 15:30:30,3.770133125460461,
2022-01-06 23:59:59,13.575405945982766,c
2022-01-07 00:00:00,18.929870277823,
2022-01-07 10:00:00,4.587544578235793,
2022-01-07 10:30:00,11.978457538192231,
2022-01-07 12:00:00,5.893489541904501,
2022-01-07 13:30:00,13.840931650837774,
2022-01-07 15:00:00,5.180705105233699,
2022-01-07 15:30:30,5.180705105233699,
2022-01-07 23:59:59,4.038222888488463,w
2022-01-10 00:00:00,6.3611318764596945,
2022-01-10 10:00:00,-3.9702166447128775,
2022-01-10 10:30:00,6.351256969484609,
2022-01-10 12:00:00,-0.28691754847938,
2022-01-10 13:30:00,15.46925211031197,
2022-01-10 15:00:00,11.55837633792413,
2022-01-10 15:30:30,11.55837633792413,
2022-01-10 23:59:59,11.888364359536922,c
2022-01-11 00:00:00,1.5935495809406461,
2022-01-11 10:00:00,0.8757422432543649,
2022-01-11 10:30:00,-4.180691953952191,
2022-01-11 12:00:00,-0.7058649076835763,
2022-01-11 13:30:00,-4.8905245544978015,
2022-01-11 15:00:00,2.454738288158751,
2022-01-11 15:30:30,2.454738288158751,
2022-01-11 23:59:59,8.460238118323787,c
2022-01-12 00:00:00,12.647844729394194,
2022-01-12 10:00:00,22.603606776676713,
2022-01-12 10:30:00,32.03614288900985,
2022-01-12 12:00:00,25.89102194683153,
2022-01-12 13:30:00,32.595510817351,
2022-01-12 15:00:00,40.00332095668767,
2022-01-12 15:30:30,40.00332095668767,
2022-01-12 23:59:59,40.65844944580567,c
2022-01-13 00:00:00,43.895531077562566,
2022-01-13 10:00:00,30.893349374636728,
2022-01-13 10:30:00,32.95274364237412,
2022-01-13 12:00:00,32.715811968046864,
2022-01-13 13:30:00,27.7527139811844,
2022-01-13 15:00:00,27.528200964723396,
2022-01-13 15:30:30,27.528200964723396,
2022-01-13 23:59:59,31.77681586604757,c
2022-01-14 00:00:00,27.337539560768448,
2022-01-14 10:00:00,20.467224762420983,
2022-01-14 10:30:00,15.68868935128637,
2022-01-14 12:00:00,11.464827910871065,
2022-01-14 13:30:00,5.753742538141751,
2022-01-14 15:00:00,2.2936400209495105,
2022-01-14 15:30:30,2.2936400209495105,
2022-01-14 23:59:59,0.0,a
2022-01-17 00:00:00,0.0,
2022-01-17 10:00:00,0.0,
2022-01-17 10:30:00,0.0,
2022-01-17 12:00:00,0.0,
2022-01-17 13:30:00,0.0,
2022-01-17 15:00:00,0.0,
2022-01-17 15:30:30,0.0,
2022-01-17 23:59:59,0.0,c
2022-01-18 00:00:00,-4.862412709793091,
2022-01-18 10:00:00,-6.721664302382408,
2022-01-18 10:30:00,-6.433615651057266,
2022-01-18 12:00:00,-16.892557063407025,
2022-01-18 13:30:00,-41.44228918234165,
2022-01-18 15:00:00,-33.15908417845651,
2022-01-18 15:30:30,-33.15908417845651,
2022-01-18 23:59:59,-33.85116402072563,c
2022-01-19 00:00:00,-31.18446830115846,
2022-01-19 10:00:00,-37.63217105056742,
2022-01-19 10:30:00,-52.860548963627366,
2022-01-19 12:00:00,-42.64945720518247,
2022-01-19 13:30:00,-51.69895113843123,
2022-01-19 15:00:00,-51.85699932569551,
2022-01-19 15:30:30,-51.85699932569551,
2022-01-19 23:59:59,-50.55857608582002,c
2022-01-20 00:00:00,-45.76904309886842,
2022-01-20 10:00:00,-34.245104223895254,
2022-01-20 10:30:00,-37.475619132694476,
2022-01-20 12:00:00,-49.02218723045067,
2022-01-20 13:30:00,-48.66533448368921,
2022-01-20 15:00:00,-47.767263607274856,
2022-01-20 15:30:30,-47.767263607274856,
2022-01-20 23:59:59,-46.02362980045342,c
2022-01-21 00:00:00,-28.48994328485125,
2022-01-21 10:00:00,-43.72568032365942,
2022-01-21 10:30:00,-34.36961508087245,
2022-01-21 12:00:00,-30.01942933003002,
2022-01-21 13:30:00,-32.203344349653776,
2022-01-21 15:00:00,-35.27844192915424,
2022-01-21 15:30:30,-35.27844192915424,
2022-01-21 23:59:59,-21.049934828423886,e
2022-01-24 00:00:00,-39.92801699154546,
2022-01-24 10:00:00,-26.901550514526036,
2022-01-24 10:30:00,-17.679171471803897,
2022-01-24 12:00:00,-25.772008785508547,
2022-01-24 13:30:00,-32.64744074212797,
2022-01-24 15:00:00,-27.561390073105912,
2022-01-24 15:30:30,-27.561390073105912,
2022-01-24 23:59:59,-25.791644647308658,c
2022-01-25 00:00:00,-32.78818958776202,
2022-01-25 10:00:00,-34.83228039390784,
2022-01-25 10:30:00,-30.439649852641708,
2022-01-25 12:00:00,-26.303062126015277,
2022-01-25 13:30:00,-19.73979976308516,
2022-01-25 15:00:00,-17.501793741668678,
2022-01-25 15:30:30,-17.501793741668678,
2022-01-25 23:59:59,-10.746937387762216,c
2022-01-26 00:00:00,1.7596665258216149,
2022-01-26 10:00:00,-1.8735610409951278,
2022-01-26 10:30:00,-5.746145529039268,
2022-01-26 12:00:00,-14.311130524500754,
2022-01-26 13:30:00,-24.3092416294175,
2022-01-26 15:00:00,-26.23904794525373,
2022-01-26 15:30:30,-26.23904794525373,
2022-01-26 23:59:59,-23.058944466085222,c
2022-01-27 00:00:00,-16.89499485364064,
2022-01-27 10:00:00,-13.91868248831912,
2022-01-27 10:30:00,-15.54430893999637,
2022-01-27 12:00:00,-9.245148091183637,
2022-01-27 13:30:00,-12.782684198557831,
2022-01-27 15:00:00,-6.6168793770692105,
2022-01-27 15:30:30,-6.6168793770692105,
2022-01-27 23:59:59,-5.108064368280793,c
2022-01-28 00:00:00,-4.36131004296351,
2022-01-28 10:00:00,-8.950143030478728,
2022-01-28 10:30:00,-3.8308620086514225,
2022-01-28 12:00:00,-8.61686583460289,
2022-01-28 13:30:00,-6.330471121690664,
2022-01-28 15:00:00,-10.394340866259824,
2022-01-28 15:30:30,-10.394340866259824,
2022-01-28 23:59:59,-5.360464749269681,w
2022-01-31 00:00:00,-10.907066416164469,
2022-01-31 10:00:00,1.0225842625053474,
2022-01-31 10:30:00,4.030582003134782,
2022-01-31 12:00:00,-1.5702939993705058,
2022-01-31 13:30:00,6.052341609585994,
2022-01-31 15:00:00,2.933799812034863,
2022-01-31 15:30:30,2.933799812034863,
2022-01-31 23:59:59,5.896557163166847,c
2022-02-01 00:00:00,5.686905488057278,
2022-02-01 10:00:00,11.265645991704673,
2022-02-01 10:30:00,4.1793798559524475,
2022-02-01 12:00:00,-8.079354487863156,
2022-02-01 13:30:00,-10.24093489724396,
2022-02-01 15:00:00,-9.916229202668376,
2022-02-01 15:30:30,-9.916229202668376,
2022-02-01 23:59:59,-9.678070330329263,c
2022-02-02 00:00:00,-9.678070330329263,
2022-02-02 10:00:00,-9.678070330329263,
2022-02-02 10:30:00,-9.678070330329263,
2022-02-02 12:00:00,-9.678070330329263,
2022-02-02 13:30:00,-9.678070330329263,
2022-02-02 15:00:00,-9.678070330329263,
2022-02-02 15:30:30,-9.678070330329263,
2022-02-02 23:59:59,-9.678070330329263,c
2022-02-03 00:00:00,-9.678070330329263,
2022-02-03 10:00:00,-9.678070330329263,
2022-02-03 10:30:00,-9.678070330329263,
2022-02-03 12:00:00,-9.678070330329263,
2022-02-03 13:30:00,-9.678070330329263,
2022-02-03 15:00:00,-9.678070330329263,
2022-02-03 15:30:30,-9.678070330329263,
2022-02-03 23:59:59,-9.678070330329263,c
2022-02-04 00:00:00,-9.678070330329263,
2022-02-04 10:00:00,-9.678070330329263,
2022-02-04 10:30:00,-9.678070330329263,
2022-02-04 12:00:00,-9.678070330329263,
2022-02-04 13:30:00,-9.678070330329263,
2022-02-04 15:00:00,-9.678070330329263,
2022-02-04 15:30:30,-9.678070330329263,
2022-02-04 23:59:59,-9.678070330329263,w
