date,GDX_2021_Q2,meta
2021-05-21 00:00:00,-605.2118424839722,
2021-05-21 10:00:00,-567.7677693253992,
2021-05-21 10:30:00,-563.751726766765,
2021-05-21 12:00:00,-601.5349359295444,
2021-05-21 13:30:00,-634.704882044793,
2021-05-21 15:00:00,-639.1601440220418,
2021-05-21 15:30:30,-639.1601440220418,
2021-05-21 23:59:59,-608.8732445911703,w
2021-05-24 00:00:00,-617.4478974205496,
2021-05-24 10:00:00,-599.1047162608893,
2021-05-24 10:30:00,-601.2867314766092,
2021-05-24 12:00:00,-604.7920258024711,
2021-05-24 13:30:00,-614.988136061104,
2021-05-24 15:00:00,-605.5094241673927,
2021-05-24 15:30:30,-605.5094241673927,
2021-05-24 23:59:59,-597.0851580202185,c
2021-05-25 00:00:00,-612.9568909350862,
2021-05-25 10:00:00,-619.1344878907929,
2021-05-25 10:30:00,-523.1708642363428,
2021-05-25 12:00:00,-545.9838018268765,
2021-05-25 13:30:00,-565.2280745213313,
2021-05-25 15:00:00,-568.968328504153,
2021-05-25 15:30:30,-568.968328504153,
2021-05-25 23:59:59,-569.6273431586615,c
2021-05-26 00:00:00,-584.6047705328897,
2021-05-26 10:00:00,-557.8181578787455,
2021-05-26 10:30:00,-522.7070047491848,
2021-05-26 12:00:00,-558.6460431476733,
2021-05-26 13:30:00,-568.385379144862,
2021-05-26 15:00:00,-608.2358657427627,
2021-05-26 15:30:30,-608.2358657427627,
2021-05-26 23:59:59,-617.4571256795136,c
2021-05-27 00:00:00,-656.6991276948934,
2021-05-27 10:00:00,-713.5729948617948,
2021-05-27 10:30:00,-701.1574160385281,
2021-05-27 12:00:00,-676.8145640922498,
2021-05-27 13:30:00,-642.0749797506469,
2021-05-27 15:00:00,-636.8420019235738,
2021-05-27 15:30:30,-636.8420019235738,m
2021-05-27 23:59:59,-605.2567364988125,c
2021-05-28 00:00:00,-624.2958914866133,
2021-05-28 10:00:00,-611.6017682162956,
2021-05-28 10:30:00,-603.3850646963016,
2021-05-28 12:00:00,-643.7456633364914,
2021-05-28 13:30:00,-653.4445121234256,
2021-05-28 15:00:00,-662.5858912088626,
2021-05-28 15:30:30,-662.5858912088626,
2021-05-28 23:59:59,-703.5533707908575,w
2021-05-31 00:00:00,-669.1326803599283,
2021-05-31 10:00:00,-630.7848417462618,
2021-05-31 10:30:00,-627.0183874770215,
2021-05-31 12:00:00,-608.19597640517,
2021-05-31 13:30:00,-567.5369703467488,
2021-05-31 15:00:00,-576.422424289452,
2021-05-31 15:30:30,-576.422424289452,
2021-05-31 23:59:59,-572.8763472302663,c
2021-06-01 00:00:00,-537.7983251517765,
2021-06-01 10:00:00,-496.19884981852465,
2021-06-01 10:30:00,-501.757283876251,
2021-06-01 12:00:00,-512.4058047353994,
2021-06-01 13:30:00,-530.4047111000182,
2021-06-01 15:00:00,-528.4796823569354,
2021-06-01 15:30:30,-528.4796823569354,
2021-06-01 23:59:59,-512.9333652995174,c
2021-06-02 00:00:00,-525.626480899889,
2021-06-02 10:00:00,-486.24089776389883,
2021-06-02 10:30:00,-458.67486477480793,
2021-06-02 12:00:00,-456.04694503695214,
2021-06-02 13:30:00,-456.0649744430996,
2021-06-02 15:00:00,-442.02642970148963,
2021-06-02 15:30:30,-442.02642970148963,
2021-06-02 23:59:59,-404.46575267963067,c
2021-06-03 00:00:00,-448.0142561847799,
2021-06-03 10:00:00,-482.50423410568783,
2021-06-03 10:30:00,-442.3435205685837,
2021-06-03 12:00:00,-457.95825566504504,
2021-06-03 13:30:00,-422.03252923986634,
2021-06-03 15:00:00,-389.4044492486605,
2021-06-03 15:30:30,-389.4044492486605,
2021-06-03 23:59:59,-411.11796551674047,c
2021-06-04 00:00:00,-400.1307618193937,
2021-06-04 10:00:00,-359.7766068003714,
2021-06-04 10:30:00,-389.3315039413419,
2021-06-04 12:00:00,-377.5232387862143,
2021-06-04 13:30:00,-358.3820404662383,
2021-06-04 15:00:00,-345.0199271847148,
2021-06-04 15:30:30,-345.0199271847148,
2021-06-04 23:59:59,-368.6417054057156,w
2021-06-07 00:00:00,-356.6952364443464,
2021-06-07 10:00:00,-338.62646308367675,
2021-06-07 10:30:00,-333.69779164972215,
2021-06-07 12:00:00,-284.1184803208978,
2021-06-07 13:30:00,-279.24470312240146,
2021-06-07 15:00:00,-269.0231101370746,
2021-06-07 15:30:30,-269.0231101370746,
2021-06-07 23:59:59,-269.29027207624426,c
2021-06-08 00:00:00,-277.37627883538767,
2021-06-08 10:00:00,-267.22527263630195,
2021-06-08 10:30:00,-266.3811098147985,
2021-06-08 12:00:00,-256.3535297722665,
2021-06-08 13:30:00,-272.8758250992057,
2021-06-08 15:00:00,-253.18374219585235,
2021-06-08 15:30:30,-253.18374219585235,
2021-06-08 23:59:59,-237.15785990679115,c
2021-06-09 00:00:00,-243.32710686386008,
2021-06-09 10:00:00,-216.58241964958097,
2021-06-09 10:30:00,-212.2045767355546,
2021-06-09 12:00:00,-182.16133481905558,
2021-06-09 13:30:00,-163.8109179037756,
2021-06-09 15:00:00,-157.9761478408061,
2021-06-09 15:30:30,-157.9761478408061,
2021-06-09 23:59:59,-144.98722154299617,c
2021-06-10 00:00:00,-133.06139033161298,
2021-06-10 10:00:00,-112.95552492460115,
2021-06-10 10:30:00,-73.96677675015849,
2021-06-10 12:00:00,-67.88588082406523,
2021-06-10 13:30:00,-68.22936284652815,
2021-06-10 15:00:00,-56.23007656826326,
2021-06-10 15:30:30,-56.23007656826326,
2021-06-10 23:59:59,-16.988596351816796,c
2021-06-11 00:00:00,-21.38242188333834,
2021-06-11 10:00:00,-58.153663301804954,
2021-06-11 10:30:00,-26.168763475651303,
2021-06-11 12:00:00,2.0150429775571865,
2021-06-11 13:30:00,38.80901670379512,
2021-06-11 15:00:00,-2.483814498780248,
2021-06-11 15:30:30,-2.483814498780248,s
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,-51.10512783777017,
2021-06-14 10:00:00,173.13683473873925,
2021-06-14 10:30:00,195.48432999992383,
2021-06-14 12:00:00,146.16952460022912,
2021-06-14 13:30:00,132.41388418200722,
2021-06-14 15:00:00,95.09827287393819,
