date,MSCI_MXN_2022_Q2,meta
2022-04-07 00:00:00,-422.2151371697437,
2022-04-07 10:00:00,-447.2471445225274,
2022-04-07 10:30:00,-425.81553979309683,
2022-04-07 12:00:00,-425.13596162615795,
2022-04-07 13:30:00,-467.2333238105566,
2022-04-07 15:00:00,-477.3760528172279,
2022-04-07 15:30:30,-477.3760528172279,
2022-04-07 23:59:59,-416.78808488061986,c
2022-04-08 00:00:00,-433.44900350438,
2022-04-08 10:00:00,-364.0792530570525,
2022-04-08 10:30:00,-420.7562500880995,
2022-04-08 12:00:00,-432.85258887421514,
2022-04-08 13:30:00,-433.58491667332237,
2022-04-08 15:00:00,-503.40769455096233,
2022-04-08 15:30:30,-503.40769455096233,
2022-04-08 23:59:59,-442.28756638998857,w
2022-04-11 00:00:00,-414.72949558170694,
2022-04-11 10:00:00,-410.5921012252493,
2022-04-11 10:30:00,-426.28285245967527,
2022-04-11 12:00:00,-397.2415161346744,
2022-04-11 13:30:00,-415.20028153823114,
2022-04-11 15:00:00,-466.58572934600306,
2022-04-11 15:30:30,-466.58572934600306,
2022-04-11 23:59:59,-404.89619096663046,c
2022-04-12 00:00:00,-449.1526529059847,
2022-04-12 10:00:00,-458.9759551822135,
2022-04-12 10:30:00,-452.6547930324996,
2022-04-12 12:00:00,-402.4520180777654,
2022-04-12 13:30:00,-382.56375712454064,
2022-04-12 15:00:00,-304.1738485809383,
2022-04-12 15:30:30,-304.1738485809383,
2022-04-12 23:59:59,-306.77308834242103,c
2022-04-13 00:00:00,-328.5388331787617,
2022-04-13 10:00:00,-356.5809533329375,
2022-04-13 10:30:00,-352.99496038095276,
2022-04-13 12:00:00,-329.0275906967345,
2022-04-13 13:30:00,-401.98011517573286,
2022-04-13 15:00:00,-437.8083947081468,
2022-04-13 15:30:30,-437.8083947081468,
2022-04-13 23:59:59,-428.94432732020323,c
2022-04-14 00:00:00,-428.94432732020323,
2022-04-14 10:00:00,-428.94432732020323,
2022-04-14 10:30:00,-428.94432732020323,
2022-04-14 12:00:00,-428.94432732020323,
2022-04-14 13:30:00,-428.94432732020323,
2022-04-14 15:00:00,-428.94432732020323,
2022-04-14 15:30:30,-428.94432732020323,
2022-04-14 23:59:59,-428.94432732020323,c
2022-04-15 00:00:00,-428.94432732020323,
2022-04-15 10:00:00,-428.94432732020323,
2022-04-15 10:30:00,-428.94432732020323,
2022-04-15 12:00:00,-428.94432732020323,
2022-04-15 13:30:00,-428.94432732020323,
2022-04-15 15:00:00,-428.94432732020323,
2022-04-15 15:30:30,-428.94432732020323,
2022-04-15 23:59:59,-428.94432732020323,w
2022-04-18 00:00:00,-393.21302519759047,
2022-04-18 10:00:00,-469.6218441729907,
2022-04-18 10:30:00,-459.85701255365893,
2022-04-18 12:00:00,-438.567915314974,
2022-04-18 13:30:00,-432.4291861023685,
2022-04-18 15:00:00,-428.7185154416384,
2022-04-18 15:30:30,-428.7185154416384,s
2022-04-18 23:59:59,-368.8180004505339,c
2022-04-19 00:00:00,-396.00817921400994,
2022-04-19 10:00:00,-396.4911169744246,
2022-04-19 10:30:00,-401.1605686488492,
2022-04-19 12:00:00,-369.9085292124346,
2022-04-19 13:30:00,-392.80357934313906,
2022-04-19 15:00:00,-397.44376646838464,
2022-04-19 15:30:30,-397.44376646838464,
2022-04-19 23:59:59,-493.1596474361013,c
2022-04-20 00:00:00,-488.4571476906931,
2022-04-20 10:00:00,-429.5675109028307,
2022-04-20 10:30:00,-415.4180480059713,
2022-04-20 12:00:00,-399.2448058016016,
2022-04-20 13:30:00,-431.8826589998498,
2022-04-20 15:00:00,-359.98415715442025,
2022-04-20 15:30:30,-359.98415715442025,
2022-04-20 23:59:59,-391.291319715363,c
2022-04-21 00:00:00,-442.22350768780234,
2022-04-21 10:00:00,-362.57585636398653,
2022-04-21 10:30:00,-363.02031047876517,
2022-04-21 12:00:00,-300.4275456186333,
2022-04-21 13:30:00,-243.63111613186265,
2022-04-21 15:00:00,-192.73023613523037,
2022-04-21 15:30:30,-192.73023613523037,
2022-04-21 23:59:59,-239.2675445831901,c
2022-04-22 00:00:00,-255.75405909605797,
2022-04-22 10:00:00,-300.38640442062206,
2022-04-22 10:30:00,-279.00730857969575,
