date,FVD_2022_Aug,meta
2022-08-08 00:00:00,45.39084567705995,
2022-08-08 10:00:00,36.971224930980114,
2022-08-08 10:30:00,32.82819251386672,
2022-08-08 12:00:00,29.930843586715874,
2022-08-08 13:30:00,36.21635919738465,
2022-08-08 15:00:00,44.61170762399147,
2022-08-08 15:30:30,44.61170762399147,
2022-08-08 23:59:59,57.07261490673785,c
2022-08-09 00:00:00,82.19129518193012,
2022-08-09 10:00:00,65.4097581737401,
2022-08-09 10:30:00,67.18299996417564,
2022-08-09 12:00:00,55.05733058305232,
2022-08-09 13:30:00,47.58459049037442,
2022-08-09 15:00:00,37.30003381321816,
2022-08-09 15:30:30,37.30003381321816,
2022-08-09 23:59:59,25.77618808430208,c
2022-08-10 00:00:00,17.418994458080327,
2022-08-10 10:00:00,-8.16469504638448,
2022-08-10 10:30:00,-6.726262670868415,
2022-08-10 12:00:00,-28.38434593459138,
2022-08-10 13:30:00,-57.69216545375167,
2022-08-10 15:00:00,-28.595613488898948,
2022-08-10 15:30:30,-28.595613488898948,
2022-08-10 23:59:59,-16.568644221357992,c
2022-08-11 00:00:00,-49.62631098404877,
2022-08-11 10:00:00,-47.38250931861184,
2022-08-11 10:30:00,-41.20186550203806,
2022-08-11 12:00:00,-18.980169197464598,
2022-08-11 13:30:00,-23.635850488987423,
2022-08-11 15:00:00,-14.735353267693668,
2022-08-11 15:30:30,-14.735353267693668,
2022-08-11 23:59:59,-14.171999207756585,c
2022-08-12 00:00:00,-30.672275142944812,
2022-08-12 10:00:00,-44.50668272889128,
2022-08-12 10:30:00,-47.30209743596984,
2022-08-12 12:00:00,-50.4333284601049,
2022-08-12 13:30:00,-48.03296241359341,
2022-08-12 15:00:00,-49.53535381167178,
2022-08-12 15:30:30,-49.53535381167178,
2022-08-12 23:59:59,-51.2939181076396,w
2022-08-15 00:00:00,-36.075254542663316,
2022-08-15 10:00:00,-57.137006773407805,
2022-08-15 10:30:00,-54.41089899073306,
2022-08-15 12:00:00,-59.22649671129419,
2022-08-15 13:30:00,-62.27303550149577,
2022-08-15 15:00:00,-55.922073362049375,
2022-08-15 15:30:30,-55.922073362049375,
2022-08-15 23:59:59,-59.41877908505079,c
2022-08-16 00:00:00,-88.02695586670532,
2022-08-16 10:00:00,-90.87710595329384,
2022-08-16 10:30:00,-98.88333627816885,
2022-08-16 12:00:00,-119.54187332236674,
2022-08-16 13:30:00,-126.82664288300074,
2022-08-16 15:00:00,-115.06376219319543,
2022-08-16 15:30:30,-115.06376219319543,
2022-08-16 23:59:59,-121.30219904670557,c
2022-08-17 00:00:00,-114.00900753428095,
2022-08-17 10:00:00,-103.43208868492576,
2022-08-17 10:30:00,-105.33091344064786,
2022-08-17 12:00:00,-97.6334589108377,
2022-08-17 13:30:00,-100.54376734732011,
2022-08-17 15:00:00,-101.74921334206869,
2022-08-17 15:30:30,-101.74921334206869,
2022-08-17 23:59:59,-99.16102524217393,c
2022-08-18 00:00:00,-106.15994767495184,
2022-08-18 10:00:00,-110.15556595662031,
2022-08-18 10:30:00,-101.73193949962217,
2022-08-18 12:00:00,-99.11413139613435,
2022-08-18 13:30:00,-102.4002287781241,
2022-08-18 15:00:00,-102.37952839103468,
2022-08-18 15:30:30,-102.37952839103468,
2022-08-18 23:59:59,-101.00730539112791,c
2022-08-19 00:00:00,-82.11620277291783,
2022-08-19 10:00:00,-60.09897803229509,
2022-08-19 10:30:00,-56.49153108299102,
2022-08-19 12:00:00,-30.82786257131444,
2022-08-19 13:30:00,-34.06824878697681,
2022-08-19 15:00:00,-37.30631461265263,
2022-08-19 15:30:30,-37.30631461265263,s
2022-08-19 23:59:59,-33.740662485063936,w
2022-08-22 00:00:00,7.235773430819279,
2022-08-22 10:00:00,-14.463700355058691,
2022-08-22 10:30:00,-18.70469839001411,
2022-08-22 12:00:00,-15.064065645706336,
2022-08-22 13:30:00,0.7438258430970208,
2022-08-22 15:00:00,1.6802041557742982,
2022-08-22 15:30:30,1.6802041557742982,
2022-08-22 23:59:59,0.0,a
2022-08-23 00:00:00,-8.948398923008718,
2022-08-23 10:00:00,-22.908113520892364,
2022-08-23 10:30:00,-43.87753373460784,
2022-08-23 12:00:00,-55.86455177615805,
2022-08-23 13:30:00,-57.32580138546382,
2022-08-23 15:00:00,-50.476469734937766,
2022-08-23 15:30:30,-50.476469734937766,
2022-08-23 23:59:59,-60.28771749388913,c
2022-08-24 00:00:00,-35.20274008717249,
2022-08-24 10:00:00,-30.65040887124472,
2022-08-24 10:30:00,-25.746573812918,
2022-08-24 12:00:00,-46.369190320257516,
2022-08-24 13:30:00,-41.86622093305802,
2022-08-24 15:00:00,-34.22585066185863,
2022-08-24 15:30:30,-34.22585066185863,
2022-08-24 23:59:59,-41.13268122686213,e
2022-08-25 00:00:00,-50.9927253434106,
2022-08-25 10:00:00,-56.89711659711335,
2022-08-25 10:30:00,-57.19717388217137,
2022-08-25 12:00:00,-58.729417015322184,
2022-08-25 13:30:00,-46.95897619616193,
2022-08-25 15:00:00,-34.26667508489834,
2022-08-25 15:30:30,-34.26667508489834,
2022-08-25 23:59:59,-36.1844531145351,c
2022-08-26 00:00:00,-44.53945965856926,
2022-08-26 10:00:00,-39.2997170885627,
2022-08-26 10:30:00,-18.11847533574654,
2022-08-26 12:00:00,-5.732816803614412,
2022-08-26 13:30:00,-3.132249229436752,
2022-08-26 15:00:00,-7.201741681697783,
2022-08-26 15:30:30,-7.201741681697783,
2022-08-26 23:59:59,-12.77019912863716,w
2022-08-29 00:00:00,-10.00888651032188,
2022-08-29 10:00:00,-15.797019597007797,
2022-08-29 10:30:00,-10.144249545432949,
2022-08-29 12:00:00,-5.653348114701849,
2022-08-29 13:30:00,0.5051433172701891,
2022-08-29 15:00:00,-8.33201620946793,
2022-08-29 15:30:30,-8.33201620946793,
2022-08-29 23:59:59,3.6044928578883386,c
2022-08-30 00:00:00,10.434273138209594,
2022-08-30 10:00:00,4.819613164501909,
2022-08-30 10:30:00,12.183817395538263,
2022-08-30 12:00:00,16.91068868602847,
2022-08-30 13:30:00,8.539003943506302,
2022-08-30 15:00:00,2.158328477836079,
2022-08-30 15:30:30,2.158328477836079,
2022-08-30 23:59:59,-1.9013223390861071,c
2022-08-31 00:00:00,10.47127458160336,
2022-08-31 10:00:00,18.25867996243628,
2022-08-31 10:30:00,16.836180238293686,
2022-08-31 12:00:00,11.293412690440771,
2022-08-31 13:30:00,7.812195270676298,
2022-08-31 15:00:00,13.333452946928084,
2022-08-31 15:30:30,13.333452946928084,m
2022-08-31 23:59:59,1.6731034936924658,c
2022-09-01 00:00:00,0.8581279026465367,
2022-09-01 10:00:00,0.22469011663672944,
2022-09-01 10:30:00,-0.9148516392611867,
2022-09-01 12:00:00,-18.598552216534863,
2022-09-01 13:30:00,-29.28129695765699,
2022-09-01 15:00:00,-35.6259692034554,
2022-09-01 15:30:30,-35.6259692034554,
2022-09-01 23:59:59,-47.73387047578886,c
2022-09-02 00:00:00,-70.32881776681602,
2022-09-02 10:00:00,-62.83628858682907,
2022-09-02 10:30:00,-59.93798788428366,
2022-09-02 12:00:00,-64.58828651538586,
2022-09-02 13:30:00,-62.167051168566374,
2022-09-02 15:00:00,-64.20172788857846,
2022-09-02 15:30:30,-64.20172788857846,
2022-09-02 23:59:59,-57.396049200012996,w
2022-09-05 00:00:00,-57.396049200012996,
2022-09-05 10:00:00,-57.396049200012996,
2022-09-05 10:30:00,-57.396049200012996,
2022-09-05 12:00:00,-57.396049200012996,
2022-09-05 13:30:00,-57.396049200012996,
2022-09-05 15:00:00,-57.396049200012996,
2022-09-05 15:30:30,-57.396049200012996,
2022-09-05 23:59:59,-57.396049200012996,c
2022-09-06 00:00:00,-63.98172238832737,
2022-09-06 10:00:00,-66.96462923027426,
2022-09-06 10:30:00,-58.3380488623838,
2022-09-06 12:00:00,-57.37770918689925,
2022-09-06 13:30:00,-62.66694518316197,
2022-09-06 15:00:00,-63.37036425093436,
2022-09-06 15:30:30,-63.37036425093436,
2022-09-06 23:59:59,-66.06149146574518,c
2022-09-07 00:00:00,-67.79832757693953,
2022-09-07 10:00:00,-90.81436277243736,
2022-09-07 10:30:00,-79.6712461477739,
2022-09-07 12:00:00,-104.64847173780447,
2022-09-07 13:30:00,-111.51924987907256,
2022-09-07 15:00:00,-118.00654655179918,
2022-09-07 15:30:30,-118.00654655179918,
2022-09-07 23:59:59,-114.91229202924183,c
