date,AS_MSCI_QUAL_2022_Q2,meta
2022-05-17 01:00:00,-47.701980582986494,
2022-05-17 02:30:00,-31.108261616921425,
2022-05-17 03:00:00,-30.92096377380949,
2022-05-17 18:30:00,-30.92096377380949,
2022-05-17 20:00:00,-30.92096377380949,
2022-05-17 23:00:00,-10.747472891723078,
2022-05-17 23:59:59,1.5504810900860093,c
2022-05-18 00:00:00,11.700589100903585,
2022-05-18 01:00:00,12.624731498890185,
2022-05-18 02:30:00,14.122732869458332,
2022-05-18 03:00:00,12.816728605081948,
2022-05-18 18:30:00,12.816728605081948,
2022-05-18 20:00:00,12.816728605081948,
2022-05-18 23:00:00,-72.59319609488921,
2022-05-18 23:59:59,-75.23358600396284,c
2022-05-19 00:00:00,-72.25065121058572,
2022-05-19 01:00:00,-80.48240006150809,
2022-05-19 02:30:00,-60.69098605480724,
2022-05-19 03:00:00,-60.02790407380866,
2022-05-19 18:30:00,-60.02790407380866,
2022-05-19 20:00:00,-60.02790407380866,
2022-05-19 23:00:00,-32.60616544783397,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,2.698044204320979,
2022-05-20 01:00:00,12.402126206437117,
2022-05-20 02:30:00,-3.3657610504358786,
2022-05-20 03:00:00,-4.093894739419056,
2022-05-20 18:30:00,-4.093894739419056,
2022-05-20 20:00:00,-4.093894739419056,
2022-05-20 23:00:00,-4.093894739419056,
2022-05-20 23:59:59,-3.151284517859949,w
2022-05-23 00:00:00,60.749756390191465,
2022-05-23 01:00:00,57.73993570483913,
2022-05-23 02:30:00,22.18687886322067,
2022-05-23 03:00:00,20.754710108272036,
2022-05-23 18:30:00,20.754710108272036,
2022-05-23 20:00:00,20.754710108272036,
2022-05-23 23:00:00,-17.7206501123552,
2022-05-23 23:59:59,-14.199425627641062,c
2022-05-24 00:00:00,-7.562379825038647,
2022-05-24 01:00:00,-13.675991385760426,
2022-05-24 02:30:00,-21.107864161217663,
2022-05-24 03:00:00,-20.379309623688698,
2022-05-24 18:30:00,-20.379309623688698,
2022-05-24 20:00:00,-20.379309623688698,
2022-05-24 23:00:00,-18.321328234689645,
2022-05-24 23:59:59,-31.576691149664782,c
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
0,-31.576691149664782,
2022-05-25 00:00:00,-28.49032402984733,
2022-05-25 01:00:00,-25.655235596002342,
2022-05-25 02:30:00,-16.512905168230702,
2022-05-25 03:00:00,-16.89266366845277,
2022-05-25 18:30:00,-16.89266366845277,
2022-05-25 20:00:00,-16.89266366845277,
2022-05-25 23:00:00,-57.577513734406864,
2022-05-25 23:59:59,-50.188340289194514,c
2022-05-26 00:00:00,-31.704504665583443,
2022-05-26 01:00:00,-17.762428565182176,
2022-05-26 02:30:00,-20.362986909943174,
2022-05-26 03:00:00,-19.106440229480654,
2022-05-26 18:30:00,-19.106440229480654,
2022-05-26 20:00:00,-19.106440229480654,
2022-05-26 23:00:00,-19.731358821044864,
2022-05-26 23:59:59,-22.87028450738444,c
2022-05-27 00:00:00,-6.876504588986279,
2022-05-27 01:00:00,2.464114559867312,
2022-05-27 02:30:00,-8.820050695915143,
2022-05-27 03:00:00,-8.28121046103297,
2022-05-27 18:30:00,-8.28121046103297,
2022-05-27 20:00:00,-8.28121046103297,
2022-05-27 23:00:00,-8.28121046103297,
2022-05-27 23:59:59,3.522613647424805,w
2022-05-30 00:00:00,19.21970628426709,
2022-05-30 01:00:00,19.686616887084824,
2022-05-30 02:30:00,1.7472119695040078,
2022-05-30 03:00:00,1.854206650017204,
2022-05-30 18:30:00,1.854206650017204,
2022-05-30 20:00:00,1.854206650017204,
2022-05-30 23:00:00,3.5134651845070834,
2022-05-30 23:59:59,9.987236189031648,c
2022-05-31 00:00:00,6.731447534208655,
2022-05-31 01:00:00,0.6678437491426052,
2022-05-31 02:30:00,12.81411275604762,
2022-05-31 03:00:00,12.427380833924929,
2022-05-31 18:30:00,12.427380833924929,
2022-05-31 20:00:00,12.427380833924929,
2022-05-31 23:00:00,32.070883189013614,
2022-05-31 23:59:59,31.836705995848945,e
2022-06-01 00:00:00,32.208920297768714,
2022-06-01 01:00:00,33.72363741399738,
2022-06-01 02:30:00,35.64822171565237,
2022-06-01 03:00:00,35.482133687087014,
2022-06-01 18:30:00,35.482133687087014,
2022-06-01 20:00:00,35.482133687087014,
2022-06-01 23:00:00,82.83443405094539,
2022-06-01 23:59:59,101.99569916743371,c
2022-06-02 00:00:00,108.13004830141426,
2022-06-02 01:00:00,111.53667732908303,
2022-06-02 02:30:00,101.4009967321835,
2022-06-02 03:00:00,102.36247659162893,
2022-06-02 18:30:00,102.36247659162893,
2022-06-02 20:00:00,102.36247659162893,
2022-06-02 23:00:00,102.36247659162893,
2022-06-02 23:59:59,98.09623603893812,c
2022-06-03 00:00:00,98.09623603893812,
2022-06-03 01:00:00,98.09623603893812,
2022-06-03 02:30:00,98.09623603893812,
2022-06-03 03:00:00,98.09623603893812,
2022-06-03 18:30:00,98.09623603893812,
2022-06-03 20:00:00,98.09623603893812,
2022-06-03 23:00:00,98.09623603893812,
2022-06-03 23:59:59,98.09623603893812,w
2022-06-06 00:00:00,105.29563692082598,
2022-06-06 01:00:00,108.93184289255458,
2022-06-06 02:30:00,120.22157287287092,
2022-06-06 03:00:00,120.51965791353553,
2022-06-06 18:30:00,120.51965791353553,
2022-06-06 20:00:00,120.51965791353553,
2022-06-06 23:00:00,141.92819463712755,
2022-06-06 23:59:59,142.63506171845202,c
2022-06-07 00:00:00,146.75579136326579,
2022-06-07 01:00:00,145.46785116119,
2022-06-07 02:30:00,135.77493720106085,
2022-06-07 03:00:00,135.96697452038777,
2022-06-07 18:30:00,135.96697452038777,
2022-06-07 20:00:00,135.96697452038777,
2022-06-07 23:00:00,108.7712671798551,
2022-06-07 23:59:59,123.83762069548692,c
2022-06-08 00:00:00,134.73988229763094,
2022-06-08 01:00:00,129.88262202300132,
2022-06-08 02:30:00,137.51212692662477,
2022-06-08 03:00:00,137.3511432870263,
2022-06-08 18:30:00,137.3511432870263,
2022-06-08 20:00:00,137.3511432870263,
2022-06-08 23:00:00,150.0224112160026,
2022-06-08 23:59:59,148.77323789295303,c
2022-06-09 00:00:00,131.026613290485,
2022-06-09 01:00:00,134.8054045894886,
2022-06-09 02:30:00,137.4621704227682,
2022-06-09 03:00:00,138.27707835740952,
2022-06-09 18:30:00,138.27707835740952,
2022-06-09 20:00:00,138.27707835740952,
2022-06-09 23:00:00,109.7794485776069,
2022-06-09 23:59:59,111.3521425789391,c
2022-06-10 00:00:00,103.05450190167988,
2022-06-10 01:00:00,112.35221221247349,
2022-06-10 02:30:00,106.88058462193396,
2022-06-10 03:00:00,106.90238766682955,
2022-06-10 18:30:00,106.90238766682955,
2022-06-10 20:00:00,106.90238766682955,
2022-06-10 23:00:00,106.90238766682955,
2022-06-10 23:59:59,107.56780672302125,w
2022-06-13 00:00:00,54.41581599629109,
2022-06-13 01:00:00,53.692076995997866,
2022-06-13 02:30:00,45.40038104382819,
2022-06-13 03:00:00,45.99509669409832,
2022-06-13 18:30:00,45.99509669409832,
2022-06-13 20:00:00,45.99509669409832,
2022-06-13 23:00:00,47.60310128614333,
2022-06-13 23:59:59,44.115409388176374,c
2022-06-14 00:00:00,64.20676975009809,
2022-06-14 01:00:00,48.42524099942659,
2022-06-14 02:30:00,19.328907724842566,
2022-06-14 03:00:00,21.849791928366415,
2022-06-14 18:30:00,21.849791928366415,
2022-06-14 20:00:00,21.849791928366415,
2022-06-14 23:00:00,13.719397000646666,
2022-06-14 23:59:59,11.651472587539331,c
2022-06-15 00:00:00,25.666880863569077,
2022-06-15 01:00:00,26.823586227404917,
2022-06-15 02:30:00,10.81037146003598,
2022-06-15 03:00:00,9.693897983163993,
2022-06-15 18:30:00,9.693897983163993,
2022-06-15 20:00:00,9.693897983163993,
2022-06-15 23:00:00,-51.27207194620837,
2022-06-15 23:59:59,-35.36205230681384,c
2022-06-16 00:00:00,-18.21533541331229,
2022-06-16 01:00:00,-11.480290103345226,
2022-06-16 02:30:00,-22.038575628825583,
2022-06-16 03:00:00,-22.66114110931676,
2022-06-16 18:30:00,-22.66114110931676,
2022-06-16 20:00:00,-22.66114110931676,
2022-06-16 23:00:00,-38.6536513960603,
2022-06-16 23:59:59,-55.92107328783425,c
2022-06-17 00:00:00,-88.59086697762314,
2022-06-17 01:00:00,-80.73518331380944,
2022-06-17 02:30:00,-73.10212574454874,
2022-06-17 03:00:00,-72.887506741599,
2022-06-17 18:30:00,-72.887506741599,
2022-06-17 20:00:00,-72.887506741599,
2022-06-17 23:00:00,-72.887506741599,
2022-06-17 23:59:59,-67.07684391685746,w
2022-06-20 00:00:00,-131.56779613228736,
2022-06-20 01:00:00,-148.02765558881657,
2022-06-20 02:30:00,-154.05970194696107,
2022-06-20 03:00:00,-153.74531080299738,
2022-06-20 18:30:00,-153.74531080299738,
2022-06-20 20:00:00,-153.74531080299738,
2022-06-20 23:00:00,-102.0227774658,
2022-06-20 23:59:59,-87.46486181812918,c
2022-06-21 00:00:00,-79.92356492869254,
2022-06-21 01:00:00,-88.1699099965935,
2022-06-21 02:30:00,-80.66266763315377,
2022-06-21 03:00:00,-81.09295913250327,
2022-06-21 18:30:00,-81.09295913250327,
2022-06-21 20:00:00,-81.09295913250327,
2022-06-21 23:00:00,-81.09295913250327,
2022-06-21 23:59:59,-85.25469882246892,c
