date,EU_DGTL_2022_Q2,meta
2022-05-20 00:00:00,-74.49399482326771,
2022-05-20 03:30:00,45.27226242528559,
2022-05-20 04:00:00,125.39288407618187,
2022-05-20 06:00:00,139.52575045974118,
2022-05-20 08:00:00,107.84634307219585,
2022-05-20 10:30:00,42.36251276389703,
2022-05-20 11:00:00,46.763717434015234,
2022-05-20 23:59:59,57.531606486302735,w
2022-05-23 00:00:00,116.75322897860588,
2022-05-23 03:30:00,215.68435419993511,
2022-05-23 04:00:00,132.9414352986223,
2022-05-23 06:00:00,68.30553944784515,
2022-05-23 08:00:00,40.02637545067773,
2022-05-23 10:30:00,-41.53592485051195,
2022-05-23 11:00:00,-66.95760790794884,
2022-05-23 23:59:59,-60.60942887519195,c
2022-05-24 00:00:00,-81.08347265672091,
2022-05-24 03:30:00,-256.0104317175237,
2022-05-24 04:00:00,-263.24164411651964,
2022-05-24 06:00:00,-301.4036231085347,
2022-05-24 08:00:00,-221.68009551936393,
2022-05-24 10:30:00,-329.77268571800596,
2022-05-24 11:00:00,-308.03565300872924,
2022-05-24 23:59:59,-293.70158246668507,c
2022-05-25 00:00:00,-263.2061176750103,
2022-05-25 03:30:00,-293.8626253309103,
2022-05-25 04:00:00,-275.117016318909,
2022-05-25 06:00:00,-373.4640594769544,
2022-05-25 08:00:00,-429.4335194840478,
2022-05-25 10:30:00,-339.0681934108943,
2022-05-25 11:00:00,-304.6117487898682,
2022-05-25 23:59:59,-304.04026353569225,c
2022-05-26 00:00:00,-257.7398621584389,
2022-05-26 03:30:00,-241.69268295290658,
2022-05-26 04:00:00,-251.81426540934171,
2022-05-26 06:00:00,-202.83965608067774,
2022-05-26 08:00:00,-152.7797532009663,
2022-05-26 10:30:00,-96.26366552474246,
2022-05-26 11:00:00,-81.54415628359948,
2022-05-26 23:59:59,-73.49332181112004,c
2022-05-27 00:00:00,1.4496998931144844,
2022-05-27 03:30:00,-62.99021370610353,
2022-05-27 04:00:00,-22.489614291156613,
2022-05-27 06:00:00,1.495561947306669,
2022-05-27 08:00:00,-26.927078532664382,
2022-05-27 10:30:00,-37.09455168351087,
2022-05-27 11:00:00,-80.09425738153368,
2022-05-27 23:59:59,-43.88603604762011,w
2022-05-30 00:00:00,7.8952885865492135,
2022-05-30 03:30:00,94.83645308503674,
2022-05-30 04:00:00,140.48452497257585,
2022-05-30 06:00:00,245.80750839169468,
2022-05-30 08:00:00,244.23512632101938,
2022-05-30 10:30:00,250.9408653949822,
2022-05-30 11:00:00,280.2976819264195,
2022-05-30 23:59:59,270.7074805541224,c
2022-05-31 00:00:00,236.799922740287,
2022-05-31 03:30:00,67.94989154761333,
2022-05-31 04:00:00,90.97115899419896,
2022-05-31 06:00:00,140.6142242816104,
2022-05-31 08:00:00,93.30834328492983,
2022-05-31 10:30:00,82.26589542174952,
2022-05-31 11:00:00,103.21624685744973,
2022-05-31 23:59:59,147.69762836985137,c
2022-06-01 00:00:00,121.3354148747685,
2022-06-01 03:30:00,73.059854366541,
2022-06-01 04:00:00,20.91223958509181,
2022-06-01 06:00:00,48.421602623622675,
2022-06-01 08:00:00,38.60171811823875,
2022-06-01 10:30:00,-35.65515482954925,
2022-06-01 11:00:00,-39.665293462877344,
2022-06-01 23:59:59,-99.31849611274174,c
2022-06-02 00:00:00,-76.02563653579818,
2022-06-02 03:30:00,-84.92515263618407,
2022-06-02 04:00:00,-67.2093184780042,
2022-06-02 06:00:00,-76.32656963887348,
2022-06-02 08:00:00,-75.90096148551947,
2022-06-02 10:30:00,-66.05230760276663,
2022-06-02 11:00:00,-16.798652954420504,
2022-06-02 23:59:59,0.9555683605503873,c
2022-06-03 00:00:00,25.22393727032795,
2022-06-03 03:30:00,57.947331584990934,
2022-06-03 04:00:00,76.49716468183578,
2022-06-03 06:00:00,100.66780451508657,
2022-06-03 08:00:00,68.66397101848543,
2022-06-03 10:30:00,2.7956021446398154,
2022-06-03 11:00:00,7.831275675501274,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,69.90584022696476,
2022-06-06 03:30:00,99.41025760341381,
2022-06-06 04:00:00,85.4336380091836,
2022-06-06 06:00:00,93.44660148696403,
2022-06-06 08:00:00,118.25308825679349,
2022-06-06 10:30:00,152.98986603896628,
2022-06-06 11:00:00,166.8616243365177,
2022-06-06 23:59:59,139.01097241555544,c
2022-06-07 00:00:00,101.97842601147022,
2022-06-07 03:30:00,78.03446384099061,
2022-06-07 04:00:00,28.702887924989227,
2022-06-07 06:00:00,-1.9410662280761244,
2022-06-07 08:00:00,-50.40545010477581,
2022-06-07 10:30:00,-43.524704838455364,
2022-06-07 11:00:00,40.204139797164316,
2022-06-07 23:59:59,-8.397192999620529,c
2022-06-08 00:00:00,44.939227588160975,
2022-06-08 03:30:00,73.7977964349675,
2022-06-08 04:00:00,113.63442929276971,
2022-06-08 06:00:00,76.9805525790589,
2022-06-08 08:00:00,91.95921439174799,
2022-06-08 10:30:00,108.00359027706509,
2022-06-08 11:00:00,110.4546063952057,
2022-06-08 23:59:59,148.6170437891651,c
2022-06-09 00:00:00,162.84161596023296,
2022-06-09 03:30:00,105.04664044962101,
2022-06-09 04:00:00,80.56929548609787,
2022-06-09 06:00:00,59.58243917393611,
2022-06-09 08:00:00,69.85778530846073,
2022-06-09 10:30:00,-68.29256504539262,
2022-06-09 11:00:00,-130.25388745719192,
2022-06-09 23:59:59,-152.84575994423813,c
2022-06-10 00:00:00,-232.262625395927,
