date,XOP_2022_Q4,meta
2022-11-11 00:00:00,750.009246939258,
2022-11-11 10:00:00,824.0172888037928,
2022-11-11 10:30:00,884.8866861082861,
2022-11-11 12:00:00,723.5254606229887,
2022-11-11 13:30:00,760.8211692864929,
2022-11-11 15:00:00,746.0591140724714,
2022-11-11 15:30:30,746.0591140724714,u
2022-11-11 23:59:59,766.5010301956809,w
2022-11-14 00:00:00,804.0061852193617,
2022-11-14 10:00:00,874.6880172317392,
2022-11-14 10:30:00,976.9269193059208,
2022-11-14 12:00:00,895.0718599343086,
2022-11-14 13:30:00,836.3095978043712,
2022-11-14 15:00:00,814.6218791179526,
2022-11-14 15:30:30,814.6218791179526,
2022-11-14 23:59:59,751.7054115243432,c
2022-11-15 00:00:00,801.9575425922799,
2022-11-15 10:00:00,761.4099859800144,
2022-11-15 10:30:00,809.0974359516749,
2022-11-15 12:00:00,848.2566091228614,
2022-11-15 13:30:00,852.6354861150612,
2022-11-15 15:00:00,866.3238267409988,
2022-11-15 15:30:30,866.3238267409988,
2022-11-15 23:59:59,885.3875342264023,c
2022-11-16 00:00:00,841.0180443220561,
2022-11-16 10:00:00,681.5562239427722,
2022-11-16 10:30:00,686.851269767782,
2022-11-16 12:00:00,679.6634032259581,
2022-11-16 13:30:00,624.4254118527592,
2022-11-16 15:00:00,672.5167018856919,
2022-11-16 15:30:30,672.5167018856919,
2022-11-16 23:59:59,630.1455655306227,c
2022-11-17 00:00:00,588.3476866783822,
2022-11-17 10:00:00,562.9194905662007,
2022-11-17 10:30:00,575.2974695415273,
2022-11-17 12:00:00,579.9908877002017,
2022-11-17 13:30:00,608.8179135650939,
2022-11-17 15:00:00,602.0562275580464,
2022-11-17 15:30:30,602.0562275580464,
2022-11-17 23:59:59,632.6977778191404,c
2022-11-18 00:00:00,581.2243661873367,
2022-11-18 10:00:00,603.3337173382392,
2022-11-18 10:30:00,579.0207626340666,
2022-11-18 12:00:00,591.6434194514213,
2022-11-18 13:30:00,588.1360414546639,
2022-11-18 15:00:00,565.2825662476293,
2022-11-18 15:30:30,565.2825662476293,
2022-11-18 23:59:59,566.3278099598156,w
2022-11-21 00:00:00,553.1024945950717,
2022-11-21 10:00:00,420.29498172607873,
2022-11-21 10:30:00,431.0888520894232,
2022-11-21 12:00:00,428.06410948286566,
2022-11-21 13:30:00,620.6930580086373,
2022-11-21 15:00:00,625.483231435092,
2022-11-21 15:30:30,625.483231435092,
2022-11-21 23:59:59,683.3605526814554,c
2022-11-22 00:00:00,757.5359845122043,
2022-11-22 10:00:00,810.1056007236821,
2022-11-22 10:30:00,838.0065287936764,
2022-11-22 12:00:00,864.3085497759039,
2022-11-22 13:30:00,799.923588341504,
2022-11-22 15:00:00,746.211078074215,
2022-11-22 15:30:30,746.211078074215,
2022-11-22 23:59:59,772.9871407606629,c
2022-11-23 00:00:00,791.966975233438,
2022-11-23 10:00:00,765.1839960560674,
2022-11-23 10:30:00,744.4795441788515,
2022-11-23 12:00:00,709.2811199773528,
2022-11-23 13:30:00,705.9069747974099,
2022-11-23 15:00:00,725.6985044239213,
2022-11-23 15:30:30,725.6985044239213,
2022-11-23 23:59:59,705.1271398946756,c
2022-11-24 00:00:00,705.1271398946756,
2022-11-24 10:00:00,705.1271398946756,
2022-11-24 10:30:00,705.1271398946756,
2022-11-24 12:00:00,705.1271398946756,
2022-11-24 13:30:00,705.1271398946756,
2022-11-24 15:00:00,705.1271398946756,
2022-11-24 15:30:30,705.1271398946756,
2022-11-24 23:59:59,705.1271398946756,c
2022-11-25 00:00:00,709.3905586592086,
2022-11-25 10:00:00,654.2172290787871,
2022-11-25 10:30:00,654.2897048066634,
2022-11-25 12:00:00,629.2293122002138,
2022-11-25 13:30:00,629.2293122002138,
