date,SPX500_HEDGED_2023_Q1,meta
2023-01-20 00:00:00,-28.205106416903504,
2023-01-20 10:00:00,-29.080584609703465,
2023-01-20 10:30:00,-32.19555101241917,
2023-01-20 12:00:00,-31.847211271582864,
2023-01-20 13:30:00,-38.07765075770146,
2023-01-20 15:00:00,-41.562296323328496,
2023-01-20 15:30:30,-41.562296323328496,
2023-01-20 23:59:59,-38.080149916760206,w
2023-01-23 00:00:00,-31.71480898993741,
2023-01-23 10:00:00,-45.504127696525416,
2023-01-23 10:30:00,-46.47091692628476,
2023-01-23 12:00:00,-52.66347458835662,
2023-01-23 13:30:00,-47.885163331193894,
2023-01-23 15:00:00,-44.246971702378914,
2023-01-23 15:30:30,-44.246971702378914,
2023-01-23 23:59:59,-44.48103339656268,c
2023-01-24 00:00:00,-36.75483480622631,
2023-01-24 10:00:00,-38.326280286112365,
2023-01-24 10:30:00,-36.874713453294135,
2023-01-24 12:00:00,-39.558373380996386,
2023-01-24 13:30:00,-36.70718983567224,
2023-01-24 15:00:00,-35.82390172464852,
2023-01-24 15:30:30,-35.82390172464852,
2023-01-24 23:59:59,-49.269756775540145,c
2023-01-25 00:00:00,-48.68153720449595,
2023-01-25 10:00:00,-42.732487669845,
2023-01-25 10:30:00,-35.137709503038764,
2023-01-25 12:00:00,-28.546458921644785,
2023-01-25 13:30:00,-28.535100451310768,
2023-01-25 15:00:00,-37.80525978843866,
2023-01-25 15:30:30,-37.80525978843866,
2023-01-25 23:59:59,-32.41369309591505,c
2023-01-26 00:00:00,-35.99149323914128,
2023-01-26 10:00:00,-44.300688833096274,
2023-01-26 10:30:00,-46.17452140868886,
2023-01-26 12:00:00,-47.99447920972261,
2023-01-26 13:30:00,-50.18013447018404,
2023-01-26 15:00:00,-52.14908412877105,
2023-01-26 15:30:30,-52.14908412877105,
2023-01-26 23:59:59,-47.6145606140085,c
2023-01-27 00:00:00,-41.30800550241986,
2023-01-27 10:00:00,-41.85671740077862,
2023-01-27 10:30:00,-36.56650549511062,
2023-01-27 12:00:00,-34.717264467111704,
2023-01-27 13:30:00,-35.63047876568089,
2023-01-27 15:00:00,-34.88503550757673,
2023-01-27 15:30:30,-34.88503550757673,
2023-01-27 23:59:59,-32.18680032598695,w
2023-01-30 00:00:00,-25.48498614102516,
2023-01-30 10:00:00,-31.299953866956344,
2023-01-30 10:30:00,-29.626280966205513,
2023-01-30 12:00:00,-29.080160171181888,
2023-01-30 13:30:00,-27.43716840078355,
2023-01-30 15:00:00,-23.728033436745704,
2023-01-30 15:30:30,-23.728033436745704,
2023-01-30 23:59:59,-18.299940342375294,c
2023-01-31 00:00:00,-26.014257310640005,
2023-01-31 10:00:00,-22.80227586133526,
2023-01-31 10:30:00,-24.850126539681582,
2023-01-31 12:00:00,-23.324889782346304,
2023-01-31 13:30:00,-26.75588476878829,
2023-01-31 15:00:00,-27.353486478441596,
2023-01-31 15:30:30,-27.353486478441596,
2023-01-31 23:59:59,-29.69060171054184,c
2023-02-01 00:00:00,-15.881171059556323,
2023-02-01 10:00:00,-15.60839768015876,
2023-02-01 10:30:00,-21.550315835981564,
2023-02-01 12:00:00,-20.479469970337846,
2023-02-01 13:30:00,-25.118045620566136,
2023-02-01 15:00:00,-34.255980784201256,
2023-02-01 15:30:30,-34.255980784201256,
2023-02-01 23:59:59,-39.50532144867134,c
2023-02-02 00:00:00,-68.58835622609843,
2023-02-02 10:00:00,-77.71200986166423,
2023-02-02 10:30:00,-75.31075711496544,
2023-02-02 12:00:00,-74.20609397123724,
2023-02-02 13:30:00,-78.89237032197639,
2023-02-02 15:00:00,-76.06659707723873,
2023-02-02 15:30:30,-76.06659707723873,
2023-02-02 23:59:59,-78.0655919700506,c
2023-02-03 00:00:00,-67.56411248513245,
2023-02-03 10:00:00,-74.08788084393905,
2023-02-03 10:30:00,-71.4851435154751,
2023-02-03 12:00:00,-73.8633115955356,
2023-02-03 13:30:00,-71.65903737511917,
2023-02-03 15:00:00,-69.52577379131355,
2023-02-03 15:30:30,-69.52577379131355,
2023-02-03 23:59:59,-65.82592382603934,w
2023-02-06 00:00:00,-49.27077696134188,
2023-02-06 10:00:00,-63.30896972134644,
2023-02-06 10:30:00,-54.28374432442206,
2023-02-06 12:00:00,-54.758126309827844,
