date,FDL_2022_Q3,meta
2022-08-19 00:00:00,-158.78395020974412,
2022-08-19 10:00:00,-140.02574561547112,
2022-08-19 10:30:00,-136.7504053916544,
2022-08-19 12:00:00,-88.61362039412063,
2022-08-19 13:30:00,-94.65986441814312,
2022-08-19 15:00:00,-120.7390813041795,
2022-08-19 15:30:30,-120.7390813041795,
2022-08-19 23:59:59,-123.9860710120833,w
2022-08-22 00:00:00,-128.26512848336347,
2022-08-22 10:00:00,-169.7689518930384,
2022-08-22 10:30:00,-152.33500817655968,
2022-08-22 12:00:00,-89.65513964711741,
2022-08-22 13:30:00,-89.96532454081284,
2022-08-22 15:00:00,-74.33712881842438,
2022-08-22 15:30:30,-74.33712881842438,
2022-08-22 23:59:59,-55.51272565551278,c
2022-08-23 00:00:00,-4.769962175475314,
2022-08-23 10:00:00,54.40911462521521,
2022-08-23 10:30:00,53.0746121290714,
2022-08-23 12:00:00,78.51903146108333,
2022-08-23 13:30:00,61.46393238342529,
2022-08-23 15:00:00,50.59541161772239,
2022-08-23 15:30:30,50.59541161772239,
2022-08-23 23:59:59,74.27709032900287,c
2022-08-24 00:00:00,98.62954879216227,
2022-08-24 10:00:00,110.93994269265147,
2022-08-24 10:30:00,107.34462015355842,
2022-08-24 12:00:00,86.01468532060744,
2022-08-24 13:30:00,115.43486493825253,
2022-08-24 15:00:00,115.66044839610902,
2022-08-24 15:30:30,115.66044839610902,
2022-08-24 23:59:59,136.83287850031795,c
2022-08-25 00:00:00,168.78121958875553,
2022-08-25 10:00:00,169.8165095948954,
2022-08-25 10:30:00,130.1787592610759,
2022-08-25 12:00:00,152.95007419929723,
2022-08-25 13:30:00,154.93998013600688,
2022-08-25 15:00:00,157.7242912636564,
2022-08-25 15:30:30,157.7242912636564,
2022-08-25 23:59:59,161.15833643122082,c
2022-08-26 00:00:00,167.78711772455367,
2022-08-26 10:00:00,186.6563991300902,
2022-08-26 10:30:00,191.90705900950294,
2022-08-26 12:00:00,194.18491197858177,
2022-08-26 13:30:00,200.2932007559945,
2022-08-26 15:00:00,202.69124849837303,
2022-08-26 15:30:30,202.69124849837303,
2022-08-26 23:59:59,198.6311054159289,w
2022-08-29 00:00:00,194.40780392587507,
2022-08-29 10:00:00,297.96976008266597,
2022-08-29 10:30:00,289.5681177625826,
2022-08-29 12:00:00,281.7613349090748,
2022-08-29 13:30:00,285.3218984099167,
2022-08-29 15:00:00,278.0962974926615,
2022-08-29 15:30:30,278.0962974926615,
2022-08-29 23:59:59,266.6756692475466,c
2022-08-30 00:00:00,201.9995925929081,
2022-08-30 10:00:00,153.2582091981503,
2022-08-30 10:30:00,164.26562739118523,
2022-08-30 12:00:00,145.32189164454692,
2022-08-30 13:30:00,149.23110634122978,
2022-08-30 15:00:00,129.7034010073058,
2022-08-30 15:30:30,129.7034010073058,
2022-08-30 23:59:59,147.08014644576784,c
2022-08-31 00:00:00,53.88795803943057,
2022-08-31 10:00:00,70.63284079690396,
2022-08-31 10:30:00,108.32052359550241,
2022-08-31 12:00:00,153.5340026975733,
2022-08-31 13:30:00,169.30489691145968,
2022-08-31 15:00:00,142.44235600376552,
2022-08-31 15:30:30,142.44235600376552,s
2022-08-31 23:59:59,120.68203682579482,c
2022-09-01 00:00:00,51.61560330365916,
2022-09-01 10:00:00,5.752349709165486,
2022-09-01 10:30:00,41.005638308994236,
2022-09-01 12:00:00,40.63688917586728,
2022-09-01 13:30:00,12.596861283863092,
2022-09-01 15:00:00,6.22668225058888,
2022-09-01 15:30:30,6.22668225058888,
2022-09-01 23:59:59,-9.124656318134399,c
2022-09-02 00:00:00,56.4088313464091,
2022-09-02 10:00:00,22.415068471147208,
2022-09-02 10:30:00,52.910688439370546,
2022-09-02 12:00:00,55.95454366050083,
2022-09-02 13:30:00,66.64503037660876,
2022-09-02 15:00:00,75.81803072569983,
2022-09-02 15:30:30,75.81803072569983,
2022-09-02 23:59:59,79.43642776446487,w
2022-09-05 00:00:00,79.43642776446487,
2022-09-05 10:00:00,79.43642776446487,
2022-09-05 10:30:00,79.43642776446487,
2022-09-05 12:00:00,79.43642776446487,
2022-09-05 13:30:00,79.43642776446487,
2022-09-05 15:00:00,79.43642776446487,
2022-09-05 15:30:30,79.43642776446487,
2022-09-05 23:59:59,79.43642776446487,c
2022-09-06 00:00:00,92.23728773877306,
2022-09-06 10:00:00,106.68420481498671,
2022-09-06 10:30:00,72.01448382713676,
2022-09-06 12:00:00,94.92697827819407,
2022-09-06 13:30:00,87.53912899741167,
2022-09-06 15:00:00,72.07134987779929,
2022-09-06 15:30:30,72.07134987779929,
