date,INTEL_STY_2022_Q2,meta
2022-05-11 00:00:00,165.17524855246467,
2022-05-11 10:00:00,158.27301337236057,
2022-05-11 10:30:00,162.3833650400998,
2022-05-11 12:00:00,155.88385703131962,
2022-05-11 13:30:00,155.40213973971268,
2022-05-11 15:00:00,152.19038931350627,
2022-05-11 15:30:30,152.19038931350627,
2022-05-11 23:59:59,154.4227215905934,c
2022-05-12 00:00:00,160.63960679356384,
2022-05-12 10:00:00,156.0851970210851,
2022-05-12 10:30:00,162.04814750619093,
2022-05-12 12:00:00,156.36249417701794,
2022-05-12 13:30:00,156.82104153006728,
2022-05-12 15:00:00,149.11289520183942,
2022-05-12 15:30:30,149.11289520183942,
2022-05-12 23:59:59,144.69478687309115,c
2022-05-13 00:00:00,132.70534991087163,
2022-05-13 10:00:00,126.17289866991806,
2022-05-13 10:30:00,121.1043765948882,
2022-05-13 12:00:00,116.55029959354225,
2022-05-13 13:30:00,119.86257804573984,
2022-05-13 15:00:00,113.83300994480102,
2022-05-13 15:30:30,113.83300994480102,
2022-05-13 23:59:59,111.82549124147337,w
2022-05-16 00:00:00,120.67304040366524,
2022-05-16 10:00:00,115.81964337167607,
2022-05-16 10:30:00,121.40016903779355,
2022-05-16 12:00:00,101.12211813176431,
2022-05-16 13:30:00,96.80255546911631,
2022-05-16 15:00:00,100.61435961196032,
2022-05-16 15:30:30,100.61435961196032,
2022-05-16 23:59:59,102.19139314883984,c
2022-05-17 00:00:00,95.44956682094393,
2022-05-17 10:00:00,85.08757784178943,
2022-05-17 10:30:00,96.86322571189764,
2022-05-17 12:00:00,99.3053057187941,
2022-05-17 13:30:00,93.05237428293508,
2022-05-17 15:00:00,94.74190741537687,
2022-05-17 15:30:30,94.74190741537687,
2022-05-17 23:59:59,92.43062130522489,c
2022-05-18 00:00:00,73.37497051240827,
2022-05-18 10:00:00,59.858358333961924,
2022-05-18 10:30:00,55.630962449229216,
2022-05-18 12:00:00,54.086959781824866,
2022-05-18 13:30:00,45.21622166703509,
2022-05-18 15:00:00,45.69367218657168,
2022-05-18 15:30:30,45.69367218657168,
2022-05-18 23:59:59,47.124813929394236,c
2022-05-19 00:00:00,52.35909235231141,
2022-05-19 10:00:00,40.25670981172946,
2022-05-19 10:30:00,30.07793133205523,
2022-05-19 12:00:00,40.57509062370378,
2022-05-19 13:30:00,37.47735224100947,
2022-05-19 15:00:00,39.79345395317868,
2022-05-19 15:30:30,39.79345395317868,
2022-05-19 23:59:59,32.33676334820164,c
2022-05-20 00:00:00,24.427673717607362,
2022-05-20 10:00:00,20.027355545615023,
2022-05-20 10:30:00,18.162380900304058,
2022-05-20 12:00:00,23.13089587312912,
2022-05-20 13:30:00,25.768175945883726,
2022-05-20 15:00:00,29.249244377523695,
2022-05-20 15:30:30,29.249244377523695,
2022-05-20 23:59:59,29.988704831889848,w
2022-05-23 00:00:00,4.355765338390867,
2022-05-23 10:00:00,21.951081017065775,
2022-05-23 10:30:00,23.992305207399824,
2022-05-23 12:00:00,15.6410132049173,
2022-05-23 13:30:00,16.44999266445818,
2022-05-23 15:00:00,18.02021048673049,
2022-05-23 15:30:30,18.02021048673049,
2022-05-23 23:59:59,17.520835647201963,c
2022-05-24 00:00:00,20.88716261834324,
2022-05-24 10:00:00,17.52162240121514,
2022-05-24 10:30:00,14.318631310234906,
2022-05-24 12:00:00,18.624993256418065,
2022-05-24 13:30:00,22.7202765681525,
2022-05-24 15:00:00,19.625605482421705,
2022-05-24 15:30:30,19.625605482421705,s
2022-05-24 23:59:59,15.629762061478203,c
2022-05-25 00:00:00,6.489971107666875,
2022-05-25 10:00:00,9.917520566641457,
2022-05-25 10:30:00,3.2991323627014992,
2022-05-25 12:00:00,9.59508630362589,
2022-05-25 13:30:00,10.22691721197998,
2022-05-25 15:00:00,2.348982752157582,
2022-05-25 15:30:30,2.348982752157582,
2022-05-25 23:59:59,0.0,a
2022-05-26 00:00:00,18.594527068433806,
2022-05-26 10:00:00,5.345734926682255,
2022-05-26 10:30:00,5.729055867662154,
2022-05-26 12:00:00,15.46404569859584,
2022-05-26 13:30:00,16.82595525829663,
2022-05-26 15:00:00,5.392441002947734,
