date,AS_TAN_2021_Q4,meta
2021-11-19 00:00:00,872.5175138121176,
2021-11-19 01:00:00,917.2854788202512,
2021-11-19 02:30:00,928.0527971022711,
2021-11-19 03:00:00,929.5490336976554,
2021-11-19 18:30:00,929.5490336976554,
2021-11-19 20:00:00,929.5490336976554,
2021-11-19 23:00:00,929.5490336976554,
2021-11-19 23:59:59,933.9279257627868,w
2021-11-22 00:00:00,937.982144587133,
2021-11-22 01:00:00,934.4637655139813,
2021-11-22 02:30:00,924.9500896395339,
2021-11-22 03:00:00,939.0943700944608,
2021-11-22 18:30:00,939.0943700944608,
2021-11-22 20:00:00,939.0943700944608,
2021-11-22 23:00:00,924.952616243153,
2021-11-22 23:59:59,929.9478457177984,c
2021-11-23 00:00:00,918.4980739836947,
2021-11-23 01:00:00,909.1911162668002,
2021-11-23 02:30:00,920.5073217326826,
2021-11-23 03:00:00,913.6160984109056,
2021-11-23 18:30:00,913.6160984109056,
2021-11-23 20:00:00,774.8371322303155,
2021-11-23 23:00:00,804.5190474172259,
2021-11-23 23:59:59,778.7145223883153,c
2021-11-24 00:00:00,771.4187758341368,
2021-11-24 01:00:00,848.9487502340098,
2021-11-24 02:30:00,849.2749186947267,
2021-11-24 03:00:00,826.8395620443025,
2021-11-24 18:30:00,826.8395620443025,
2021-11-24 20:00:00,1025.3902200372122,
2021-11-24 23:00:00,973.9867262212865,
2021-11-24 23:59:59,960.9988176188899,c
2021-11-25 00:00:00,989.4994127984655,
2021-11-25 01:00:00,1011.8408747446965,
2021-11-25 02:30:00,974.4259885533393,
2021-11-25 03:00:00,976.4660601216474,
2021-11-25 18:30:00,976.4660601216474,
2021-11-25 20:00:00,763.1996136914513,
2021-11-25 23:00:00,612.1266778470763,
2021-11-25 23:59:59,596.7260452060391,c
2021-11-26 00:00:00,583.8261067245785,
2021-11-26 01:00:00,597.5431331130203,
2021-11-26 02:30:00,601.2372318658099,
2021-11-26 03:00:00,619.8630075750261,
2021-11-26 18:30:00,619.8630075750261,
2021-11-26 20:00:00,619.8630075750261,
2021-11-26 23:00:00,619.8630075750261,
2021-11-26 23:59:59,594.9321800537327,w
2021-11-29 00:00:00,523.0697482419928,
2021-11-29 01:00:00,579.0278895359961,
2021-11-29 02:30:00,576.1781300851335,
2021-11-29 03:00:00,580.3322127863903,
2021-11-29 18:30:00,580.3322127863903,
2021-11-29 20:00:00,681.3526710780307,
2021-11-29 23:00:00,660.9674638246097,
2021-11-29 23:59:59,669.8133152060509,c
2021-11-30 00:00:00,715.8456925283599,
2021-11-30 01:00:00,604.4298478157216,
2021-11-30 02:30:00,641.6418425039328,
2021-11-30 03:00:00,619.1324012207688,
2021-11-30 18:30:00,619.1324012207688,
2021-11-30 20:00:00,384.1539644584518,
2021-11-30 23:00:00,337.067935010964,
2021-11-30 23:59:59,319.0636156743867,c
2021-12-01 00:00:00,393.7820654866491,
2021-12-01 01:00:00,391.02149793431727,
2021-12-01 02:30:00,416.24991570309976,
2021-12-01 03:00:00,408.0852345944495,
2021-12-01 18:30:00,408.0852345944495,
2021-12-01 20:00:00,350.71666965194163,
2021-12-01 23:00:00,272.1744174624491,
2021-12-01 23:59:59,299.34559587274,c
2021-12-02 00:00:00,231.81124672900933,
2021-12-02 01:00:00,173.10032969707663,
2021-12-02 02:30:00,179.11479803207658,
2021-12-02 03:00:00,171.4534095340141,
2021-12-02 18:30:00,171.4534095340141,
2021-12-02 20:00:00,246.11604469865597,
2021-12-02 23:00:00,302.97043819707324,
2021-12-02 23:59:59,347.77858698280306,c
2021-12-03 00:00:00,330.6739668978371,
2021-12-03 01:00:00,365.08928303401717,
2021-12-03 02:30:00,336.4725610961832,
2021-12-03 03:00:00,342.1669920331151,
2021-12-03 18:30:00,342.1669920331151,
2021-12-03 20:00:00,342.1669920331151,
2021-12-03 23:00:00,342.1669920331151,
2021-12-03 23:59:59,353.6420756913776,w
2021-12-06 00:00:00,215.9768107859809,
2021-12-06 01:00:00,243.08020131713965,
2021-12-06 02:30:00,206.10439878959733,
2021-12-06 03:00:00,216.25745616673066,
