date,AS_TAN_2021_Q4,meta
2021-12-06 18:30:00,216.25745616673066,
2021-12-06 20:00:00,122.02617707352783,
2021-12-06 23:00:00,169.25428876006117,
2021-12-06 23:59:59,172.11996838675714,c
2021-12-07 00:00:00,217.61995012417628,
2021-12-07 01:00:00,213.8533490503096,
2021-12-07 02:30:00,258.67118071001096,
2021-12-07 03:00:00,245.8346642758006,
2021-12-07 18:30:00,245.8346642758006,
2021-12-07 20:00:00,170.57937729445894,
2021-12-07 23:00:00,225.8716117146123,
2021-12-07 23:59:59,237.82031478706085,c
2021-12-08 00:00:00,316.3323523653153,
2021-12-08 01:00:00,258.37391767805093,
2021-12-08 02:30:00,277.88531502942806,
2021-12-08 03:00:00,289.9669187067966,
2021-12-08 18:30:00,289.9669187067966,
2021-12-08 20:00:00,222.4327103841806,
2021-12-08 23:00:00,195.15282639396992,
2021-12-08 23:59:59,154.69315861975792,c
2021-12-09 00:00:00,180.46816740777922,
2021-12-09 01:00:00,111.35723392855562,
2021-12-09 02:30:00,136.30977149671799,
2021-12-09 03:00:00,141.87343913743825,
2021-12-09 18:30:00,141.87343913743825,
2021-12-09 20:00:00,-2.333363454803475,
2021-12-09 23:00:00,20.39427979460197,
2021-12-09 23:59:59,6.9542560431154925,c
2021-12-10 00:00:00,-20.798562045201834,
2021-12-10 01:00:00,-20.932199763889912,
2021-12-10 02:30:00,-0.349906339761219,
2021-12-10 03:00:00,-1.0338392863623085,
2021-12-10 18:30:00,-1.0338392863623085,
2021-12-10 20:00:00,-1.0338392863623085,
2021-12-10 23:00:00,-1.0338392863623085,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,213.73230966618394,
2021-12-13 01:00:00,222.91409229979763,
2021-12-13 02:30:00,219.61055609087998,
2021-12-13 03:00:00,218.8201582207921,
2021-12-13 18:30:00,218.8201582207921,
2021-12-13 20:00:00,261.01336565277234,
2021-12-13 23:00:00,233.07391272968198,
2021-12-13 23:59:59,222.1919056742181,c
2021-12-14 00:00:00,211.18086127055994,
2021-12-14 01:00:00,246.53630246361627,
2021-12-14 02:30:00,225.80605670602836,
2021-12-14 03:00:00,222.78461104791313,
2021-12-14 18:30:00,222.78461104791313,
2021-12-14 20:00:00,180.43379531326718,
2021-12-14 23:00:00,229.7658057244107,
2021-12-14 23:59:59,216.26194559185114,c
2021-12-15 00:00:00,149.5347408570733,
2021-12-15 01:00:00,118.14928115219936,
2021-12-15 02:30:00,113.99089342695243,
2021-12-15 03:00:00,126.4770058626309,
2021-12-15 18:30:00,126.4770058626309,
2021-12-15 20:00:00,19.38736353393051,
2021-12-15 23:00:00,181.5453245918079,
2021-12-15 23:59:59,190.08056599682277,c
2021-12-16 00:00:00,303.65671645920065,
2021-12-16 01:00:00,236.4991439754649,
2021-12-16 02:30:00,309.2500795016949,
2021-12-16 03:00:00,310.69457615796,
2021-12-16 18:30:00,310.69457615796,
2021-12-16 20:00:00,332.8680102009439,
2021-12-16 23:00:00,356.9058464550135,
2021-12-16 23:59:59,336.64282863826156,c
2021-12-17 00:00:00,226.2320078008197,
2021-12-17 01:00:00,295.5289797455316,
2021-12-17 02:30:00,275.9300685357139,
2021-12-17 03:00:00,289.24417586801064,
2021-12-17 18:30:00,289.24417586801064,
2021-12-17 20:00:00,289.24417586801064,
2021-12-17 23:00:00,289.24417586801064,
2021-12-17 23:59:59,284.4821571988632,e
2021-12-20 00:00:00,-61.52942506424279,
2021-12-20 01:00:00,-76.04536616561018,
2021-12-20 02:30:00,-116.9220631476237,
2021-12-20 03:00:00,-144.22449643211803,
2021-12-20 18:30:00,-144.22449643211803,
2021-12-20 20:00:00,-215.44414603027417,
2021-12-20 23:00:00,-259.3449480402778,
2021-12-20 23:59:59,-237.6872705962005,c
2021-12-21 00:00:00,-156.37427251832833,
2021-12-21 01:00:00,-143.74948255910658,
2021-12-21 02:30:00,-159.31116188118358,
2021-12-21 03:00:00,-165.76552049270867,
2021-12-21 18:30:00,-165.76552049270867,
2021-12-21 20:00:00,-173.01455592754337,
2021-12-21 23:00:00,-235.95792296256423,
2021-12-21 23:59:59,-246.3390290548714,c
2021-12-22 00:00:00,-200.72486739688884,
2021-12-22 01:00:00,-234.6549442283258,
2021-12-22 02:30:00,-220.26181969308618,
2021-12-22 03:00:00,-204.06679843237544,
2021-12-22 18:30:00,-204.06679843237544,
2021-12-22 20:00:00,-344.7768299394993,
2021-12-22 23:00:00,-275.6041001671956,
2021-12-22 23:59:59,-241.982017381255,c
2021-12-23 00:00:00,-242.72384902661906,
2021-12-23 01:00:00,-203.80596961622723,
2021-12-23 02:30:00,-191.21255771587403,
2021-12-23 03:00:00,-184.45826228121132,
2021-12-23 18:30:00,-184.45826228121132,
2021-12-23 20:00:00,-191.04000349135822,
2021-12-23 23:00:00,-140.28726778457894,
2021-12-23 23:59:59,-147.21554637719692,c
2021-12-24 00:00:00,-164.3262140963543,
2021-12-24 01:00:00,-150.24354647065957,
2021-12-24 02:30:00,-150.24354647065957,
2021-12-24 03:00:00,-150.24354647065957,
2021-12-24 18:30:00,-150.24354647065957,
2021-12-24 20:00:00,-150.24354647065957,
2021-12-24 23:00:00,-150.24354647065957,
2021-12-24 23:59:59,-152.6136854361839,w
2021-12-27 00:00:00,-182.57290977894172,
2021-12-27 01:00:00,-166.07898154652594,
2021-12-27 02:30:00,-166.07898154652594,
2021-12-27 03:00:00,-166.07898154652594,
2021-12-27 18:30:00,-166.07898154652594,
2021-12-27 20:00:00,-124.02811263300191,
2021-12-27 23:00:00,-193.87180554548104,
2021-12-27 23:59:59,-187.82046006565906,c
2021-12-28 00:00:00,-198.3022693205421,
2021-12-28 01:00:00,-181.95593858992288,
2021-12-28 02:30:00,-189.82264670464428,
2021-12-28 03:00:00,-181.71047660227578,
2021-12-28 18:30:00,-181.71047660227578,
2021-12-28 20:00:00,-358.44889666256677,
2021-12-28 23:00:00,-589.1052354891453,
2021-12-28 23:59:59,-502.56907259166746,c
2021-12-29 00:00:00,-951.8926186814724,
2021-12-29 01:00:00,-1135.150278988829,
2021-12-29 02:30:00,-1132.138085884997,
2021-12-29 03:00:00,-1129.0297073599131,
2021-12-29 18:30:00,-1129.0297073599131,
2021-12-29 20:00:00,-1169.0539778261773,
2021-12-29 23:00:00,-1202.6589746681584,
2021-12-29 23:59:59,-1172.2444065098125,c
2021-12-30 00:00:00,-1149.3668363322995,
2021-12-30 01:00:00,-1173.5497706262504,
2021-12-30 02:30:00,-1180.1175862433283,
2021-12-30 03:00:00,-1171.9854780992364,
2021-12-30 18:30:00,-1171.9854780992364,
2021-12-30 20:00:00,-1171.9854780992364,
2021-12-30 23:00:00,-1001.9495437573651,
2021-12-30 23:59:59,-997.192963643588,c
2021-12-31 00:00:00,-967.3440967859187,
2021-12-31 01:00:00,-967.3440967859187,
2021-12-31 02:30:00,-967.3440967859187,
2021-12-31 03:00:00,-967.3440967859187,
2021-12-31 18:30:00,-967.3440967859187,
2021-12-31 20:00:00,-967.3440967859187,
2021-12-31 23:00:00,-967.3440967859187,
2021-12-31 23:59:59,-967.3229857246097,w
