date,PAR2_AD_20210613,meta
2020-12-11 00:00:00,-477.52111825830383,
2020-12-11 10:00:00,-485.25968720102054,
2020-12-11 10:30:00,-499.20035526684796,
2020-12-11 12:00:00,-487.119701400487,
2020-12-11 13:30:00,-485.23552232103543,
2020-12-11 15:00:00,-486.9034820382983,
2020-12-11 15:30:30,-486.9034820382983,
2020-12-11 23:59:59,-492.9435166882772,w
2020-12-14 00:00:00,-500.4759116989186,
2020-12-14 10:00:00,-522.9259540602493,
2020-12-14 10:30:00,-519.6899722898142,
2020-12-14 12:00:00,-510.0614123966026,
2020-12-14 13:30:00,-496.138401088984,
2020-12-14 15:00:00,-495.4257013397645,
2020-12-14 15:30:30,-495.4257013397645,
2020-12-14 23:59:59,-473.4724979037356,c
2020-12-15 00:00:00,-492.093785176345,
2020-12-15 10:00:00,-479.7745415924003,
2020-12-15 10:30:00,-490.85564382736266,
2020-12-15 12:00:00,-479.4992617612081,
2020-12-15 13:30:00,-498.8386769025295,
2020-12-15 15:00:00,-524.4158689979698,
2020-12-15 15:30:30,-524.4158689979698,
2020-12-15 23:59:59,-515.7985962061435,c
2020-12-16 00:00:00,-507.491002401326,
2020-12-16 10:00:00,-482.88801712540567,
2020-12-16 10:30:00,-481.0860467532456,
2020-12-16 12:00:00,-476.33322449870417,
2020-12-16 13:30:00,-467.62480595425757,
2020-12-16 15:00:00,-465.2124272054059,
2020-12-16 15:30:30,-465.2124272054059,
2020-12-16 23:59:59,-464.305960955748,c
2020-12-17 00:00:00,-478.66167166072296,
2020-12-17 10:00:00,-448.0934242026409,
2020-12-17 10:30:00,-457.0624468359761,
2020-12-17 12:00:00,-424.2722927406545,
2020-12-17 13:30:00,-418.20239375359574,
2020-12-17 15:00:00,-405.432392438888,
2020-12-17 15:30:30,-405.432392438888,
2020-12-17 23:59:59,-411.4417963761673,c
2020-12-18 00:00:00,-424.09570473829075,
2020-12-18 10:00:00,-400.25695745723647,
2020-12-18 10:30:00,-403.4404803268864,
2020-12-18 12:00:00,-402.7449531262994,
2020-12-18 13:30:00,-403.8930842187827,
2020-12-18 15:00:00,-416.67653702893386,
2020-12-18 15:30:30,-416.67653702893386,q
2020-12-18 23:59:59,-401.02710875375396,w
2020-12-21 00:00:00,-364.0223771942872,
2020-12-21 10:00:00,-384.07879221689717,
2020-12-21 10:30:00,-367.8252148130389,
2020-12-21 12:00:00,-359.86667849316456,
2020-12-21 13:30:00,-368.10628163426793,
2020-12-21 15:00:00,-350.81426161900424,
2020-12-21 15:30:30,-350.81426161900424,
2020-12-21 23:59:59,-333.12954623358047,c
2020-12-22 00:00:00,-306.9638374394002,
2020-12-22 10:00:00,-311.4969127999846,
2020-12-22 10:30:00,-324.0008324037635,
2020-12-22 12:00:00,-334.13400370112834,
2020-12-22 13:30:00,-329.71881036210897,
2020-12-22 15:00:00,-311.4346078295018,
2020-12-22 15:30:30,-311.4346078295018,
2020-12-22 23:59:59,-276.1371281523229,c
2020-12-23 00:00:00,-304.9107088526556,
2020-12-23 10:00:00,-304.83348478374353,
2020-12-23 10:30:00,-294.0125369657975,
2020-12-23 12:00:00,-311.0369098402684,
2020-12-23 13:30:00,-306.3573693068813,
2020-12-23 15:00:00,-303.25112493532816,
2020-12-23 15:30:30,-303.25112493532816,
2020-12-23 23:59:59,-325.4068317652846,c
2020-12-24 00:00:00,-328.68856373207257,
2020-12-24 10:00:00,-352.9935061503475,
2020-12-24 10:30:00,-354.25219839153135,
2020-12-24 12:00:00,-356.6282199572016,
2020-12-24 13:30:00,-356.6282199572016,
2020-12-24 15:00:00,-356.6282199572016,
2020-12-24 15:30:30,-356.6282199572016,
2020-12-24 23:59:59,-365.6943066429297,c
2020-12-25 00:00:00,-365.6943066429297,
2020-12-25 10:00:00,-365.6943066429297,
2020-12-25 10:30:00,-365.6943066429297,
2020-12-25 12:00:00,-365.6943066429297,
2020-12-25 13:30:00,-365.6943066429297,
2020-12-25 15:00:00,-365.6943066429297,
2020-12-25 15:30:30,-365.6943066429297,
2020-12-25 23:59:59,-365.6943066429297,w
2020-12-28 00:00:00,-371.3380345039619,
2020-12-28 10:00:00,-343.51880562373555,
2020-12-28 10:30:00,-344.1086892073154,
2020-12-28 12:00:00,-338.8531855626848,
2020-12-28 13:30:00,-357.07326436718586,
2020-12-28 15:00:00,-347.26078449334466,
2020-12-28 15:30:30,-347.26078449334466,
2020-12-28 23:59:59,-313.7226279570982,c
2020-12-29 00:00:00,-314.97784683671074,
2020-12-29 10:00:00,-318.0475686868485,
2020-12-29 10:30:00,-316.1823533160024,
2020-12-29 12:00:00,-291.5864942416071,
2020-12-29 13:30:00,-304.1803168644061,
2020-12-29 15:00:00,-298.0258004606378,
2020-12-29 15:30:30,-298.0258004606378,
2020-12-29 23:59:59,-309.2975992295371,c
2020-12-30 00:00:00,-313.1181274216899,
2020-12-30 10:00:00,-332.62971252998585,
2020-12-30 10:30:00,-335.6686337031631,
2020-12-30 12:00:00,-319.6705774845219,
2020-12-30 13:30:00,-345.3839732952415,
2020-12-30 15:00:00,-359.6203850827725,
2020-12-30 15:30:30,-359.6203850827725,
2020-12-30 23:59:59,-373.5840446227269,c
2020-12-31 00:00:00,-378.32565915221744,
2020-12-31 10:00:00,-364.5409240703482,
