date,AS_SDIV_2022_Q3,meta
2022-08-23 03:00:00,-34.86302751832909,
2022-08-23 18:30:00,-34.86302751832909,
2022-08-23 20:00:00,-34.86302751832909,
2022-08-23 23:00:00,32.22512922128726,
2022-08-23 23:59:59,63.76651837580539,c
2022-08-24 00:00:00,88.46061329407985,
2022-08-24 01:00:00,82.81314382097025,
2022-08-24 02:30:00,15.70696508375022,
2022-08-24 03:00:00,46.019432031681845,
2022-08-24 18:30:00,46.019432031681845,
2022-08-24 20:00:00,46.019432031681845,
2022-08-24 23:00:00,-4.046673578528043,
2022-08-24 23:59:59,0.0,a
2022-08-25 00:00:00,29.465019919724,
2022-08-25 01:00:00,19.59980802281916,
2022-08-25 02:30:00,11.657155058679564,
2022-08-25 03:00:00,-106.985125533462,
2022-08-25 18:30:00,-106.985125533462,
2022-08-25 20:00:00,-106.985125533462,
2022-08-25 23:00:00,43.11212756705072,
2022-08-25 23:59:59,43.33008188073609,c
2022-08-26 00:00:00,27.822793858765635,
2022-08-26 01:00:00,33.45618269614806,
2022-08-26 02:30:00,42.738260071939294,
2022-08-26 03:00:00,40.79697043989927,
2022-08-26 18:30:00,40.79697043989927,
2022-08-26 20:00:00,40.79697043989927,
2022-08-26 23:00:00,40.79697043989927,
2022-08-26 23:59:59,-0.7350613624735161,w
2022-08-29 00:00:00,162.86002322351942,
2022-08-29 01:00:00,172.10688944399135,
2022-08-29 02:30:00,166.10513408994757,
2022-08-29 03:00:00,188.83576548718293,
2022-08-29 18:30:00,188.83576548718293,
2022-08-29 20:00:00,188.83576548718293,
2022-08-29 23:00:00,191.74914587411376,
2022-08-29 23:59:59,140.65717137172805,c
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
0,140.65717137172805,
2022-08-30 00:00:00,128.68704730207446,
2022-08-30 01:00:00,132.8511669613622,
2022-08-30 02:30:00,152.72359542064896,
2022-08-30 03:00:00,127.48077780722633,
2022-08-30 18:30:00,127.48077780722633,
2022-08-30 20:00:00,127.48077780722633,
2022-08-30 23:00:00,127.92568933872053,
2022-08-30 23:59:59,-4.863930551927297,c
2022-08-31 00:00:00,-27.29087240627223,
2022-08-31 01:00:00,-24.601632081923526,
2022-08-31 02:30:00,-57.50007681754278,
2022-08-31 03:00:00,-43.36319889719198,
2022-08-31 18:30:00,-43.36319889719198,
2022-08-31 20:00:00,-43.36319889719198,
2022-08-31 23:00:00,-109.71589241425181,
2022-08-31 23:59:59,-76.62196081133698,c
2022-09-01 00:00:00,-67.1837262978811,
2022-09-01 01:00:00,-74.8425083887173,
2022-09-01 02:30:00,-68.89250000033053,
2022-09-01 03:00:00,-47.10041191849541,
2022-09-01 18:30:00,-47.10041191849541,
2022-09-01 20:00:00,-47.10041191849541,
2022-09-01 23:00:00,227.40853817220295,
2022-09-01 23:59:59,246.1927986174269,c
2022-09-02 00:00:00,231.45276487128785,
2022-09-02 01:00:00,236.2509682188661,
2022-09-02 02:30:00,264.2548494079151,
2022-09-02 03:00:00,247.95166009219702,
2022-09-02 18:30:00,247.95166009219702,
2022-09-02 20:00:00,247.95166009219702,
2022-09-02 23:00:00,247.95166009219702,
2022-09-02 23:59:59,256.9766564482643,w
2022-09-05 00:00:00,283.7197215232404,
2022-09-05 01:00:00,278.89227783208753,
2022-09-05 02:30:00,198.49548892882194,
2022-09-05 03:00:00,181.99457579625323,
2022-09-05 18:30:00,181.99457579625323,
2022-09-05 20:00:00,181.99457579625323,
2022-09-05 23:00:00,274.8250806388992,
2022-09-05 23:59:59,260.83617310378077,c
2022-09-06 00:00:00,226.0248405879629,
2022-09-06 01:00:00,233.74039673955303,
2022-09-06 02:30:00,307.76413831977743,
2022-09-06 03:00:00,265.7498180431471,
2022-09-06 18:30:00,265.7498180431471,
2022-09-06 20:00:00,265.7498180431471,
2022-09-06 23:00:00,322.00712214839723,
2022-09-06 23:59:59,337.89311396075004,c
2022-09-07 00:00:00,340.204671399905,
2022-09-07 01:00:00,338.8470387921541,
2022-09-07 02:30:00,332.0390407549944,
2022-09-07 03:00:00,299.2296513075389,
2022-09-07 18:30:00,299.2296513075389,
2022-09-07 20:00:00,299.2296513075389,
2022-09-07 23:00:00,446.44143167786115,
2022-09-07 23:59:59,470.1794595656115,c
2022-09-08 00:00:00,450.23258569548625,
2022-09-08 01:00:00,444.85836193306613,
2022-09-08 02:30:00,435.07371532509774,
2022-09-08 03:00:00,473.77025109143824,
2022-09-08 18:30:00,473.77025109143824,
2022-09-08 20:00:00,473.77025109143824,
2022-09-08 23:00:00,385.2895864170623,
2022-09-08 23:59:59,384.0254170245478,c
2022-09-09 00:00:00,360.8168559608773,
2022-09-09 01:00:00,361.0200286365068,
2022-09-09 02:30:00,385.30532866425256,
2022-09-09 03:00:00,318.9129454454137,
2022-09-09 18:30:00,318.9129454454137,
2022-09-09 20:00:00,318.9129454454137,
2022-09-09 23:00:00,318.9129454454137,
2022-09-09 23:59:59,340.17144372977464,w
2022-09-12 00:00:00,327.480218604092,
2022-09-12 01:00:00,338.08786708441426,
2022-09-12 02:30:00,333.68976316853514,
2022-09-12 03:00:00,333.68976316853514,
2022-09-12 18:30:00,333.68976316853514,
2022-09-12 20:00:00,333.68976316853514,
2022-09-12 23:00:00,298.72740979752325,
2022-09-12 23:59:59,314.8141558530597,c
2022-09-13 00:00:00,333.6889189390122,
2022-09-13 01:00:00,335.09960030409457,
2022-09-13 02:30:00,310.99703363107164,
2022-09-13 03:00:00,319.1434691003926,
2022-09-13 18:30:00,319.1434691003926,
2022-09-13 20:00:00,319.1434691003926,
2022-09-13 23:00:00,414.71101808804906,
2022-09-13 23:59:59,384.8208384426605,c
2022-09-14 00:00:00,413.52279652248694,
2022-09-14 01:00:00,409.82030390698196,
2022-09-14 02:30:00,399.42503237809865,
2022-09-14 03:00:00,373.5112582607064,
2022-09-14 18:30:00,373.5112582607064,
2022-09-14 20:00:00,373.5112582607064,
2022-09-14 23:00:00,223.74135336562404,
2022-09-14 23:59:59,224.01185712699044,e
2022-09-15 00:00:00,214.17793216757264,
2022-09-15 01:00:00,215.91561234081246,
2022-09-15 02:30:00,240.4999228630777,
2022-09-15 03:00:00,219.0945571410639,
2022-09-15 18:30:00,219.0945571410639,
2022-09-15 20:00:00,219.0945571410639,
2022-09-15 23:00:00,253.5320428145933,
2022-09-15 23:59:59,212.38340601248,c
2022-09-16 00:00:00,209.1420437311872,
2022-09-16 01:00:00,206.4597525143554,
2022-09-16 02:30:00,175.6308559723616,
2022-09-16 03:00:00,160.35142259593204,
2022-09-16 18:30:00,160.35142259593204,
2022-09-16 20:00:00,160.35142259593204,
2022-09-16 23:00:00,160.35142259593204,
2022-09-16 23:59:59,195.17594074059525,w
2022-09-19 00:00:00,296.1133819909969,
2022-09-19 01:00:00,303.2797963264443,
2022-09-19 02:30:00,297.6006956891897,
2022-09-19 03:00:00,307.5712923670985,
2022-09-19 18:30:00,307.5712923670985,
2022-09-19 20:00:00,307.5712923670985,
2022-09-19 23:00:00,366.96991072736523,
2022-09-19 23:59:59,364.9676500539492,c
2022-09-20 00:00:00,356.8083514920045,
2022-09-20 01:00:00,362.4749728323259,
2022-09-20 02:30:00,371.6814209899419,
2022-09-20 03:00:00,349.8490044241523,
2022-09-20 18:30:00,349.8490044241523,
2022-09-20 20:00:00,349.8490044241523,
2022-09-20 23:00:00,500.0286486243849,
2022-09-20 23:59:59,542.4565378491473,c
2022-09-21 00:00:00,576.7888750089792,
2022-09-21 01:00:00,580.5543531777778,
2022-09-21 02:30:00,486.25288357193403,
2022-09-21 03:00:00,511.7523029808149,
2022-09-21 18:30:00,511.7523029808149,
2022-09-21 20:00:00,511.7523029808149,
2022-09-21 23:00:00,488.3420513717915,
2022-09-21 23:59:59,493.1475021749345,c
2022-09-22 00:00:00,522.1834490003155,
2022-09-22 01:00:00,522.1834490003155,
2022-09-22 02:30:00,451.45807491587357,
2022-09-22 03:00:00,466.5114817470587,
2022-09-22 18:30:00,466.5114817470587,
2022-09-22 20:00:00,466.5114817470587,
2022-09-22 23:00:00,473.0369510138439,
2022-09-22 23:59:59,536.4127563977247,c
2022-09-23 00:00:00,558.3455306133787,
2022-09-23 01:00:00,554.91213807905,
2022-09-23 02:30:00,555.2550434474601,
2022-09-23 03:00:00,555.9013521082543,
2022-09-23 18:30:00,555.9013521082543,
2022-09-23 20:00:00,555.9013521082543,
2022-09-23 23:00:00,555.9013521082543,
2022-09-23 23:59:59,593.6680104152188,w
2022-09-26 00:00:00,616.4641375822464,
2022-09-26 01:00:00,624.0888401097834,
2022-09-26 02:30:00,621.0515949218716,
2022-09-26 03:00:00,625.66180304824,
2022-09-26 18:30:00,625.66180304824,
2022-09-26 20:00:00,625.66180304824,
2022-09-26 23:00:00,578.5396860823641,
2022-09-26 23:59:59,485.1796244099669,c
2022-09-27 00:00:00,537.6356511912647,
2022-09-27 01:00:00,540.4505138714044,
2022-09-27 02:30:00,501.6154427482354,
2022-09-27 03:00:00,535.4586059879407,
2022-09-27 18:30:00,535.4586059879407,
2022-09-27 20:00:00,535.4586059879407,
2022-09-27 23:00:00,549.7937538429542,
2022-09-27 23:59:59,576.7544316801616,c
2022-09-28 00:00:00,599.8301210438972,
2022-09-28 01:00:00,603.0147565841394,
2022-09-28 02:30:00,638.5449642580074,
2022-09-28 03:00:00,642.6296007428255,
2022-09-28 18:30:00,642.6296007428255,
2022-09-28 20:00:00,642.6296007428255,
2022-09-28 23:00:00,642.6296007428255,
2022-09-28 23:59:59,545.7923831345172,c
