date,AS_HSI_2023_Q1,meta
2023-01-27 00:00:00,-352.1478847586941,
2023-01-27 01:00:00,-358.72405492082,
2023-01-27 02:30:00,-357.8780792979769,
2023-01-27 03:00:00,-376.8796280042734,
2023-01-27 18:30:00,-376.8796280042734,
2023-01-27 20:00:00,-376.8796280042734,
2023-01-27 23:00:00,-376.8796280042734,
2023-01-27 23:59:59,-374.0567912763272,w
2023-01-30 00:00:00,-140.58700290550223,
2023-01-30 01:00:00,-108.52482154006339,
2023-01-30 02:30:00,-92.40072075439912,
2023-01-30 03:00:00,-103.9498375317753,
2023-01-30 18:30:00,-103.9498375317753,
2023-01-30 20:00:00,-103.9498375317753,
2023-01-30 23:00:00,-37.47080359136362,
2023-01-30 23:59:59,-39.035532683215024,c
2023-01-31 00:00:00,-24.28384405887391,
2023-01-31 01:00:00,-26.576380750490898,
2023-01-31 02:30:00,-58.60199567422569,
2023-01-31 03:00:00,-89.14769663850711,
2023-01-31 18:30:00,-89.14769663850711,
2023-01-31 20:00:00,-89.14769663850711,
2023-01-31 23:00:00,-54.264664948412246,
2023-01-31 23:59:59,-64.59613531052582,c
2023-02-01 00:00:00,-55.74002142533482,
2023-02-01 01:00:00,-80.90660659820878,
2023-02-01 02:30:00,-69.44618718653692,
2023-02-01 03:00:00,-95.27430606011694,
2023-02-01 18:30:00,-95.27430606011694,
2023-02-01 20:00:00,-95.27430606011694,
2023-02-01 23:00:00,-172.77742548608512,
2023-02-01 23:59:59,-175.15352434616216,c
2023-02-02 00:00:00,-161.09442841696546,
2023-02-02 01:00:00,-134.12647530294453,
2023-02-02 02:30:00,-124.35529017447698,
2023-02-02 03:00:00,-107.24489672089567,
2023-02-02 18:30:00,-107.24489672089567,
2023-02-02 20:00:00,-107.24489672089567,
2023-02-02 23:00:00,-54.30949028690611,
2023-02-02 23:59:59,-78.76337770780083,c
2023-02-03 00:00:00,-9.435314512295008,
2023-02-03 01:00:00,-45.56608399317065,
2023-02-03 02:30:00,-48.2960473989815,
2023-02-03 03:00:00,-47.569138623336585,
2023-02-03 18:30:00,-47.569138623336585,
2023-02-03 20:00:00,-47.569138623336585,
2023-02-03 23:00:00,-47.569138623336585,
2023-02-03 23:59:59,-116.03428178474678,w
2023-02-06 00:00:00,-37.9366800103935,
2023-02-06 01:00:00,-72.16710377159143,
2023-02-06 02:30:00,-62.01580766561983,
2023-02-06 03:00:00,-63.34976585657205,
2023-02-06 18:30:00,-63.34976585657205,
2023-02-06 20:00:00,-63.34976585657205,
2023-02-06 23:00:00,-70.32388298146452,
2023-02-06 23:59:59,-79.71850191740305,c
2023-02-07 00:00:00,-138.70624364195191,
2023-02-07 01:00:00,-123.45850370249809,
2023-02-07 02:30:00,-113.99772011971709,
2023-02-07 03:00:00,-115.95682718079388,
2023-02-07 18:30:00,-115.95682718079388,
2023-02-07 20:00:00,-115.95682718079388,
2023-02-07 23:00:00,-100.0705745184705,
2023-02-07 23:59:59,-103.85074783339951,c
2023-02-08 00:00:00,-149.50942693879006,
2023-02-08 01:00:00,-158.6178210293565,
2023-02-08 02:30:00,-144.5836003724453,
2023-02-08 03:00:00,-145.10296049144017,
2023-02-08 18:30:00,-145.10296049144017,
