date,ICF_2022_Q4,meta
2022-10-28 00:00:00,-72.84460258634708,
2022-10-28 10:00:00,-53.44789009310329,
2022-10-28 10:30:00,-37.8554596901152,
2022-10-28 12:00:00,-35.92424611114123,
2022-10-28 13:30:00,-61.573583701192746,
2022-10-28 15:00:00,-79.20108262814975,
2022-10-28 15:30:30,-79.20108262814975,
2022-10-28 23:59:59,-70.05973745924877,w
2022-10-31 00:00:00,-64.86125015431938,
2022-10-31 10:00:00,-46.84284500207829,
2022-10-31 10:30:00,-24.764007293894274,
2022-10-31 12:00:00,-27.185106232478038,
2022-10-31 13:30:00,-15.925679966901065,
2022-10-31 15:00:00,-21.422704212048263,
2022-10-31 15:30:30,-21.422704212048263,
2022-10-31 23:59:59,-1.293250295374895,c
2022-11-01 00:00:00,-4.095990391800569,
2022-11-01 10:00:00,-8.637255708645972,
2022-11-01 10:30:00,-10.408067282196466,
2022-11-01 12:00:00,10.861565091002637,
2022-11-01 13:30:00,20.107365141317153,
2022-11-01 15:00:00,38.467680137431174,
2022-11-01 15:30:30,38.467680137431174,
2022-11-01 23:59:59,41.34510738893169,c
2022-11-02 00:00:00,47.22108863045152,
2022-11-02 10:00:00,52.72456054885712,
2022-11-02 10:30:00,32.26798743196647,
2022-11-02 12:00:00,28.446676932379038,
2022-11-02 13:30:00,42.11992355814579,
2022-11-02 15:00:00,56.593589195505906,
2022-11-02 15:30:30,56.593589195505906,
2022-11-02 23:59:59,80.38781640228515,c
2022-11-03 00:00:00,64.1381145753722,
2022-11-03 10:00:00,70.39088117097518,
2022-11-03 10:30:00,69.59139072769986,
2022-11-03 12:00:00,57.75665217817221,
2022-11-03 13:30:00,44.322353239028224,
2022-11-03 15:00:00,39.34331576055435,
2022-11-03 15:30:30,39.34331576055435,
2022-11-03 23:59:59,25.41076152319789,c
2022-11-04 00:00:00,37.37700685312154,
2022-11-04 10:00:00,48.22237469826397,
2022-11-04 10:30:00,39.76925290803072,
2022-11-04 12:00:00,51.572435843556626,
2022-11-04 13:30:00,54.56125428821971,
2022-11-04 15:00:00,64.3876159739307,
2022-11-04 15:30:30,64.3876159739307,
2022-11-04 23:59:59,64.64296496346859,w
2022-11-07 00:00:00,50.47603929378355,
2022-11-07 10:00:00,43.47168069362544,
2022-11-07 10:30:00,43.8206376618256,
2022-11-07 12:00:00,58.666541076749546,
2022-11-07 13:30:00,49.92626304617884,
2022-11-07 15:00:00,34.65525264033395,
2022-11-07 15:30:30,34.65525264033395,
2022-11-07 23:59:59,22.67299823198607,c
2022-11-08 00:00:00,12.808594018434983,
2022-11-08 10:00:00,10.791356012253095,
2022-11-08 10:30:00,8.740061375202876,
2022-11-08 12:00:00,4.350915422984217,
2022-11-08 13:30:00,0.4879077300237352,
2022-11-08 15:00:00,15.632755854667161,
2022-11-08 15:30:30,15.632755854667161,
2022-11-08 23:59:59,0.07849530435786467,c
2022-11-09 00:00:00,-7.0787152427920805,
2022-11-09 10:00:00,-5.794477017765356,
2022-11-09 10:30:00,-13.131954146685292,
2022-11-09 12:00:00,-18.38255800831804,
2022-11-09 13:30:00,-20.059361485307488,
2022-11-09 15:00:00,-6.655098793303182,
2022-11-09 15:30:30,-6.655098793303182,
2022-11-09 23:59:59,-1.1439774788209403,c
2022-11-10 00:00:00,-28.283848024134073,
2022-11-10 10:00:00,14.803233304301253,
2022-11-10 10:30:00,41.37938372803188,
2022-11-10 12:00:00,9.149718563413504,
2022-11-10 13:30:00,25.30047811535197,
2022-11-10 15:00:00,20.640105918711484,
2022-11-10 15:30:30,20.640105918711484,
2022-11-10 23:59:59,-1.7332657546898176,c
2022-11-11 00:00:00,-80.357152816332,
2022-11-11 10:00:00,-80.31742850233529,
2022-11-11 10:30:00,-77.16799597462605,
2022-11-11 12:00:00,-39.92271405996324,
2022-11-11 13:30:00,-30.609057272632242,
2022-11-11 15:00:00,-17.346834784949774,
2022-11-11 15:30:30,-17.346834784949774,s
2022-11-11 23:59:59,0.0,a
2022-11-14 00:00:00,1.809577061382852,
2022-11-14 10:00:00,-29.966168955258205,
2022-11-14 10:30:00,-24.44293218933705,
2022-11-14 12:00:00,-38.5702671336644,
2022-11-14 13:30:00,-24.693515685842577,
2022-11-14 15:00:00,-9.074859409110449,
2022-11-14 15:30:30,-9.074859409110449,
2022-11-14 23:59:59,-1.6784983749652804,c
2022-11-15 00:00:00,-9.152919706722015,
2022-11-15 10:00:00,7.883692005480041,
2022-11-15 10:30:00,7.367568301953279,
2022-11-15 12:00:00,9.810812511972697,
2022-11-15 13:30:00,23.40555957995969,
2022-11-15 15:00:00,19.131264425809682,
2022-11-15 15:30:30,19.131264425809682,
2022-11-15 23:59:59,-1.0473801218727903,c
2022-11-16 00:00:00,-11.487059602828477,
2022-11-16 10:00:00,-4.261625533561176,
2022-11-16 10:30:00,-22.399071762120094,
2022-11-16 12:00:00,-26.90313531117024,
2022-11-16 13:30:00,-27.48272125427422,
2022-11-16 15:00:00,-40.57755898974372,
2022-11-16 15:30:30,-40.57755898974372,
2022-11-16 23:59:59,-25.573825801733417,c
2022-11-17 00:00:00,-9.319765486879582,
2022-11-17 10:00:00,-1.5605338202944448,
2022-11-17 10:30:00,2.1153146712055038,
2022-11-17 12:00:00,-5.429370226547205,
2022-11-17 13:30:00,-21.702568889841952,
2022-11-17 15:00:00,-10.670233835995365,
2022-11-17 15:30:30,-10.670233835995365,
2022-11-17 23:59:59,9.476259228568589,c
2022-11-18 00:00:00,-2.7438452532807687,
2022-11-18 10:00:00,-22.409822304648078,
2022-11-18 10:30:00,-22.58333509422325,
2022-11-18 12:00:00,-22.57231967849468,
2022-11-18 13:30:00,-15.24309860487714,
2022-11-18 15:00:00,-24.302723509026976,
2022-11-18 15:30:30,-24.302723509026976,
2022-11-18 23:59:59,-13.30796554819065,e
2022-11-21 00:00:00,-18.03720204967736,
2022-11-21 10:00:00,-16.02614507699684,
2022-11-21 10:30:00,-0.008823110069283602,
2022-11-21 12:00:00,-6.239748613161932,
2022-11-21 13:30:00,5.19875451115661,
2022-11-21 15:00:00,0.438133328389979,
2022-11-21 15:30:30,0.438133328389979,
2022-11-21 23:59:59,-19.354085044607185,c
2022-11-22 00:00:00,-8.748616115515265,
2022-11-22 10:00:00,-33.01744639442107,
2022-11-22 10:30:00,-19.565987102213516,
2022-11-22 12:00:00,-17.571246792668028,
2022-11-22 13:30:00,-46.89108020819788,
2022-11-22 15:00:00,-27.678294658963036,
2022-11-22 15:30:30,-27.678294658963036,
2022-11-22 23:59:59,-30.40562831922616,c
2022-11-23 00:00:00,-37.98863217750501,
2022-11-23 10:00:00,-20.776917967835114,
2022-11-23 10:30:00,-19.52753324419162,
2022-11-23 12:00:00,-28.281224548470007,
2022-11-23 13:30:00,-24.013067748896514,
2022-11-23 15:00:00,-35.70124873156841,
2022-11-23 15:30:30,-35.70124873156841,
2022-11-23 23:59:59,-39.16717237102649,c
2022-11-24 00:00:00,-39.16717237102649,
2022-11-24 10:00:00,-39.16717237102649,
2022-11-24 10:30:00,-39.16717237102649,
2022-11-24 12:00:00,-39.16717237102649,
2022-11-24 13:30:00,-39.16717237102649,
2022-11-24 15:00:00,-39.16717237102649,
2022-11-24 15:30:30,-39.16717237102649,
2022-11-24 23:59:59,-39.16717237102649,c
2022-11-25 00:00:00,-43.84823285801866,
2022-11-25 10:00:00,-13.902478621207704,
2022-11-25 10:30:00,7.281965558812752,
2022-11-25 12:00:00,6.789460573536099,
2022-11-25 13:30:00,6.789460573536099,
2022-11-25 15:00:00,6.789460573536099,
2022-11-25 15:30:30,6.789460573536099,
2022-11-25 23:59:59,-12.795967916688303,w
2022-11-28 00:00:00,2.805237278759188,
2022-11-28 10:00:00,-2.4056198977442373,
2022-11-28 10:30:00,-5.021286842196092,
2022-11-28 12:00:00,-16.129944136163708,
2022-11-28 13:30:00,-24.313331768808442,
2022-11-28 15:00:00,-25.101841755215137,
2022-11-28 15:30:30,-25.101841755215137,
2022-11-28 23:59:59,-13.852174795990491,c
2022-11-29 00:00:00,-29.77355377078443,
2022-11-29 10:00:00,-29.64808743211287,
2022-11-29 10:30:00,-30.88860059400677,
2022-11-29 12:00:00,-28.39130797274353,
2022-11-29 13:30:00,-34.05057830300335,
2022-11-29 15:00:00,-38.29534782976406,
2022-11-29 15:30:30,-38.29534782976406,
2022-11-29 23:59:59,-28.974156614198606,c
2022-11-30 00:00:00,-29.66506373461228,
2022-11-30 10:00:00,-21.4514269124954,
2022-11-30 10:30:00,-37.71854146434097,
2022-11-30 12:00:00,-48.419098705882014,
2022-11-30 13:30:00,-47.36468592861379,
2022-11-30 15:00:00,-65.68255840290094,
2022-11-30 15:30:30,-65.68255840290094,m
2022-11-30 23:59:59,-80.55394714099079,c
2022-12-01 00:00:00,-79.1665954374293,
2022-12-01 10:00:00,-62.18536211426079,
2022-12-01 10:30:00,-51.75784613609148,
2022-12-01 12:00:00,-56.79375301754676,
2022-12-01 13:30:00,-48.23911784199576,
2022-12-01 15:00:00,-66.54713150673352,
2022-12-01 15:30:30,-66.54713150673352,
2022-12-01 23:59:59,-67.24185604311377,c
2022-12-02 00:00:00,-58.83683765998015,
2022-12-02 10:00:00,-81.86140406609115,
2022-12-02 10:30:00,-82.14279559680476,
2022-12-02 12:00:00,-86.8230373821591,
2022-12-02 13:30:00,-64.66322358194495,
2022-12-02 15:00:00,-61.05555961270658,
2022-12-02 15:30:30,-61.05555961270658,
2022-12-02 23:59:59,-61.57248842452393,w
