date,PAR2_STAY_20220606,meta
2022-04-01 00:00:00,-380.40709060617536,
2022-04-01 10:00:00,-407.4895008941249,
2022-04-01 10:30:00,-392.4260390875697,
2022-04-01 12:00:00,-389.4490720068194,
2022-04-01 13:30:00,-388.2951674040168,
2022-04-01 15:00:00,-387.0901182395775,
2022-04-01 15:30:30,-387.0901182395775,
2022-04-01 23:59:59,-378.3367085688399,w
2022-04-04 00:00:00,-381.6288633284674,
2022-04-04 10:00:00,-387.8285630660823,
2022-04-04 10:30:00,-394.8680438634795,
2022-04-04 12:00:00,-395.7369402618199,
2022-04-04 13:30:00,-380.8285813808015,
2022-04-04 15:00:00,-376.9175483179501,
2022-04-04 15:30:30,-376.9175483179501,
2022-04-04 23:59:59,-375.75026417964915,c
2022-04-05 00:00:00,-353.68432571093996,
2022-04-05 10:00:00,-359.78994142586805,
2022-04-05 10:30:00,-358.98464055549687,
2022-04-05 12:00:00,-350.92629131731684,
2022-04-05 13:30:00,-347.31572813527384,
2022-04-05 15:00:00,-344.1798991702215,
2022-04-05 15:30:30,-344.1798991702215,
2022-04-05 23:59:59,-346.53061395735546,c
2022-04-06 00:00:00,-345.6268024762675,
2022-04-06 10:00:00,-346.4045247017674,
2022-04-06 10:30:00,-347.37791352447636,
2022-04-06 12:00:00,-352.1862014350639,
2022-04-06 13:30:00,-351.5105664786825,
2022-04-06 15:00:00,-359.26226061328845,
2022-04-06 15:30:30,-359.26226061328845,
2022-04-06 23:59:59,-340.41765178027225,c
2022-04-07 00:00:00,-336.485100776912,
2022-04-07 10:00:00,-346.78384530723633,
2022-04-07 10:30:00,-345.15816530354726,
2022-04-07 12:00:00,-351.89915947378773,
2022-04-07 13:30:00,-356.3011599126121,
2022-04-07 15:00:00,-357.8782651253778,
2022-04-07 15:30:30,-357.8782651253778,
2022-04-07 23:59:59,-360.12198279569486,c
2022-04-08 00:00:00,-362.05391586914664,
2022-04-08 10:00:00,-351.8846583631145,
2022-04-08 10:30:00,-361.53428287310675,
2022-04-08 12:00:00,-347.7123534672629,
2022-04-08 13:30:00,-340.54278414266344,
2022-04-08 15:00:00,-337.06695604287387,
2022-04-08 15:30:30,-337.06695604287387,
2022-04-08 23:59:59,-332.72820796047074,w
2022-04-11 00:00:00,-321.8342781309031,
2022-04-11 10:00:00,-330.66764277550726,
2022-04-11 10:30:00,-329.3654463033459,
2022-04-11 12:00:00,-332.8895087563521,
2022-04-11 13:30:00,-337.4187760584228,
2022-04-11 15:00:00,-337.68579853533265,
2022-04-11 15:30:30,-337.68579853533265,
2022-04-11 23:59:59,-334.9380738082842,c
