date,AS_MSCI_DM_AD_2022_Q4,meta
2022-09-29 00:00:00,851.2901779412261,
2022-09-29 01:00:00,839.520963258138,
2022-09-29 02:30:00,849.7633219214376,
2022-09-29 03:00:00,814.7690283030882,
2022-09-29 18:30:00,814.7690283030882,
2022-09-29 20:00:00,814.7690283030882,
2022-09-29 23:00:00,774.6801196015808,
2022-09-29 23:59:59,800.3069668354917,c
2022-09-30 00:00:00,783.7923904403959,
2022-09-30 01:00:00,774.7589465810038,
2022-09-30 02:30:00,761.0372812344463,
2022-09-30 03:00:00,753.9872737479764,
2022-09-30 18:30:00,753.9872737479764,
2022-09-30 20:00:00,753.9872737479764,
2022-09-30 23:00:00,753.9872737479764,
2022-09-30 23:59:59,745.3327930901419,w
2022-10-03 00:00:00,818.5089367877608,
2022-10-03 01:00:00,820.681448503912,
2022-10-03 02:30:00,814.793448350357,
2022-10-03 03:00:00,817.5139249638903,
2022-10-03 18:30:00,817.5139249638903,
2022-10-03 20:00:00,817.5139249638903,
2022-10-03 23:00:00,946.8536410531182,
2022-10-03 23:59:59,891.5766557074477,c
2022-10-04 00:00:00,879.5613401625478,
2022-10-04 01:00:00,874.4066791497713,
2022-10-04 02:30:00,853.5388140689215,
2022-10-04 03:00:00,869.5268744135165,
2022-10-04 18:30:00,869.5268744135165,
2022-10-04 20:00:00,869.5268744135165,
2022-10-04 23:00:00,905.7364780652117,
2022-10-04 23:59:59,879.1596683645583,c
2022-10-05 00:00:00,873.161005930283,
2022-10-05 01:00:00,877.7570918813293,
2022-10-05 02:30:00,884.6720337380948,
2022-10-05 03:00:00,910.8833418947481,
2022-10-05 18:30:00,910.8833418947481,
2022-10-05 20:00:00,910.8833418947481,
2022-10-05 23:00:00,821.4459096700106,
2022-10-05 23:59:59,807.2621239931864,c
2022-10-06 00:00:00,796.8907792748294,
2022-10-06 01:00:00,795.5067591103461,
2022-10-06 02:30:00,817.4927513043158,
2022-10-06 03:00:00,808.9141259173954,
2022-10-06 18:30:00,808.9141259173954,
2022-10-06 20:00:00,808.9141259173954,
2022-10-06 23:00:00,802.4758402629185,
2022-10-06 23:59:59,836.0625813912708,c
2022-10-07 00:00:00,866.652309723188,
2022-10-07 01:00:00,871.7951185270329,
2022-10-07 02:30:00,858.5573222352501,
2022-10-07 03:00:00,859.7940482917063,
2022-10-07 18:30:00,859.7940482917063,
2022-10-07 20:00:00,859.7940482917063,
2022-10-07 23:00:00,859.7940482917063,
2022-10-07 23:59:59,827.1728565112292,w
2022-10-10 00:00:00,802.5682167213449,
2022-10-10 01:00:00,802.5682167213449,
2022-10-10 02:30:00,821.4998851767202,
2022-10-10 03:00:00,786.6496119124653,
2022-10-10 18:30:00,786.6496119124653,
2022-10-10 20:00:00,786.6496119124653,
2022-10-10 23:00:00,611.6658041990227,
2022-10-10 23:59:59,587.5942009099742,c
2022-10-11 00:00:00,609.2373099214249,
2022-10-11 01:00:00,617.5714763255672,
2022-10-11 02:30:00,629.9185576321402,
2022-10-11 03:00:00,624.2274840014489,
2022-10-11 18:30:00,624.2274840014489,
2022-10-11 20:00:00,624.2274840014489,
2022-10-11 23:00:00,523.0014168252766,
2022-10-11 23:59:59,517.0075813295505,c
2022-10-12 00:00:00,517.2587834937989,
2022-10-12 01:00:00,511.28860719810166,
2022-10-12 02:30:00,551.2728546537287,
2022-10-12 03:00:00,569.6566484856729,
2022-10-12 18:30:00,569.6566484856729,
2022-10-12 20:00:00,569.6566484856729,
2022-10-12 23:00:00,696.6985695835265,
2022-10-12 23:59:59,669.1810441855081,c
2022-10-13 00:00:00,534.9601418267009,
2022-10-13 01:00:00,533.1954395979899,
2022-10-13 02:30:00,595.6437253913114,
2022-10-13 03:00:00,552.8109200974586,
2022-10-13 18:30:00,552.8109200974586,
2022-10-13 20:00:00,552.8109200974586,
2022-10-13 23:00:00,549.7441789732771,
2022-10-13 23:59:59,495.929691216457,c
2022-10-14 00:00:00,476.3588245117396,
2022-10-14 01:00:00,489.00282780420133,
2022-10-14 02:30:00,393.4629961938107,
2022-10-14 03:00:00,419.52148223963167,
2022-10-14 18:30:00,419.52148223963167,
2022-10-14 20:00:00,419.52148223963167,
2022-10-14 23:00:00,419.52148223963167,
2022-10-14 23:59:59,366.7071288539323,w
2022-10-17 00:00:00,323.7082208889986,
2022-10-17 01:00:00,324.23998974886285,
2022-10-17 02:30:00,401.83555428196,
2022-10-17 03:00:00,391.7325272469161,
2022-10-17 18:30:00,391.7325272469161,
2022-10-17 20:00:00,391.7325272469161,
2022-10-17 23:00:00,310.40487753630134,
2022-10-17 23:59:59,294.29701480489575,c
2022-10-18 00:00:00,292.6428835266504,
2022-10-18 01:00:00,286.5394019402607,
2022-10-18 02:30:00,239.57076818728777,
2022-10-18 03:00:00,287.39807477442383,
2022-10-18 18:30:00,287.39807477442383,
2022-10-18 20:00:00,287.39807477442383,
2022-10-18 23:00:00,332.173906321025,
2022-10-18 23:59:59,327.5957680694159,c
2022-10-19 00:00:00,346.1060196751619,
2022-10-19 01:00:00,344.09509402956513,
2022-10-19 02:30:00,345.59639065591085,
2022-10-19 03:00:00,335.1855977308254,
2022-10-19 18:30:00,335.1855977308254,
2022-10-19 20:00:00,335.1855977308254,
2022-10-19 23:00:00,186.21446533354361,
2022-10-19 23:59:59,193.887224525271,c
2022-10-20 00:00:00,204.59946927519132,
2022-10-20 01:00:00,189.48537449108807,
2022-10-20 02:30:00,224.7292138459025,
2022-10-20 03:00:00,244.26387356655022,
2022-10-20 18:30:00,244.26387356655022,
2022-10-20 20:00:00,244.26387356655022,
2022-10-20 23:00:00,196.97504861282738,
2022-10-20 23:59:59,196.6035328377075,c
2022-10-21 00:00:00,180.32683922327664,
2022-10-21 01:00:00,181.974232709942,
2022-10-21 02:30:00,178.13407091412896,
2022-10-21 03:00:00,185.9364698465607,
2022-10-21 18:30:00,185.9364698465607,
2022-10-21 20:00:00,185.9364698465607,
2022-10-21 23:00:00,185.9364698465607,
2022-10-21 23:59:59,202.26031010670533,w
2022-10-24 00:00:00,242.5196580796695,
2022-10-24 01:00:00,243.7649135044156,
2022-10-24 02:30:00,243.7649135044156,
