date,AR1_AD_2020_Q2,meta
2020-04-24 00:00:00,-580.1501019507258,
2020-04-24 10:00:00,-575.7437298430306,
2020-04-24 10:30:00,-574.4495794082163,
2020-04-24 12:00:00,-572.8396213214122,
2020-04-24 13:30:00,-557.5302406646604,
2020-04-24 15:00:00,-629.338925739755,
2020-04-24 15:30:30,-629.338925739755,
2020-04-24 23:59:59,-657.3112652309258,w
2020-04-27 00:00:00,-654.0494293878784,
2020-04-27 10:00:00,-591.4088900906511,
2020-04-27 10:30:00,-610.409090830928,
2020-04-27 12:00:00,-576.7190981692702,
2020-04-27 13:30:00,-577.3300037010642,
2020-04-27 15:00:00,-563.7550555351941,
2020-04-27 15:30:30,-563.7550555351941,
2020-04-27 23:59:59,-570.9038098612887,c
2020-04-28 00:00:00,-567.7521938796068,
2020-04-28 10:00:00,-623.5964958736223,
2020-04-28 10:30:00,-638.5941170821332,
2020-04-28 12:00:00,-616.5597055679839,
2020-04-28 13:30:00,-581.0008158630516,
2020-04-28 15:00:00,-590.8900187901687,
2020-04-28 15:30:30,-590.8900187901687,
2020-04-28 23:59:59,-580.3857256627754,c
2020-04-29 00:00:00,-652.7365055607461,
2020-04-29 10:00:00,-634.0865618307593,
2020-04-29 10:30:00,-631.5069367452505,
2020-04-29 12:00:00,-641.1470240138901,
2020-04-29 13:30:00,-645.7429168108611,
2020-04-29 15:00:00,-650.4480496595554,
2020-04-29 15:30:30,-650.4480496595554,
2020-04-29 23:59:59,-638.2153124905167,c
2020-04-30 00:00:00,-683.0595512079868,
2020-04-30 10:00:00,-700.8016837768805,
2020-04-30 10:30:00,-710.0194881028963,
2020-04-30 12:00:00,-709.0201202673912,
2020-04-30 13:30:00,-731.6252361534385,
2020-04-30 15:00:00,-733.5354431389812,
2020-04-30 15:30:30,-733.5354431389812,
2020-04-30 23:59:59,-749.0185079934912,c
2020-05-01 00:00:00,-740.4697206011397,
2020-05-01 10:00:00,-752.9528823078093,
2020-05-01 10:30:00,-757.1044036328617,
2020-05-01 12:00:00,-745.2848704889767,
2020-05-01 13:30:00,-721.9764640305066,
2020-05-01 15:00:00,-686.4598811931249,
2020-05-01 15:30:30,-686.4598811931249,
2020-05-01 23:59:59,-687.7781170562605,w
2020-05-04 00:00:00,-687.967209514447,
2020-05-04 10:00:00,-641.5480539003136,
2020-05-04 10:30:00,-640.87475978016,
2020-05-04 12:00:00,-629.5099799222896,
2020-05-04 13:30:00,-625.0949668872199,
2020-05-04 15:00:00,-620.2911334827413,
2020-05-04 15:30:30,-620.2911334827413,
2020-05-04 23:59:59,-619.905857841427,c
2020-05-05 00:00:00,-608.1454014773706,
2020-05-05 10:00:00,-649.7317963628707,
2020-05-05 10:30:00,-643.5076509253014,
2020-05-05 12:00:00,-620.3289698320168,
2020-05-05 13:30:00,-638.7237274506504,
2020-05-05 15:00:00,-638.2139036992482,
2020-05-05 15:30:30,-638.2139036992482,
2020-05-05 23:59:59,-634.2193630250167,c
2020-05-06 00:00:00,-678.8473323562644,
2020-05-06 10:00:00,-644.5492499950542,
2020-05-06 10:30:00,-640.4230184897744,
2020-05-06 12:00:00,-635.0015171437984,
2020-05-06 13:30:00,-606.7647132120052,
2020-05-06 15:00:00,-590.4390571849563,
2020-05-06 15:30:30,-590.4390571849563,
2020-05-06 23:59:59,-574.9815708243541,c
2020-05-07 00:00:00,-530.7823939460902,
2020-05-07 10:00:00,-500.3257834276316,
2020-05-07 10:30:00,-497.0386234003894,
2020-05-07 12:00:00,-486.5686265116125,
2020-05-07 13:30:00,-460.1088073546013,
2020-05-07 15:00:00,-433.8103363132244,
2020-05-07 15:30:30,-433.8103363132244,
2020-05-07 23:59:59,-431.2525272381571,c
2020-05-08 00:00:00,-440.20125757174185,
2020-05-08 10:00:00,-437.39572790966474,
2020-05-08 10:30:00,-417.0352497348381,
2020-05-08 12:00:00,-405.05566582848087,
2020-05-08 13:30:00,-416.98429233627076,
2020-05-08 15:00:00,-416.4958463141988,
2020-05-08 15:30:30,-416.4958463141988,s
2020-05-08 23:59:59,-421.5631489252552,w
2020-05-11 00:00:00,-382.8227016392613,
2020-05-11 10:00:00,-381.7266007077661,
2020-05-11 10:30:00,-386.76240769849386,
2020-05-11 12:00:00,-366.5506760983809,
2020-05-11 13:30:00,-364.65074992842426,
2020-05-11 15:00:00,-374.4491073289556,
2020-05-11 15:30:30,-374.4491073289556,
2020-05-11 23:59:59,-371.8417311027233,c
2020-05-12 00:00:00,-311.1529247274292,
2020-05-12 10:00:00,-312.01312444173846,
2020-05-12 10:30:00,-280.5532663489376,
2020-05-12 12:00:00,-237.08118630012345,
2020-05-12 13:30:00,-228.46886216958367,
2020-05-12 15:00:00,-212.12734281022497,
