date,MSCI_CAD_SC_2022_Q4,meta
2022-10-06 00:00:00,-532.87464859973,
2022-10-06 10:00:00,-523.7167740451572,
2022-10-06 10:30:00,-546.7662741332564,
2022-10-06 12:00:00,-571.3983858591456,
2022-10-06 13:30:00,-533.1180942424543,
2022-10-06 15:00:00,-542.9116513087512,
2022-10-06 15:30:30,-542.9116513087512,
2022-10-06 23:59:59,-455.5900154332247,c
2022-10-07 00:00:00,-475.26956565591547,
2022-10-07 10:00:00,-521.0996444805725,
2022-10-07 10:30:00,-501.2992268249451,
2022-10-07 12:00:00,-516.5331474864864,
2022-10-07 13:30:00,-535.1649025910737,
2022-10-07 15:00:00,-538.402949393282,
2022-10-07 15:30:30,-538.402949393282,
2022-10-07 23:59:59,-563.4761720222047,w
2022-10-10 00:00:00,-563.4761720222047,
2022-10-10 10:00:00,-563.4761720222047,
2022-10-10 10:30:00,-563.4761720222047,
2022-10-10 12:00:00,-563.4761720222047,
2022-10-10 13:30:00,-563.4761720222047,
2022-10-10 15:00:00,-563.4761720222047,
2022-10-10 15:30:30,-563.4761720222047,
2022-10-10 23:59:59,-563.4761720222047,c
2022-10-11 00:00:00,-603.6421281296185,
2022-10-11 10:00:00,-575.9577897190517,
2022-10-11 10:30:00,-568.2968640806545,
2022-10-11 12:00:00,-538.7858551775831,
2022-10-11 13:30:00,-582.0309006859651,
2022-10-11 15:00:00,-600.3838871372503,
2022-10-11 15:30:30,-600.3838871372503,
2022-10-11 23:59:59,-613.1390715981569,c
2022-10-12 00:00:00,-600.9964481425619,
2022-10-12 10:00:00,-620.939718485204,
2022-10-12 10:30:00,-654.6666890109799,
2022-10-12 12:00:00,-617.3655689167191,
2022-10-12 13:30:00,-620.383225735207,
2022-10-12 15:00:00,-601.6578233833612,
2022-10-12 15:30:30,-601.6578233833612,
2022-10-12 23:59:59,-582.5768933462692,c
2022-10-13 00:00:00,-603.5924325816678,
2022-10-13 10:00:00,-607.7223891940338,
2022-10-13 10:30:00,-623.0497681419671,
2022-10-13 12:00:00,-587.9703791063761,
2022-10-13 13:30:00,-572.078693771759,
2022-10-13 15:00:00,-590.9058291325404,
2022-10-13 15:30:30,-590.9058291325404,
2022-10-13 23:59:59,-556.0776800190664,c
2022-10-14 00:00:00,-567.0620976740337,
2022-10-14 10:00:00,-539.413757659467,
2022-10-14 10:30:00,-522.5180359224761,
2022-10-14 12:00:00,-520.350042858861,
2022-10-14 13:30:00,-494.3885917227427,
2022-10-14 15:00:00,-473.44942238071155,
2022-10-14 15:30:30,-473.44942238071155,
2022-10-14 23:59:59,-494.6923339095116,w
2022-10-17 00:00:00,-489.44467648592774,
2022-10-17 10:00:00,-480.717312716832,
2022-10-17 10:30:00,-464.98611554098727,
2022-10-17 12:00:00,-433.1536374266283,
2022-10-17 13:30:00,-436.9625744923118,
2022-10-17 15:00:00,-446.29948697925454,
2022-10-17 15:30:30,-446.29948697925454,
2022-10-17 23:59:59,-429.46099114826404,c
2022-10-18 00:00:00,-441.25581511529674,
2022-10-18 10:00:00,-442.4311776013616,
2022-10-18 10:30:00,-451.10681062707397,
2022-10-18 12:00:00,-413.27365707361935,
2022-10-18 13:30:00,-388.90140069758047,
2022-10-18 15:00:00,-388.1838284864717,
2022-10-18 15:30:30,-388.1838284864717,s
2022-10-18 23:59:59,-368.6061726232941,c
2022-10-19 00:00:00,-381.8453508974102,
2022-10-19 10:00:00,-439.0823574943846,
2022-10-19 10:30:00,-437.48151487962343,
2022-10-19 12:00:00,-427.693125124105,
2022-10-19 13:30:00,-413.26599682113454,
2022-10-19 15:00:00,-397.94337405874023,
2022-10-19 15:30:30,-397.94337405874023,
2022-10-19 23:59:59,-428.16901072305643,c
2022-10-20 00:00:00,-400.245748491565,
2022-10-20 10:00:00,-472.47882676260576,
2022-10-20 10:30:00,-487.94471361883063,
2022-10-20 12:00:00,-475.48826191460546,
2022-10-20 13:30:00,-497.0901425937326,
2022-10-20 15:00:00,-502.2765796426264,
2022-10-20 15:30:30,-502.2765796426264,
2022-10-20 23:59:59,-489.209334797907,c
2022-10-21 00:00:00,-480.1204619029296,
2022-10-21 10:00:00,-425.774464100091,
2022-10-21 10:30:00,-426.25382711736427,
