date,GDX_2022_Q3,meta
2022-08-19 00:00:00,-503.2723119858954,
2022-08-19 10:00:00,-459.10252102339405,
2022-08-19 10:30:00,-468.00927604637593,
2022-08-19 12:00:00,-445.3568483260806,
2022-08-19 13:30:00,-420.932233599181,
2022-08-19 15:00:00,-408.6423675814205,
2022-08-19 15:30:30,-408.6423675814205,
2022-08-19 23:59:59,-404.0873113076497,w
2022-08-22 00:00:00,-387.39207151828276,
2022-08-22 10:00:00,-362.19324869720293,
2022-08-22 10:30:00,-339.7148763945498,
2022-08-22 12:00:00,-323.5027581792002,
2022-08-22 13:30:00,-308.60668471113803,
2022-08-22 15:00:00,-310.7022035597743,
2022-08-22 15:30:30,-310.7022035597743,
2022-08-22 23:59:59,-310.85754040091626,c
2022-08-23 00:00:00,-308.618375352476,
2022-08-23 10:00:00,-382.8440394940545,
2022-08-23 10:30:00,-409.8551927272503,
2022-08-23 12:00:00,-408.4384372386407,
2022-08-23 13:30:00,-398.60651655621285,
2022-08-23 15:00:00,-395.84470469214585,
2022-08-23 15:30:30,-395.84470469214585,
2022-08-23 23:59:59,-381.11115110090566,c
2022-08-24 00:00:00,-375.6673295521398,
2022-08-24 10:00:00,-378.5073421826305,
2022-08-24 10:30:00,-355.42704186936965,
2022-08-24 12:00:00,-362.0526482750543,
2022-08-24 13:30:00,-357.7049330788933,
2022-08-24 15:00:00,-355.14045527124307,
2022-08-24 15:30:30,-355.14045527124307,
2022-08-24 23:59:59,-344.5133430610052,c
2022-08-25 00:00:00,-373.87012991912104,
2022-08-25 10:00:00,-400.76772058919073,
2022-08-25 10:30:00,-380.83642694340244,
2022-08-25 12:00:00,-359.58909381699254,
2022-08-25 13:30:00,-371.38893912645744,
2022-08-25 15:00:00,-363.5844921294157,
2022-08-25 15:30:30,-363.5844921294157,
2022-08-25 23:59:59,-366.90234819384654,c
2022-08-26 00:00:00,-345.9794119690198,
2022-08-26 10:00:00,-353.7556694152537,
2022-08-26 10:30:00,-355.5906809156984,
2022-08-26 12:00:00,-339.4318370048196,
2022-08-26 13:30:00,-337.36561371931043,
2022-08-26 15:00:00,-350.3502389737036,
2022-08-26 15:30:30,-350.3502389737036,
2022-08-26 23:59:59,-354.7118250236834,w
2022-08-29 00:00:00,-322.2715039032238,
2022-08-29 10:00:00,-336.43883415715464,
2022-08-29 10:30:00,-340.3316166152684,
2022-08-29 12:00:00,-253.51738100374283,
