date,ACES_2022_Q1,meta
2022-03-03 00:00:00,-54.613160594471026,
2022-03-03 10:00:00,-56.32524796368549,
2022-03-03 10:30:00,-51.728075439895335,
2022-03-03 12:00:00,-74.47446750827555,
2022-03-03 13:30:00,-77.38081164971743,
2022-03-03 15:00:00,-71.21719772955076,
2022-03-03 15:30:30,-71.21719772955076,
2022-03-03 23:59:59,-59.781156436548095,c
2022-03-04 00:00:00,-48.1297832814262,
2022-03-04 10:00:00,-25.620535636842718,
2022-03-04 10:30:00,-24.055674268091437,
2022-03-04 12:00:00,-49.828788737284526,
2022-03-04 13:30:00,-47.39927136661527,
2022-03-04 15:00:00,-41.24498790725478,
2022-03-04 15:30:30,-41.24498790725478,s
2022-03-04 23:59:59,-24.757996730495876,w
2022-03-07 00:00:00,-7.581132214035307,
2022-03-07 10:00:00,8.445871914429432,
2022-03-07 10:30:00,-12.837200595690916,
2022-03-07 12:00:00,22.53645247768685,
2022-03-07 13:30:00,24.12571521514701,
2022-03-07 15:00:00,25.42473893786999,
2022-03-07 15:30:30,25.42473893786999,
2022-03-07 23:59:59,-39.469388574867125,c
2022-03-08 00:00:00,-34.420197399027785,
2022-03-08 10:00:00,-55.11296419285501,
2022-03-08 10:30:00,-57.94203664293354,
2022-03-08 12:00:00,-47.32159563348206,
2022-03-08 13:30:00,-13.273437138541553,
2022-03-08 15:00:00,-37.27173366613631,
2022-03-08 15:30:30,-37.27173366613631,
2022-03-08 23:59:59,-20.674646545537698,c
2022-03-09 00:00:00,18.29988412784988,
2022-03-09 10:00:00,8.418869637973557,
2022-03-09 10:30:00,14.951184719241951,
2022-03-09 12:00:00,-3.7741697405254797,
2022-03-09 13:30:00,-25.085465295793483,
2022-03-09 15:00:00,-34.232623685990944,
2022-03-09 15:30:30,-34.232623685990944,
2022-03-09 23:59:59,-30.903682963730688,c
2022-03-10 00:00:00,-55.356599192988284,
2022-03-10 10:00:00,-36.971131424881335,
2022-03-10 10:30:00,-60.46398375568244,
2022-03-10 12:00:00,-73.86037974434477,
2022-03-10 13:30:00,-66.52262098704817,
2022-03-10 15:00:00,-49.27187118444131,
2022-03-10 15:30:30,-49.27187118444131,
2022-03-10 23:59:59,-55.027200533416355,c
2022-03-11 00:00:00,-34.71969868397325,
2022-03-11 10:00:00,-49.437850228712875,
2022-03-11 10:30:00,-62.26335004390556,
2022-03-11 12:00:00,-54.5767019251392,
2022-03-11 13:30:00,-35.23907725920486,
2022-03-11 15:00:00,-57.326816200388876,
2022-03-11 15:30:30,-57.326816200388876,
2022-03-11 23:59:59,-47.58701187748011,w
2022-03-14 00:00:00,-75.26434255718041,
2022-03-14 10:00:00,-63.53765283979285,
2022-03-14 10:30:00,-50.77116816809344,
2022-03-14 12:00:00,-63.97395514857747,
2022-03-14 13:30:00,-78.3671312130289,
2022-03-14 15:00:00,-82.58792446596323,
2022-03-14 15:30:30,-82.58792446596323,
2022-03-14 23:59:59,-84.04487578576247,c
2022-03-15 00:00:00,-108.41307914895638,
2022-03-15 10:00:00,-86.97217622804288,
2022-03-15 10:30:00,-99.9789725991744,
2022-03-15 12:00:00,-121.35763808969234,
2022-03-15 13:30:00,-121.33017455772216,
2022-03-15 15:00:00,-118.38318382978093,
2022-03-15 15:30:30,-118.38318382978093,
2022-03-15 23:59:59,-102.89672591488379,c
2022-03-16 00:00:00,-85.24325972988147,
2022-03-16 10:00:00,-66.86650490769904,
2022-03-16 10:30:00,-41.21612072565706,
2022-03-16 12:00:00,-22.697841082688896,
2022-03-16 13:30:00,-35.90983864039802,
2022-03-16 15:00:00,-18.221832109688336,
2022-03-16 15:30:30,-18.221832109688336,
2022-03-16 23:59:59,-10.43584894718444,c
2022-03-17 00:00:00,-32.35157565961917,
2022-03-17 10:00:00,15.179492017660777,
2022-03-17 10:30:00,1.9633699936531173,
2022-03-17 12:00:00,-9.195946521954653,
2022-03-17 13:30:00,-0.31887396641157295,
2022-03-17 15:00:00,15.102482183064154,
2022-03-17 15:30:30,15.102482183064154,
2022-03-17 23:59:59,0.0,a
2022-03-18 00:00:00,-29.177690559842105,
2022-03-18 10:00:00,-14.999378320323444,
2022-03-18 10:30:00,-2.3807216710953583,
2022-03-18 12:00:00,-0.2247644201468404,
2022-03-18 13:30:00,-8.952229574940361,
2022-03-18 15:00:00,-20.903717864815775,
2022-03-18 15:30:30,-20.903717864815775,
2022-03-18 23:59:59,-2.4308491784016155,e
2022-03-21 00:00:00,-59.929590780593564,
2022-03-21 10:00:00,-77.02657463948837,
2022-03-21 10:30:00,-97.11042887733842,
2022-03-21 12:00:00,-44.93678825897726,
2022-03-21 13:30:00,-63.35898121295557,
2022-03-21 15:00:00,-57.58550710040026,
2022-03-21 15:30:30,-57.58550710040026,
2022-03-21 23:59:59,-66.80859654446206,c
2022-03-22 00:00:00,-82.4161650534129,
2022-03-22 10:00:00,-71.41539526842914,
2022-03-22 10:30:00,-48.56534750615387,
2022-03-22 12:00:00,-51.603204940196505,
