date,AS_XT_2021_Q4,meta
2021-12-01 23:59:59,-35.90875441186313,c
2021-12-02 00:00:00,-65.12240422286004,
2021-12-02 01:00:00,-76.82780446386141,
2021-12-02 02:30:00,-105.12780114412931,
2021-12-02 03:00:00,-114.26481414184946,
2021-12-02 18:30:00,-126.75829382840607,
2021-12-02 20:00:00,-106.15081935784087,
2021-12-02 23:00:00,-27.66003887807551,
2021-12-02 23:59:59,-24.820727704747014,c
2021-12-03 00:00:00,9.889952014856135,
2021-12-03 01:00:00,-6.233924742396084,
2021-12-03 02:30:00,-18.429622389744736,
2021-12-03 03:00:00,-11.070304275889384,
2021-12-03 18:30:00,-11.070304275889384,
2021-12-03 20:00:00,-11.070304275889384,
2021-12-03 23:00:00,-11.070304275889384,
2021-12-03 23:59:59,-4.37826824426179,w
2021-12-06 00:00:00,-31.97291547585519,
2021-12-06 01:00:00,-43.9101328165616,
2021-12-06 02:30:00,-46.697262887918896,
2021-12-06 03:00:00,-54.672465793347556,
2021-12-06 18:30:00,-90.4519849204778,
2021-12-06 20:00:00,-76.82909499934908,
2021-12-06 23:00:00,-94.0539652594673,
2021-12-06 23:59:59,-82.69093694890717,c
2021-12-07 00:00:00,-19.57658450506642,
2021-12-07 01:00:00,1.3368809823487027,
2021-12-07 02:30:00,0.3695822204140313,
2021-12-07 03:00:00,5.559070418206375,
2021-12-07 18:30:00,2.444930977477952,
2021-12-07 20:00:00,0.7880905904091833,
2021-12-07 23:00:00,-3.1704683082848533,
2021-12-07 23:59:59,-7.432507783220899,c
2021-12-08 00:00:00,-20.217324793782154,
2021-12-08 01:00:00,-35.493151114768125,
2021-12-08 02:30:00,-26.524066543028084,
2021-12-08 03:00:00,-14.969200581231917,
2021-12-08 18:30:00,-31.62592648775467,
2021-12-08 20:00:00,-41.58466152343931,
2021-12-08 23:00:00,-17.04434294606631,
2021-12-08 23:59:59,-24.834117359736183,c
2021-12-09 00:00:00,-8.02743967801166,
2021-12-09 01:00:00,28.01026394322571,
2021-12-09 02:30:00,21.501535193340715,
2021-12-09 03:00:00,19.337907141563846,
2021-12-09 18:30:00,16.982251319191846,
2021-12-09 20:00:00,24.03339341624678,
2021-12-09 23:00:00,52.98811589805541,
2021-12-09 23:59:59,60.35573801315854,c
2021-12-10 00:00:00,48.48846631584979,
2021-12-10 01:00:00,34.65327012123771,
2021-12-10 02:30:00,7.784927481469595,
2021-12-10 03:00:00,1.1971116080674165,
2021-12-10 18:30:00,1.1971116080674165,
2021-12-10 20:00:00,1.1971116080674165,
2021-12-10 23:00:00,1.1971116080674165,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,207.4629344719442,
2021-12-13 01:00:00,200.44260334115597,
2021-12-13 02:30:00,189.70549077051692,
2021-12-13 03:00:00,176.43140948953078,
2021-12-13 18:30:00,194.39789477241584,
2021-12-13 20:00:00,210.11942907021466,
2021-12-13 23:00:00,216.8046747648732,
2021-12-13 23:59:59,205.42603729883604,c
2021-12-14 00:00:00,197.60545865192125,
2021-12-14 01:00:00,219.8385644457262,
2021-12-14 02:30:00,224.43264482148516,
2021-12-14 03:00:00,215.77984908281223,
2021-12-14 18:30:00,217.6976276397627,
2021-12-14 20:00:00,210.819021570132,
2021-12-14 23:00:00,264.2497936376867,
2021-12-14 23:59:59,268.3569808623688,c
2021-12-15 00:00:00,262.0603926277581,
2021-12-15 01:00:00,275.95424387670846,
2021-12-15 02:30:00,300.57243617477025,
2021-12-15 03:00:00,280.70211667610965,
2021-12-15 18:30:00,324.5333673387431,
2021-12-15 20:00:00,307.94907072223623,
2021-12-15 23:00:00,393.4272302285526,
2021-12-15 23:59:59,398.73177925578466,c
2021-12-16 00:00:00,424.7011510484808,
2021-12-16 01:00:00,426.60746447781094,
2021-12-16 02:30:00,420.6193833192151,
2021-12-16 03:00:00,421.0104481098924,
2021-12-16 18:30:00,392.1353063904626,
2021-12-16 20:00:00,405.08861620883,
2021-12-16 23:00:00,507.1336808299984,
2021-12-16 23:59:59,509.70171126509695,c
2021-12-17 00:00:00,490.2879299633437,
2021-12-17 01:00:00,500.07649447882295,
2021-12-17 02:30:00,485.9283131756347,
2021-12-17 03:00:00,485.4814799550941,
2021-12-17 18:30:00,485.4814799550941,
2021-12-17 20:00:00,485.4814799550941,
2021-12-17 23:00:00,485.4814799550941,
2021-12-17 23:59:59,491.5991066461452,e
2021-12-20 00:00:00,285.66256312245787,
2021-12-20 01:00:00,307.41392141997994,
2021-12-20 02:30:00,267.80793605730923,
2021-12-20 03:00:00,277.79157734242835,
2021-12-20 18:30:00,284.52417707091445,
2021-12-20 20:00:00,284.2161848241667,
2021-12-20 23:00:00,328.28330405490624,
2021-12-20 23:59:59,344.04533764692496,c
2021-12-21 00:00:00,323.4052443147111,
2021-12-21 01:00:00,334.36837247828817,
2021-12-21 02:30:00,319.4351454800744,
2021-12-21 03:00:00,316.2547986798195,
2021-12-21 18:30:00,320.1803209931877,
2021-12-21 20:00:00,292.69921398795395,
2021-12-21 23:00:00,266.0666817465626,
2021-12-21 23:59:59,263.5939152314163,c
2021-12-22 00:00:00,287.87285747275973,
2021-12-22 01:00:00,304.59854986712753,
2021-12-22 02:30:00,291.8440148648033,
2021-12-22 03:00:00,297.9272868486205,
2021-12-22 18:30:00,291.58518551464476,
2021-12-22 20:00:00,273.36317365296736,
2021-12-22 23:00:00,378.4459566159876,
2021-12-22 23:59:59,387.43548588032945,c
2021-12-23 00:00:00,389.7839993596531,
2021-12-23 01:00:00,443.3643963048512,
2021-12-23 02:30:00,446.77683995288226,
2021-12-23 03:00:00,443.66105680759847,
2021-12-23 18:30:00,435.10655941704954,
2021-12-23 20:00:00,454.5112188561952,
2021-12-23 23:00:00,455.8619876065982,
2021-12-23 23:59:59,456.86768974497045,c
2021-12-24 00:00:00,497.48965624803986,
2021-12-24 01:00:00,494.1746252350781,
2021-12-24 02:30:00,494.1746252350781,
2021-12-24 03:00:00,494.1746252350781,
2021-12-24 18:30:00,494.1746252350781,
2021-12-24 20:00:00,494.1746252350781,
2021-12-24 23:00:00,494.1746252350781,
2021-12-24 23:59:59,493.9771268839736,w
2021-12-27 00:00:00,504.14701082251804,
2021-12-27 01:00:00,500.64669304570816,
2021-12-27 02:30:00,498.68366163669134,
2021-12-27 03:00:00,498.6911166988398,
2021-12-27 18:30:00,498.6911166988398,
2021-12-27 20:00:00,503.3852592688895,
2021-12-27 23:00:00,433.7935754542209,
2021-12-27 23:59:59,433.7743527468474,c
2021-12-28 00:00:00,434.18333666018634,
2021-12-28 01:00:00,427.00878595705717,
2021-12-28 02:30:00,445.8876630907662,
2021-12-28 03:00:00,444.2399551186659,
2021-12-28 18:30:00,435.76458593166353,
2021-12-28 20:00:00,444.7606942962948,
2021-12-28 23:00:00,454.0724576633597,
2021-12-28 23:59:59,458.1822732549199,c
2021-12-29 00:00:00,456.9188928720114,
2021-12-29 01:00:00,467.1926898814222,
2021-12-29 02:30:00,468.74681579491335,
2021-12-29 03:00:00,463.4632885779647,
2021-12-29 18:30:00,475.3275988553737,
2021-12-29 20:00:00,475.7356372009808,
2021-12-29 23:00:00,527.1255430318688,
2021-12-29 23:59:59,535.5218849370572,c
2021-12-30 00:00:00,506.60175959505705,
2021-12-30 01:00:00,482.1032031820705,
2021-12-30 02:30:00,475.66811725370053,
2021-12-30 03:00:00,484.2004830804094,
2021-12-30 18:30:00,488.400426188387,
2021-12-30 20:00:00,470.5952940876459,
2021-12-30 23:00:00,405.2324174498358,
2021-12-30 23:59:59,403.10708349052857,c
2021-12-31 00:00:00,444.63036452275855,
2021-12-31 01:00:00,444.63036452275855,
2021-12-31 02:30:00,444.63036452275855,
2021-12-31 03:00:00,444.63036452275855,
2021-12-31 18:30:00,444.63036452275855,
2021-12-31 20:00:00,444.63036452275855,
2021-12-31 23:00:00,444.63036452275855,
2021-12-31 23:59:59,443.16530632452987,w
